snapshot_date,store_id,product_id,quantity_on_hand,quantity_on_order,reorder_point
2025-01-25,STR-014,SKU-0384,41,19,11
2025-01-25,STR-014,SKU-0349,157,26,11
2025-01-25,STR-014,SKU-0183,121,26,28
2025-01-25,STR-014,SKU-0202,6,25,16
2025-01-25,STR-014,SKU-0379,158,36,17
2025-01-25,STR-014,SKU-0468,2,6,28
2025-01-25,STR-015,SKU-0154,135,19,29
2025-01-25,STR-015,SKU-0074,195,9,12
2025-01-25,STR-015,SKU-0472,176,39,19
2025-01-25,STR-015,SKU-0022,120,7,25
2025-01-25,STR-015,SKU-0339,65,27,10
2025-01-25,STR-015,SKU-0437,144,47,21
2025-01-25,STR-015,SKU-0376,162,39,22
2025-01-25,STR-015,SKU-0001,161,45,29
2025-01-25,STR-015,SKU-0078,75,3,29
2025-01-25,STR-015,SKU-0019,0,21,25
2025-01-25,STR-015,SKU-0345,76,26,18
2025-01-25,STR-015,SKU-0008,135,6,29
2025-01-25,STR-015,SKU-0199,183,1,19
2025-01-25,STR-015,SKU-0445,84,4,22
2025-01-25,STR-015,SKU-0134,43,5,25
2025-01-25,STR-015,SKU-0498,153,3,16
2025-01-25,STR-015,SKU-0142,58,48,16
2025-01-25,STR-015,SKU-0263,17,43,24
2025-01-25,STR-015,SKU-0122,129,12,11
2025-01-25,STR-015,SKU-0501,21,7,20
2025-01-25,STR-015,SKU-0110,141,26,25
2025-01-25,STR-015,SKU-0197,178,47,16
2025-01-25,STR-015,SKU-0183,199,11,17
2025-01-25,STR-015,SKU-0231,138,28,12
2025-01-25,STR-015,SKU-0446,161,40,19
2025-01-25,STR-015,SKU-0392,148,10,22
2025-01-25,STR-015,SKU-0052,66,4,22
2025-01-25,STR-015,SKU-0084,93,5,22
2025-01-25,STR-015,SKU-0092,157,45,24
2025-01-25,STR-015,SKU-0023,172,32,13
2025-01-25,STR-015,SKU-0248,21,50,15
2025-01-25,STR-015,SKU-0488,111,34,18
2025-01-25,STR-015,SKU-0424,120,24,19
2025-01-25,STR-015,SKU-0537,11,12,12
2025-01-25,STR-015,SKU-0252,48,47,14
2025-01-25,STR-016,SKU-0354,194,26,24
2025-01-25,STR-016,SKU-0514,111,32,12
2025-01-25,STR-016,SKU-0032,89,1,23
2025-01-25,STR-016,SKU-0169,3,4,25
2025-01-25,STR-016,SKU-0491,86,31,28
2025-01-25,STR-016,SKU-0221,30,10,28
2025-01-25,STR-016,SKU-0130,120,34,23
2025-01-25,STR-016,SKU-0163,70,40,19
2025-01-25,STR-016,SKU-0349,59,21,22
2025-01-25,STR-016,SKU-0158,148,35,15
2025-01-25,STR-016,SKU-0273,145,39,16
2025-01-25,STR-016,SKU-0094,158,48,30
2025-01-25,STR-016,SKU-0451,102,45,13
2025-01-25,STR-016,SKU-0255,176,1,22
2025-01-25,STR-016,SKU-0107,178,26,13
2025-01-25,STR-016,SKU-0136,23,32,16
2025-01-25,STR-016,SKU-0448,89,32,24
2025-01-25,STR-016,SKU-0374,3,43,27
2025-01-25,STR-016,SKU-0397,138,18,14
2025-01-25,STR-016,SKU-0377,98,38,14
2025-01-25,STR-016,SKU-0268,107,31,27
2025-01-25,STR-016,SKU-0460,29,18,24
2025-01-25,STR-016,SKU-0305,130,7,11
2025-01-25,STR-016,SKU-0455,52,45,29
2025-01-25,STR-016,SKU-0400,168,1,29
2025-01-25,STR-016,SKU-0488,193,43,12
2025-01-25,STR-016,SKU-0459,74,33,14
2025-01-25,STR-016,SKU-0029,188,39,27
2025-01-25,STR-016,SKU-0074,96,30,20
2025-01-25,STR-016,SKU-0498,20,24,12
2025-01-25,STR-016,SKU-0202,97,5,14
2025-01-25,STR-016,SKU-0018,118,48,14
2025-01-25,STR-016,SKU-0185,90,13,22
2025-01-25,STR-016,SKU-0423,78,43,13
2025-01-25,STR-016,SKU-0008,47,32,30
2025-01-25,STR-017,SKU-0200,168,38,10
2025-01-25,STR-017,SKU-0017,62,37,19
2025-01-25,STR-017,SKU-0355,60,39,18
2025-01-25,STR-017,SKU-0523,152,41,23
2025-01-25,STR-017,SKU-0279,148,13,30
2025-01-25,STR-017,SKU-0433,58,4,14
2025-01-25,STR-017,SKU-0173,173,40,30
2025-01-25,STR-017,SKU-0191,32,21,15
2025-01-25,STR-017,SKU-0243,14,41,20
2025-01-25,STR-017,SKU-0223,144,23,21
2025-01-25,STR-017,SKU-0301,195,19,12
2025-01-25,STR-017,SKU-0010,120,15,13
2025-01-25,STR-017,SKU-0027,164,30,24
2025-01-25,STR-017,SKU-0503,196,28,15
2025-01-25,STR-017,SKU-0400,5,12,24
2025-01-25,STR-017,SKU-0117,30,50,12
2025-01-25,STR-017,SKU-0052,82,42,17
2025-01-25,STR-017,SKU-0270,9,16,14
2025-01-25,STR-017,SKU-0127,193,47,23
2025-01-25,STR-017,SKU-0298,193,8,24
2025-01-25,STR-017,SKU-0189,192,14,30
2025-01-25,STR-017,SKU-0356,42,15,25
2025-01-25,STR-017,SKU-0327,175,10,19
2025-01-25,STR-017,SKU-0518,190,21,15
2025-01-25,STR-017,SKU-0354,60,12,14
2025-01-25,STR-017,SKU-0170,168,39,28
2025-01-25,STR-017,SKU-0412,46,32,24
2025-01-25,STR-017,SKU-0034,140,18,10
2025-01-25,STR-017,SKU-0077,25,49,10
2025-01-25,STR-017,SKU-0114,164,46,25
2025-01-25,STR-017,SKU-0256,53,14,12
2025-01-25,STR-017,SKU-0511,96,14,24
2025-01-25,STR-017,SKU-0095,2,16,10
2025-01-25,STR-017,SKU-0046,94,3,11
2025-01-25,STR-017,SKU-0229,131,27,26
2025-01-25,STR-018,SKU-0523,135,38,29
2025-01-25,STR-018,SKU-0170,8,41,10
2025-01-25,STR-018,SKU-0077,89,41,18
2025-01-25,STR-018,SKU-0165,65,25,12
2025-01-25,STR-018,SKU-0506,104,4,17
2025-01-25,STR-018,SKU-0042,35,14,22
2025-01-25,STR-018,SKU-0239,175,1,26
2025-01-25,STR-018,SKU-0040,199,21,25
2025-01-25,STR-018,SKU-0232,14,35,13
2025-01-25,STR-018,SKU-0244,42,47,10
2025-01-25,STR-018,SKU-0469,6,2,28
2025-01-25,STR-018,SKU-0294,155,49,19
2025-01-25,STR-018,SKU-0378,18,32,28
2025-01-25,STR-018,SKU-0329,75,26,22
2025-01-25,STR-018,SKU-0080,186,6,21
2025-01-25,STR-018,SKU-0414,126,17,11
2025-01-25,STR-018,SKU-0164,175,25,16
2025-01-25,STR-018,SKU-0301,69,10,11
2025-01-25,STR-018,SKU-0491,100,19,14
2025-01-25,STR-018,SKU-0426,133,50,10
2025-01-25,STR-018,SKU-0347,60,31,29
2025-01-25,STR-018,SKU-0293,105,31,21
2025-01-25,STR-018,SKU-0416,147,24,21
2025-01-25,STR-018,SKU-0468,47,8,13
2025-01-25,STR-018,SKU-0179,19,25,14
2025-01-25,STR-018,SKU-0146,77,47,13
2025-01-25,STR-018,SKU-0537,108,32,26
2025-01-25,STR-018,SKU-0461,178,32,22
2025-01-25,STR-018,SKU-0154,26,9,24
2025-01-25,STR-018,SKU-0187,67,19,25
2025-01-25,STR-018,SKU-0055,140,35,22
2025-01-25,STR-018,SKU-0289,153,36,20
2025-01-25,STR-018,SKU-0270,124,29,13
2025-01-25,STR-018,SKU-0260,131,20,22
2025-01-25,STR-018,SKU-0354,101,18,10
2025-01-25,STR-019,SKU-0188,173,34,27
2025-01-25,STR-019,SKU-0525,14,30,11
2025-01-25,STR-019,SKU-0110,8,40,22
2025-01-25,STR-019,SKU-0460,31,42,21
2025-01-25,STR-019,SKU-0187,25,5,29
2025-01-25,STR-019,SKU-0506,108,21,30
2025-01-25,STR-019,SKU-0359,162,23,28
2025-01-25,STR-019,SKU-0088,80,25,10
2025-01-25,STR-019,SKU-0210,186,24,24
2025-01-25,STR-019,SKU-0261,65,24,10
2025-01-25,STR-019,SKU-0351,127,41,10
2025-01-25,STR-019,SKU-0076,62,32,22
2025-01-25,STR-019,SKU-0464,181,29,12
2025-01-25,STR-019,SKU-0162,7,37,17
2025-01-25,STR-019,SKU-0158,12,38,12
2025-01-25,STR-019,SKU-0410,146,0,19
2025-01-25,STR-019,SKU-0166,15,8,11
2025-01-25,STR-019,SKU-0519,81,43,24
2025-01-25,STR-019,SKU-0013,17,37,17
2025-01-25,STR-019,SKU-0386,178,20,16
2025-01-25,STR-019,SKU-0252,189,27,16
2025-01-25,STR-019,SKU-0079,131,22,30
2025-01-25,STR-019,SKU-0317,127,41,24
2025-01-25,STR-019,SKU-0348,27,16,11
2025-01-25,STR-019,SKU-0507,66,31,14
2025-01-25,STR-019,SKU-0220,37,15,25
2025-01-25,STR-019,SKU-0491,103,1,25
2025-01-25,STR-019,SKU-0260,174,33,28
2025-01-25,STR-019,SKU-0473,184,9,11
2025-01-25,STR-019,SKU-0380,132,44,26
2025-01-25,STR-019,SKU-0363,80,33,28
2025-01-25,STR-019,SKU-0060,127,21,15
2025-01-25,STR-019,SKU-0289,21,20,30
2025-01-25,STR-019,SKU-0454,180,7,23
2025-01-25,STR-019,SKU-0470,83,45,16
2025-01-25,STR-020,SKU-0025,172,15,25
2025-01-25,STR-020,SKU-0158,102,30,21
2025-01-25,STR-020,SKU-0357,181,38,30
2025-01-25,STR-020,SKU-0156,20,18,19
2025-01-25,STR-020,SKU-0079,112,24,24
2025-01-25,STR-020,SKU-0211,36,17,21
2025-01-25,STR-020,SKU-0175,18,8,22
2025-01-25,STR-020,SKU-0379,101,4,19
2025-01-25,STR-020,SKU-0100,178,6,17
2025-01-25,STR-020,SKU-0387,138,47,22
2025-01-25,STR-020,SKU-0068,185,4,15
2025-01-25,STR-020,SKU-0057,24,50,21
2025-01-25,STR-020,SKU-0106,125,2,23
2025-01-25,STR-020,SKU-0115,99,25,10
2025-01-25,STR-020,SKU-0302,38,22,14
2025-01-25,STR-020,SKU-0148,152,48,20
2025-01-25,STR-020,SKU-0011,101,26,11
2025-01-25,STR-020,SKU-0169,150,0,15
2025-01-25,STR-020,SKU-0277,27,14,25
2025-01-25,STR-020,SKU-0002,109,12,11
2025-01-25,STR-020,SKU-0066,176,19,10
2025-01-25,STR-020,SKU-0250,65,24,13
2025-01-25,STR-020,SKU-0123,84,16,19
2025-01-25,STR-020,SKU-0101,45,13,21
2025-01-25,STR-020,SKU-0048,1,25,15
2025-01-25,STR-020,SKU-0285,172,18,12
2025-01-25,STR-020,SKU-0476,187,27,20
2025-01-25,STR-020,SKU-0376,38,33,23
2025-01-25,STR-020,SKU-0530,55,15,27
2025-01-25,STR-020,SKU-0103,47,28,22
2025-01-25,STR-020,SKU-0155,144,0,10
2025-01-25,STR-020,SKU-0180,108,36,11
2025-01-25,STR-020,SKU-0146,167,18,14
2025-01-25,STR-020,SKU-0024,73,17,29
2025-01-25,STR-020,SKU-0355,124,28,10
2025-01-25,STR-021,SKU-0355,146,28,11
2025-01-25,STR-021,SKU-0499,31,41,30
2025-01-25,STR-021,SKU-0327,168,20,14
2025-01-25,STR-021,SKU-0120,165,18,30
2025-01-25,STR-021,SKU-0198,183,17,25
2025-01-25,STR-021,SKU-0254,106,6,29
2025-01-25,STR-021,SKU-0106,0,1,21
2025-01-25,STR-021,SKU-0177,84,45,18
2025-01-25,STR-021,SKU-0190,60,18,14
2025-01-25,STR-021,SKU-0197,138,2,10
2025-01-25,STR-021,SKU-0532,75,47,15
2025-01-25,STR-021,SKU-0496,116,1,19
2025-01-25,STR-021,SKU-0305,200,7,15
2025-01-25,STR-021,SKU-0414,200,32,27
2025-01-25,STR-021,SKU-0377,113,13,10
2025-01-25,STR-021,SKU-0371,200,35,23
2025-01-25,STR-021,SKU-0309,18,42,27
2025-01-25,STR-021,SKU-0116,20,38,15
2025-01-25,STR-021,SKU-0070,169,48,19
2025-01-25,STR-021,SKU-0013,92,43,12
2025-01-25,STR-021,SKU-0073,64,38,20
2025-01-25,STR-021,SKU-0246,55,24,26
2025-01-25,STR-021,SKU-0182,142,25,16
2025-01-25,STR-021,SKU-0087,120,24,30
2025-01-25,STR-021,SKU-0057,25,46,15
2025-01-25,STR-021,SKU-0107,85,29,23
2025-01-25,STR-021,SKU-0185,13,40,12
2025-01-25,STR-021,SKU-0056,158,31,18
2025-01-25,STR-021,SKU-0156,145,47,19
2025-01-25,STR-021,SKU-0528,126,4,11
2025-01-25,STR-021,SKU-0402,51,28,25
2025-01-25,STR-021,SKU-0219,122,11,16
2025-01-25,STR-021,SKU-0278,126,40,22
2025-01-25,STR-021,SKU-0336,140,25,28
2025-01-25,STR-021,SKU-0203,96,4,14
2025-01-25,STR-022,SKU-0209,113,22,17
2025-01-25,STR-022,SKU-0439,153,18,14
2025-01-25,STR-022,SKU-0167,159,41,13
2025-01-25,STR-022,SKU-0219,123,45,10
2025-01-25,STR-022,SKU-0363,47,16,26
2025-01-25,STR-022,SKU-0379,124,8,16
2025-01-25,STR-022,SKU-0144,155,6,18
2025-01-25,STR-022,SKU-0022,81,23,26
2025-01-25,STR-022,SKU-0261,190,31,27
2025-01-25,STR-022,SKU-0433,54,9,11
2025-01-25,STR-022,SKU-0483,59,1,15
2025-01-25,STR-022,SKU-0381,128,21,18
2025-01-25,STR-022,SKU-0061,177,50,15
2025-01-25,STR-022,SKU-0251,5,21,10
2025-01-25,STR-022,SKU-0080,45,32,29
2025-01-25,STR-022,SKU-0279,87,28,24
2025-01-25,STR-022,SKU-0101,137,2,21
2025-01-25,STR-022,SKU-0239,118,13,23
2025-01-25,STR-022,SKU-0349,172,34,14
2025-01-25,STR-022,SKU-0488,198,24,23
2025-01-25,STR-022,SKU-0007,52,1,17
2025-01-25,STR-022,SKU-0462,66,18,13
2025-01-25,STR-022,SKU-0107,40,11,20
2025-01-25,STR-022,SKU-0505,33,50,30
2025-01-25,STR-022,SKU-0335,162,14,22
2025-01-25,STR-022,SKU-0230,10,0,19
2025-01-25,STR-022,SKU-0205,3,27,28
2025-01-25,STR-022,SKU-0536,121,49,15
2025-01-25,STR-022,SKU-0280,47,28,28
2025-01-25,STR-022,SKU-0533,157,5,20
2025-01-25,STR-022,SKU-0096,89,33,27
2025-01-25,STR-022,SKU-0125,168,29,24
2025-01-25,STR-022,SKU-0182,45,18,24
2025-01-25,STR-022,SKU-0069,35,22,16
2025-01-25,STR-022,SKU-0340,66,0,13
2025-01-25,STR-023,SKU-0167,160,41,30
2025-01-25,STR-023,SKU-0273,78,1,17
2025-01-25,STR-023,SKU-0473,92,11,19
2025-01-25,STR-023,SKU-0109,87,26,12
2025-01-25,STR-023,SKU-0490,31,8,26
2025-01-25,STR-023,SKU-0506,141,30,15
2025-01-25,STR-023,SKU-0039,166,19,25
2025-01-25,STR-023,SKU-0027,199,4,20
2025-01-25,STR-023,SKU-0164,108,49,20
2025-01-25,STR-023,SKU-0123,58,37,16
2025-01-25,STR-023,SKU-0266,175,39,12
2025-01-25,STR-023,SKU-0030,153,21,23
2025-01-25,STR-023,SKU-0212,20,36,29
2025-01-25,STR-023,SKU-0066,111,32,14
2025-01-25,STR-023,SKU-0356,57,50,23
2025-01-25,STR-023,SKU-0449,30,35,11
2025-01-25,STR-023,SKU-0074,153,29,21
2025-01-25,STR-023,SKU-0124,34,32,19
2025-01-25,STR-023,SKU-0526,144,45,12
2025-01-25,STR-023,SKU-0215,195,26,17
2025-01-25,STR-023,SKU-0340,2,6,11
2025-01-25,STR-023,SKU-0229,27,31,27
2025-01-25,STR-023,SKU-0303,143,40,26
2025-01-25,STR-023,SKU-0216,77,9,28
2025-01-25,STR-023,SKU-0211,168,18,22
2025-01-25,STR-023,SKU-0272,78,3,12
2025-01-25,STR-023,SKU-0372,149,35,10
2025-01-25,STR-023,SKU-0049,13,23,29
2025-01-25,STR-023,SKU-0004,157,12,11
2025-01-25,STR-023,SKU-0497,84,11,20
2025-01-25,STR-023,SKU-0265,194,2,13
2025-01-25,STR-023,SKU-0306,142,8,11
2025-01-25,STR-023,SKU-0093,118,1,25
2025-01-25,STR-023,SKU-0197,141,33,27
2025-01-25,STR-023,SKU-0246,103,19,26
2025-01-25,STR-024,SKU-0219,43,17,29
2025-01-25,STR-024,SKU-0111,167,23,15
2025-01-25,STR-024,SKU-0052,159,14,11
2025-01-25,STR-024,SKU-0237,181,38,17
2025-01-25,STR-024,SKU-0271,90,33,30
2025-01-25,STR-024,SKU-0091,120,10,15
2025-01-25,STR-024,SKU-0081,161,50,16
2025-01-25,STR-024,SKU-0494,100,6,15
2025-01-25,STR-024,SKU-0117,61,27,30
2025-01-25,STR-024,SKU-0398,164,35,26
2025-01-25,STR-024,SKU-0390,68,1,17
2025-01-25,STR-024,SKU-0290,81,13,25
2025-01-25,STR-024,SKU-0027,38,24,13
2025-01-25,STR-024,SKU-0322,71,37,29
2025-01-25,STR-024,SKU-0239,165,20,17
2025-01-25,STR-024,SKU-0274,199,49,28
2025-01-25,STR-024,SKU-0147,55,41,26
2025-01-25,STR-024,SKU-0474,98,36,14
2025-01-25,STR-024,SKU-0384,37,31,24
2025-01-25,STR-024,SKU-0359,81,33,22
2025-01-25,STR-024,SKU-0462,111,44,29
2025-01-25,STR-024,SKU-0331,9,40,11
2025-01-25,STR-024,SKU-0115,149,11,17
2025-01-25,STR-024,SKU-0194,139,36,21
2025-01-25,STR-024,SKU-0140,137,27,27
2025-01-25,STR-024,SKU-0386,114,50,14
2025-01-25,STR-024,SKU-0190,103,24,26
2025-01-25,STR-024,SKU-0518,48,40,18
2025-01-25,STR-024,SKU-0459,129,34,20
2025-01-25,STR-024,SKU-0095,26,31,29
2025-01-25,STR-024,SKU-0344,115,46,24
2025-01-25,STR-024,SKU-0192,9,0,27
2025-01-25,STR-024,SKU-0148,158,40,12
2025-01-25,STR-024,SKU-0051,164,24,11
2025-01-25,STR-024,SKU-0355,3,29,17
2025-01-25,STR-025,SKU-0148,143,49,27
2025-01-25,STR-025,SKU-0201,118,14,29
2025-01-25,STR-025,SKU-0335,130,24,29
2025-01-25,STR-025,SKU-0361,150,34,17
2025-01-25,STR-025,SKU-0421,6,2,29
2025-01-25,STR-025,SKU-0240,120,32,12
2025-01-25,STR-025,SKU-0178,174,35,29
2025-01-25,STR-025,SKU-0085,176,8,17
2025-01-25,STR-025,SKU-0394,19,18,26
2025-01-25,STR-025,SKU-0527,91,12,23
2025-01-25,STR-025,SKU-0158,191,46,10
2025-01-25,STR-025,SKU-0043,171,35,19
2025-01-25,STR-025,SKU-0142,95,13,17
2025-01-25,STR-025,SKU-0169,56,30,21
2025-01-25,STR-025,SKU-0459,94,19,28
2025-01-25,STR-025,SKU-0368,97,22,22
2025-01-25,STR-025,SKU-0482,175,14,29
2025-01-25,STR-025,SKU-0232,194,4,12
2025-01-25,STR-025,SKU-0247,177,9,27
2025-01-25,STR-025,SKU-0230,185,25,21
2025-01-25,STR-025,SKU-0284,134,4,26
2025-01-25,STR-025,SKU-0449,62,29,19
2025-01-25,STR-025,SKU-0138,150,42,15
2025-01-25,STR-025,SKU-0473,107,46,11
2025-01-25,STR-025,SKU-0479,162,30,22
2025-01-25,STR-025,SKU-0446,143,46,19
2025-01-25,STR-025,SKU-0039,180,43,10
2025-01-25,STR-025,SKU-0128,53,14,24
2025-01-25,STR-025,SKU-0218,127,19,24
2025-01-25,STR-025,SKU-0187,68,31,23
2025-01-25,STR-025,SKU-0537,99,33,23
2025-01-25,STR-025,SKU-0051,147,14,27
2025-01-25,STR-025,SKU-0447,22,38,16
2025-01-25,STR-025,SKU-0398,2,42,21
2025-01-25,STR-025,SKU-0417,96,19,21
2025-01-25,STR-026,SKU-0316,122,30,27
2025-01-25,STR-026,SKU-0205,76,9,14
2025-01-25,STR-026,SKU-0053,103,50,22
2025-01-25,STR-026,SKU-0083,125,27,24
2025-01-25,STR-026,SKU-0026,9,45,29
2025-01-25,STR-026,SKU-0519,98,35,21
2025-01-25,STR-026,SKU-0517,112,14,22
2025-01-25,STR-026,SKU-0309,173,25,29
2025-01-25,STR-026,SKU-0074,179,18,30
2025-01-25,STR-026,SKU-0324,25,12,19
2025-01-25,STR-026,SKU-0162,48,8,15
2025-01-25,STR-026,SKU-0237,158,41,29
2025-01-25,STR-026,SKU-0439,117,48,10
2025-01-25,STR-026,SKU-0031,186,7,19
2025-01-25,STR-026,SKU-0253,160,27,23
2025-01-25,STR-026,SKU-0393,127,12,24
2025-01-25,STR-026,SKU-0036,197,27,11
2025-01-25,STR-026,SKU-0268,129,18,23
2025-01-25,STR-026,SKU-0254,160,4,18
2025-01-25,STR-026,SKU-0142,130,15,20
2025-01-25,STR-026,SKU-0228,85,34,27
2025-01-25,STR-026,SKU-0023,66,4,20
2025-01-25,STR-026,SKU-0273,49,21,29
2025-01-25,STR-026,SKU-0022,167,25,11
2025-01-25,STR-026,SKU-0390,48,4,17
2025-01-25,STR-026,SKU-0531,142,35,29
2025-01-25,STR-026,SKU-0495,114,34,27
2025-01-25,STR-026,SKU-0130,66,19,12
2025-01-25,STR-026,SKU-0363,69,27,22
2025-01-25,STR-026,SKU-0511,24,17,30
2025-01-25,STR-026,SKU-0436,139,36,13
2025-01-25,STR-026,SKU-0091,134,31,14
2025-01-25,STR-026,SKU-0202,95,45,11
2025-01-25,STR-026,SKU-0066,196,10,29
2025-01-25,STR-026,SKU-0046,62,7,28
2025-01-25,STR-027,SKU-0381,117,31,22
2025-01-25,STR-027,SKU-0110,86,21,25
2025-01-25,STR-027,SKU-0437,172,33,12
2025-01-25,STR-027,SKU-0529,85,20,13
2025-01-25,STR-027,SKU-0127,78,15,21
2025-01-25,STR-027,SKU-0190,16,18,16
2025-01-25,STR-027,SKU-0262,30,6,16
2025-01-25,STR-027,SKU-0466,187,2,10
2025-01-25,STR-027,SKU-0519,78,35,11
2025-01-25,STR-027,SKU-0391,9,33,23
2025-01-25,STR-027,SKU-0477,99,35,11
2025-01-25,STR-027,SKU-0338,27,42,28
2025-01-25,STR-027,SKU-0233,81,6,22
2025-01-25,STR-027,SKU-0297,153,14,18
2025-01-25,STR-027,SKU-0433,4,7,20
2025-01-25,STR-027,SKU-0211,73,5,28
2025-01-25,STR-027,SKU-0441,165,19,26
2025-01-25,STR-027,SKU-0344,6,24,20
2025-01-25,STR-027,SKU-0249,181,16,23
2025-01-25,STR-027,SKU-0435,6,20,28
2025-01-25,STR-027,SKU-0239,52,35,15
2025-01-25,STR-027,SKU-0463,18,15,29
2025-01-25,STR-027,SKU-0442,39,50,13
2025-01-25,STR-027,SKU-0374,180,28,22
2025-01-25,STR-027,SKU-0227,120,10,19
2025-01-25,STR-027,SKU-0507,79,11,18
2025-01-25,STR-027,SKU-0407,134,26,27
2025-01-25,STR-027,SKU-0107,78,19,19
2025-01-25,STR-027,SKU-0028,109,20,29
2025-01-25,STR-027,SKU-0189,176,37,29
2025-01-25,STR-027,SKU-0216,135,33,26
2025-01-25,STR-027,SKU-0360,24,44,17
2025-01-25,STR-027,SKU-0083,131,9,13
2025-01-25,STR-027,SKU-0470,23,4,26
2025-01-25,STR-027,SKU-0066,47,9,19
2025-01-25,STR-028,SKU-0148,132,14,27
2025-01-25,STR-028,SKU-0425,189,28,19
2025-01-25,STR-028,SKU-0416,113,31,15
2025-01-25,STR-028,SKU-0046,150,44,16
2025-01-25,STR-028,SKU-0128,17,15,11
2025-01-25,STR-028,SKU-0153,21,29,21
2025-01-25,STR-028,SKU-0167,139,28,21
2025-01-25,STR-028,SKU-0438,134,39,22
2025-01-25,STR-028,SKU-0074,148,14,20
2025-01-25,STR-028,SKU-0177,40,6,26
2025-01-25,STR-028,SKU-0253,36,19,17
2025-01-25,STR-028,SKU-0510,30,33,11
2025-01-25,STR-028,SKU-0384,138,50,27
2025-01-25,STR-028,SKU-0099,92,50,15
2025-01-25,STR-028,SKU-0460,97,42,11
2025-01-25,STR-028,SKU-0224,62,38,27
2025-01-25,STR-028,SKU-0259,34,16,12
2025-01-25,STR-028,SKU-0101,24,6,10
2025-01-25,STR-028,SKU-0301,196,39,29
2025-01-25,STR-028,SKU-0105,46,24,28
2025-01-25,STR-028,SKU-0143,32,41,29
2025-01-25,STR-028,SKU-0296,88,34,10
2025-01-25,STR-028,SKU-0429,109,30,20
2025-01-25,STR-028,SKU-0060,1,3,16
2025-01-25,STR-028,SKU-0237,78,23,26
2025-01-25,STR-028,SKU-0503,165,22,28
2025-01-25,STR-028,SKU-0518,155,8,23
2025-01-25,STR-028,SKU-0399,69,37,11
2025-01-25,STR-028,SKU-0041,31,23,28
2025-01-25,STR-028,SKU-0379,42,5,18
2025-01-25,STR-028,SKU-0484,78,35,21
2025-01-25,STR-028,SKU-0456,122,5,20
2025-01-25,STR-028,SKU-0045,121,41,12
2025-01-25,STR-028,SKU-0093,112,41,12
2025-01-25,STR-028,SKU-0218,53,19,22
2025-01-25,STR-029,SKU-0366,76,20,29
2025-01-25,STR-029,SKU-0124,87,40,25
2025-01-25,STR-029,SKU-0084,70,3,17
2025-01-25,STR-029,SKU-0433,3,39,19
2025-01-25,STR-029,SKU-0164,132,12,28
2025-01-25,STR-029,SKU-0169,137,36,15
2025-01-25,STR-029,SKU-0178,11,29,29
2025-01-25,STR-029,SKU-0466,54,17,23
2025-01-25,STR-029,SKU-0034,80,45,17
2025-01-25,STR-029,SKU-0120,28,19,22
2025-01-25,STR-029,SKU-0265,23,5,19
2025-01-25,STR-029,SKU-0505,181,23,30
2025-01-25,STR-029,SKU-0139,56,1,30
2025-01-25,STR-029,SKU-0243,76,37,21
2025-01-25,STR-029,SKU-0239,156,28,11
2025-01-25,STR-029,SKU-0195,23,34,19
2025-01-25,STR-029,SKU-0498,97,28,19
2025-01-25,STR-029,SKU-0262,120,30,13
2025-01-25,STR-029,SKU-0038,154,42,20
2025-01-25,STR-029,SKU-0334,179,31,20
2025-01-25,STR-029,SKU-0352,142,35,22
2025-01-25,STR-029,SKU-0031,152,17,23
2025-01-25,STR-029,SKU-0430,144,29,17
2025-01-25,STR-029,SKU-0510,109,31,16
2025-01-25,STR-029,SKU-0373,27,49,20
2025-01-25,STR-029,SKU-0039,137,30,12
2025-01-25,STR-029,SKU-0305,26,25,10
2025-01-25,STR-029,SKU-0470,186,25,18
2025-01-25,STR-029,SKU-0503,76,36,25
2025-01-25,STR-029,SKU-0099,199,45,14
2025-01-25,STR-029,SKU-0085,165,29,16
2025-01-25,STR-029,SKU-0508,129,14,24
2025-01-25,STR-029,SKU-0211,47,31,17
2025-01-25,STR-029,SKU-0506,99,45,14
2025-01-25,STR-029,SKU-0049,143,0,20
2025-01-25,STR-030,SKU-0335,71,28,25
2025-01-25,STR-030,SKU-0311,189,14,29
2025-01-25,STR-030,SKU-0422,118,25,11
2025-01-25,STR-030,SKU-0437,164,15,19
2025-01-25,STR-030,SKU-0239,161,9,19
2025-01-25,STR-030,SKU-0472,17,46,16
2025-01-25,STR-030,SKU-0358,1,10,16
2025-01-25,STR-030,SKU-0442,150,1,11
2025-01-25,STR-030,SKU-0024,105,39,19
2025-01-25,STR-030,SKU-0125,37,15,18
2025-01-25,STR-030,SKU-0228,114,27,11
2025-01-25,STR-030,SKU-0120,115,41,22
2025-01-25,STR-030,SKU-0305,82,35,30
2025-01-25,STR-030,SKU-0025,43,4,18
2025-01-25,STR-030,SKU-0533,70,8,23
2025-01-25,STR-030,SKU-0431,55,12,12
2025-01-25,STR-030,SKU-0471,178,40,27
2025-01-25,STR-030,SKU-0468,144,27,13
2025-01-25,STR-030,SKU-0082,195,21,12
2025-01-25,STR-030,SKU-0374,127,47,29
2025-01-25,STR-030,SKU-0045,14,0,19
2025-01-25,STR-030,SKU-0378,140,26,11
2025-01-25,STR-030,SKU-0220,170,40,26
2025-01-25,STR-030,SKU-0480,13,31,19
2025-01-25,STR-030,SKU-0486,75,24,23
2025-01-25,STR-030,SKU-0209,145,29,25
2025-01-25,STR-030,SKU-0078,86,18,15
