review_id,booking_id,property_id,guest_id,review_date,overall_score,cleanliness_score,service_score,value_score,food_score,sentiment,platform
REV-002389,BK-0049629,PROP-008,GST-04425,2025-01-12,8,8,7,9,9,Positive,Google
REV-002390,BK-0010181,PROP-026,GST-02278,2025-01-19,10,10,10,10,10,Positive,Booking.com
REV-002391,BK-0042067,PROP-015,GST-02728,2025-04-25,8,7,8,8,8,Positive,TripAdvisor
REV-002392,BK-0009832,PROP-026,GST-01854,2025-02-15,6,6,5,7,5,Neutral,Booking.com
REV-002393,BK-0008965,PROP-025,GST-00069,2025-03-15,8,8,7,8,9,Positive,TripAdvisor
REV-002394,BK-0048688,PROP-005,GST-04488,2025-01-24,7,6,7,7,6,Neutral,Direct
REV-002395,BK-0049891,PROP-039,GST-02870,2025-03-01,10,10,9,10,9,Positive,Google
REV-002396,BK-0025214,PROP-046,GST-03404,2025-02-09,6,5,5,8,8,Neutral,TripAdvisor
REV-002397,BK-0027215,PROP-041,GST-00128,2025-02-19,7,6,6,8,6,Neutral,TripAdvisor
REV-002398,BK-0036458,PROP-028,GST-03847,2025-04-03,8,8,10,8,6,Positive,Google
REV-002399,BK-0038516,PROP-046,GST-03364,2025-05-07,8,8,8,8,9,Positive,Google
REV-002400,BK-0045657,PROP-025,GST-00833,2025-04-08,5,5,6,6,5,Negative,TripAdvisor
REV-002401,BK-0020746,PROP-029,GST-01921,2025-01-18,7,7,7,7,7,Neutral,Google
REV-002402,BK-0040594,PROP-013,GST-02553,2025-04-27,7,9,7,7,8,Neutral,Google
REV-002403,BK-0024615,PROP-034,GST-02878,2025-03-15,10,10,10,10,10,Positive,Booking.com
REV-002404,BK-0010762,PROP-003,GST-01946,2025-04-25,7,8,8,6,5,Neutral,Google
REV-002405,BK-0033854,PROP-012,GST-03888,2025-01-11,7,8,7,7,8,Neutral,Google
REV-002406,BK-0005869,PROP-022,GST-03450,2025-03-25,10,10,10,9,9,Positive,TripAdvisor
REV-002407,BK-0049851,PROP-007,GST-02924,2025-01-19,10,10,10,9,9,Positive,Booking.com
REV-002408,BK-0048843,PROP-044,GST-02149,2025-04-19,10,9,9,10,9,Positive,Google
REV-002409,BK-0016586,PROP-032,GST-00281,2025-02-15,10,9,10,10,9,Positive,TripAdvisor
REV-002410,BK-0010032,PROP-018,GST-03853,2025-03-21,6,6,6,4,7,Neutral,Booking.com
REV-002411,BK-0044296,PROP-007,GST-03749,2025-03-24,9,10,8,10,8,Positive,TripAdvisor
REV-002412,BK-0034062,PROP-021,GST-02342,2025-02-03,6,6,3,6,7,Neutral,Direct
REV-002413,BK-0011533,PROP-010,GST-02599,2025-01-18,8,9,8,7,8,Positive,Google
REV-002414,BK-0038433,PROP-028,GST-00281,2025-03-16,8,5,9,9,7,Positive,TripAdvisor
REV-002415,BK-0011684,PROP-050,GST-03064,2025-04-26,9,10,10,8,10,Positive,Direct
REV-002416,BK-0010081,PROP-032,GST-00070,2025-02-12,10,10,9,10,10,Positive,Direct
REV-002417,BK-0026903,PROP-032,GST-03100,2025-01-15,5,5,6,4,5,Negative,Google
REV-002418,BK-0026679,PROP-011,GST-01319,2025-05-03,9,8,7,10,9,Positive,Direct
REV-002419,BK-0000356,PROP-011,GST-01179,2025-02-27,10,9,10,9,10,Positive,TripAdvisor
REV-002420,BK-0024897,PROP-028,GST-01801,2025-05-07,6,7,7,7,7,Neutral,Booking.com
REV-002421,BK-0040330,PROP-005,GST-04519,2025-02-19,9,8,9,7,8,Positive,TripAdvisor
REV-002422,BK-0027242,PROP-034,GST-03712,2025-05-10,10,10,10,9,9,Positive,Booking.com
REV-002423,BK-0004602,PROP-027,GST-00711,2025-01-26,9,9,9,10,8,Positive,Booking.com
REV-002424,BK-0013492,PROP-004,GST-03948,2025-03-15,6,3,7,5,7,Neutral,Direct
REV-002425,BK-0006948,PROP-001,GST-03108,2025-01-12,9,10,10,7,9,Positive,Google
REV-002426,BK-0045303,PROP-039,GST-03503,2025-01-24,10,10,9,10,10,Positive,Google
REV-002427,BK-0049094,PROP-015,GST-02052,2025-04-27,8,6,8,8,10,Positive,Booking.com
REV-002428,BK-0021518,PROP-043,GST-00560,2025-01-11,10,10,7,10,9,Positive,Google
REV-002429,BK-0025121,PROP-008,GST-00078,2025-02-05,10,10,10,10,10,Positive,TripAdvisor
REV-002430,BK-0026862,PROP-040,GST-00357,2025-03-14,6,5,6,6,7,Neutral,TripAdvisor
REV-002431,BK-0043023,PROP-025,GST-01198,2025-02-01,7,6,6,8,7,Neutral,Google
REV-002432,BK-0023676,PROP-011,GST-03522,2025-04-20,9,7,10,9,10,Positive,Google
REV-002433,BK-0007187,PROP-039,GST-02316,2025-03-18,7,7,8,8,8,Neutral,Google
REV-002434,BK-0018675,PROP-031,GST-04300,2025-03-15,9,8,9,8,10,Positive,Google
REV-002435,BK-0026882,PROP-015,GST-01352,2025-01-27,9,8,9,9,9,Positive,Direct
REV-002436,BK-0042703,PROP-030,GST-04117,2025-04-23,8,8,7,8,8,Positive,TripAdvisor
REV-002437,BK-0006153,PROP-013,GST-03243,2025-05-01,7,8,7,7,6,Neutral,Google
REV-002438,BK-0013945,PROP-010,GST-00728,2025-04-15,8,8,8,8,9,Positive,TripAdvisor
REV-002439,BK-0000058,PROP-032,GST-03000,2025-04-13,7,7,6,7,8,Neutral,TripAdvisor
REV-002440,BK-0011450,PROP-020,GST-02516,2025-04-12,9,8,8,9,10,Positive,Booking.com
REV-002441,BK-0028444,PROP-041,GST-04272,2025-01-18,9,9,10,10,9,Positive,Direct
REV-002442,BK-0040939,PROP-025,GST-01521,2025-02-12,9,9,10,9,9,Positive,Direct
REV-002443,BK-0048161,PROP-013,GST-04505,2025-02-07,10,10,9,9,10,Positive,Direct
REV-002444,BK-0047959,PROP-035,GST-00536,2025-03-29,7,5,8,7,7,Neutral,Booking.com
REV-002445,BK-0021399,PROP-034,GST-02223,2025-03-01,8,8,8,9,7,Positive,TripAdvisor
REV-002446,BK-0009252,PROP-005,GST-04726,2025-04-30,8,7,7,8,8,Positive,Direct
REV-002447,BK-0026403,PROP-021,GST-02291,2025-02-26,10,10,10,9,10,Positive,Booking.com
REV-002448,BK-0018091,PROP-012,GST-01305,2025-01-21,7,8,8,6,7,Neutral,Booking.com
REV-002449,BK-0004983,PROP-013,GST-03871,2025-02-15,8,9,10,8,8,Positive,TripAdvisor
REV-002450,BK-0021005,PROP-023,GST-01616,2025-02-27,8,10,8,7,8,Positive,Google
REV-002451,BK-0049734,PROP-011,GST-01465,2025-04-14,9,9,9,9,10,Positive,Google
REV-002452,BK-0017398,PROP-027,GST-02129,2025-04-25,8,8,9,8,8,Positive,Google
REV-002453,BK-0019479,PROP-047,GST-01547,2025-02-06,8,9,9,8,8,Positive,Booking.com
REV-002454,BK-0040031,PROP-033,GST-00092,2025-03-10,7,6,6,7,7,Neutral,Booking.com
REV-002455,BK-0003050,PROP-013,GST-01289,2025-04-01,10,10,9,10,10,Positive,Google
REV-002456,BK-0048730,PROP-013,GST-04430,2025-01-17,8,7,8,7,9,Positive,TripAdvisor
REV-002457,BK-0015319,PROP-018,GST-00564,2025-03-29,9,10,10,8,8,Positive,Booking.com
REV-002458,BK-0030531,PROP-044,GST-03666,2025-02-18,8,8,8,8,9,Positive,Google
REV-002459,BK-0042330,PROP-021,GST-04289,2025-01-29,6,6,6,8,7,Neutral,Direct
REV-002460,BK-0001893,PROP-040,GST-04882,2025-03-09,8,8,8,8,6,Positive,TripAdvisor
REV-002461,BK-0029102,PROP-023,GST-03708,2025-04-14,8,7,9,10,7,Positive,Booking.com
REV-002462,BK-0038268,PROP-032,GST-01057,2025-02-08,8,8,8,9,8,Positive,Booking.com
REV-002463,BK-0047403,PROP-035,GST-00301,2025-01-12,6,5,6,6,6,Neutral,Google
REV-002464,BK-0029434,PROP-001,GST-00017,2025-01-20,7,5,9,6,6,Neutral,TripAdvisor
REV-002465,BK-0018465,PROP-003,GST-01449,2025-03-29,4,5,4,4,6,Negative,TripAdvisor
REV-002466,BK-0037468,PROP-040,GST-01071,2025-03-22,6,6,8,5,6,Neutral,Booking.com
REV-002467,BK-0040037,PROP-048,GST-01228,2025-04-11,10,10,10,10,9,Positive,Google
REV-002468,BK-0036093,PROP-016,GST-02964,2025-03-14,6,4,7,7,7,Neutral,Booking.com
REV-002469,BK-0020021,PROP-044,GST-04454,2025-04-17,8,9,7,7,8,Positive,Booking.com
REV-002470,BK-0046783,PROP-030,GST-00364,2025-01-23,8,8,8,8,7,Positive,Booking.com
REV-002471,BK-0023023,PROP-025,GST-04286,2025-04-20,7,7,8,7,7,Neutral,Booking.com
REV-002472,BK-0025321,PROP-031,GST-02894,2025-02-15,10,10,10,10,10,Positive,Direct
REV-002473,BK-0048316,PROP-048,GST-04672,2025-01-16,9,10,9,8,9,Positive,TripAdvisor
REV-002474,BK-0001950,PROP-034,GST-03897,2025-01-26,9,10,8,8,9,Positive,Direct
REV-002475,BK-0037078,PROP-030,GST-03895,2025-01-09,9,9,7,10,8,Positive,Google
REV-002476,BK-0001722,PROP-021,GST-03822,2025-03-18,10,10,10,9,10,Positive,Booking.com
REV-002477,BK-0041269,PROP-014,GST-04165,2025-01-20,8,9,9,6,9,Positive,Direct
REV-002478,BK-0016423,PROP-002,GST-02982,2025-01-16,7,6,8,7,8,Neutral,Booking.com
REV-002479,BK-0026263,PROP-038,GST-00400,2025-04-22,10,10,9,10,10,Positive,Direct
REV-002480,BK-0007641,PROP-029,GST-02716,2025-03-21,9,8,7,9,10,Positive,Google
REV-002481,BK-0010439,PROP-006,GST-02386,2025-02-16,9,10,10,8,8,Positive,Direct
REV-002482,BK-0025961,PROP-010,GST-03625,2025-03-25,9,9,9,10,8,Positive,Google
REV-002483,BK-0039323,PROP-024,GST-04955,2025-03-26,6,6,5,6,7,Neutral,Booking.com
REV-002484,BK-0000095,PROP-036,GST-03436,2025-01-17,8,8,7,7,7,Positive,Google
REV-002485,BK-0017366,PROP-008,GST-01972,2025-04-26,10,9,10,10,10,Positive,TripAdvisor
REV-002486,BK-0020390,PROP-024,GST-03127,2025-04-08,9,9,8,9,10,Positive,TripAdvisor
REV-002487,BK-0003808,PROP-010,GST-04609,2025-04-15,7,6,8,5,6,Neutral,Google
REV-002488,BK-0032106,PROP-041,GST-02221,2025-04-10,8,9,9,8,8,Positive,Direct
REV-002489,BK-0033002,PROP-012,GST-02254,2025-03-22,8,9,8,7,7,Positive,Google
REV-002490,BK-0032199,PROP-026,GST-04144,2025-03-11,7,9,6,7,7,Neutral,TripAdvisor
REV-002491,BK-0024521,PROP-035,GST-02697,2025-03-29,6,5,6,6,7,Neutral,Google
REV-002492,BK-0047461,PROP-029,GST-03437,2025-01-11,7,7,6,8,7,Neutral,Direct
REV-002493,BK-0021196,PROP-029,GST-02406,2025-01-21,10,9,10,9,10,Positive,Booking.com
REV-002494,BK-0021836,PROP-030,GST-00788,2025-03-28,9,9,8,10,9,Positive,Direct
REV-002495,BK-0024058,PROP-015,GST-03450,2025-04-04,7,6,9,4,7,Neutral,Booking.com
REV-002496,BK-0023790,PROP-004,GST-02534,2025-01-31,9,9,9,10,9,Positive,Direct
REV-002497,BK-0048113,PROP-004,GST-04381,2025-01-18,8,8,7,8,7,Positive,TripAdvisor
REV-002498,BK-0024155,PROP-016,GST-02061,2025-03-12,10,10,10,10,8,Positive,Booking.com
REV-002499,BK-0039358,PROP-006,GST-04298,2025-04-23,7,7,7,8,8,Neutral,Direct
REV-002500,BK-0003752,PROP-005,GST-02433,2025-02-08,6,5,4,5,5,Neutral,Direct
REV-002501,BK-0025625,PROP-029,GST-03078,2025-04-04,10,8,10,10,10,Positive,Direct
REV-002502,BK-0020338,PROP-030,GST-00373,2025-04-05,8,8,10,8,8,Positive,Booking.com
REV-002503,BK-0037855,PROP-003,GST-01839,2025-02-27,8,8,9,8,8,Positive,Direct
REV-002504,BK-0038119,PROP-048,GST-04043,2025-04-26,8,8,9,10,9,Positive,Booking.com
REV-002505,BK-0041377,PROP-015,GST-04554,2025-01-10,9,10,8,9,9,Positive,Google
REV-002506,BK-0025783,PROP-046,GST-04557,2025-01-21,9,8,8,7,10,Positive,Booking.com
REV-002507,BK-0019191,PROP-036,GST-01522,2025-04-18,9,8,9,9,8,Positive,Direct
REV-002508,BK-0027897,PROP-021,GST-04619,2025-03-10,10,9,10,10,10,Positive,TripAdvisor
REV-002509,BK-0046189,PROP-027,GST-00401,2025-03-28,9,9,9,8,9,Positive,Google
REV-002510,BK-0046150,PROP-003,GST-04405,2025-03-11,10,10,10,10,8,Positive,Booking.com
REV-002511,BK-0002070,PROP-017,GST-00090,2025-05-04,8,8,7,9,8,Positive,Google
REV-002512,BK-0001429,PROP-044,GST-02977,2025-01-22,6,5,7,5,5,Neutral,Booking.com
REV-002513,BK-0031190,PROP-023,GST-02679,2025-04-30,7,7,6,5,6,Neutral,Google
REV-002514,BK-0036034,PROP-027,GST-00475,2025-04-12,6,5,5,5,8,Neutral,Direct
REV-002515,BK-0027511,PROP-018,GST-04507,2025-01-17,10,10,9,9,8,Positive,Booking.com
REV-002516,BK-0040792,PROP-015,GST-00769,2025-01-28,6,6,8,6,5,Neutral,Direct
REV-002517,BK-0049588,PROP-013,GST-02723,2025-03-12,9,8,9,8,10,Positive,Booking.com
REV-002518,BK-0015350,PROP-033,GST-02965,2025-03-27,8,7,7,8,7,Positive,Booking.com
REV-002519,BK-0039604,PROP-009,GST-00369,2025-04-15,6,7,6,6,6,Neutral,Direct
REV-002520,BK-0029542,PROP-040,GST-04270,2025-02-27,7,6,9,5,6,Neutral,Booking.com
REV-002521,BK-0038831,PROP-001,GST-04350,2025-02-16,9,9,8,8,8,Positive,TripAdvisor
REV-002522,BK-0016573,PROP-020,GST-00228,2025-03-07,8,7,8,7,8,Positive,Direct
REV-002523,BK-0032741,PROP-042,GST-04545,2025-02-07,7,7,7,8,6,Neutral,TripAdvisor
REV-002524,BK-0045333,PROP-026,GST-00458,2025-03-05,8,8,8,9,7,Positive,Booking.com
REV-002525,BK-0024103,PROP-045,GST-04345,2025-03-15,9,7,8,10,9,Positive,TripAdvisor
REV-002526,BK-0035074,PROP-034,GST-04765,2025-04-14,9,10,10,8,8,Positive,Google
REV-002527,BK-0025833,PROP-016,GST-01562,2025-02-15,8,8,7,7,8,Positive,Direct
REV-002528,BK-0029877,PROP-042,GST-00085,2025-04-06,9,9,10,10,9,Positive,Direct
REV-002529,BK-0047018,PROP-004,GST-00410,2025-02-16,7,9,6,7,8,Neutral,Google
REV-002530,BK-0028608,PROP-039,GST-02101,2025-03-12,9,9,8,10,7,Positive,Direct
REV-002531,BK-0040816,PROP-014,GST-00037,2025-03-18,6,6,6,7,7,Neutral,Direct
REV-002532,BK-0038650,PROP-011,GST-04880,2025-05-01,8,8,8,9,9,Positive,TripAdvisor
REV-002533,BK-0037840,PROP-049,GST-04019,2025-04-17,9,10,10,8,7,Positive,Booking.com
REV-002534,BK-0023892,PROP-047,GST-00979,2025-04-09,8,10,7,7,7,Positive,Booking.com
REV-002535,BK-0025882,PROP-018,GST-02382,2025-01-21,8,8,8,9,7,Positive,TripAdvisor
REV-002536,BK-0000027,PROP-046,GST-03045,2025-02-18,8,6,10,5,8,Positive,Direct
REV-002537,BK-0010842,PROP-034,GST-01876,2025-03-19,8,7,7,9,10,Positive,TripAdvisor
REV-002538,BK-0042190,PROP-021,GST-01040,2025-02-09,8,7,7,9,7,Positive,Booking.com
REV-002539,BK-0035570,PROP-009,GST-02145,2025-05-08,6,4,6,6,8,Neutral,Booking.com
REV-002540,BK-0020267,PROP-046,GST-00145,2025-03-07,7,8,7,6,7,Neutral,Direct
REV-002541,BK-0003563,PROP-049,GST-02875,2025-02-21,9,9,8,8,7,Positive,Google
REV-002542,BK-0004987,PROP-004,GST-01344,2025-03-31,8,8,9,8,7,Positive,Google
REV-002543,BK-0036254,PROP-011,GST-04182,2025-04-04,7,6,7,6,8,Neutral,TripAdvisor
REV-002544,BK-0049303,PROP-006,GST-03967,2025-05-11,8,9,7,9,8,Positive,Booking.com
REV-002545,BK-0041339,PROP-049,GST-04833,2025-04-24,8,8,8,8,8,Positive,Booking.com
REV-002546,BK-0031151,PROP-030,GST-02124,2025-04-28,10,10,8,10,9,Positive,Booking.com
REV-002547,BK-0035319,PROP-047,GST-02155,2025-01-10,7,6,7,8,7,Neutral,TripAdvisor
REV-002548,BK-0025940,PROP-002,GST-00828,2025-05-01,10,10,10,10,10,Positive,Direct
REV-002549,BK-0042104,PROP-027,GST-04788,2025-03-17,8,8,8,7,6,Positive,TripAdvisor
REV-002550,BK-0048699,PROP-030,GST-02748,2025-01-20,6,5,7,5,5,Neutral,Google
REV-002551,BK-0018337,PROP-023,GST-01835,2025-01-10,9,8,10,8,9,Positive,Booking.com
REV-002552,BK-0046970,PROP-007,GST-04256,2025-02-10,9,10,8,10,9,Positive,TripAdvisor
REV-002553,BK-0011252,PROP-046,GST-03183,2025-04-28,10,10,10,10,10,Positive,Google
REV-002554,BK-0035959,PROP-011,GST-03504,2025-04-13,9,8,10,8,8,Positive,Google
REV-002555,BK-0038585,PROP-029,GST-02581,2025-02-20,5,7,4,6,6,Negative,TripAdvisor
REV-002556,BK-0047180,PROP-007,GST-03121,2025-02-24,5,5,6,6,5,Negative,Google
REV-002557,BK-0011295,PROP-021,GST-02603,2025-04-13,6,6,6,6,6,Neutral,Direct
REV-002558,BK-0042347,PROP-046,GST-04887,2025-04-23,8,9,9,8,9,Positive,Booking.com
REV-002559,BK-0016181,PROP-048,GST-00491,2025-01-12,7,8,5,7,7,Neutral,TripAdvisor
REV-002560,BK-0010270,PROP-015,GST-00514,2025-01-09,9,10,9,10,9,Positive,Google
REV-002561,BK-0047646,PROP-005,GST-03167,2025-02-27,10,10,10,10,10,Positive,TripAdvisor
REV-002562,BK-0033892,PROP-038,GST-04518,2025-04-02,10,10,10,10,10,Positive,TripAdvisor
REV-002563,BK-0025448,PROP-011,GST-03338,2025-02-25,10,10,10,10,10,Positive,TripAdvisor
REV-002564,BK-0048301,PROP-002,GST-01157,2025-04-02,7,5,6,7,6,Neutral,Booking.com
REV-002565,BK-0003329,PROP-028,GST-00786,2025-02-28,7,5,6,8,8,Neutral,Direct
REV-002566,BK-0020810,PROP-016,GST-01541,2025-01-24,9,7,10,10,8,Positive,Booking.com
REV-002567,BK-0043101,PROP-029,GST-01372,2025-02-10,10,10,10,10,10,Positive,Direct
REV-002568,BK-0024926,PROP-049,GST-01297,2025-02-21,8,8,7,8,8,Positive,Google
REV-002569,BK-0031062,PROP-050,GST-04046,2025-03-19,9,9,9,8,9,Positive,TripAdvisor
REV-002570,BK-0009141,PROP-049,GST-01965,2025-04-07,7,8,7,6,7,Neutral,TripAdvisor
REV-002571,BK-0026944,PROP-016,GST-03181,2025-01-30,9,8,9,9,10,Positive,Booking.com
REV-002572,BK-0034970,PROP-028,GST-03145,2025-04-08,9,8,7,9,9,Positive,Google
REV-002573,BK-0039275,PROP-046,GST-02721,2025-03-20,8,7,7,8,7,Positive,TripAdvisor
REV-002574,BK-0006464,PROP-031,GST-01195,2025-02-26,9,9,9,10,8,Positive,Direct
REV-002575,BK-0031819,PROP-047,GST-01874,2025-03-27,10,10,10,9,10,Positive,Booking.com
REV-002576,BK-0046820,PROP-039,GST-02400,2025-05-06,9,9,10,8,7,Positive,Booking.com
REV-002577,BK-0032314,PROP-007,GST-02207,2025-03-15,10,9,10,9,9,Positive,Direct
REV-002578,BK-0045944,PROP-041,GST-04882,2025-02-01,9,8,7,9,9,Positive,Booking.com
REV-002579,BK-0021100,PROP-003,GST-03197,2025-05-05,10,9,10,10,10,Positive,Direct
REV-002580,BK-0031164,PROP-035,GST-03760,2025-01-22,6,6,5,5,5,Neutral,Booking.com
REV-002581,BK-0010796,PROP-012,GST-04005,2025-02-01,6,6,5,6,6,Neutral,TripAdvisor
REV-002582,BK-0021857,PROP-033,GST-00972,2025-04-21,6,4,6,7,6,Neutral,TripAdvisor
REV-002583,BK-0011577,PROP-006,GST-04605,2025-03-18,7,7,5,8,7,Neutral,Booking.com
REV-002584,BK-0038500,PROP-012,GST-03339,2025-04-02,8,8,8,8,7,Positive,Google
REV-002585,BK-0036612,PROP-015,GST-04474,2025-02-19,8,9,8,10,7,Positive,TripAdvisor
REV-002586,BK-0045456,PROP-003,GST-01776,2025-03-21,7,7,9,7,8,Neutral,Google
REV-002587,BK-0001931,PROP-027,GST-02427,2025-01-11,9,8,10,9,9,Positive,Google
REV-002588,BK-0032796,PROP-009,GST-04174,2025-03-22,6,5,6,5,6,Neutral,Direct
REV-002589,BK-0029344,PROP-044,GST-02645,2025-03-01,8,8,7,9,6,Positive,Direct
REV-002590,BK-0041711,PROP-009,GST-00278,2025-04-07,8,10,8,9,8,Positive,Google
REV-002591,BK-0008348,PROP-041,GST-00142,2025-01-29,8,9,9,10,8,Positive,Booking.com
REV-002592,BK-0030095,PROP-023,GST-02898,2025-03-31,10,10,10,9,10,Positive,Google
REV-002593,BK-0046781,PROP-026,GST-04383,2025-01-17,6,6,5,5,7,Neutral,Google
REV-002594,BK-0009468,PROP-012,GST-03524,2025-03-14,5,6,4,5,5,Negative,Booking.com
REV-002595,BK-0011961,PROP-006,GST-00697,2025-04-14,6,7,6,6,5,Neutral,Google
REV-002596,BK-0007038,PROP-004,GST-00224,2025-01-27,9,9,9,10,10,Positive,TripAdvisor
REV-002597,BK-0032416,PROP-006,GST-00040,2025-02-23,8,8,9,6,10,Positive,Direct
REV-002598,BK-0048818,PROP-031,GST-01050,2025-02-23,6,6,7,6,6,Neutral,TripAdvisor
REV-002599,BK-0043399,PROP-019,GST-02067,2025-03-31,8,9,9,6,9,Positive,Google
REV-002600,BK-0026111,PROP-005,GST-03009,2025-04-06,9,8,9,8,10,Positive,TripAdvisor
REV-002601,BK-0011623,PROP-007,GST-01845,2025-01-18,8,8,9,6,8,Positive,Direct
REV-002602,BK-0021929,PROP-004,GST-02101,2025-05-03,9,8,8,10,10,Positive,Direct
REV-002603,BK-0026222,PROP-039,GST-03031,2025-04-02,9,10,9,9,9,Positive,Booking.com
REV-002604,BK-0031520,PROP-010,GST-04240,2025-01-10,5,6,4,4,3,Negative,Booking.com
REV-002605,BK-0021808,PROP-037,GST-02608,2025-01-09,7,6,8,6,6,Neutral,Direct
REV-002606,BK-0040047,PROP-013,GST-04402,2025-03-29,9,9,8,8,7,Positive,Booking.com
REV-002607,BK-0011674,PROP-024,GST-00847,2025-04-10,9,8,9,10,10,Positive,TripAdvisor
REV-002608,BK-0021878,PROP-050,GST-00296,2025-04-06,10,10,9,10,9,Positive,TripAdvisor
REV-002609,BK-0026594,PROP-032,GST-02779,2025-02-11,9,9,10,9,10,Positive,Direct
REV-002610,BK-0020646,PROP-040,GST-03321,2025-03-06,10,9,9,9,10,Positive,Google
REV-002611,BK-0003840,PROP-038,GST-02029,2025-04-05,10,10,10,10,10,Positive,Google
REV-002612,BK-0037565,PROP-050,GST-02296,2025-03-12,8,9,8,7,9,Positive,Booking.com
REV-002613,BK-0027117,PROP-022,GST-01970,2025-04-28,9,10,8,8,10,Positive,TripAdvisor
REV-002614,BK-0033503,PROP-016,GST-02851,2025-03-03,9,8,10,9,8,Positive,TripAdvisor
REV-002615,BK-0008283,PROP-005,GST-04346,2025-01-17,8,7,6,8,7,Positive,Google
REV-002616,BK-0005608,PROP-030,GST-03224,2025-03-15,9,9,9,9,10,Positive,Google
REV-002617,BK-0030847,PROP-025,GST-01731,2025-04-22,10,9,9,10,10,Positive,TripAdvisor
REV-002618,BK-0020576,PROP-004,GST-00490,2025-01-15,7,8,7,8,7,Neutral,Booking.com
REV-002619,BK-0012768,PROP-050,GST-00517,2025-04-09,9,10,10,9,8,Positive,Google
REV-002620,BK-0031211,PROP-048,GST-00091,2025-02-25,10,9,10,10,10,Positive,TripAdvisor
REV-002621,BK-0039559,PROP-014,GST-02482,2025-03-06,8,9,10,8,8,Positive,Google
REV-002622,BK-0016554,PROP-037,GST-04211,2025-01-15,8,6,7,9,8,Positive,Direct
REV-002623,BK-0010957,PROP-012,GST-04973,2025-05-04,7,8,6,7,7,Neutral,Google
REV-002624,BK-0043209,PROP-009,GST-04331,2025-02-02,8,8,8,9,8,Positive,TripAdvisor
REV-002625,BK-0035100,PROP-016,GST-01429,2025-05-03,9,8,9,9,9,Positive,Google
REV-002626,BK-0046804,PROP-037,GST-03483,2025-03-30,7,7,7,8,7,Neutral,TripAdvisor
REV-002627,BK-0045104,PROP-016,GST-00599,2025-03-16,8,8,7,9,6,Positive,Google
REV-002628,BK-0040406,PROP-045,GST-00340,2025-03-27,9,9,10,9,8,Positive,Direct
REV-002629,BK-0029797,PROP-029,GST-04357,2025-02-15,10,10,10,10,9,Positive,Booking.com
REV-002630,BK-0019737,PROP-033,GST-00571,2025-01-08,8,9,7,8,10,Positive,Direct
REV-002631,BK-0009843,PROP-037,GST-01467,2025-04-22,8,9,7,9,7,Positive,Google
REV-002632,BK-0035512,PROP-038,GST-02220,2025-05-11,10,10,10,8,8,Positive,Booking.com
REV-002633,BK-0044929,PROP-011,GST-01191,2025-05-03,7,6,8,7,5,Neutral,Direct
REV-002634,BK-0035250,PROP-038,GST-01901,2025-01-30,9,8,8,10,7,Positive,TripAdvisor
REV-002635,BK-0000942,PROP-041,GST-01988,2025-04-29,8,8,8,9,6,Positive,Google
REV-002636,BK-0047638,PROP-040,GST-01773,2025-01-21,6,5,6,7,5,Neutral,Google
REV-002637,BK-0011564,PROP-038,GST-01208,2025-02-17,10,10,9,10,10,Positive,Booking.com
REV-002638,BK-0039916,PROP-022,GST-02135,2025-02-12,8,8,9,8,7,Positive,Booking.com
REV-002639,BK-0032706,PROP-017,GST-04438,2025-01-10,9,9,10,10,10,Positive,Booking.com
REV-002640,BK-0028361,PROP-038,GST-01872,2025-02-04,8,7,8,8,8,Positive,Google
REV-002641,BK-0014935,PROP-034,GST-03399,2025-03-11,7,8,8,7,7,Neutral,Direct
REV-002642,BK-0026562,PROP-031,GST-00405,2025-01-08,7,7,6,8,6,Neutral,TripAdvisor
REV-002643,BK-0031119,PROP-009,GST-03544,2025-05-09,9,8,7,10,6,Positive,Direct
REV-002644,BK-0029889,PROP-022,GST-02140,2025-04-11,8,8,9,9,9,Positive,Google
REV-002645,BK-0013371,PROP-049,GST-01238,2025-02-09,8,8,8,8,7,Positive,TripAdvisor
REV-002646,BK-0027640,PROP-047,GST-01435,2025-01-26,9,9,9,9,10,Positive,Booking.com
REV-002647,BK-0015547,PROP-020,GST-02456,2025-03-09,9,8,9,8,10,Positive,TripAdvisor
REV-002648,BK-0035087,PROP-046,GST-03824,2025-04-27,7,8,8,7,10,Neutral,Direct
REV-002649,BK-0048552,PROP-036,GST-01303,2025-04-02,10,10,10,10,10,Positive,Direct
REV-002650,BK-0039455,PROP-017,GST-02241,2025-05-01,9,10,9,10,8,Positive,Google
REV-002651,BK-0024992,PROP-034,GST-01543,2025-02-02,9,9,8,8,9,Positive,TripAdvisor
REV-002652,BK-0010887,PROP-011,GST-03140,2025-01-22,8,9,8,8,8,Positive,Booking.com
REV-002653,BK-0032294,PROP-049,GST-02539,2025-04-04,10,10,10,9,10,Positive,TripAdvisor
REV-002654,BK-0042949,PROP-047,GST-01322,2025-03-18,10,10,10,10,10,Positive,Booking.com
REV-002655,BK-0043133,PROP-029,GST-01471,2025-03-01,10,10,9,9,9,Positive,Booking.com
REV-002656,BK-0011789,PROP-031,GST-04616,2025-04-04,9,10,10,8,8,Positive,Google
REV-002657,BK-0030105,PROP-037,GST-02180,2025-03-22,10,10,9,10,10,Positive,Google
REV-002658,BK-0025875,PROP-018,GST-00846,2025-04-22,7,5,8,8,7,Neutral,Booking.com
