account_id,customer_id,account_type,balance,credit_limit,credit_utilisation_pct,open_date,status
A-001343,C-00764,Mortgage,3126.24,5000,1.67,2006-02-19,Active
A-001344,C-01755,Savings,47754.25,10000,94.69,2011-09-24,Dormant
A-001345,C-00908,Mortgage,20016.59,25000,57.01,2010-08-05,Closed
A-001346,C-01346,Business Current,49072.8,10000,74.47,2020-09-19,Active
A-001347,C-01229,Savings,40048.16,0,0.0,2024-01-24,Active
A-001348,C-00779,Business Current,38186.85,5000,81.39,2010-10-05,Active
A-001349,C-00065,Business Current,14800.95,2000,96.18,2022-07-10,Active
A-001350,C-01392,Mortgage,28152.37,10000,12.51,2019-05-14,Active
A-001351,C-00655,Savings,39775.54,25000,9.37,2005-09-22,Active
A-001352,C-01014,Current,47517.05,2000,41.19,2018-09-14,Active
A-001353,C-00132,Current,36795.08,25000,98.29,2022-04-04,Dormant
A-001354,C-01793,Credit Card,33505.41,10000,7.68,2009-03-19,Active
A-001355,C-01314,Mortgage,48945.84,0,0.0,2011-08-10,Dormant
A-001356,C-01676,Credit Card,16021.07,10000,25.16,2023-12-27,Active
A-001357,C-01753,Mortgage,35376.31,5000,79.2,2005-08-03,Active
A-001358,C-01528,Mortgage,48910.5,25000,74.01,2022-03-20,Active
A-001359,C-01650,Credit Card,17614.28,25000,33.42,2010-12-21,Active
A-001360,C-01708,Business Current,45642.57,25000,13.55,2008-12-16,Active
A-001361,C-01506,Business Current,10012.68,10000,12.01,2013-06-23,Active
A-001362,C-00451,Current,45750.24,0,0.0,2020-05-07,Active
A-001363,C-00202,Savings,24909.54,5000,7.39,2024-01-14,Dormant
A-001364,C-00408,Mortgage,12915.82,2000,35.37,2005-08-20,Active
A-001365,C-00349,Business Current,2856.39,0,0.0,2005-07-10,Active
A-001366,C-01738,Mortgage,27119.38,5000,8.83,2009-08-02,Dormant
A-001367,C-01199,Current,47736.15,0,0.0,2019-07-11,Active
A-001368,C-00224,Mortgage,37685.26,0,0.0,2011-08-09,Active
A-001369,C-00110,Current,45604.37,5000,76.16,2009-04-07,Active
A-001370,C-01007,Savings,12732.5,2000,87.26,2014-01-20,Active
A-001371,C-01704,Credit Card,48914.11,10000,81.82,2005-04-19,Active
A-001372,C-01758,Mortgage,36483.22,5000,99.96,2010-11-23,Active
A-001373,C-00275,Savings,613.88,25000,99.45,2010-11-29,Active
A-001374,C-00364,Savings,37907.91,0,0.0,2006-04-04,Active
A-001375,C-01247,Savings,31776.3,5000,81.48,2008-03-14,Dormant
A-001376,C-00448,Business Current,25832.43,5000,23.5,2016-12-29,Active
A-001377,C-01966,Credit Card,33531.27,25000,52.27,2008-12-09,Dormant
A-001378,C-00101,Current,47339.95,5000,65.24,2016-04-16,Active
A-001379,C-00767,Business Current,7911.03,0,0.0,2021-09-16,Active
A-001380,C-00366,Current,5676.06,25000,91.25,2011-01-06,Active
A-001381,C-00817,Savings,3375.2,25000,20.15,2007-06-29,Active
A-001382,C-01094,Mortgage,7473.51,2000,93.43,2013-08-08,Active
A-001383,C-00809,Current,36570.38,5000,38.5,2016-09-13,Dormant
A-001384,C-00089,Credit Card,30127.5,10000,34.79,2009-10-08,Active
A-001385,C-01394,Business Current,15495.32,10000,14.98,2011-07-13,Active
A-001386,C-01923,Savings,12904.1,0,0.0,2008-08-05,Active
A-001387,C-00808,Savings,6723.44,25000,7.09,2006-02-17,Active
A-001388,C-00291,Credit Card,41881.31,25000,81.72,2013-11-15,Active
A-001389,C-00874,Credit Card,12125.64,0,0.0,2005-12-31,Active
A-001390,C-00730,Savings,5112.82,25000,3.77,2013-09-04,Dormant
A-001391,C-00607,Mortgage,2162.23,0,0.0,2012-04-28,Active
A-001392,C-00883,Current,43912.55,2000,63.97,2006-01-19,Dormant
A-001393,C-01459,Current,8656.64,0,0.0,2010-10-30,Active
A-001394,C-00360,Business Current,15477.32,25000,29.15,2007-07-05,Active
A-001395,C-01099,Business Current,44862.11,10000,67.24,2016-12-04,Active
A-001396,C-00812,Savings,32399.21,5000,3.5,2011-06-10,Active
A-001397,C-01652,Current,4718.08,25000,5.36,2007-12-02,Active
A-001398,C-01379,Business Current,33910.32,5000,22.95,2010-02-02,Active
A-001399,C-00576,Savings,39775.47,2000,74.47,2021-09-08,Active
A-001400,C-00036,Business Current,18904.47,25000,24.82,2017-04-03,Active
A-001401,C-00846,Credit Card,49297.47,2000,95.64,2009-10-25,Dormant
A-001402,C-01703,Credit Card,40482.95,2000,33.25,2008-09-16,Active
A-001403,C-00274,Current,36450.11,10000,80.59,2014-12-30,Active
A-001404,C-00833,Mortgage,12541.03,5000,88.63,2010-11-02,Active
A-001405,C-00510,Current,17158.1,10000,68.93,2021-10-23,Active
A-001406,C-01094,Business Current,49530.31,0,0.0,2015-11-01,Active
A-001407,C-00112,Mortgage,15937.68,0,0.0,2010-03-07,Dormant
A-001408,C-01815,Business Current,42227.86,5000,72.48,2022-12-04,Dormant
A-001409,C-00906,Current,5269.0,5000,71.54,2013-05-24,Active
A-001410,C-01679,Business Current,5283.05,5000,62.46,2006-05-16,Active
A-001411,C-01294,Credit Card,7281.64,25000,24.02,2006-01-31,Active
A-001412,C-01544,Business Current,11677.23,25000,94.18,2020-04-23,Active
A-001413,C-00558,Credit Card,29358.16,25000,67.6,2011-11-30,Active
A-001414,C-01980,Current,21034.93,0,0.0,2017-02-06,Active
A-001415,C-00365,Current,33380.44,2000,93.94,2009-10-30,Dormant
A-001416,C-00854,Credit Card,37545.82,10000,36.33,2006-07-06,Dormant
A-001417,C-00477,Mortgage,31701.08,2000,72.46,2024-02-26,Active
A-001418,C-00106,Mortgage,11896.39,5000,76.91,2023-11-21,Closed
A-001419,C-01521,Current,39562.89,25000,68.21,2010-12-29,Dormant
A-001420,C-00665,Credit Card,576.24,25000,36.73,2006-02-12,Dormant
A-001421,C-01216,Savings,27765.84,25000,84.97,2014-06-09,Active
A-001422,C-01918,Credit Card,37389.17,25000,76.66,2016-11-17,Active
A-001423,C-00456,Savings,40229.51,0,0.0,2022-07-17,Active
A-001424,C-01914,Business Current,1336.77,25000,40.42,2007-06-08,Active
A-001425,C-00005,Credit Card,9699.78,5000,31.6,2007-12-31,Active
A-001426,C-01501,Credit Card,13407.89,2000,5.55,2006-07-09,Active
A-001427,C-01583,Mortgage,27871.02,10000,30.08,2009-10-31,Closed
A-001428,C-01280,Current,1161.19,2000,47.82,2013-08-25,Active
A-001429,C-00045,Savings,27269.6,2000,25.38,2006-08-01,Closed
A-001430,C-00965,Business Current,29009.0,25000,69.44,2010-09-16,Active
A-001431,C-00667,Credit Card,2052.53,25000,27.88,2010-06-24,Active
A-001432,C-00834,Business Current,6920.11,0,0.0,2019-04-16,Active
A-001433,C-00563,Credit Card,45270.98,5000,3.16,2020-07-27,Active
A-001434,C-00996,Savings,39507.68,2000,66.7,2012-05-06,Active
A-001435,C-01113,Business Current,34258.68,0,0.0,2017-11-19,Closed
A-001436,C-00685,Savings,44031.85,0,0.0,2016-01-28,Active
A-001437,C-01830,Credit Card,22688.39,5000,84.52,2005-10-07,Active
A-001438,C-00141,Business Current,15612.19,0,0.0,2015-09-18,Active
A-001439,C-01603,Business Current,45439.86,0,0.0,2021-11-02,Active
A-001440,C-01102,Credit Card,41065.08,10000,94.03,2023-01-17,Active
A-001441,C-00811,Business Current,20410.23,10000,60.47,2009-02-20,Active
A-001442,C-00945,Credit Card,28817.3,0,0.0,2016-05-09,Active
A-001443,C-00408,Savings,28024.56,5000,35.09,2021-01-31,Active
A-001444,C-01924,Savings,5835.43,2000,51.51,2007-03-04,Active
A-001445,C-00635,Current,9242.7,25000,98.59,2009-05-21,Closed
A-001446,C-00931,Current,12566.52,10000,62.27,2022-07-02,Active
A-001447,C-00513,Business Current,26577.48,10000,8.67,2008-09-02,Active
A-001448,C-00398,Business Current,39443.7,25000,97.04,2018-01-06,Active
A-001449,C-00241,Mortgage,8826.87,2000,1.81,2018-04-30,Active
A-001450,C-01885,Business Current,35660.85,10000,14.83,2021-10-16,Active
A-001451,C-00508,Mortgage,45784.39,2000,87.09,2020-09-15,Active
A-001452,C-01144,Business Current,47279.25,10000,91.07,2022-06-20,Active
A-001453,C-01949,Savings,22621.25,2000,88.3,2014-12-12,Active
A-001454,C-01514,Business Current,9639.68,5000,29.49,2012-11-18,Active
A-001455,C-00847,Business Current,32868.21,25000,11.34,2007-09-12,Active
A-001456,C-00575,Credit Card,44717.62,0,0.0,2006-07-07,Active
A-001457,C-00307,Credit Card,22903.23,5000,48.24,2006-05-12,Closed
A-001458,C-01974,Savings,49744.02,0,0.0,2012-12-16,Active
A-001459,C-01746,Business Current,13071.48,10000,66.07,2020-07-14,Active
A-001460,C-00472,Current,45616.4,5000,73.03,2014-03-16,Active
A-001461,C-01184,Business Current,6746.89,10000,6.57,2010-03-07,Active
A-001462,C-00137,Credit Card,30347.6,5000,82.71,2018-05-01,Active
A-001463,C-00774,Business Current,47076.03,2000,5.53,2012-10-11,Dormant
A-001464,C-00685,Business Current,13758.42,5000,56.75,2012-02-14,Active
A-001465,C-00311,Business Current,11213.67,10000,41.87,2008-05-31,Active
A-001466,C-01976,Savings,38963.01,5000,53.01,2005-01-09,Active
A-001467,C-00112,Current,20095.41,10000,97.45,2005-04-02,Dormant
A-001468,C-01400,Mortgage,3651.77,0,0.0,2014-01-17,Active
A-001469,C-00166,Mortgage,25948.48,25000,3.92,2017-10-07,Active
A-001470,C-01926,Savings,47900.77,2000,1.74,2018-04-02,Dormant
A-001471,C-01883,Savings,10920.58,25000,0.79,2022-06-01,Active
A-001472,C-00324,Current,9254.62,2000,74.27,2024-01-04,Active
A-001473,C-00927,Business Current,47688.2,5000,49.38,2009-04-22,Active
A-001474,C-01887,Savings,19429.27,25000,66.16,2018-04-01,Active
A-001475,C-01391,Business Current,6316.52,2000,57.67,2016-02-07,Active
A-001476,C-01050,Mortgage,18883.98,5000,74.89,2012-12-22,Active
A-001477,C-00805,Business Current,8490.31,10000,46.55,2020-01-11,Active
A-001478,C-00225,Business Current,40050.84,10000,23.71,2009-05-21,Active
A-001479,C-00012,Credit Card,34253.92,10000,94.67,2017-04-28,Active
A-001480,C-01045,Credit Card,16208.51,2000,58.16,2008-10-16,Active
A-001481,C-00366,Mortgage,32296.72,2000,39.2,2018-01-25,Dormant
A-001482,C-00375,Current,35328.7,10000,16.42,2011-08-10,Active
A-001483,C-00382,Savings,44847.59,5000,67.44,2017-01-24,Dormant
A-001484,C-00698,Business Current,36203.36,2000,36.06,2012-09-27,Active
A-001485,C-01794,Savings,41742.59,2000,88.25,2009-07-12,Active
A-001486,C-01619,Mortgage,36572.77,5000,39.39,2017-10-08,Active
A-001487,C-01199,Mortgage,27361.47,0,0.0,2010-06-14,Active
A-001488,C-00628,Mortgage,3847.26,2000,14.7,2021-08-07,Active
A-001489,C-01058,Current,25520.38,2000,92.88,2012-10-16,Active
A-001490,C-01159,Current,25487.69,0,0.0,2009-07-15,Dormant
A-001491,C-00132,Credit Card,11160.11,2000,83.56,2013-09-24,Active
A-001492,C-01044,Credit Card,1342.28,25000,45.32,2011-09-21,Active
A-001493,C-00058,Mortgage,32504.31,10000,93.92,2009-04-28,Active
A-001494,C-01442,Current,44847.64,10000,0.69,2014-04-01,Active
A-001495,C-00685,Savings,16079.2,2000,43.31,2022-03-04,Active
A-001496,C-00162,Business Current,1927.48,2000,79.51,2023-09-08,Dormant
A-001497,C-01196,Savings,14726.11,25000,19.67,2022-10-11,Active
A-001498,C-00484,Mortgage,3673.81,0,0.0,2019-11-07,Closed
A-001499,C-01195,Credit Card,20166.4,25000,91.65,2016-06-05,Active
A-001500,C-00260,Mortgage,16783.47,0,0.0,2011-04-04,Active
A-001501,C-01095,Savings,614.5,0,0.0,2005-06-01,Active
A-001502,C-00880,Current,49958.01,5000,8.54,2008-09-26,Active
A-001503,C-00854,Savings,47871.4,25000,30.07,2023-04-02,Active
A-001504,C-00891,Credit Card,401.55,0,0.0,2020-12-03,Active
A-001505,C-01848,Credit Card,36908.97,5000,71.69,2009-09-27,Active
A-001506,C-00947,Mortgage,20064.59,10000,42.58,2005-11-13,Active
A-001507,C-01888,Mortgage,35685.35,2000,79.62,2019-11-21,Active
A-001508,C-00472,Current,47855.04,2000,52.65,2022-03-09,Active
A-001509,C-00412,Savings,46718.15,25000,48.93,2015-02-19,Dormant
A-001510,C-01674,Savings,33027.64,10000,42.61,2022-03-04,Active
A-001511,C-00474,Credit Card,49957.54,5000,65.54,2021-02-03,Active
A-001512,C-00267,Mortgage,8040.15,10000,2.16,2012-02-16,Active
A-001513,C-00767,Mortgage,14096.94,5000,16.36,2005-07-02,Active
A-001514,C-01428,Current,49114.87,2000,86.44,2011-03-23,Dormant
A-001515,C-00858,Business Current,39672.79,10000,56.11,2019-08-13,Active
A-001516,C-01792,Savings,12214.38,5000,61.34,2005-10-13,Active
A-001517,C-01268,Current,34560.56,10000,92.03,2018-11-02,Active
A-001518,C-00047,Current,15341.03,0,0.0,2010-10-20,Closed
A-001519,C-01125,Current,46138.22,10000,6.14,2013-07-16,Active
A-001520,C-00344,Business Current,25576.7,5000,34.98,2015-06-27,Active
A-001521,C-00793,Credit Card,23570.53,10000,39.78,2018-07-07,Active
A-001522,C-00531,Mortgage,38960.01,10000,27.04,2007-01-04,Active
A-001523,C-00560,Credit Card,20480.71,0,0.0,2013-11-25,Active
A-001524,C-00791,Credit Card,43709.14,2000,7.84,2015-07-04,Active
A-001525,C-00273,Mortgage,42820.14,10000,11.33,2023-08-15,Active
A-001526,C-01331,Mortgage,25297.73,10000,10.49,2023-11-05,Closed
A-001527,C-01449,Current,4429.32,10000,72.51,2013-08-18,Active
A-001528,C-00296,Mortgage,45549.25,25000,39.75,2011-07-26,Active
A-001529,C-01856,Mortgage,514.22,0,0.0,2020-05-30,Active
A-001530,C-00654,Current,25541.92,0,0.0,2020-11-05,Active
A-001531,C-00253,Business Current,28968.35,25000,71.53,2018-01-22,Active
A-001532,C-00616,Credit Card,49685.85,5000,66.45,2020-08-26,Active
A-001533,C-00682,Business Current,26334.75,25000,6.53,2020-11-27,Closed
A-001534,C-01589,Mortgage,48606.34,0,0.0,2010-07-28,Active
A-001535,C-01082,Current,37920.52,0,0.0,2005-08-10,Active
A-001536,C-01584,Mortgage,9037.11,10000,86.47,2011-07-18,Active
A-001537,C-01658,Current,34968.62,0,0.0,2013-04-26,Active
A-001538,C-00856,Current,25984.88,25000,34.95,2008-10-01,Active
A-001539,C-01730,Mortgage,26056.5,10000,1.9,2006-10-24,Active
A-001540,C-00863,Mortgage,16392.87,2000,5.07,2016-04-10,Active
A-001541,C-01620,Current,23452.62,0,0.0,2009-04-09,Active
A-001542,C-00385,Current,8498.37,0,0.0,2010-10-06,Active
A-001543,C-00174,Mortgage,47099.56,0,0.0,2006-12-16,Active
A-001544,C-00957,Mortgage,25060.49,2000,73.83,2021-07-07,Active
A-001545,C-01178,Business Current,14195.96,25000,19.11,2010-06-06,Dormant
A-001546,C-01533,Business Current,33269.73,0,0.0,2016-04-05,Closed
A-001547,C-01284,Business Current,8538.51,0,0.0,2023-01-08,Active
A-001548,C-00689,Credit Card,3497.62,5000,36.97,2018-09-13,Active
A-001549,C-01926,Mortgage,42867.99,25000,29.38,2023-04-26,Closed
A-001550,C-00049,Current,46714.85,2000,26.96,2008-01-01,Closed
A-001551,C-01363,Mortgage,30722.65,10000,72.69,2009-04-27,Active
A-001552,C-01726,Business Current,24201.46,0,0.0,2019-11-16,Active
A-001553,C-01273,Current,47214.1,25000,81.83,2009-08-08,Active
A-001554,C-00338,Savings,25345.23,0,0.0,2010-09-15,Active
A-001555,C-00472,Mortgage,38759.57,2000,37.56,2010-07-25,Active
A-001556,C-01392,Mortgage,9867.06,0,0.0,2020-08-06,Active
A-001557,C-00733,Credit Card,31787.39,0,0.0,2022-11-08,Dormant
A-001558,C-00047,Business Current,31190.69,25000,60.4,2011-10-04,Active
A-001559,C-00591,Credit Card,31685.34,2000,95.99,2016-12-29,Active
A-001560,C-00607,Current,6297.24,5000,7.33,2012-10-07,Closed
A-001561,C-00276,Credit Card,12203.4,0,0.0,2005-03-03,Active
A-001562,C-00871,Current,38011.42,0,0.0,2022-05-31,Active
A-001563,C-00613,Business Current,45472.46,10000,46.49,2007-09-05,Active
A-001564,C-00585,Credit Card,19413.83,5000,10.02,2022-01-16,Active
A-001565,C-00727,Business Current,49733.16,5000,37.36,2019-05-20,Dormant
A-001566,C-00779,Business Current,42430.54,2000,50.95,2016-05-13,Dormant
A-001567,C-00760,Current,33500.4,10000,17.92,2023-11-30,Active
A-001568,C-00269,Mortgage,46528.65,25000,18.47,2021-04-20,Dormant
A-001569,C-00617,Business Current,29516.05,2000,77.68,2021-11-22,Dormant
A-001570,C-01288,Current,12923.14,5000,41.59,2017-12-26,Active
A-001571,C-00047,Mortgage,22659.26,5000,36.95,2016-04-23,Active
A-001572,C-01905,Mortgage,49462.06,0,0.0,2018-12-29,Active
A-001573,C-01443,Credit Card,28138.89,0,0.0,2013-04-26,Active
A-001574,C-00151,Business Current,11968.46,10000,4.11,2013-05-12,Active
A-001575,C-00755,Current,38039.53,0,0.0,2015-06-11,Active
A-001576,C-00676,Mortgage,32275.66,5000,99.36,2011-04-16,Active
A-001577,C-00076,Current,36805.47,2000,62.27,2020-03-17,Dormant
A-001578,C-00745,Credit Card,13855.85,25000,61.69,2007-03-03,Active
A-001579,C-00636,Business Current,33490.02,25000,6.31,2007-07-01,Active
A-001580,C-01362,Business Current,20981.04,2000,64.37,2006-12-24,Active
A-001581,C-00420,Savings,38659.65,5000,81.5,2012-07-23,Active
A-001582,C-01392,Business Current,11320.97,2000,61.21,2018-04-09,Active
A-001583,C-01643,Credit Card,20849.59,5000,7.55,2008-10-21,Active
A-001584,C-00543,Business Current,39796.4,5000,46.43,2009-12-05,Active
A-001585,C-00679,Business Current,2941.97,10000,1.53,2016-02-15,Active
A-001586,C-00580,Credit Card,12551.01,10000,86.62,2020-03-11,Active
A-001587,C-00665,Credit Card,1451.81,10000,4.28,2021-10-04,Active
A-001588,C-01542,Credit Card,10735.36,10000,82.64,2023-08-19,Dormant
A-001589,C-00355,Business Current,29181.84,0,0.0,2010-06-30,Active
A-001590,C-01707,Credit Card,31006.72,10000,75.72,2013-12-04,Active
A-001591,C-00524,Business Current,38997.31,2000,57.31,2005-12-31,Dormant
A-001592,C-00141,Mortgage,44278.93,2000,71.63,2008-12-25,Active
A-001593,C-00511,Business Current,15915.12,2000,7.15,2016-11-11,Active
A-001594,C-00915,Business Current,39400.9,2000,78.64,2010-05-07,Active
A-001595,C-00300,Credit Card,38230.49,2000,85.03,2014-09-23,Closed
A-001596,C-00024,Current,16684.09,2000,62.44,2021-10-28,Active
A-001597,C-01406,Mortgage,26355.21,2000,44.56,2009-10-08,Active
A-001598,C-01767,Business Current,39265.81,10000,34.13,2023-10-15,Active
A-001599,C-00846,Credit Card,42699.22,0,0.0,2010-02-20,Active
A-001600,C-00626,Credit Card,41388.69,25000,18.94,2020-03-29,Active
A-001601,C-00217,Savings,11142.8,10000,48.03,2014-09-05,Active
A-001602,C-01508,Mortgage,11930.84,5000,14.67,2018-08-09,Active
A-001603,C-01417,Mortgage,41487.13,5000,71.79,2007-03-18,Dormant
A-001604,C-01443,Savings,21890.13,2000,45.0,2019-01-22,Dormant
A-001605,C-00434,Mortgage,20364.87,10000,52.92,2016-11-25,Dormant
A-001606,C-00328,Credit Card,29641.47,0,0.0,2008-04-08,Closed
A-001607,C-01663,Credit Card,47890.66,2000,45.26,2015-12-08,Active
A-001608,C-00569,Current,13309.12,25000,12.14,2023-12-24,Active
A-001609,C-01678,Savings,2950.29,0,0.0,2016-01-01,Active
A-001610,C-00230,Business Current,10108.66,25000,79.71,2020-04-30,Closed
A-001611,C-00867,Savings,7052.51,0,0.0,2018-11-11,Active
A-001612,C-00724,Business Current,19502.14,5000,90.47,2023-10-28,Active
A-001613,C-01776,Credit Card,45025.97,0,0.0,2017-12-01,Active
A-001614,C-01634,Credit Card,28247.66,0,0.0,2021-09-17,Active
A-001615,C-01017,Mortgage,32537.04,25000,55.8,2008-05-01,Active
A-001616,C-01492,Credit Card,27888.84,25000,21.2,2011-07-04,Active
A-001617,C-01549,Credit Card,12018.53,0,0.0,2018-09-21,Active
A-001618,C-00425,Savings,9972.42,0,0.0,2005-03-03,Active
A-001619,C-00512,Savings,10348.57,2000,6.17,2013-12-27,Active
A-001620,C-00105,Credit Card,32167.61,10000,20.06,2015-05-07,Active
A-001621,C-01623,Business Current,43887.15,0,0.0,2022-12-06,Active
A-001622,C-00119,Business Current,29500.15,2000,36.26,2016-01-25,Dormant
A-001623,C-00026,Business Current,28268.74,2000,92.53,2017-03-06,Active
A-001624,C-00199,Mortgage,26542.38,5000,96.95,2020-10-29,Active
A-001625,C-00325,Savings,48486.28,10000,27.27,2013-06-07,Active
A-001626,C-01247,Business Current,9568.14,10000,6.23,2017-09-07,Active
A-001627,C-01597,Credit Card,33784.23,2000,91.23,2015-07-16,Active
A-001628,C-00688,Credit Card,27157.27,10000,35.34,2014-02-17,Active
A-001629,C-01552,Mortgage,15717.66,2000,94.19,2023-07-23,Active
A-001630,C-00642,Current,43250.85,10000,74.09,2009-06-24,Active
A-001631,C-01336,Business Current,11234.57,0,0.0,2014-05-20,Active
A-001632,C-01749,Current,32633.39,5000,69.6,2019-09-22,Active
A-001633,C-01433,Current,962.24,0,0.0,2015-03-01,Active
A-001634,C-01890,Mortgage,27245.32,2000,42.84,2014-10-20,Dormant
A-001635,C-01884,Credit Card,39845.1,25000,8.18,2022-12-15,Active
A-001636,C-01283,Credit Card,26800.91,0,0.0,2014-01-02,Active
A-001637,C-00330,Current,21457.56,5000,28.95,2005-02-22,Closed
A-001638,C-01316,Current,32295.9,5000,64.26,2018-09-25,Active
A-001639,C-00114,Credit Card,31973.9,0,0.0,2016-02-14,Active
A-001640,C-00566,Credit Card,22035.01,10000,96.99,2010-01-17,Active
A-001641,C-00258,Savings,23280.03,0,0.0,2010-03-28,Active
A-001642,C-01117,Credit Card,45221.52,2000,19.4,2009-07-28,Active
A-001643,C-01392,Current,38439.14,2000,61.2,2008-11-19,Active
A-001644,C-00868,Credit Card,5794.03,5000,95.79,2014-01-12,Active
A-001645,C-01865,Business Current,4102.31,2000,53.85,2008-10-27,Dormant
A-001646,C-01178,Business Current,33684.1,5000,82.85,2017-09-19,Dormant
A-001647,C-00756,Mortgage,8985.91,2000,79.34,2009-09-29,Active
A-001648,C-00299,Current,24652.75,25000,75.34,2022-08-22,Active
A-001649,C-00189,Current,32817.27,5000,7.29,2009-06-23,Active
A-001650,C-00998,Mortgage,36677.42,10000,78.19,2007-01-04,Dormant
A-001651,C-00469,Savings,49704.58,2000,11.69,2022-10-30,Active
A-001652,C-00546,Savings,5873.13,0,0.0,2021-05-05,Active
A-001653,C-01899,Credit Card,25327.2,25000,35.04,2008-11-09,Active
A-001654,C-00527,Savings,38930.83,2000,85.69,2020-12-06,Active
A-001655,C-01117,Savings,45149.14,2000,54.78,2014-08-08,Active
A-001656,C-00015,Credit Card,35374.86,25000,21.6,2023-06-22,Closed
A-001657,C-01310,Mortgage,4022.83,0,0.0,2023-01-05,Active
A-001658,C-01294,Mortgage,23164.38,0,0.0,2006-09-04,Active
A-001659,C-01578,Business Current,43510.97,5000,13.85,2009-05-30,Active
A-001660,C-01667,Savings,21807.37,2000,22.04,2008-01-06,Active
A-001661,C-01080,Current,14218.42,0,0.0,2021-10-11,Dormant
A-001662,C-00566,Current,14086.98,25000,9.35,2007-02-09,Active
A-001663,C-01336,Current,46857.6,25000,20.12,2019-11-02,Active
A-001664,C-01832,Current,16971.5,5000,95.36,2006-03-19,Active
A-001665,C-00668,Current,36295.15,25000,42.35,2015-11-03,Active
A-001666,C-01313,Current,18445.5,10000,14.15,2016-11-19,Closed
A-001667,C-01598,Credit Card,28840.39,2000,49.39,2011-07-04,Active
A-001668,C-01820,Business Current,8397.19,2000,25.32,2007-05-13,Active
A-001669,C-00932,Credit Card,25018.27,25000,28.97,2020-01-16,Active
A-001670,C-01831,Business Current,45377.84,5000,0.01,2007-04-11,Active
A-001671,C-00304,Savings,39762.0,25000,10.15,2012-11-25,Closed
A-001672,C-00224,Credit Card,25073.2,25000,71.08,2011-10-06,Active
A-001673,C-00993,Current,4420.62,2000,49.25,2020-06-26,Active
A-001674,C-01412,Mortgage,20784.82,10000,3.74,2007-10-15,Dormant
A-001675,C-01013,Business Current,26065.24,5000,84.83,2023-06-29,Active
A-001676,C-00726,Credit Card,23012.68,2000,48.93,2012-02-17,Dormant
A-001677,C-01325,Business Current,1410.0,5000,64.78,2019-07-29,Active
A-001678,C-00139,Savings,20416.79,0,0.0,2009-12-17,Active
A-001679,C-00385,Current,7749.23,5000,66.58,2010-01-24,Active
A-001680,C-01422,Mortgage,21410.02,5000,15.84,2021-05-30,Active
A-001681,C-01912,Credit Card,36003.42,5000,14.43,2006-06-22,Active
A-001682,C-00514,Mortgage,7663.7,10000,2.33,2024-01-21,Active
A-001683,C-01093,Credit Card,45996.87,0,0.0,2023-04-11,Closed
A-001684,C-01699,Credit Card,45968.55,5000,89.67,2012-10-16,Dormant
A-001685,C-00991,Current,5022.76,0,0.0,2021-12-11,Active
A-001686,C-00715,Current,8309.13,5000,41.84,2010-05-27,Active
A-001687,C-00810,Savings,49186.27,25000,93.84,2021-05-12,Active
A-001688,C-01287,Mortgage,8421.22,0,0.0,2023-09-01,Dormant
A-001689,C-00483,Current,28634.74,2000,89.9,2023-06-02,Active
A-001690,C-00407,Savings,33120.19,25000,12.24,2007-03-11,Dormant
A-001691,C-00751,Savings,37546.97,25000,5.79,2012-04-30,Active
A-001692,C-00156,Business Current,39663.12,0,0.0,2022-04-19,Active
A-001693,C-00633,Current,43938.72,0,0.0,2006-05-08,Active
A-001694,C-01352,Savings,9049.51,0,0.0,2008-10-08,Active
A-001695,C-01248,Credit Card,30438.22,25000,3.52,2010-02-15,Active
A-001696,C-00405,Current,49651.87,25000,38.16,2017-10-16,Active
A-001697,C-00202,Savings,47997.45,10000,55.76,2009-08-10,Active
A-001698,C-01329,Mortgage,18278.03,5000,16.93,2013-04-23,Active
A-001699,C-00354,Business Current,14844.95,2000,21.6,2016-03-30,Active
A-001700,C-00149,Business Current,35626.27,25000,19.53,2017-01-01,Active
A-001701,C-00414,Business Current,30833.98,25000,8.02,2007-03-22,Closed
A-001702,C-01858,Savings,9950.78,0,0.0,2020-09-13,Active
A-001703,C-00173,Savings,29157.91,5000,45.79,2015-01-25,Active
A-001704,C-00874,Business Current,18389.78,2000,3.92,2011-02-25,Active
A-001705,C-01177,Credit Card,44148.79,10000,40.52,2018-05-17,Active
A-001706,C-01778,Business Current,12640.24,10000,39.4,2020-07-29,Active
A-001707,C-01676,Current,2804.04,0,0.0,2016-07-23,Active
A-001708,C-00291,Savings,1147.46,5000,91.27,2006-09-02,Active
A-001709,C-00792,Business Current,24842.49,2000,18.03,2019-06-25,Active
A-001710,C-00050,Savings,17354.67,0,0.0,2008-06-24,Dormant
A-001711,C-00855,Mortgage,1580.67,0,0.0,2006-02-23,Active
A-001712,C-01272,Business Current,4128.5,25000,95.18,2019-10-08,Active
A-001713,C-00200,Mortgage,13892.25,2000,94.97,2010-10-16,Active
A-001714,C-01857,Savings,34118.0,0,0.0,2022-12-07,Active
A-001715,C-01587,Business Current,4253.72,2000,12.85,2013-06-11,Active
A-001716,C-00012,Current,15233.44,5000,49.48,2015-04-09,Closed
A-001717,C-01673,Business Current,40947.16,2000,97.32,2005-12-21,Active
A-001718,C-00907,Savings,11364.66,5000,19.46,2013-09-08,Active
A-001719,C-01985,Mortgage,24226.64,2000,65.58,2023-09-13,Active
