student_id,programme,department,level,cohort_year,enrolment_date,status,gender,region,age_at_enrolment
STU-01042,Social Sciences,Social Sciences,Undergraduate,2023,2023-09-15,Active,Prefer not to say,International,33
STU-01043,Computer Science,Computing,Undergraduate,2024,2024-09-03,Active,Non-binary,Scotland,32
STU-01044,Business Administration,Business,Postgraduate,2023,2023-09-01,Active,Male,Midlands,27
STU-01045,Arts & Humanities,Arts,PhD,2025,2025-09-05,Active,Non-binary,Wales,26
STU-01046,Education,Education Dept,PhD,2025,2025-09-06,Active,Female,North West,18
STU-01047,Engineering,Engineering,Postgraduate,2023,2023-09-14,Active,Female,International,25
STU-01048,Law,Law School,Postgraduate,2022,2022-09-13,Active,Female,Wales,29
STU-01049,Business Administration,Business,Undergraduate,2024,2024-09-11,Graduated,Non-binary,Midlands,18
STU-01050,Business Administration,Business,Postgraduate,2024,2024-09-05,Withdrawn,Prefer not to say,South East,21
STU-01051,Education,Education Dept,PhD,2024,2024-09-13,Active,Male,South East,21
STU-01052,Education,Education Dept,PhD,2024,2024-09-09,Active,Female,South East,45
STU-01053,Business Administration,Business,PhD,2022,2022-09-07,Withdrawn,Non-binary,Midlands,32
STU-01054,Arts & Humanities,Arts,Postgraduate,2025,2025-09-03,Active,Male,Scotland,32
STU-01055,Arts & Humanities,Arts,Undergraduate,2022,2022-09-05,Active,Male,Wales,39
STU-01056,Computer Science,Computing,PhD,2023,2023-09-04,Active,Male,Wales,36
STU-01057,Arts & Humanities,Arts,Undergraduate,2024,2024-09-02,Withdrawn,Female,Scotland,29
STU-01058,Social Sciences,Social Sciences,Undergraduate,2024,2024-09-08,Active,Female,Midlands,43
STU-01059,Education,Education Dept,Undergraduate,2024,2024-09-07,Withdrawn,Female,London,34
STU-01060,Medicine,Medical School,PhD,2023,2023-09-06,Active,Non-binary,Wales,20
STU-01061,Computer Science,Computing,PhD,2022,2022-09-15,Active,Prefer not to say,London,26
STU-01062,Education,Education Dept,PhD,2023,2023-09-05,Deferred,Non-binary,Scotland,28
STU-01063,Arts & Humanities,Arts,Postgraduate,2022,2022-09-06,Graduated,Female,London,40
STU-01064,Computer Science,Computing,PhD,2024,2024-09-04,Active,Female,South East,24
STU-01065,Arts & Humanities,Arts,Undergraduate,2023,2023-09-13,Graduated,Prefer not to say,International,23
STU-01066,Arts & Humanities,Arts,Postgraduate,2025,2025-09-04,Active,Prefer not to say,North West,40
STU-01067,Medicine,Medical School,PhD,2022,2022-09-11,Active,Female,International,23
STU-01068,Law,Law School,Postgraduate,2022,2022-09-07,Active,Prefer not to say,North West,44
STU-01069,Arts & Humanities,Arts,Undergraduate,2023,2023-09-09,Active,Male,International,33
STU-01070,Law,Law School,Postgraduate,2022,2022-09-02,Active,Prefer not to say,International,41
STU-01071,Arts & Humanities,Arts,Postgraduate,2024,2024-09-11,Deferred,Male,South East,34
STU-01072,Law,Law School,Undergraduate,2022,2022-09-11,Active,Non-binary,Midlands,18
STU-01073,Law,Law School,Undergraduate,2023,2023-09-10,Active,Female,International,21
STU-01074,Engineering,Engineering,Undergraduate,2025,2025-09-11,Active,Non-binary,London,45
STU-01075,Social Sciences,Social Sciences,Undergraduate,2024,2024-09-14,Graduated,Non-binary,London,37
STU-01076,Education,Education Dept,Undergraduate,2022,2022-09-09,Active,Non-binary,Midlands,34
STU-01077,Medicine,Medical School,Postgraduate,2023,2023-09-07,Active,Prefer not to say,Wales,30
STU-01078,Education,Education Dept,PhD,2024,2024-09-03,Active,Male,International,36
STU-01079,Medicine,Medical School,PhD,2022,2022-09-01,Active,Female,Scotland,23
STU-01080,Law,Law School,Undergraduate,2022,2022-09-03,Withdrawn,Non-binary,South East,34
STU-01081,Social Sciences,Social Sciences,Postgraduate,2025,2025-09-03,Active,Prefer not to say,Midlands,45
STU-01082,Computer Science,Computing,Undergraduate,2022,2022-09-06,Active,Male,Wales,18
STU-01083,Education,Education Dept,PhD,2022,2022-09-13,Active,Female,London,25
STU-01084,Arts & Humanities,Arts,Postgraduate,2024,2024-09-03,Active,Male,Scotland,24
STU-01085,Computer Science,Computing,Postgraduate,2023,2023-09-11,Graduated,Non-binary,Midlands,28
STU-01086,Computer Science,Computing,Postgraduate,2023,2023-09-07,Active,Male,Scotland,22
STU-01087,Education,Education Dept,Undergraduate,2024,2024-09-05,Active,Male,North West,21
STU-01088,Education,Education Dept,Postgraduate,2022,2022-09-12,Active,Prefer not to say,London,27
STU-01089,Law,Law School,Postgraduate,2024,2024-09-14,Active,Non-binary,Wales,25
STU-01090,Engineering,Engineering,Undergraduate,2022,2022-09-11,Graduated,Male,London,25
STU-01091,Social Sciences,Social Sciences,Postgraduate,2022,2022-09-08,Active,Female,London,35
STU-01092,Medicine,Medical School,Undergraduate,2024,2024-09-09,Active,Prefer not to say,North West,42
STU-01093,Social Sciences,Social Sciences,Postgraduate,2022,2022-09-05,Active,Non-binary,London,30
STU-01094,Arts & Humanities,Arts,Undergraduate,2025,2025-09-05,Graduated,Prefer not to say,Midlands,21
STU-01095,Law,Law School,Postgraduate,2024,2024-09-07,Graduated,Prefer not to say,South East,25
STU-01096,Engineering,Engineering,Undergraduate,2022,2022-09-05,Active,Male,Scotland,44
STU-01097,Arts & Humanities,Arts,PhD,2023,2023-09-05,Active,Prefer not to say,Scotland,38
STU-01098,Computer Science,Computing,Postgraduate,2025,2025-09-13,Graduated,Female,North West,43
STU-01099,Medicine,Medical School,PhD,2025,2025-09-06,Graduated,Non-binary,Midlands,27
STU-01100,Medicine,Medical School,Postgraduate,2025,2025-09-08,Withdrawn,Female,Midlands,19
STU-01101,Education,Education Dept,PhD,2024,2024-09-15,Active,Non-binary,Scotland,19
STU-01102,Law,Law School,Undergraduate,2023,2023-09-13,Active,Non-binary,Wales,42
STU-01103,Business Administration,Business,PhD,2024,2024-09-05,Graduated,Male,North West,25
STU-01104,Medicine,Medical School,PhD,2025,2025-09-11,Graduated,Non-binary,International,26
STU-01105,Arts & Humanities,Arts,PhD,2024,2024-09-10,Active,Prefer not to say,Scotland,41
STU-01106,Social Sciences,Social Sciences,Postgraduate,2022,2022-09-05,Active,Non-binary,North West,42
STU-01107,Medicine,Medical School,Postgraduate,2024,2024-09-04,Deferred,Prefer not to say,South East,41
STU-01108,Computer Science,Computing,Undergraduate,2025,2025-09-03,Active,Prefer not to say,Wales,26
STU-01109,Arts & Humanities,Arts,PhD,2022,2022-09-13,Active,Male,South East,19
STU-01110,Law,Law School,Undergraduate,2024,2024-09-09,Graduated,Female,Wales,18
STU-01111,Business Administration,Business,PhD,2025,2025-09-13,Active,Non-binary,North West,45
STU-01112,Business Administration,Business,Undergraduate,2022,2022-09-05,Active,Prefer not to say,North West,28
STU-01113,Arts & Humanities,Arts,Postgraduate,2022,2022-09-11,Graduated,Non-binary,South East,41
STU-01114,Business Administration,Business,Postgraduate,2025,2025-09-10,Active,Female,London,24
STU-01115,Social Sciences,Social Sciences,Postgraduate,2025,2025-09-11,Active,Female,London,34
STU-01116,Arts & Humanities,Arts,Undergraduate,2022,2022-09-09,Graduated,Male,Scotland,33
STU-01117,Education,Education Dept,Postgraduate,2024,2024-09-15,Active,Non-binary,Scotland,36
STU-01118,Education,Education Dept,Postgraduate,2024,2024-09-06,Active,Female,Wales,18
STU-01119,Education,Education Dept,Postgraduate,2022,2022-09-01,Active,Prefer not to say,Scotland,18
STU-01120,Social Sciences,Social Sciences,PhD,2024,2024-09-13,Active,Female,South East,27
STU-01121,Medicine,Medical School,Postgraduate,2024,2024-09-05,Graduated,Non-binary,North West,36
STU-01122,Education,Education Dept,Postgraduate,2025,2025-09-15,Active,Non-binary,Midlands,42
STU-01123,Social Sciences,Social Sciences,Undergraduate,2023,2023-09-06,Active,Male,South East,32
STU-01124,Education,Education Dept,Undergraduate,2023,2023-09-04,Active,Male,Scotland,45
STU-01125,Social Sciences,Social Sciences,Undergraduate,2025,2025-09-03,Deferred,Non-binary,London,45
STU-01126,Engineering,Engineering,Undergraduate,2022,2022-09-03,Deferred,Male,North West,37
STU-01127,Social Sciences,Social Sciences,Postgraduate,2025,2025-09-12,Active,Prefer not to say,South East,41
STU-01128,Engineering,Engineering,Undergraduate,2022,2022-09-03,Active,Female,London,39
STU-01129,Education,Education Dept,Undergraduate,2025,2025-09-06,Active,Prefer not to say,International,24
STU-01130,Education,Education Dept,Postgraduate,2022,2022-09-14,Active,Non-binary,Midlands,38
STU-01131,Social Sciences,Social Sciences,Undergraduate,2023,2023-09-01,Active,Female,Wales,32
STU-01132,Arts & Humanities,Arts,PhD,2024,2024-09-09,Graduated,Prefer not to say,International,23
STU-01133,Education,Education Dept,Undergraduate,2024,2024-09-10,Active,Non-binary,Scotland,21
STU-01134,Social Sciences,Social Sciences,PhD,2024,2024-09-07,Active,Prefer not to say,North West,39
STU-01135,Arts & Humanities,Arts,Postgraduate,2022,2022-09-03,Active,Non-binary,International,30
STU-01136,Medicine,Medical School,PhD,2023,2023-09-12,Active,Prefer not to say,International,30
STU-01137,Arts & Humanities,Arts,Undergraduate,2024,2024-09-07,Graduated,Female,North West,33
STU-01138,Business Administration,Business,PhD,2022,2022-09-09,Active,Male,Midlands,21
STU-01139,Social Sciences,Social Sciences,Postgraduate,2024,2024-09-05,Graduated,Male,North West,23
STU-01140,Engineering,Engineering,Postgraduate,2023,2023-09-07,Active,Prefer not to say,Wales,29
STU-01141,Education,Education Dept,Postgraduate,2022,2022-09-12,Active,Male,Scotland,22
STU-01142,Law,Law School,Undergraduate,2022,2022-09-12,Active,Prefer not to say,London,34
STU-01143,Computer Science,Computing,Postgraduate,2025,2025-09-03,Active,Female,International,32
STU-01144,Medicine,Medical School,Undergraduate,2023,2023-09-07,Active,Non-binary,South East,25
STU-01145,Arts & Humanities,Arts,Postgraduate,2022,2022-09-10,Graduated,Female,Midlands,45
STU-01146,Engineering,Engineering,PhD,2023,2023-09-11,Active,Non-binary,North West,40
STU-01147,Business Administration,Business,Postgraduate,2025,2025-09-03,Active,Non-binary,Midlands,43
STU-01148,Arts & Humanities,Arts,Postgraduate,2023,2023-09-04,Graduated,Male,South East,24
STU-01149,Engineering,Engineering,PhD,2023,2023-09-11,Active,Prefer not to say,Midlands,39
STU-01150,Medicine,Medical School,PhD,2023,2023-09-03,Graduated,Non-binary,Midlands,23
STU-01151,Computer Science,Computing,PhD,2025,2025-09-06,Graduated,Non-binary,International,19
STU-01152,Social Sciences,Social Sciences,Undergraduate,2023,2023-09-03,Graduated,Female,Wales,28
STU-01153,Business Administration,Business,Postgraduate,2023,2023-09-14,Active,Non-binary,International,39
STU-01154,Arts & Humanities,Arts,Postgraduate,2025,2025-09-02,Active,Prefer not to say,Wales,25
STU-01155,Education,Education Dept,PhD,2025,2025-09-09,Active,Non-binary,International,45
STU-01156,Medicine,Medical School,Undergraduate,2023,2023-09-06,Active,Male,South East,33
STU-01157,Engineering,Engineering,Postgraduate,2023,2023-09-10,Active,Non-binary,Scotland,27
STU-01158,Education,Education Dept,Undergraduate,2025,2025-09-11,Active,Non-binary,Midlands,35
STU-01159,Education,Education Dept,Postgraduate,2023,2023-09-09,Graduated,Female,Midlands,31
STU-01160,Engineering,Engineering,Postgraduate,2023,2023-09-09,Active,Female,Midlands,36
STU-01161,Business Administration,Business,Undergraduate,2025,2025-09-03,Active,Male,South East,30
STU-01162,Computer Science,Computing,Undergraduate,2023,2023-09-09,Active,Non-binary,South East,36
STU-01163,Law,Law School,PhD,2024,2024-09-11,Withdrawn,Non-binary,London,39
STU-01164,Medicine,Medical School,Undergraduate,2023,2023-09-04,Active,Non-binary,International,20
STU-01165,Computer Science,Computing,Postgraduate,2025,2025-09-05,Active,Female,South East,43
STU-01166,Business Administration,Business,Postgraduate,2024,2024-09-10,Withdrawn,Female,London,31
STU-01167,Business Administration,Business,PhD,2025,2025-09-05,Graduated,Female,North West,26
STU-01168,Engineering,Engineering,Undergraduate,2022,2022-09-05,Graduated,Non-binary,Scotland,20
STU-01169,Education,Education Dept,PhD,2022,2022-09-04,Graduated,Male,Wales,32
STU-01170,Arts & Humanities,Arts,PhD,2025,2025-09-10,Withdrawn,Prefer not to say,Wales,30
STU-01171,Social Sciences,Social Sciences,Undergraduate,2023,2023-09-01,Active,Male,Midlands,24
STU-01172,Law,Law School,Postgraduate,2024,2024-09-11,Active,Prefer not to say,International,35
STU-01173,Engineering,Engineering,PhD,2024,2024-09-09,Graduated,Prefer not to say,London,19
STU-01174,Education,Education Dept,PhD,2023,2023-09-02,Active,Female,North West,31
STU-01175,Education,Education Dept,Undergraduate,2023,2023-09-08,Active,Non-binary,Wales,27
STU-01176,Law,Law School,Undergraduate,2022,2022-09-10,Active,Male,Wales,38
STU-01177,Social Sciences,Social Sciences,Undergraduate,2022,2022-09-15,Active,Male,South East,32
STU-01178,Social Sciences,Social Sciences,Undergraduate,2024,2024-09-02,Graduated,Female,Midlands,44
STU-01179,Education,Education Dept,Undergraduate,2025,2025-09-03,Active,Non-binary,North West,38
STU-01180,Business Administration,Business,Postgraduate,2023,2023-09-05,Graduated,Non-binary,Midlands,35
STU-01181,Business Administration,Business,Postgraduate,2022,2022-09-10,Active,Prefer not to say,North West,43
STU-01182,Education,Education Dept,Undergraduate,2024,2024-09-01,Active,Female,Midlands,44
STU-01183,Education,Education Dept,PhD,2025,2025-09-13,Active,Male,London,33
STU-01184,Arts & Humanities,Arts,Postgraduate,2022,2022-09-11,Active,Prefer not to say,Midlands,18
STU-01185,Social Sciences,Social Sciences,PhD,2024,2024-09-05,Graduated,Non-binary,Midlands,35
STU-01186,Education,Education Dept,Undergraduate,2025,2025-09-09,Graduated,Female,London,44
STU-01187,Law,Law School,PhD,2023,2023-09-05,Active,Prefer not to say,London,33
STU-01188,Business Administration,Business,Undergraduate,2024,2024-09-07,Deferred,Prefer not to say,Scotland,23
STU-01189,Computer Science,Computing,Undergraduate,2023,2023-09-07,Active,Female,London,18
STU-01190,Social Sciences,Social Sciences,Postgraduate,2024,2024-09-06,Graduated,Non-binary,International,19
STU-01191,Social Sciences,Social Sciences,Postgraduate,2025,2025-09-13,Active,Non-binary,Scotland,45
STU-01192,Law,Law School,PhD,2024,2024-09-13,Graduated,Male,London,18
STU-01193,Arts & Humanities,Arts,Postgraduate,2023,2023-09-10,Graduated,Non-binary,Midlands,24
STU-01194,Computer Science,Computing,Postgraduate,2023,2023-09-04,Active,Prefer not to say,Scotland,28
STU-01195,Business Administration,Business,Postgraduate,2025,2025-09-05,Active,Male,Midlands,24
STU-01196,Social Sciences,Social Sciences,Postgraduate,2024,2024-09-07,Active,Male,South East,21
STU-01197,Computer Science,Computing,Undergraduate,2023,2023-09-09,Active,Prefer not to say,South East,29
STU-01198,Business Administration,Business,Postgraduate,2022,2022-09-01,Active,Non-binary,Wales,38
STU-01199,Education,Education Dept,Postgraduate,2024,2024-09-02,Active,Male,London,30
STU-01200,Computer Science,Computing,Undergraduate,2023,2023-09-12,Graduated,Male,Midlands,32
STU-01201,Medicine,Medical School,PhD,2025,2025-09-03,Active,Non-binary,South East,28
STU-01202,Social Sciences,Social Sciences,Undergraduate,2022,2022-09-03,Graduated,Non-binary,South East,27
STU-01203,Arts & Humanities,Arts,PhD,2025,2025-09-06,Active,Male,Midlands,30
STU-01204,Social Sciences,Social Sciences,Postgraduate,2025,2025-09-08,Active,Non-binary,North West,44
STU-01205,Engineering,Engineering,PhD,2025,2025-09-13,Withdrawn,Male,Wales,35
STU-01206,Arts & Humanities,Arts,Undergraduate,2024,2024-09-12,Active,Female,Scotland,39
STU-01207,Arts & Humanities,Arts,PhD,2023,2023-09-11,Active,Non-binary,Wales,31
STU-01208,Engineering,Engineering,Postgraduate,2025,2025-09-13,Active,Male,Scotland,41
STU-01209,Social Sciences,Social Sciences,PhD,2025,2025-09-13,Active,Female,South East,45
STU-01210,Business Administration,Business,PhD,2025,2025-09-14,Active,Male,International,18
STU-01211,Social Sciences,Social Sciences,Postgraduate,2023,2023-09-15,Withdrawn,Prefer not to say,London,26
STU-01212,Education,Education Dept,PhD,2024,2024-09-03,Active,Prefer not to say,Midlands,38
STU-01213,Business Administration,Business,Undergraduate,2022,2022-09-03,Graduated,Female,International,19
STU-01214,Law,Law School,Postgraduate,2023,2023-09-10,Active,Male,London,35
STU-01215,Law,Law School,PhD,2025,2025-09-04,Graduated,Female,South East,34
STU-01216,Law,Law School,Postgraduate,2024,2024-09-11,Active,Prefer not to say,London,36
STU-01217,Engineering,Engineering,PhD,2022,2022-09-12,Active,Prefer not to say,Wales,25
STU-01218,Computer Science,Computing,PhD,2023,2023-09-09,Graduated,Male,North West,25
STU-01219,Computer Science,Computing,Undergraduate,2022,2022-09-08,Graduated,Female,North West,44
STU-01220,Law,Law School,Postgraduate,2024,2024-09-08,Active,Female,North West,21
STU-01221,Computer Science,Computing,Postgraduate,2024,2024-09-13,Withdrawn,Male,South East,39
STU-01222,Computer Science,Computing,Postgraduate,2025,2025-09-04,Active,Prefer not to say,Wales,22
STU-01223,Computer Science,Computing,Undergraduate,2022,2022-09-15,Active,Male,Wales,24
STU-01224,Law,Law School,PhD,2024,2024-09-13,Active,Prefer not to say,Scotland,33
STU-01225,Education,Education Dept,Postgraduate,2025,2025-09-05,Graduated,Female,North West,28
STU-01226,Education,Education Dept,PhD,2022,2022-09-02,Active,Prefer not to say,North West,26
STU-01227,Computer Science,Computing,PhD,2025,2025-09-02,Active,Non-binary,Wales,23
STU-01228,Law,Law School,PhD,2023,2023-09-02,Active,Non-binary,North West,42
STU-01229,Computer Science,Computing,Postgraduate,2024,2024-09-15,Active,Prefer not to say,South East,45
STU-01230,Law,Law School,Postgraduate,2025,2025-09-08,Active,Male,Midlands,24
STU-01231,Arts & Humanities,Arts,Undergraduate,2025,2025-09-05,Active,Female,North West,35
STU-01232,Social Sciences,Social Sciences,Postgraduate,2023,2023-09-03,Withdrawn,Non-binary,Wales,43
STU-01233,Engineering,Engineering,Postgraduate,2024,2024-09-03,Graduated,Female,South East,19
STU-01234,Arts & Humanities,Arts,Undergraduate,2023,2023-09-08,Withdrawn,Male,Midlands,43
STU-01235,Law,Law School,Postgraduate,2024,2024-09-08,Active,Male,Midlands,40
STU-01236,Computer Science,Computing,Postgraduate,2023,2023-09-11,Graduated,Female,Midlands,41
STU-01237,Computer Science,Computing,PhD,2025,2025-09-15,Withdrawn,Male,London,38
STU-01238,Computer Science,Computing,Undergraduate,2023,2023-09-08,Withdrawn,Male,Midlands,37
STU-01239,Arts & Humanities,Arts,Undergraduate,2023,2023-09-07,Active,Non-binary,London,45
STU-01240,Education,Education Dept,Undergraduate,2025,2025-09-13,Active,Female,North West,25
STU-01241,Business Administration,Business,Postgraduate,2024,2024-09-01,Active,Female,Scotland,19
STU-01242,Engineering,Engineering,PhD,2024,2024-09-05,Active,Male,International,29
STU-01243,Law,Law School,Undergraduate,2024,2024-09-07,Withdrawn,Non-binary,London,41
STU-01244,Computer Science,Computing,Undergraduate,2023,2023-09-06,Active,Female,South East,40
STU-01245,Medicine,Medical School,PhD,2023,2023-09-10,Active,Female,North West,36
STU-01246,Law,Law School,PhD,2023,2023-09-05,Active,Prefer not to say,Wales,41
STU-01247,Arts & Humanities,Arts,Postgraduate,2022,2022-09-10,Graduated,Male,North West,31
STU-01248,Computer Science,Computing,Postgraduate,2023,2023-09-14,Active,Female,South East,38
STU-01249,Medicine,Medical School,Postgraduate,2025,2025-09-14,Active,Female,Wales,24
STU-01250,Computer Science,Computing,Postgraduate,2022,2022-09-08,Active,Female,International,41
STU-01251,Engineering,Engineering,Postgraduate,2023,2023-09-03,Active,Non-binary,Wales,31
STU-01252,Education,Education Dept,PhD,2022,2022-09-13,Active,Male,South East,32
STU-01253,Education,Education Dept,PhD,2025,2025-09-13,Graduated,Female,Wales,34
STU-01254,Engineering,Engineering,Postgraduate,2022,2022-09-05,Graduated,Non-binary,London,32
STU-01255,Education,Education Dept,PhD,2022,2022-09-04,Active,Non-binary,North West,34
STU-01256,Arts & Humanities,Arts,PhD,2025,2025-09-07,Graduated,Female,International,38
STU-01257,Social Sciences,Social Sciences,Undergraduate,2025,2025-09-10,Active,Female,International,43
STU-01258,Education,Education Dept,PhD,2022,2022-09-14,Active,Female,North West,32
STU-01259,Computer Science,Computing,Undergraduate,2023,2023-09-11,Active,Prefer not to say,International,27
STU-01260,Education,Education Dept,Postgraduate,2024,2024-09-02,Active,Female,Wales,22
STU-01261,Arts & Humanities,Arts,PhD,2024,2024-09-08,Active,Female,Wales,24
STU-01262,Arts & Humanities,Arts,Undergraduate,2025,2025-09-08,Graduated,Male,North West,20
STU-01263,Social Sciences,Social Sciences,Undergraduate,2024,2024-09-10,Active,Male,Midlands,31
STU-01264,Engineering,Engineering,PhD,2024,2024-09-13,Active,Female,London,21
STU-01265,Arts & Humanities,Arts,Undergraduate,2023,2023-09-01,Graduated,Prefer not to say,International,31
STU-01266,Education,Education Dept,Postgraduate,2024,2024-09-06,Active,Male,Wales,28
STU-01267,Social Sciences,Social Sciences,PhD,2023,2023-09-15,Active,Non-binary,South East,19
STU-01268,Law,Law School,Postgraduate,2022,2022-09-08,Active,Male,Scotland,26
STU-01269,Business Administration,Business,Postgraduate,2024,2024-09-05,Active,Male,South East,44
STU-01270,Computer Science,Computing,Undergraduate,2025,2025-09-07,Deferred,Prefer not to say,South East,29
STU-01271,Engineering,Engineering,Undergraduate,2023,2023-09-04,Active,Female,Scotland,37
STU-01272,Medicine,Medical School,Postgraduate,2023,2023-09-09,Graduated,Non-binary,North West,44
STU-01273,Law,Law School,Undergraduate,2023,2023-09-05,Active,Male,Scotland,41
STU-01274,Law,Law School,PhD,2025,2025-09-08,Active,Female,North West,43
STU-01275,Business Administration,Business,Undergraduate,2025,2025-09-08,Active,Male,Midlands,33
STU-01276,Education,Education Dept,PhD,2025,2025-09-11,Active,Non-binary,South East,41
STU-01277,Computer Science,Computing,PhD,2023,2023-09-11,Active,Non-binary,Wales,25
STU-01278,Medicine,Medical School,PhD,2024,2024-09-15,Graduated,Female,Midlands,45
STU-01279,Social Sciences,Social Sciences,Undergraduate,2022,2022-09-11,Active,Male,London,29
STU-01280,Education,Education Dept,Postgraduate,2023,2023-09-11,Active,Prefer not to say,North West,40
STU-01281,Arts & Humanities,Arts,Undergraduate,2023,2023-09-15,Graduated,Female,North West,39
STU-01282,Education,Education Dept,PhD,2025,2025-09-08,Active,Male,Midlands,36
STU-01283,Arts & Humanities,Arts,PhD,2025,2025-09-02,Active,Prefer not to say,Midlands,22
STU-01284,Law,Law School,Postgraduate,2022,2022-09-08,Graduated,Male,North West,37
STU-01285,Education,Education Dept,PhD,2023,2023-09-11,Graduated,Male,South East,32
STU-01286,Law,Law School,Undergraduate,2023,2023-09-11,Active,Female,Wales,44
STU-01287,Computer Science,Computing,Undergraduate,2025,2025-09-08,Active,Prefer not to say,North West,30
STU-01288,Business Administration,Business,PhD,2022,2022-09-08,Withdrawn,Female,North West,27
STU-01289,Medicine,Medical School,PhD,2025,2025-09-10,Active,Female,Midlands,36
STU-01290,Social Sciences,Social Sciences,Undergraduate,2023,2023-09-02,Active,Male,Wales,21
STU-01291,Medicine,Medical School,Postgraduate,2023,2023-09-10,Active,Non-binary,London,40
STU-01292,Education,Education Dept,PhD,2023,2023-09-03,Active,Male,International,38
STU-01293,Arts & Humanities,Arts,PhD,2024,2024-09-09,Active,Male,Midlands,18
STU-01294,Education,Education Dept,Postgraduate,2024,2024-09-13,Graduated,Female,International,27
STU-01295,Arts & Humanities,Arts,Undergraduate,2023,2023-09-04,Graduated,Male,North West,33
STU-01296,Computer Science,Computing,Postgraduate,2025,2025-09-11,Graduated,Male,South East,30
STU-01297,Education,Education Dept,Postgraduate,2025,2025-09-08,Graduated,Prefer not to say,Wales,32
STU-01298,Computer Science,Computing,Undergraduate,2022,2022-09-04,Active,Male,International,21
STU-01299,Business Administration,Business,PhD,2023,2023-09-10,Graduated,Female,Midlands,29
STU-01300,Medicine,Medical School,PhD,2022,2022-09-04,Withdrawn,Female,Midlands,40
STU-01301,Medicine,Medical School,Undergraduate,2022,2022-09-12,Active,Prefer not to say,Scotland,42
STU-01302,Law,Law School,PhD,2025,2025-09-05,Graduated,Prefer not to say,North West,44
STU-01303,Social Sciences,Social Sciences,Postgraduate,2024,2024-09-02,Active,Female,North West,19
STU-01304,Medicine,Medical School,Postgraduate,2022,2022-09-05,Active,Non-binary,International,21
STU-01305,Medicine,Medical School,PhD,2023,2023-09-11,Graduated,Non-binary,Scotland,42
STU-01306,Business Administration,Business,PhD,2024,2024-09-10,Active,Prefer not to say,Midlands,36
STU-01307,Engineering,Engineering,PhD,2024,2024-09-15,Active,Female,Scotland,33
STU-01308,Engineering,Engineering,Postgraduate,2023,2023-09-06,Active,Prefer not to say,Midlands,23
STU-01309,Law,Law School,PhD,2024,2024-09-12,Graduated,Male,Midlands,43
STU-01310,Business Administration,Business,PhD,2022,2022-09-03,Active,Male,International,39
STU-01311,Law,Law School,PhD,2023,2023-09-15,Active,Prefer not to say,North West,41
STU-01312,Law,Law School,Undergraduate,2022,2022-09-05,Active,Non-binary,South East,23
STU-01313,Business Administration,Business,PhD,2025,2025-09-14,Active,Female,South East,44
STU-01314,Computer Science,Computing,Undergraduate,2023,2023-09-05,Active,Female,North West,29
STU-01315,Business Administration,Business,Postgraduate,2023,2023-09-14,Active,Female,International,27
STU-01316,Social Sciences,Social Sciences,PhD,2022,2022-09-11,Active,Female,North West,27
STU-01317,Computer Science,Computing,Postgraduate,2023,2023-09-07,Active,Female,South East,45
STU-01318,Computer Science,Computing,Undergraduate,2022,2022-09-04,Active,Female,International,19
STU-01319,Education,Education Dept,Undergraduate,2023,2023-09-10,Active,Male,Midlands,44
STU-01320,Law,Law School,Undergraduate,2022,2022-09-14,Active,Male,North West,31
STU-01321,Law,Law School,PhD,2024,2024-09-04,Active,Male,South East,27
STU-01322,Arts & Humanities,Arts,Postgraduate,2022,2022-09-06,Active,Female,South East,25
STU-01323,Engineering,Engineering,Postgraduate,2023,2023-09-15,Graduated,Male,Wales,23
STU-01324,Computer Science,Computing,Postgraduate,2022,2022-09-13,Active,Non-binary,International,38
STU-01325,Computer Science,Computing,PhD,2025,2025-09-13,Withdrawn,Male,International,24
STU-01326,Law,Law School,Undergraduate,2025,2025-09-03,Active,Male,London,44
STU-01327,Social Sciences,Social Sciences,PhD,2022,2022-09-07,Graduated,Female,Scotland,35
STU-01328,Business Administration,Business,Postgraduate,2025,2025-09-04,Graduated,Female,International,34
STU-01329,Medicine,Medical School,Postgraduate,2023,2023-09-08,Active,Female,Scotland,36
STU-01330,Medicine,Medical School,PhD,2023,2023-09-15,Graduated,Prefer not to say,Wales,25
STU-01331,Medicine,Medical School,Postgraduate,2023,2023-09-02,Withdrawn,Female,Wales,24
STU-01332,Law,Law School,Postgraduate,2025,2025-09-04,Active,Non-binary,London,43
STU-01333,Medicine,Medical School,Undergraduate,2023,2023-09-07,Active,Male,North West,40
STU-01334,Business Administration,Business,Postgraduate,2024,2024-09-10,Active,Non-binary,Wales,31
STU-01335,Arts & Humanities,Arts,PhD,2025,2025-09-02,Active,Non-binary,International,40
STU-01336,Social Sciences,Social Sciences,Postgraduate,2022,2022-09-15,Graduated,Non-binary,Midlands,25
STU-01337,Engineering,Engineering,Undergraduate,2022,2022-09-04,Active,Non-binary,International,20
STU-01338,Engineering,Engineering,PhD,2025,2025-09-08,Active,Non-binary,London,20
STU-01339,Arts & Humanities,Arts,Undergraduate,2023,2023-09-13,Active,Non-binary,Scotland,25
STU-01340,Social Sciences,Social Sciences,Undergraduate,2022,2022-09-05,Withdrawn,Prefer not to say,North West,35
STU-01341,Arts & Humanities,Arts,PhD,2025,2025-09-08,Graduated,Female,North West,30
STU-01342,Arts & Humanities,Arts,PhD,2023,2023-09-09,Active,Male,Wales,40
