enrolment_id,student_id,course_id,department,level,credits,enrolment_date,status,is_completed,is_withdrawn
ENR-005284,STU-02314,CRS-0050,Medical School,Undergraduate,20,2023-09-16,Completed,1,0
ENR-005285,STU-03564,CRS-0106,Social Sciences,Undergraduate,10,2025-10-05,Completed,1,0
ENR-005286,STU-00997,CRS-0074,Arts,PhD,30,2024-09-28,Completed,1,0
ENR-005287,STU-02654,CRS-0096,Education Dept,Postgraduate,30,2024-10-01,Completed,1,0
ENR-005288,STU-01355,CRS-0010,Computing,Postgraduate,30,2025-09-11,Failed,0,0
ENR-005289,STU-00403,CRS-0008,Computing,Postgraduate,20,2024-10-02,Completed,1,0
ENR-005290,STU-03982,CRS-0046,Medical School,Undergraduate,20,2024-09-29,Enrolled,0,0
ENR-005291,STU-03616,CRS-0044,Engineering,PhD,30,2023-09-26,Withdrawn,0,1
ENR-005292,STU-00156,CRS-0114,Social Sciences,Postgraduate,15,2024-09-27,Completed,1,0
ENR-005293,STU-03464,CRS-0083,Law School,Postgraduate,20,2023-09-22,Failed,0,0
ENR-005294,STU-00814,CRS-0010,Computing,Postgraduate,30,2025-09-21,Failed,0,0
ENR-005295,STU-04011,CRS-0021,Business,Postgraduate,20,2024-09-13,Enrolled,0,0
ENR-005296,STU-02080,CRS-0085,Law School,Postgraduate,10,2022-09-25,Enrolled,0,0
ENR-005297,STU-04944,CRS-0017,Business,Undergraduate,15,2025-10-04,Enrolled,0,0
ENR-005298,STU-02971,CRS-0110,Social Sciences,Undergraduate,30,2022-09-10,Enrolled,0,0
ENR-005299,STU-00459,CRS-0118,Social Sciences,PhD,20,2025-09-26,Completed,1,0
ENR-005300,STU-04483,CRS-0050,Medical School,Undergraduate,20,2022-09-27,Enrolled,0,0
ENR-005301,STU-02420,CRS-0051,Medical School,Postgraduate,30,2024-10-08,Completed,1,0
ENR-005302,STU-04417,CRS-0035,Engineering,Undergraduate,10,2025-09-18,Enrolled,0,0
ENR-005303,STU-00834,CRS-0025,Business,Postgraduate,20,2025-09-20,Completed,1,0
ENR-005304,STU-02305,CRS-0091,Education Dept,Undergraduate,15,2022-09-07,Completed,1,0
ENR-005305,STU-03859,CRS-0115,Social Sciences,Postgraduate,15,2024-09-26,Enrolled,0,0
ENR-005306,STU-00988,CRS-0017,Business,Undergraduate,15,2022-10-02,Enrolled,0,0
ENR-005307,STU-04514,CRS-0113,Social Sciences,Postgraduate,20,2022-09-12,Completed,1,0
ENR-005308,STU-02342,CRS-0087,Law School,PhD,20,2023-10-03,Completed,1,0
ENR-005309,STU-00905,CRS-0102,Education Dept,PhD,30,2022-09-16,Failed,0,0
ENR-005310,STU-02053,CRS-0052,Medical School,Postgraduate,20,2025-10-01,Completed,1,0
ENR-005311,STU-04404,CRS-0069,Arts,Postgraduate,15,2022-09-24,Withdrawn,0,1
ENR-005312,STU-00889,CRS-0010,Computing,Postgraduate,30,2024-10-03,Completed,1,0
ENR-005313,STU-00803,CRS-0057,Medical School,PhD,15,2023-10-04,Failed,0,0
ENR-005314,STU-03749,CRS-0045,Engineering,PhD,20,2023-09-08,Completed,1,0
ENR-005315,STU-02163,CRS-0083,Law School,Postgraduate,20,2024-10-01,Failed,0,0
ENR-005316,STU-02472,CRS-0067,Arts,Postgraduate,10,2024-09-24,Enrolled,0,0
ENR-005317,STU-04756,CRS-0009,Computing,Postgraduate,30,2023-09-03,Enrolled,0,0
ENR-005318,STU-03004,CRS-0106,Social Sciences,Undergraduate,10,2023-09-20,Enrolled,0,0
ENR-005319,STU-00873,CRS-0044,Engineering,PhD,30,2022-10-01,Withdrawn,0,1
ENR-005320,STU-00176,CRS-0113,Social Sciences,Postgraduate,20,2025-10-07,Completed,1,0
ENR-005321,STU-02060,CRS-0100,Education Dept,Postgraduate,15,2022-09-25,Completed,1,0
ENR-005322,STU-01382,CRS-0115,Social Sciences,Postgraduate,15,2022-10-06,Enrolled,0,0
ENR-005323,STU-02764,CRS-0009,Computing,Postgraduate,30,2025-10-05,Enrolled,0,0
ENR-005324,STU-04349,CRS-0040,Engineering,Postgraduate,20,2023-10-10,Completed,1,0
ENR-005325,STU-00737,CRS-0021,Business,Postgraduate,20,2024-09-16,Enrolled,0,0
ENR-005326,STU-01618,CRS-0001,Computing,Undergraduate,15,2024-10-04,Completed,1,0
ENR-005327,STU-03796,CRS-0046,Medical School,Undergraduate,20,2023-09-17,Completed,1,0
ENR-005328,STU-00275,CRS-0102,Education Dept,PhD,30,2025-09-26,Completed,1,0
ENR-005329,STU-03825,CRS-0101,Education Dept,PhD,20,2023-09-23,Completed,1,0
ENR-005330,STU-01929,CRS-0086,Law School,PhD,10,2024-09-19,Enrolled,0,0
ENR-005331,STU-01036,CRS-0085,Law School,Postgraduate,10,2022-10-04,Completed,1,0
ENR-005332,STU-02129,CRS-0033,Engineering,Undergraduate,30,2024-09-03,Enrolled,0,0
ENR-005333,STU-01188,CRS-0020,Business,Undergraduate,10,2024-09-10,Enrolled,0,0
ENR-005334,STU-00059,CRS-0078,Law School,Undergraduate,10,2024-09-14,Failed,0,0
ENR-005335,STU-04261,CRS-0023,Business,Postgraduate,15,2022-09-19,Completed,1,0
ENR-005336,STU-03142,CRS-0038,Engineering,Postgraduate,15,2023-10-01,Enrolled,0,0
ENR-005337,STU-02436,CRS-0090,Law School,PhD,30,2025-10-15,Enrolled,0,0
ENR-005338,STU-00931,CRS-0060,Medical School,PhD,15,2024-09-16,Failed,0,0
ENR-005339,STU-00546,CRS-0095,Education Dept,Undergraduate,10,2024-09-16,Enrolled,0,0
ENR-005340,STU-03940,CRS-0065,Arts,Undergraduate,10,2025-09-18,Completed,1,0
ENR-005341,STU-04598,CRS-0060,Medical School,PhD,15,2025-10-06,Completed,1,0
ENR-005342,STU-04625,CRS-0062,Arts,Undergraduate,20,2025-10-01,Enrolled,0,0
ENR-005343,STU-03813,CRS-0067,Arts,Postgraduate,10,2023-09-14,Completed,1,0
ENR-005344,STU-04369,CRS-0027,Business,PhD,15,2022-09-19,Completed,1,0
ENR-005345,STU-01812,CRS-0024,Business,Postgraduate,20,2023-09-10,Enrolled,0,0
ENR-005346,STU-03219,CRS-0032,Engineering,Undergraduate,15,2024-10-08,Completed,1,0
ENR-005347,STU-01921,CRS-0022,Business,Postgraduate,30,2025-10-01,Enrolled,0,0
ENR-005348,STU-02585,CRS-0016,Business,Undergraduate,10,2024-10-06,Completed,1,0
ENR-005349,STU-04331,CRS-0068,Arts,Postgraduate,15,2023-10-02,Completed,1,0
ENR-005350,STU-03556,CRS-0079,Law School,Undergraduate,15,2023-09-18,Enrolled,0,0
ENR-005351,STU-04123,CRS-0032,Engineering,Undergraduate,15,2025-10-07,Withdrawn,0,1
ENR-005352,STU-04358,CRS-0052,Medical School,Postgraduate,20,2022-09-13,Withdrawn,0,1
ENR-005353,STU-00400,CRS-0089,Law School,PhD,15,2024-09-10,Completed,1,0
ENR-005354,STU-02294,CRS-0021,Business,Postgraduate,20,2024-09-22,Completed,1,0
ENR-005355,STU-01550,CRS-0054,Medical School,Postgraduate,10,2023-09-26,Completed,1,0
ENR-005356,STU-04211,CRS-0068,Arts,Postgraduate,15,2025-09-17,Withdrawn,0,1
ENR-005357,STU-03771,CRS-0074,Arts,PhD,30,2025-10-06,Enrolled,0,0
ENR-005358,STU-01628,CRS-0053,Medical School,Postgraduate,30,2024-09-09,Enrolled,0,0
ENR-005359,STU-02880,CRS-0116,Social Sciences,PhD,20,2025-10-05,Enrolled,0,0
ENR-005360,STU-03311,CRS-0063,Arts,Undergraduate,30,2025-09-23,Completed,1,0
ENR-005361,STU-01450,CRS-0013,Computing,PhD,30,2022-09-29,Failed,0,0
ENR-005362,STU-02909,CRS-0093,Education Dept,Undergraduate,20,2023-09-10,Completed,1,0
ENR-005363,STU-00328,CRS-0031,Engineering,Undergraduate,10,2024-09-14,Completed,1,0
ENR-005364,STU-03684,CRS-0110,Social Sciences,Undergraduate,30,2023-09-28,Enrolled,0,0
ENR-005365,STU-00642,CRS-0022,Business,Postgraduate,30,2022-09-09,Completed,1,0
ENR-005366,STU-01183,CRS-0102,Education Dept,PhD,30,2025-09-26,Completed,1,0
ENR-005367,STU-00726,CRS-0054,Medical School,Postgraduate,10,2022-09-20,Completed,1,0
ENR-005368,STU-01374,CRS-0118,Social Sciences,PhD,20,2024-10-03,Enrolled,0,0
ENR-005369,STU-03051,CRS-0087,Law School,PhD,20,2025-10-04,Enrolled,0,0
ENR-005370,STU-00335,CRS-0030,Business,PhD,30,2022-09-18,Completed,1,0
ENR-005371,STU-03542,CRS-0118,Social Sciences,PhD,20,2025-09-28,Completed,1,0
ENR-005372,STU-01988,CRS-0019,Business,Undergraduate,20,2025-09-12,Completed,1,0
ENR-005373,STU-01325,CRS-0006,Computing,Postgraduate,10,2025-10-09,Withdrawn,0,1
ENR-005374,STU-04897,CRS-0063,Arts,Undergraduate,30,2025-09-12,Completed,1,0
ENR-005375,STU-03200,CRS-0033,Engineering,Undergraduate,30,2022-09-23,Completed,1,0
ENR-005376,STU-00696,CRS-0009,Computing,Postgraduate,30,2024-10-03,Completed,1,0
ENR-005377,STU-02312,CRS-0023,Business,Postgraduate,15,2023-09-10,Completed,1,0
ENR-005378,STU-01942,CRS-0099,Education Dept,Postgraduate,30,2024-10-06,Completed,1,0
ENR-005379,STU-02530,CRS-0078,Law School,Undergraduate,10,2022-09-29,Completed,1,0
ENR-005380,STU-04619,CRS-0075,Arts,PhD,10,2025-09-05,Enrolled,0,0
ENR-005381,STU-01213,CRS-0026,Business,PhD,30,2022-09-19,Completed,1,0
ENR-005382,STU-03789,CRS-0106,Social Sciences,Undergraduate,10,2025-09-29,Failed,0,0
ENR-005383,STU-01848,CRS-0006,Computing,Postgraduate,10,2023-09-18,Completed,1,0
ENR-005384,STU-04210,CRS-0089,Law School,PhD,15,2022-09-13,Completed,1,0
ENR-005385,STU-04919,CRS-0087,Law School,PhD,20,2023-09-26,Completed,1,0
ENR-005386,STU-03915,CRS-0080,Law School,Undergraduate,15,2025-10-01,Completed,1,0
ENR-005387,STU-02431,CRS-0080,Law School,Undergraduate,15,2022-09-25,Completed,1,0
ENR-005388,STU-02588,CRS-0120,Social Sciences,PhD,30,2025-09-15,Enrolled,0,0
ENR-005389,STU-03324,CRS-0089,Law School,PhD,15,2022-09-16,Failed,0,0
ENR-005390,STU-03775,CRS-0111,Social Sciences,Postgraduate,15,2022-10-05,Enrolled,0,0
ENR-005391,STU-04280,CRS-0019,Business,Undergraduate,20,2023-09-03,Enrolled,0,0
ENR-005392,STU-01596,CRS-0023,Business,Postgraduate,15,2025-10-05,Enrolled,0,0
ENR-005393,STU-02215,CRS-0062,Arts,Undergraduate,20,2025-09-22,Completed,1,0
ENR-005394,STU-02148,CRS-0059,Medical School,PhD,10,2022-09-20,Completed,1,0
ENR-005395,STU-02881,CRS-0028,Business,PhD,30,2025-09-17,Completed,1,0
ENR-005396,STU-03144,CRS-0017,Business,Undergraduate,15,2025-09-09,Completed,1,0
ENR-005397,STU-00881,CRS-0039,Engineering,Postgraduate,10,2025-10-06,Completed,1,0
ENR-005398,STU-04033,CRS-0075,Arts,PhD,10,2022-10-04,Failed,0,0
ENR-005399,STU-01748,CRS-0098,Education Dept,Postgraduate,20,2025-09-24,Withdrawn,0,1
ENR-005400,STU-01746,CRS-0068,Arts,Postgraduate,15,2024-10-05,Completed,1,0
ENR-005401,STU-00514,CRS-0100,Education Dept,Postgraduate,15,2024-09-23,Enrolled,0,0
ENR-005402,STU-03094,CRS-0027,Business,PhD,15,2024-09-15,Enrolled,0,0
ENR-005403,STU-00667,CRS-0051,Medical School,Postgraduate,30,2022-09-27,Enrolled,0,0
ENR-005404,STU-03860,CRS-0118,Social Sciences,PhD,20,2025-09-15,Completed,1,0
ENR-005405,STU-02965,CRS-0054,Medical School,Postgraduate,10,2023-09-08,Completed,1,0
ENR-005406,STU-01608,CRS-0058,Medical School,PhD,10,2023-09-27,Withdrawn,0,1
ENR-005407,STU-04497,CRS-0035,Engineering,Undergraduate,10,2024-09-28,Completed,1,0
ENR-005408,STU-02197,CRS-0046,Medical School,Undergraduate,20,2024-10-04,Completed,1,0
ENR-005409,STU-03177,CRS-0082,Law School,Postgraduate,15,2024-09-21,Withdrawn,0,1
ENR-005410,STU-01077,CRS-0050,Medical School,Undergraduate,20,2023-09-25,Enrolled,0,0
ENR-005411,STU-03441,CRS-0113,Social Sciences,Postgraduate,20,2025-09-14,Withdrawn,0,1
ENR-005412,STU-00547,CRS-0042,Engineering,PhD,30,2024-09-02,Completed,1,0
ENR-005413,STU-01166,CRS-0026,Business,PhD,30,2024-10-05,Withdrawn,0,1
ENR-005414,STU-04075,CRS-0067,Arts,Postgraduate,10,2022-09-15,Withdrawn,0,1
ENR-005415,STU-00054,CRS-0055,Medical School,Postgraduate,30,2022-09-20,Enrolled,0,0
ENR-005416,STU-03879,CRS-0026,Business,PhD,30,2022-10-04,Withdrawn,0,1
ENR-005417,STU-04247,CRS-0076,Law School,Undergraduate,30,2024-09-24,Completed,1,0
ENR-005418,STU-02874,CRS-0059,Medical School,PhD,10,2022-09-20,Completed,1,0
ENR-005419,STU-00330,CRS-0081,Law School,Postgraduate,30,2022-09-07,Completed,1,0
ENR-005420,STU-04737,CRS-0001,Computing,Undergraduate,15,2024-09-18,Failed,0,0
ENR-005421,STU-03739,CRS-0117,Social Sciences,PhD,30,2025-09-15,Enrolled,0,0
ENR-005422,STU-00302,CRS-0103,Education Dept,PhD,30,2023-09-21,Completed,1,0
ENR-005423,STU-02365,CRS-0074,Arts,PhD,30,2023-09-24,Completed,1,0
ENR-005424,STU-02863,CRS-0112,Social Sciences,Postgraduate,30,2023-09-23,Enrolled,0,0
ENR-005425,STU-02705,CRS-0115,Social Sciences,Postgraduate,15,2024-09-04,Completed,1,0
ENR-005426,STU-03283,CRS-0085,Law School,Postgraduate,10,2024-09-24,Completed,1,0
ENR-005427,STU-02146,CRS-0119,Social Sciences,PhD,30,2022-09-09,Completed,1,0
ENR-005428,STU-02588,CRS-0120,Social Sciences,PhD,30,2025-09-15,Failed,0,0
ENR-005429,STU-02545,CRS-0102,Education Dept,PhD,30,2023-09-11,Enrolled,0,0
ENR-005430,STU-00243,CRS-0038,Engineering,Postgraduate,15,2022-09-21,Completed,1,0
ENR-005431,STU-03458,CRS-0031,Engineering,Undergraduate,10,2025-09-12,Enrolled,0,0
ENR-005432,STU-01550,CRS-0057,Medical School,PhD,15,2023-09-08,Completed,1,0
ENR-005433,STU-03401,CRS-0043,Engineering,PhD,20,2025-09-23,Failed,0,0
ENR-005434,STU-01715,CRS-0092,Education Dept,Undergraduate,30,2022-09-25,Completed,1,0
ENR-005435,STU-03934,CRS-0059,Medical School,PhD,10,2023-09-19,Enrolled,0,0
ENR-005436,STU-01595,CRS-0090,Law School,PhD,30,2022-10-02,Completed,1,0
ENR-005437,STU-00036,CRS-0041,Engineering,PhD,10,2024-09-25,Completed,1,0
ENR-005438,STU-01357,CRS-0021,Business,Postgraduate,20,2022-09-03,Failed,0,0
ENR-005439,STU-04276,CRS-0018,Business,Undergraduate,15,2024-09-21,Completed,1,0
ENR-005440,STU-02549,CRS-0090,Law School,PhD,30,2023-09-26,Completed,1,0
ENR-005441,STU-02078,CRS-0026,Business,PhD,30,2025-09-12,Completed,1,0
ENR-005442,STU-04415,CRS-0077,Law School,Undergraduate,30,2023-09-25,Completed,1,0
ENR-005443,STU-02771,CRS-0113,Social Sciences,Postgraduate,20,2025-10-02,Completed,1,0
ENR-005444,STU-02221,CRS-0059,Medical School,PhD,10,2025-09-13,Failed,0,0
ENR-005445,STU-01468,CRS-0050,Medical School,Undergraduate,20,2025-09-16,Completed,1,0
ENR-005446,STU-00366,CRS-0003,Computing,Undergraduate,15,2023-09-25,Completed,1,0
ENR-005447,STU-01765,CRS-0028,Business,PhD,30,2025-10-08,Completed,1,0
ENR-005448,STU-01640,CRS-0104,Education Dept,PhD,30,2022-10-02,Enrolled,0,0
ENR-005449,STU-01988,CRS-0018,Business,Undergraduate,15,2025-09-23,Enrolled,0,0
ENR-005450,STU-01917,CRS-0087,Law School,PhD,20,2023-09-25,Completed,1,0
ENR-005451,STU-01612,CRS-0108,Social Sciences,Undergraduate,15,2023-10-01,Failed,0,0
ENR-005452,STU-04905,CRS-0090,Law School,PhD,30,2024-09-26,Withdrawn,0,1
ENR-005453,STU-04342,CRS-0007,Computing,Postgraduate,20,2022-10-07,Completed,1,0
ENR-005454,STU-02756,CRS-0112,Social Sciences,Postgraduate,30,2025-10-05,Completed,1,0
ENR-005455,STU-01252,CRS-0093,Education Dept,Undergraduate,20,2022-10-03,Withdrawn,0,1
ENR-005456,STU-00370,CRS-0022,Business,Postgraduate,30,2023-09-17,Completed,1,0
ENR-005457,STU-00465,CRS-0042,Engineering,PhD,30,2025-09-17,Completed,1,0
ENR-005458,STU-04415,CRS-0083,Law School,Postgraduate,20,2023-10-02,Completed,1,0
ENR-005459,STU-01150,CRS-0056,Medical School,PhD,10,2023-09-04,Completed,1,0
ENR-005460,STU-02331,CRS-0096,Education Dept,Postgraduate,30,2023-09-15,Completed,1,0
ENR-005461,STU-03574,CRS-0047,Medical School,Undergraduate,10,2023-09-09,Enrolled,0,0
ENR-005462,STU-03052,CRS-0117,Social Sciences,PhD,30,2022-09-30,Enrolled,0,0
ENR-005463,STU-04868,CRS-0004,Computing,Undergraduate,30,2023-09-09,Enrolled,0,0
ENR-005464,STU-00541,CRS-0081,Law School,Postgraduate,30,2025-09-24,Enrolled,0,0
ENR-005465,STU-04966,CRS-0096,Education Dept,Postgraduate,30,2025-10-06,Enrolled,0,0
ENR-005466,STU-00866,CRS-0039,Engineering,Postgraduate,10,2023-09-12,Completed,1,0
ENR-005467,STU-02966,CRS-0041,Engineering,PhD,10,2022-09-11,Enrolled,0,0
ENR-005468,STU-00776,CRS-0041,Engineering,PhD,10,2025-09-13,Enrolled,0,0
ENR-005469,STU-01608,CRS-0055,Medical School,Postgraduate,30,2023-10-02,Failed,0,0
ENR-005470,STU-03454,CRS-0014,Computing,PhD,15,2024-09-14,Completed,1,0
ENR-005471,STU-04067,CRS-0107,Social Sciences,Undergraduate,10,2023-09-25,Enrolled,0,0
ENR-005472,STU-01950,CRS-0005,Computing,Undergraduate,30,2024-09-13,Enrolled,0,0
ENR-005473,STU-04983,CRS-0075,Arts,PhD,10,2025-10-10,Completed,1,0
ENR-005474,STU-02589,CRS-0069,Arts,Postgraduate,15,2023-09-03,Enrolled,0,0
ENR-005475,STU-01451,CRS-0036,Engineering,Postgraduate,30,2023-09-16,Failed,0,0
ENR-005476,STU-04705,CRS-0115,Social Sciences,Postgraduate,15,2022-09-22,Completed,1,0
ENR-005477,STU-03395,CRS-0095,Education Dept,Undergraduate,10,2024-09-20,Enrolled,0,0
ENR-005478,STU-04317,CRS-0035,Engineering,Undergraduate,10,2023-09-23,Completed,1,0
ENR-005479,STU-04742,CRS-0008,Computing,Postgraduate,20,2024-10-06,Enrolled,0,0
ENR-005480,STU-04704,CRS-0073,Arts,PhD,20,2022-09-29,Enrolled,0,0
ENR-005481,STU-01903,CRS-0030,Business,PhD,30,2023-10-08,Completed,1,0
ENR-005482,STU-04748,CRS-0111,Social Sciences,Postgraduate,15,2022-10-10,Completed,1,0
ENR-005483,STU-01347,CRS-0091,Education Dept,Undergraduate,15,2023-09-29,Withdrawn,0,1
ENR-005484,STU-03730,CRS-0053,Medical School,Postgraduate,30,2023-10-06,Completed,1,0
ENR-005485,STU-04342,CRS-0011,Computing,PhD,20,2022-09-09,Withdrawn,0,1
ENR-005486,STU-03094,CRS-0017,Business,Undergraduate,15,2024-10-05,Completed,1,0
ENR-005487,STU-04028,CRS-0032,Engineering,Undergraduate,15,2023-10-10,Completed,1,0
ENR-005488,STU-03412,CRS-0054,Medical School,Postgraduate,10,2025-10-01,Completed,1,0
ENR-005489,STU-03013,CRS-0118,Social Sciences,PhD,20,2025-09-07,Completed,1,0
ENR-005490,STU-00871,CRS-0091,Education Dept,Undergraduate,15,2023-09-29,Completed,1,0
ENR-005491,STU-02986,CRS-0010,Computing,Postgraduate,30,2023-09-19,Completed,1,0
ENR-005492,STU-02860,CRS-0021,Business,Postgraduate,20,2024-10-06,Completed,1,0
ENR-005493,STU-02878,CRS-0005,Computing,Undergraduate,30,2023-09-26,Completed,1,0
ENR-005494,STU-02021,CRS-0068,Arts,Postgraduate,15,2025-10-01,Enrolled,0,0
ENR-005495,STU-02190,CRS-0078,Law School,Undergraduate,10,2025-10-04,Enrolled,0,0
ENR-005496,STU-01683,CRS-0095,Education Dept,Undergraduate,10,2025-09-19,Completed,1,0
ENR-005497,STU-01343,CRS-0051,Medical School,Postgraduate,30,2024-09-22,Completed,1,0
ENR-005498,STU-01718,CRS-0075,Arts,PhD,10,2023-09-18,Enrolled,0,0
ENR-005499,STU-00452,CRS-0112,Social Sciences,Postgraduate,30,2025-10-03,Failed,0,0
ENR-005500,STU-02498,CRS-0113,Social Sciences,Postgraduate,20,2022-10-03,Completed,1,0
ENR-005501,STU-04549,CRS-0009,Computing,Postgraduate,30,2024-09-15,Completed,1,0
ENR-005502,STU-00589,CRS-0040,Engineering,Postgraduate,20,2022-09-27,Completed,1,0
ENR-005503,STU-02828,CRS-0038,Engineering,Postgraduate,15,2022-09-10,Completed,1,0
ENR-005504,STU-00250,CRS-0105,Education Dept,PhD,10,2025-09-23,Withdrawn,0,1
ENR-005505,STU-01452,CRS-0077,Law School,Undergraduate,30,2024-09-12,Completed,1,0
ENR-005506,STU-03060,CRS-0120,Social Sciences,PhD,30,2024-10-01,Completed,1,0
ENR-005507,STU-02271,CRS-0034,Engineering,Undergraduate,30,2024-10-02,Completed,1,0
ENR-005508,STU-03402,CRS-0034,Engineering,Undergraduate,30,2024-09-25,Completed,1,0
ENR-005509,STU-02722,CRS-0062,Arts,Undergraduate,20,2024-09-27,Completed,1,0
ENR-005510,STU-03439,CRS-0022,Business,Postgraduate,30,2024-09-17,Completed,1,0
ENR-005511,STU-01611,CRS-0049,Medical School,Undergraduate,10,2022-10-01,Failed,0,0
ENR-005512,STU-01591,CRS-0052,Medical School,Postgraduate,20,2022-10-12,Withdrawn,0,1
ENR-005513,STU-00781,CRS-0084,Law School,Postgraduate,30,2022-09-29,Enrolled,0,0
ENR-005514,STU-01744,CRS-0027,Business,PhD,15,2025-09-18,Completed,1,0
ENR-005515,STU-04487,CRS-0109,Social Sciences,Undergraduate,15,2025-09-18,Completed,1,0
ENR-005516,STU-01016,CRS-0033,Engineering,Undergraduate,30,2024-09-28,Enrolled,0,0
ENR-005517,STU-00706,CRS-0118,Social Sciences,PhD,20,2024-09-07,Completed,1,0
ENR-005518,STU-00964,CRS-0076,Law School,Undergraduate,30,2025-09-05,Completed,1,0
ENR-005519,STU-04087,CRS-0065,Arts,Undergraduate,10,2023-09-04,Completed,1,0
ENR-005520,STU-01139,CRS-0107,Social Sciences,Undergraduate,10,2024-10-02,Completed,1,0
ENR-005521,STU-03990,CRS-0119,Social Sciences,PhD,30,2025-10-05,Enrolled,0,0
ENR-005522,STU-03210,CRS-0100,Education Dept,Postgraduate,15,2022-09-20,Completed,1,0
ENR-005523,STU-00653,CRS-0061,Arts,Undergraduate,30,2022-09-21,Withdrawn,0,1
ENR-005524,STU-03544,CRS-0027,Business,PhD,15,2022-09-30,Completed,1,0
ENR-005525,STU-03607,CRS-0085,Law School,Postgraduate,10,2025-10-04,Withdrawn,0,1
ENR-005526,STU-02964,CRS-0013,Computing,PhD,30,2024-10-04,Enrolled,0,0
ENR-005527,STU-01987,CRS-0027,Business,PhD,15,2025-09-08,Completed,1,0
ENR-005528,STU-02592,CRS-0077,Law School,Undergraduate,30,2022-09-15,Enrolled,0,0
ENR-005529,STU-04503,CRS-0011,Computing,PhD,20,2022-10-03,Completed,1,0
ENR-005530,STU-00831,CRS-0015,Computing,PhD,10,2024-09-22,Completed,1,0
ENR-005531,STU-01903,CRS-0026,Business,PhD,30,2023-09-23,Enrolled,0,0
ENR-005532,STU-00305,CRS-0100,Education Dept,Postgraduate,15,2024-09-21,Completed,1,0
ENR-005533,STU-03087,CRS-0103,Education Dept,PhD,30,2024-09-30,Enrolled,0,0
ENR-005534,STU-01441,CRS-0065,Arts,Undergraduate,10,2024-09-12,Completed,1,0
ENR-005535,STU-01955,CRS-0031,Engineering,Undergraduate,10,2023-10-03,Completed,1,0
ENR-005536,STU-03363,CRS-0067,Arts,Postgraduate,10,2025-09-18,Completed,1,0
ENR-005537,STU-04229,CRS-0024,Business,Postgraduate,20,2025-10-03,Enrolled,0,0
ENR-005538,STU-00310,CRS-0036,Engineering,Postgraduate,30,2023-09-14,Enrolled,0,0
ENR-005539,STU-02170,CRS-0090,Law School,PhD,30,2022-09-27,Enrolled,0,0
ENR-005540,STU-00596,CRS-0049,Medical School,Undergraduate,10,2024-10-07,Failed,0,0
ENR-005541,STU-01561,CRS-0100,Education Dept,Postgraduate,15,2023-09-25,Completed,1,0
ENR-005542,STU-04257,CRS-0024,Business,Postgraduate,20,2022-09-17,Withdrawn,0,1
ENR-005543,STU-03255,CRS-0059,Medical School,PhD,10,2022-10-06,Failed,0,0
ENR-005544,STU-01982,CRS-0109,Social Sciences,Undergraduate,15,2024-09-18,Completed,1,0
ENR-005545,STU-01111,CRS-0019,Business,Undergraduate,20,2025-09-17,Completed,1,0
ENR-005546,STU-04940,CRS-0039,Engineering,Postgraduate,10,2024-09-10,Completed,1,0
ENR-005547,STU-01116,CRS-0068,Arts,Postgraduate,15,2022-09-09,Enrolled,0,0
ENR-005548,STU-02688,CRS-0035,Engineering,Undergraduate,10,2025-09-10,Completed,1,0
ENR-005549,STU-02328,CRS-0045,Engineering,PhD,20,2025-09-18,Enrolled,0,0
ENR-005550,STU-02276,CRS-0113,Social Sciences,Postgraduate,20,2022-09-27,Enrolled,0,0
ENR-005551,STU-04920,CRS-0093,Education Dept,Undergraduate,20,2023-10-04,Failed,0,0
ENR-005552,STU-02452,CRS-0086,Law School,PhD,10,2023-09-27,Enrolled,0,0
ENR-005553,STU-00237,CRS-0035,Engineering,Undergraduate,10,2025-09-14,Completed,1,0
ENR-005554,STU-02691,CRS-0036,Engineering,Postgraduate,30,2024-09-26,Completed,1,0
ENR-005555,STU-04627,CRS-0011,Computing,PhD,20,2024-09-17,Completed,1,0
ENR-005556,STU-00093,CRS-0095,Education Dept,Undergraduate,10,2025-09-28,Completed,1,0
ENR-005557,STU-04892,CRS-0040,Engineering,Postgraduate,20,2025-09-26,Enrolled,0,0
ENR-005558,STU-02978,CRS-0040,Engineering,Postgraduate,20,2024-09-15,Withdrawn,0,1
ENR-005559,STU-01998,CRS-0049,Medical School,Undergraduate,10,2023-10-10,Completed,1,0
ENR-005560,STU-03598,CRS-0093,Education Dept,Undergraduate,20,2025-09-09,Enrolled,0,0
ENR-005561,STU-04430,CRS-0020,Business,Undergraduate,10,2023-09-13,Enrolled,0,0
ENR-005562,STU-02726,CRS-0104,Education Dept,PhD,30,2023-10-02,Completed,1,0
ENR-005563,STU-04691,CRS-0008,Computing,Postgraduate,20,2022-09-26,Completed,1,0
ENR-005564,STU-01498,CRS-0079,Law School,Undergraduate,15,2025-09-28,Completed,1,0
ENR-005565,STU-02404,CRS-0110,Social Sciences,Undergraduate,30,2024-09-14,Enrolled,0,0
ENR-005566,STU-00996,CRS-0007,Computing,Postgraduate,20,2025-09-18,Completed,1,0
ENR-005567,STU-04494,CRS-0098,Education Dept,Postgraduate,20,2024-09-16,Completed,1,0
ENR-005568,STU-03114,CRS-0094,Education Dept,Undergraduate,10,2024-09-28,Completed,1,0
ENR-005569,STU-01387,CRS-0058,Medical School,PhD,10,2023-09-24,Completed,1,0
