event_id,engagement_id,consultant_id,event_date,task_type,hours_logged,cost_gbp,budget_remaining_pct,is_overrun_alert
PE-002604,ENG-00335,CON-0040,2025-03-07 17:56:00,Stakeholder Meeting,3.4,425.0,31.6,False
PE-002605,ENG-00117,CON-0047,2025-06-11 13:51:00,Delivery,1.0,187.5,0.0,True
PE-002606,ENG-00516,CON-0004,2025-05-31 09:59:00,Delivery,4.4,825.0,100.0,False
PE-002607,ENG-00463,CON-0177,2025-05-09 18:12:00,Review,7.3,730.0,51.2,False
PE-002608,ENG-00305,CON-0111,2025-02-03 11:33:00,Documentation,6.6,660.0,67.8,False
PE-002609,ENG-00095,CON-0067,2025-04-11 08:36:00,Analysis,7.8,1170.0,50.6,False
PE-002610,ENG-00546,CON-0077,2025-02-03 18:37:00,Stakeholder Meeting,0.9,90.0,34.5,False
PE-002611,ENG-00148,CON-0124,2025-04-11 19:16:00,Delivery,7.4,1850.0,41.1,False
PE-002612,ENG-00107,CON-0152,2025-04-20 13:27:00,Review,3.8,570.0,29.4,False
PE-002613,ENG-00865,CON-0032,2025-03-08 15:17:00,Analysis,6.6,1237.5,23.1,False
PE-002614,ENG-00046,CON-0137,2025-06-07 14:09:00,Delivery,2.1,262.5,60.1,False
PE-002615,ENG-00671,CON-0041,2025-01-03 15:45:00,Travel,5.9,737.5,16.8,False
PE-002616,ENG-00561,CON-0102,2025-06-12 11:14:00,Review,9.0,900.0,40.4,False
PE-002617,ENG-00341,CON-0083,2025-04-08 14:27:00,Workshop,3.1,465.0,100.0,False
PE-002618,ENG-00992,CON-0011,2025-04-24 17:19:00,Stakeholder Meeting,1.5,187.5,100.0,False
PE-002619,ENG-00648,CON-0067,2025-01-13 18:49:00,Workshop,1.1,275.0,43.5,False
PE-002620,ENG-00926,CON-0082,2025-06-12 09:00:00,Travel,9.0,900.0,73.0,False
PE-002621,ENG-00578,CON-0013,2025-04-25 15:26:00,Workshop,1.5,375.0,0.0,True
PE-002622,ENG-00364,CON-0182,2025-04-25 09:02:00,Travel,8.7,1087.5,83.6,False
PE-002623,ENG-00049,CON-0148,2025-06-24 17:13:00,Travel,8.4,2100.0,2.5,True
PE-002624,ENG-00127,CON-0151,2025-03-12 14:57:00,Travel,4.2,787.5,59.0,False
PE-002625,ENG-00580,CON-0067,2025-04-26 13:14:00,Review,7.0,700.0,27.1,False
PE-002626,ENG-00376,CON-0010,2025-04-27 10:32:00,Analysis,7.7,962.5,20.9,False
PE-002627,ENG-00469,CON-0095,2025-05-04 17:52:00,Stakeholder Meeting,8.1,1215.0,25.9,False
PE-002628,ENG-00143,CON-0150,2025-03-11 14:23:00,Delivery,7.0,1312.5,31.8,False
PE-002629,ENG-00025,CON-0001,2025-01-14 13:14:00,Travel,7.4,1110.0,56.1,False
PE-002630,ENG-00995,CON-0187,2025-02-23 12:11:00,Stakeholder Meeting,1.9,475.0,41.3,False
PE-002631,ENG-00230,CON-0111,2025-01-22 11:56:00,Workshop,4.2,787.5,0.0,True
PE-002632,ENG-00104,CON-0139,2025-02-14 13:56:00,Workshop,0.8,80.0,25.8,False
PE-002633,ENG-00883,CON-0178,2025-01-29 17:48:00,Documentation,2.5,250.0,24.2,False
PE-002634,ENG-00113,CON-0103,2025-03-04 18:22:00,Delivery,6.9,1035.0,73.0,False
PE-002635,ENG-00288,CON-0167,2025-03-08 15:13:00,Workshop,5.6,840.0,21.7,False
PE-002636,ENG-00240,CON-0095,2025-06-04 13:19:00,Documentation,6.9,1035.0,60.7,False
PE-002637,ENG-00697,CON-0017,2025-01-16 11:04:00,Review,4.8,480.0,22.8,False
PE-002638,ENG-00217,CON-0150,2025-06-23 18:46:00,Stakeholder Meeting,2.8,700.0,34.0,False
PE-002639,ENG-00267,CON-0151,2025-02-20 08:16:00,Review,3.1,310.0,42.2,False
PE-002640,ENG-00772,CON-0067,2025-05-24 11:18:00,Travel,5.9,1106.25,23.2,False
PE-002641,ENG-00446,CON-0076,2025-05-10 16:33:00,Documentation,4.8,900.0,68.5,False
PE-002642,ENG-00362,CON-0173,2025-04-20 18:22:00,Documentation,1.5,225.0,100.0,False
PE-002643,ENG-00374,CON-0117,2025-01-05 13:01:00,Delivery,1.9,190.0,53.7,False
PE-002644,ENG-00709,CON-0134,2025-05-02 13:56:00,Workshop,0.7,105.0,13.9,False
PE-002645,ENG-00657,CON-0067,2025-02-22 09:18:00,Stakeholder Meeting,0.9,112.5,36.3,False
PE-002646,ENG-00748,CON-0029,2025-05-05 16:13:00,Stakeholder Meeting,2.3,431.25,0.0,True
PE-002647,ENG-00368,CON-0179,2025-02-08 11:52:00,Documentation,4.0,400.0,64.1,False
PE-002648,ENG-00797,CON-0193,2025-02-07 12:27:00,Delivery,7.6,760.0,37.8,False
PE-002649,ENG-00156,CON-0110,2025-03-25 15:19:00,Travel,8.0,800.0,0.0,True
PE-002650,ENG-00657,CON-0036,2025-06-15 09:12:00,Documentation,9.4,2350.0,44.1,False
PE-002651,ENG-00985,CON-0026,2025-04-15 17:28:00,Workshop,0.9,168.75,37.5,False
PE-002652,ENG-00526,CON-0053,2025-03-15 16:17:00,Workshop,6.7,1256.25,86.0,False
PE-002653,ENG-00045,CON-0006,2025-06-01 17:12:00,Documentation,2.0,250.0,10.3,False
PE-002654,ENG-00887,CON-0117,2025-03-13 14:20:00,Delivery,7.5,1125.0,61.7,False
PE-002655,ENG-00355,CON-0037,2025-06-24 13:53:00,Documentation,5.7,1425.0,42.7,False
PE-002656,ENG-00657,CON-0078,2025-06-08 18:50:00,Review,5.9,737.5,0.0,True
PE-002657,ENG-00319,CON-0163,2025-05-31 16:11:00,Travel,8.3,1245.0,17.1,False
PE-002658,ENG-00011,CON-0024,2025-05-18 18:40:00,Workshop,4.5,1125.0,56.5,False
PE-002659,ENG-00547,CON-0109,2025-04-18 11:16:00,Documentation,8.5,1275.0,43.3,False
PE-002660,ENG-00796,CON-0174,2025-01-27 14:53:00,Travel,2.9,435.0,63.6,False
PE-002661,ENG-00941,CON-0140,2025-01-08 09:11:00,Stakeholder Meeting,2.8,525.0,30.7,False
PE-002662,ENG-00345,CON-0131,2025-03-03 10:37:00,Workshop,4.6,1150.0,14.7,False
PE-002663,ENG-00131,CON-0093,2025-01-01 19:10:00,Analysis,8.9,1668.75,17.2,False
PE-002664,ENG-00707,CON-0168,2025-01-20 09:21:00,Documentation,6.8,680.0,19.6,False
PE-002665,ENG-00136,CON-0006,2025-01-02 13:54:00,Travel,5.8,725.0,56.5,False
PE-002666,ENG-00492,CON-0123,2025-02-28 13:45:00,Documentation,6.0,1125.0,24.5,False
PE-002667,ENG-00902,CON-0027,2025-04-16 11:44:00,Stakeholder Meeting,6.9,690.0,0.0,True
PE-002668,ENG-00902,CON-0007,2025-01-13 19:27:00,Workshop,7.8,1170.0,15.7,False
PE-002669,ENG-00009,CON-0060,2025-01-05 12:45:00,Workshop,3.5,437.5,50.9,False
PE-002670,ENG-00426,CON-0186,2025-03-24 09:37:00,Analysis,4.2,787.5,35.3,False
PE-002671,ENG-00873,CON-0148,2025-03-05 17:05:00,Documentation,7.3,1368.75,50.8,False
PE-002672,ENG-00740,CON-0131,2025-06-27 16:56:00,Review,7.9,1481.25,33.5,False
PE-002673,ENG-00303,CON-0011,2025-06-04 08:58:00,Analysis,5.0,750.0,48.3,False
PE-002674,ENG-00581,CON-0074,2025-05-31 15:10:00,Delivery,1.5,375.0,0.0,True
PE-002675,ENG-00942,CON-0065,2025-02-15 19:00:00,Documentation,7.3,1368.75,81.3,False
PE-002676,ENG-00337,CON-0092,2025-06-24 11:10:00,Review,8.1,2025.0,74.5,False
PE-002677,ENG-00106,CON-0071,2025-04-07 10:43:00,Documentation,7.2,1350.0,69.6,False
PE-002678,ENG-00038,CON-0109,2025-03-06 11:16:00,Stakeholder Meeting,2.6,325.0,45.3,False
PE-002679,ENG-00803,CON-0007,2025-01-08 15:39:00,Stakeholder Meeting,8.7,870.0,71.4,False
PE-002680,ENG-00563,CON-0021,2025-01-09 12:56:00,Documentation,6.4,1600.0,25.0,False
PE-002681,ENG-00211,CON-0083,2025-04-29 15:01:00,Workshop,7.5,1406.25,80.1,False
PE-002682,ENG-00697,CON-0194,2025-05-05 16:03:00,Review,0.8,200.0,59.0,False
PE-002683,ENG-00706,CON-0043,2025-06-11 12:59:00,Delivery,8.7,2175.0,4.1,True
PE-002684,ENG-00137,CON-0032,2025-03-17 14:33:00,Stakeholder Meeting,3.7,462.5,23.3,False
PE-002685,ENG-00759,CON-0080,2025-05-15 15:14:00,Documentation,7.8,1462.5,25.5,False
PE-002686,ENG-00844,CON-0179,2025-05-05 10:06:00,Workshop,1.1,165.0,0.0,True
PE-002687,ENG-00309,CON-0139,2025-01-25 18:11:00,Delivery,0.6,90.0,0.0,True
PE-002688,ENG-00121,CON-0164,2025-05-24 09:07:00,Review,0.8,200.0,17.9,False
PE-002689,ENG-00010,CON-0151,2025-05-16 17:09:00,Documentation,6.4,1600.0,44.5,False
PE-002690,ENG-00966,CON-0057,2025-04-09 19:58:00,Travel,8.0,1000.0,11.4,False
PE-002691,ENG-00573,CON-0156,2025-06-29 12:39:00,Review,6.4,640.0,55.7,False
PE-002692,ENG-00441,CON-0086,2025-03-11 19:40:00,Stakeholder Meeting,4.8,900.0,90.1,False
PE-002693,ENG-00047,CON-0172,2025-05-04 14:02:00,Review,2.2,550.0,34.0,False
PE-002694,ENG-00882,CON-0080,2025-05-25 12:48:00,Documentation,1.9,475.0,42.5,False
PE-002695,ENG-00502,CON-0177,2025-02-15 19:49:00,Travel,9.1,910.0,9.7,True
PE-002696,ENG-00851,CON-0063,2025-03-19 18:52:00,Travel,6.4,800.0,56.0,False
PE-002697,ENG-00065,CON-0103,2025-03-13 15:34:00,Analysis,3.2,480.0,100.0,False
PE-002698,ENG-00620,CON-0142,2025-03-01 10:15:00,Documentation,4.2,630.0,21.6,False
PE-002699,ENG-00663,CON-0043,2025-02-21 11:51:00,Travel,0.6,112.5,33.5,False
PE-002700,ENG-00384,CON-0088,2025-01-17 15:30:00,Stakeholder Meeting,7.5,1406.25,0.0,True
PE-002701,ENG-00393,CON-0170,2025-02-13 13:03:00,Delivery,1.5,225.0,4.9,True
PE-002702,ENG-00282,CON-0186,2025-06-17 15:59:00,Stakeholder Meeting,1.3,195.0,10.4,False
PE-002703,ENG-00821,CON-0121,2025-05-29 19:44:00,Stakeholder Meeting,9.0,2250.0,59.6,False
PE-002704,ENG-00104,CON-0091,2025-05-15 12:30:00,Delivery,5.7,1425.0,18.1,False
PE-002705,ENG-00951,CON-0047,2025-02-25 09:01:00,Analysis,6.5,812.5,27.7,False
PE-002706,ENG-00171,CON-0008,2025-03-25 16:03:00,Review,0.6,90.0,100.0,False
PE-002707,ENG-00285,CON-0122,2025-05-16 09:38:00,Delivery,0.8,200.0,19.6,False
PE-002708,ENG-00987,CON-0111,2025-03-28 14:16:00,Delivery,9.8,980.0,37.6,False
PE-002709,ENG-00396,CON-0196,2025-04-05 13:46:00,Delivery,8.0,1000.0,3.8,True
PE-002710,ENG-00493,CON-0135,2025-03-31 14:03:00,Review,4.0,750.0,27.2,False
PE-002711,ENG-00765,CON-0012,2025-04-01 14:23:00,Review,5.0,625.0,6.4,True
PE-002712,ENG-00428,CON-0177,2025-05-28 18:21:00,Documentation,7.1,1065.0,0.8,True
PE-002713,ENG-00894,CON-0157,2025-03-18 19:42:00,Delivery,1.0,187.5,0.0,True
PE-002714,ENG-00785,CON-0061,2025-05-12 12:45:00,Delivery,7.1,710.0,55.5,False
PE-002715,ENG-00243,CON-0094,2025-03-28 16:15:00,Review,6.1,762.5,22.7,False
PE-002716,ENG-00688,CON-0187,2025-03-10 13:10:00,Workshop,7.1,1331.25,9.1,True
PE-002717,ENG-00086,CON-0079,2025-02-25 15:59:00,Review,2.1,210.0,27.8,False
PE-002718,ENG-00055,CON-0062,2025-02-27 18:37:00,Travel,3.9,975.0,17.7,False
PE-002719,ENG-00541,CON-0099,2025-06-16 16:28:00,Workshop,4.6,460.0,34.4,False
PE-002720,ENG-00164,CON-0165,2025-06-11 08:02:00,Workshop,3.2,480.0,30.3,False
PE-002721,ENG-00368,CON-0094,2025-04-02 10:11:00,Stakeholder Meeting,9.9,1856.25,52.1,False
PE-002722,ENG-00655,CON-0191,2025-04-10 19:19:00,Workshop,10.0,1500.0,80.1,False
PE-002723,ENG-00929,CON-0133,2025-03-04 14:14:00,Workshop,6.5,1625.0,84.2,False
PE-002724,ENG-00972,CON-0110,2025-04-28 19:25:00,Review,8.2,1025.0,0.5,True
PE-002725,ENG-00367,CON-0055,2025-01-17 10:09:00,Workshop,2.6,260.0,38.3,False
PE-002726,ENG-00429,CON-0114,2025-06-06 12:35:00,Workshop,2.1,525.0,0.0,True
PE-002727,ENG-00580,CON-0093,2025-01-23 13:08:00,Analysis,5.6,560.0,88.4,False
PE-002728,ENG-00401,CON-0086,2025-05-17 17:10:00,Documentation,1.2,150.0,0.0,True
PE-002729,ENG-00140,CON-0056,2025-04-07 17:21:00,Documentation,1.6,160.0,33.0,False
PE-002730,ENG-00134,CON-0017,2025-04-12 09:03:00,Workshop,9.4,940.0,42.1,False
PE-002731,ENG-00603,CON-0130,2025-06-24 13:38:00,Documentation,1.3,162.5,32.1,False
PE-002732,ENG-00435,CON-0074,2025-05-26 11:17:00,Workshop,3.3,330.0,44.1,False
PE-002733,ENG-00392,CON-0035,2025-05-22 12:16:00,Delivery,8.2,2050.0,77.5,False
PE-002734,ENG-00231,CON-0168,2025-01-01 19:47:00,Travel,1.3,162.5,26.5,False
PE-002735,ENG-00872,CON-0117,2025-06-22 12:52:00,Delivery,5.3,1325.0,18.9,False
PE-002736,ENG-00337,CON-0008,2025-05-15 15:24:00,Stakeholder Meeting,0.8,200.0,78.0,False
PE-002737,ENG-00313,CON-0094,2025-02-09 09:08:00,Review,7.2,1800.0,12.4,False
PE-002738,ENG-00371,CON-0078,2025-02-14 13:26:00,Stakeholder Meeting,2.2,220.0,29.4,False
PE-002739,ENG-00022,CON-0128,2025-01-12 13:24:00,Workshop,2.4,300.0,0.0,True
PE-002740,ENG-00531,CON-0042,2025-06-01 09:03:00,Documentation,7.6,950.0,25.5,False
PE-002741,ENG-00750,CON-0167,2025-03-26 10:46:00,Documentation,2.6,325.0,68.7,False
PE-002742,ENG-00635,CON-0150,2025-02-27 19:56:00,Workshop,4.4,660.0,0.0,True
PE-002743,ENG-00660,CON-0156,2025-05-02 12:50:00,Delivery,6.3,1575.0,0.0,True
PE-002744,ENG-00846,CON-0017,2025-01-30 16:34:00,Review,9.4,2350.0,0.0,True
PE-002745,ENG-00505,CON-0052,2025-01-22 17:02:00,Travel,3.5,350.0,22.9,False
PE-002746,ENG-00437,CON-0184,2025-05-15 15:22:00,Documentation,4.1,768.75,59.1,False
PE-002747,ENG-00400,CON-0070,2025-06-28 12:59:00,Delivery,0.7,87.5,27.2,False
PE-002748,ENG-00071,CON-0126,2025-05-12 17:00:00,Workshop,8.1,1215.0,0.0,True
PE-002749,ENG-00948,CON-0091,2025-06-21 14:24:00,Delivery,6.6,660.0,99.2,False
PE-002750,ENG-00541,CON-0012,2025-03-18 15:45:00,Analysis,6.2,620.0,41.9,False
PE-002751,ENG-00518,CON-0072,2025-02-07 11:11:00,Review,3.5,437.5,53.5,False
PE-002752,ENG-00149,CON-0134,2025-03-23 13:38:00,Delivery,5.5,1031.25,75.6,False
PE-002753,ENG-00243,CON-0132,2025-02-28 19:55:00,Documentation,1.2,225.0,22.9,False
PE-002754,ENG-00302,CON-0158,2025-02-07 16:59:00,Review,2.0,375.0,27.6,False
PE-002755,ENG-00806,CON-0071,2025-04-24 13:52:00,Review,6.8,1020.0,64.6,False
PE-002756,ENG-00426,CON-0070,2025-02-13 19:10:00,Stakeholder Meeting,6.7,1675.0,83.5,False
PE-002757,ENG-00551,CON-0004,2025-04-02 11:43:00,Workshop,8.5,1593.75,27.6,False
PE-002758,ENG-00402,CON-0136,2025-01-30 15:49:00,Travel,9.4,2350.0,29.5,False
PE-002759,ENG-00403,CON-0068,2025-01-13 15:05:00,Workshop,4.6,1150.0,9.2,True
PE-002760,ENG-00077,CON-0072,2025-04-28 16:29:00,Delivery,0.8,200.0,77.5,False
PE-002761,ENG-00786,CON-0173,2025-05-14 09:45:00,Delivery,7.9,1975.0,57.2,False
PE-002762,ENG-00807,CON-0084,2025-02-01 08:07:00,Travel,7.6,760.0,43.2,False
PE-002763,ENG-00394,CON-0010,2025-05-25 10:28:00,Stakeholder Meeting,8.9,1335.0,51.8,False
PE-002764,ENG-00796,CON-0148,2025-04-16 11:16:00,Workshop,3.7,925.0,81.5,False
PE-002765,ENG-00220,CON-0137,2025-04-17 13:06:00,Review,5.5,687.5,54.4,False
PE-002766,ENG-00103,CON-0075,2025-06-29 09:48:00,Workshop,1.6,300.0,21.3,False
PE-002767,ENG-00909,CON-0128,2025-05-15 13:08:00,Delivery,2.3,431.25,46.1,False
PE-002768,ENG-00997,CON-0158,2025-01-29 12:35:00,Stakeholder Meeting,6.9,862.5,74.7,False
PE-002769,ENG-00069,CON-0145,2025-05-25 15:47:00,Analysis,6.2,1162.5,0.0,True
PE-002770,ENG-00405,CON-0100,2025-03-04 13:02:00,Workshop,1.6,160.0,68.5,False
PE-002771,ENG-00874,CON-0101,2025-01-06 16:51:00,Review,6.8,1700.0,51.7,False
PE-002772,ENG-00474,CON-0131,2025-03-05 18:59:00,Review,1.5,225.0,0.0,True
PE-002773,ENG-00892,CON-0112,2025-04-23 12:29:00,Stakeholder Meeting,9.4,2350.0,47.6,False
PE-002774,ENG-00543,CON-0115,2025-06-20 15:25:00,Documentation,3.2,480.0,29.6,False
PE-002775,ENG-00715,CON-0143,2025-02-02 15:00:00,Travel,2.5,250.0,64.4,False
PE-002776,ENG-00591,CON-0008,2025-05-18 13:26:00,Workshop,4.2,630.0,31.1,False
PE-002777,ENG-00026,CON-0199,2025-01-14 12:19:00,Travel,5.4,540.0,22.9,False
PE-002778,ENG-00487,CON-0159,2025-04-07 16:52:00,Analysis,9.5,1425.0,40.0,False
PE-002779,ENG-00172,CON-0036,2025-03-09 16:11:00,Stakeholder Meeting,7.7,770.0,45.4,False
PE-002780,ENG-00341,CON-0186,2025-02-05 13:51:00,Travel,1.8,225.0,56.7,False
PE-002781,ENG-00811,CON-0058,2025-02-10 09:16:00,Analysis,9.9,2475.0,29.3,False
PE-002782,ENG-00872,CON-0130,2025-05-27 10:09:00,Review,1.9,285.0,30.7,False
PE-002783,ENG-00032,CON-0188,2025-03-16 10:36:00,Travel,7.5,1875.0,68.1,False
PE-002784,ENG-00147,CON-0175,2025-01-09 11:40:00,Analysis,9.1,2275.0,0.0,True
PE-002785,ENG-00671,CON-0087,2025-03-21 10:07:00,Analysis,1.7,318.75,48.8,False
PE-002786,ENG-00238,CON-0162,2025-04-19 19:27:00,Analysis,6.7,1675.0,33.8,False
PE-002787,ENG-00235,CON-0047,2025-02-06 11:35:00,Documentation,1.8,270.0,52.6,False
PE-002788,ENG-00563,CON-0047,2025-02-10 12:52:00,Travel,2.7,675.0,82.2,False
PE-002789,ENG-00907,CON-0085,2025-04-24 13:31:00,Analysis,3.7,925.0,100.0,False
PE-002790,ENG-00120,CON-0092,2025-01-30 11:55:00,Workshop,9.3,2325.0,29.8,False
PE-002791,ENG-00683,CON-0066,2025-03-18 18:46:00,Review,8.2,1230.0,88.3,False
PE-002792,ENG-00536,CON-0040,2025-04-16 14:50:00,Stakeholder Meeting,4.6,1150.0,47.3,False
PE-002793,ENG-00465,CON-0060,2025-05-13 10:31:00,Workshop,2.8,420.0,30.9,False
PE-002794,ENG-00954,CON-0100,2025-03-16 19:10:00,Review,1.9,475.0,83.6,False
PE-002795,ENG-00779,CON-0111,2025-02-04 19:50:00,Delivery,9.2,920.0,24.4,False
PE-002796,ENG-00224,CON-0133,2025-04-08 19:53:00,Stakeholder Meeting,2.8,700.0,0.0,True
PE-002797,ENG-00662,CON-0113,2025-04-04 12:29:00,Analysis,9.7,1212.5,62.1,False
PE-002798,ENG-00681,CON-0121,2025-04-15 19:46:00,Analysis,8.7,1087.5,8.0,True
PE-002799,ENG-00436,CON-0095,2025-05-30 15:26:00,Review,9.0,1687.5,42.2,False
PE-002800,ENG-00807,CON-0144,2025-01-14 09:51:00,Stakeholder Meeting,1.7,255.0,14.4,False
PE-002801,ENG-00038,CON-0113,2025-06-29 18:18:00,Analysis,6.7,1005.0,36.2,False
PE-002802,ENG-00024,CON-0043,2025-04-30 11:24:00,Travel,5.2,520.0,42.1,False
PE-002803,ENG-00827,CON-0126,2025-02-14 11:27:00,Review,8.1,2025.0,50.5,False
PE-002804,ENG-00877,CON-0081,2025-04-30 15:17:00,Delivery,4.3,1075.0,33.0,False
PE-002805,ENG-00525,CON-0032,2025-04-13 09:09:00,Travel,7.8,1950.0,82.0,False
PE-002806,ENG-00802,CON-0067,2025-04-16 08:30:00,Workshop,6.3,1181.25,25.1,False
PE-002807,ENG-00522,CON-0019,2025-02-12 19:33:00,Workshop,2.0,300.0,28.3,False
PE-002808,ENG-00252,CON-0039,2025-06-20 17:10:00,Documentation,9.5,2375.0,47.5,False
PE-002809,ENG-00064,CON-0099,2025-03-14 16:29:00,Review,1.5,281.25,64.2,False
PE-002810,ENG-00383,CON-0162,2025-01-19 08:10:00,Stakeholder Meeting,9.7,970.0,17.7,False
PE-002811,ENG-00434,CON-0111,2025-01-30 19:24:00,Travel,6.3,1181.25,57.8,False
PE-002812,ENG-00102,CON-0196,2025-01-28 16:48:00,Analysis,9.0,1350.0,80.2,False
PE-002813,ENG-00848,CON-0147,2025-05-05 10:27:00,Workshop,6.2,1162.5,34.6,False
PE-002814,ENG-00388,CON-0147,2025-06-22 10:59:00,Travel,2.4,450.0,67.6,False
PE-002815,ENG-00144,CON-0135,2025-02-08 18:55:00,Analysis,8.6,1075.0,31.9,False
PE-002816,ENG-00686,CON-0024,2025-01-21 15:51:00,Travel,0.6,112.5,45.3,False
PE-002817,ENG-00907,CON-0145,2025-03-14 15:01:00,Workshop,6.7,1675.0,35.9,False
PE-002818,ENG-00921,CON-0050,2025-01-06 15:45:00,Workshop,4.4,825.0,0.0,True
PE-002819,ENG-00125,CON-0068,2025-06-14 16:01:00,Delivery,6.3,945.0,52.8,False
PE-002820,ENG-00143,CON-0085,2025-01-16 12:45:00,Analysis,7.6,1900.0,25.9,False
PE-002821,ENG-00703,CON-0034,2025-02-06 16:06:00,Review,1.0,150.0,30.8,False
PE-002822,ENG-00556,CON-0083,2025-03-04 13:26:00,Delivery,3.6,675.0,93.3,False
PE-002823,ENG-00935,CON-0147,2025-01-19 13:54:00,Delivery,8.0,800.0,23.8,False
PE-002824,ENG-00635,CON-0186,2025-01-28 15:24:00,Analysis,8.9,1112.5,56.5,False
PE-002825,ENG-00242,CON-0184,2025-06-18 14:49:00,Delivery,3.1,465.0,24.0,False
PE-002826,ENG-00855,CON-0105,2025-04-14 11:24:00,Analysis,7.8,975.0,18.0,False
PE-002827,ENG-00137,CON-0198,2025-03-13 10:05:00,Travel,7.1,1775.0,0.0,True
PE-002828,ENG-00110,CON-0198,2025-05-08 14:38:00,Delivery,3.8,475.0,38.7,False
PE-002829,ENG-00103,CON-0075,2025-05-25 09:40:00,Workshop,1.9,356.25,68.3,False
PE-002830,ENG-00697,CON-0001,2025-03-27 15:07:00,Analysis,6.0,1500.0,8.1,True
PE-002831,ENG-00412,CON-0088,2025-06-06 15:46:00,Workshop,1.2,150.0,37.3,False
PE-002832,ENG-00649,CON-0122,2025-03-07 13:09:00,Workshop,7.9,790.0,12.0,False
PE-002833,ENG-00260,CON-0132,2025-05-07 09:47:00,Workshop,5.6,840.0,3.6,True
PE-002834,ENG-00863,CON-0174,2025-03-15 10:29:00,Analysis,2.7,675.0,41.8,False
PE-002835,ENG-00390,CON-0175,2025-05-01 15:51:00,Review,6.1,1525.0,37.1,False
PE-002836,ENG-00806,CON-0121,2025-03-28 18:38:00,Analysis,10.0,1500.0,5.9,True
PE-002837,ENG-00470,CON-0160,2025-04-27 19:03:00,Analysis,7.1,1775.0,61.9,False
PE-002838,ENG-00394,CON-0134,2025-01-09 15:11:00,Review,3.9,585.0,49.1,False
PE-002839,ENG-00285,CON-0140,2025-05-31 17:25:00,Documentation,1.7,170.0,46.5,False
PE-002840,ENG-00164,CON-0154,2025-01-24 11:58:00,Workshop,1.1,275.0,88.6,False
PE-002841,ENG-00299,CON-0083,2025-01-10 08:21:00,Documentation,5.8,870.0,57.6,False
PE-002842,ENG-00275,CON-0160,2025-05-18 11:28:00,Review,1.8,225.0,52.2,False
PE-002843,ENG-00609,CON-0012,2025-03-15 09:53:00,Analysis,1.1,110.0,74.0,False
PE-002844,ENG-00679,CON-0129,2025-04-10 14:13:00,Travel,2.9,435.0,44.5,False
PE-002845,ENG-00713,CON-0165,2025-06-18 10:12:00,Analysis,1.7,212.5,20.7,False
PE-002846,ENG-00194,CON-0190,2025-02-08 08:22:00,Workshop,7.5,937.5,63.4,False
PE-002847,ENG-00449,CON-0053,2025-06-23 15:05:00,Workshop,6.9,1035.0,0.0,True
PE-002848,ENG-00581,CON-0049,2025-03-06 09:54:00,Travel,8.8,1100.0,26.2,False
PE-002849,ENG-00776,CON-0171,2025-06-07 16:25:00,Review,3.8,475.0,0.0,True
PE-002850,ENG-00702,CON-0157,2025-03-01 08:25:00,Analysis,6.5,650.0,24.3,False
PE-002851,ENG-00370,CON-0011,2025-06-03 15:42:00,Documentation,7.0,1050.0,41.4,False
PE-002852,ENG-00123,CON-0023,2025-03-14 14:54:00,Documentation,1.3,162.5,49.8,False
PE-002853,ENG-00802,CON-0079,2025-04-24 09:44:00,Stakeholder Meeting,7.7,770.0,67.8,False
PE-002854,ENG-00667,CON-0188,2025-06-21 16:06:00,Stakeholder Meeting,1.2,225.0,59.0,False
PE-002855,ENG-00047,CON-0185,2025-03-18 19:50:00,Workshop,2.1,262.5,77.0,False
PE-002856,ENG-00091,CON-0103,2025-01-04 13:20:00,Travel,2.9,435.0,33.3,False
PE-002857,ENG-00958,CON-0113,2025-03-25 12:44:00,Analysis,5.1,956.25,0.0,True
PE-002858,ENG-00899,CON-0142,2025-05-12 11:21:00,Analysis,5.3,662.5,24.1,False
PE-002859,ENG-00844,CON-0128,2025-01-11 19:02:00,Stakeholder Meeting,2.7,337.5,46.0,False
PE-002860,ENG-00755,CON-0129,2025-04-28 09:09:00,Workshop,5.5,550.0,0.0,True
PE-002861,ENG-00088,CON-0071,2025-01-24 18:31:00,Stakeholder Meeting,9.3,1395.0,43.5,False
PE-002862,ENG-00490,CON-0024,2025-06-03 12:31:00,Travel,3.8,475.0,51.4,False
PE-002863,ENG-00321,CON-0056,2025-06-07 15:59:00,Workshop,8.6,1290.0,0.0,True
PE-002864,ENG-00378,CON-0184,2025-01-13 18:29:00,Stakeholder Meeting,2.7,337.5,21.5,False
PE-002865,ENG-00873,CON-0102,2025-01-07 18:56:00,Analysis,6.2,1550.0,49.5,False
PE-002866,ENG-00344,CON-0141,2025-04-22 12:43:00,Analysis,2.4,450.0,29.6,False
PE-002867,ENG-00647,CON-0195,2025-05-26 12:59:00,Workshop,7.7,1925.0,77.4,False
PE-002868,ENG-00736,CON-0138,2025-05-30 15:38:00,Documentation,9.3,930.0,48.6,False
PE-002869,ENG-00508,CON-0133,2025-03-05 11:04:00,Workshop,4.3,645.0,16.0,False
PE-002870,ENG-00968,CON-0069,2025-02-20 15:44:00,Stakeholder Meeting,7.0,1050.0,43.2,False
PE-002871,ENG-00285,CON-0102,2025-02-06 10:29:00,Delivery,9.7,1212.5,23.4,False
PE-002872,ENG-00447,CON-0197,2025-06-22 11:52:00,Stakeholder Meeting,3.9,975.0,77.6,False
