timesheet_id,consultant_id,engagement_id,week_starting,task_type,hours_logged,is_billable,daily_rate_gbp,billed_value_gbp
TS-0005481,CON-0184,ENG-00002,2024-07-03,Client Work,9.93,1,738,916.04
TS-0005482,CON-0121,ENG-00010,2025-03-19,Internal,0.7,0,422,0
TS-0005483,CON-0012,ENG-00831,2024-10-16,Client Work,7.88,1,2892,2848.62
TS-0005484,CON-0136,ENG-00647,2025-02-12,Internal,4.46,0,747,0
TS-0005485,CON-0183,ENG-00722,2025-01-08,Internal,9.42,0,624,0
TS-0005486,CON-0058,ENG-00169,2024-07-17,Client Work,8.49,1,388,411.76
TS-0005487,CON-0193,ENG-00724,2024-07-17,Client Work,8.95,1,410,458.69
TS-0005488,CON-0132,ENG-00241,2024-10-30,Client Work,6.14,1,1968,1510.44
TS-0005489,CON-0173,ENG-00712,2025-01-08,Client Work,3.39,1,748,316.97
TS-0005490,CON-0113,ENG-00886,2025-01-01,Admin,2.17,0,854,0
TS-0005491,CON-0105,ENG-00356,2024-07-24,Training,8.09,0,867,0
TS-0005492,CON-0173,ENG-00885,2024-10-30,Internal,4.25,0,748,0
TS-0005493,CON-0114,ENG-00137,2025-01-08,Client Work,3.92,1,1298,636.02
TS-0005494,CON-0071,ENG-00092,2025-03-26,Client Work,5.27,1,684,450.58
TS-0005495,CON-0115,ENG-00601,2024-10-30,Client Work,5.99,1,684,512.14
TS-0005496,CON-0001,ENG-00880,2024-07-17,Client Work,3.67,1,920,422.05
TS-0005497,CON-0034,ENG-00773,2024-09-04,Client Work,4.66,1,1574,916.86
TS-0005498,CON-0046,ENG-00407,2025-04-02,Admin,2.64,0,498,0
TS-0005499,CON-0056,ENG-00129,2024-12-18,Business Development,9.09,0,420,0
TS-0005500,CON-0089,ENG-00176,2024-12-11,Admin,2.62,0,902,0
TS-0005501,CON-0003,ENG-00627,2024-07-17,Admin,4.88,0,743,0
TS-0005502,CON-0199,ENG-00840,2024-10-23,Internal,0.87,0,499,0
TS-0005503,CON-0098,ENG-00233,2024-11-27,Client Work,5.39,0,367,0
TS-0005504,CON-0038,ENG-00663,2024-09-04,Client Work,4.3,1,740,397.75
TS-0005505,CON-0123,ENG-00377,2024-08-21,Client Work,7.23,1,863,779.94
TS-0005506,CON-0052,ENG-00494,2025-03-12,Client Work,0.73,1,1285,117.26
TS-0005507,CON-0185,ENG-00818,2024-12-04,Internal,8.86,0,1675,0
TS-0005508,CON-0103,ENG-00741,2025-01-01,Business Development,2.48,0,619,0
TS-0005509,CON-0035,ENG-00505,2025-01-08,Client Work,9.93,1,613,760.89
TS-0005510,CON-0034,ENG-00154,2025-02-26,Admin,7.12,0,1574,0
TS-0005511,CON-0041,ENG-00792,2025-02-19,Client Work,1.83,1,716,163.78
TS-0005512,CON-0057,ENG-00510,2024-09-18,Client Work,7.63,1,963,918.46
TS-0005513,CON-0054,ENG-00105,2024-07-17,Client Work,2.68,1,1222,409.37
TS-0005514,CON-0121,ENG-00845,2024-07-24,Client Work,7.08,1,422,373.47
TS-0005515,CON-0080,ENG-00146,2024-10-02,Client Work,9.01,1,476,536.1
TS-0005516,CON-0053,ENG-00761,2025-01-15,Client Work,2.38,1,634,188.61
TS-0005517,CON-0060,ENG-00909,2024-09-25,Business Development,6.51,0,1613,0
TS-0005518,CON-0138,ENG-00909,2025-02-12,Client Work,3.17,1,2061,816.67
TS-0005519,CON-0103,ENG-00650,2024-08-07,Client Work,6.63,1,619,513.0
TS-0005520,CON-0141,ENG-00641,2024-07-03,Client Work,2.58,1,414,133.52
TS-0005521,CON-0026,ENG-00607,2025-02-19,Internal,6.6,0,2074,0
TS-0005522,CON-0096,ENG-00771,2024-08-21,Client Work,4.5,0,686,0
TS-0005523,CON-0169,ENG-00395,2025-02-26,Client Work,9.78,0,925,0
TS-0005524,CON-0161,ENG-00396,2024-11-06,Client Work,7.21,1,1175,1058.97
TS-0005525,CON-0079,ENG-00310,2024-09-04,Client Work,5.15,1,2768,1781.9
TS-0005526,CON-0179,ENG-00553,2024-10-09,Client Work,6.85,1,694,594.24
TS-0005527,CON-0112,ENG-00297,2024-07-10,Client Work,7.28,1,475,432.25
TS-0005528,CON-0162,ENG-00844,2025-01-15,Client Work,9.71,1,1964,2383.81
TS-0005529,CON-0155,ENG-00439,2025-02-19,Client Work,6.36,1,978,777.51
TS-0005530,CON-0068,ENG-00744,2024-08-28,Client Work,5.78,1,438,316.46
TS-0005531,CON-0163,ENG-00823,2025-03-12,Client Work,6.23,1,494,384.7
TS-0005532,CON-0158,ENG-00933,2025-03-26,Client Work,9.2,0,620,0
TS-0005533,CON-0173,ENG-00531,2024-10-02,Business Development,1.26,0,748,0
TS-0005534,CON-0096,ENG-00024,2024-10-16,Client Work,6.14,0,686,0
TS-0005535,CON-0096,ENG-00776,2025-03-19,Internal,4.5,0,686,0
TS-0005536,CON-0089,ENG-00818,2024-12-11,Internal,6.97,0,902,0
TS-0005537,CON-0187,ENG-00031,2024-08-28,Client Work,4.26,1,489,260.39
TS-0005538,CON-0112,ENG-00898,2025-02-19,Client Work,6.88,1,475,408.5
TS-0005539,CON-0010,ENG-00413,2025-01-22,Client Work,3.33,0,418,0
TS-0005540,CON-0107,ENG-00483,2024-08-07,Training,8.37,0,1283,0
TS-0005541,CON-0148,ENG-00695,2025-02-26,Client Work,1.85,1,1666,385.26
TS-0005542,CON-0150,ENG-00367,2025-04-02,Client Work,7.44,1,668,621.24
TS-0005543,CON-0060,ENG-00541,2024-11-27,Client Work,1.89,1,1613,381.07
TS-0005544,CON-0121,ENG-00391,2024-09-11,Client Work,3.59,1,422,189.37
TS-0005545,CON-0145,ENG-00778,2024-12-25,Client Work,6.93,1,411,356.03
TS-0005546,CON-0076,ENG-00211,2025-03-12,Business Development,4.44,0,730,0
TS-0005547,CON-0153,ENG-00619,2024-10-23,Business Development,9.21,0,1696,0
TS-0005548,CON-0074,ENG-00008,2024-09-25,Client Work,3.8,1,1295,615.12
TS-0005549,CON-0191,ENG-00293,2025-01-01,Client Work,7.9,0,600,0
TS-0005550,CON-0168,ENG-00377,2024-09-25,Client Work,1.05,1,948,124.43
TS-0005551,CON-0126,ENG-00223,2024-07-17,Client Work,7.51,1,678,636.47
TS-0005552,CON-0024,ENG-00017,2024-09-04,Business Development,9.48,0,850,0
TS-0005553,CON-0053,ENG-00390,2024-12-18,Client Work,7.56,1,634,599.13
TS-0005554,CON-0043,ENG-00360,2024-12-18,Business Development,4.88,0,930,0
TS-0005555,CON-0185,ENG-00722,2024-09-18,Client Work,7.43,1,1675,1555.66
TS-0005556,CON-0073,ENG-00941,2025-02-12,Client Work,5.86,1,1199,878.27
TS-0005557,CON-0154,ENG-00067,2025-01-08,Business Development,0.55,0,447,0
TS-0005558,CON-0025,ENG-00595,2024-08-21,Client Work,0.6,1,428,32.1
TS-0005559,CON-0141,ENG-00532,2025-01-08,Client Work,9.72,1,414,503.01
TS-0005560,CON-0006,ENG-00766,2025-01-15,Client Work,8.66,1,441,477.38
TS-0005561,CON-0040,ENG-00424,2024-11-13,Client Work,7.68,1,642,616.32
TS-0005562,CON-0199,ENG-00788,2025-03-05,Training,6.47,0,499,0
TS-0005563,CON-0051,ENG-00681,2025-01-29,Client Work,6.33,1,1622,1283.41
TS-0005564,CON-0162,ENG-00962,2024-10-30,Client Work,9.92,1,1964,2435.36
TS-0005565,CON-0015,ENG-00806,2025-04-02,Business Development,6.19,0,1586,0
TS-0005566,CON-0127,ENG-00100,2025-01-01,Client Work,9.41,1,2803,3297.03
TS-0005567,CON-0182,ENG-00673,2024-12-11,Business Development,5.81,0,2054,0
TS-0005568,CON-0004,ENG-00293,2024-12-04,Internal,8.24,0,671,0
TS-0005569,CON-0184,ENG-00279,2025-01-01,Client Work,5.96,1,738,549.81
TS-0005570,CON-0077,ENG-00262,2025-02-05,Internal,7.04,0,1235,0
TS-0005571,CON-0060,ENG-00553,2025-01-15,Internal,8.88,0,1613,0
TS-0005572,CON-0191,ENG-00790,2024-11-20,Client Work,9.46,0,600,0
TS-0005573,CON-0008,ENG-00676,2024-11-27,Client Work,3.78,1,861,406.82
TS-0005574,CON-0023,ENG-00567,2024-09-25,Client Work,8.09,1,1600,1618.0
TS-0005575,CON-0078,ENG-00758,2025-01-15,Client Work,6.14,1,1200,921.0
TS-0005576,CON-0193,ENG-00553,2025-02-12,Client Work,4.73,1,410,242.41
TS-0005577,CON-0063,ENG-00835,2024-10-23,Client Work,6.26,0,627,0
TS-0005578,CON-0104,ENG-00521,2024-11-20,Business Development,5.28,0,380,0
TS-0005579,CON-0102,ENG-00162,2024-11-20,Client Work,2.78,0,497,0
TS-0005580,CON-0131,ENG-00882,2025-03-12,Business Development,8.37,0,1179,0
TS-0005581,CON-0100,ENG-00288,2024-12-25,Internal,9.55,0,905,0
TS-0005582,CON-0043,ENG-00272,2024-10-09,Client Work,8.81,1,930,1024.16
TS-0005583,CON-0092,ENG-00258,2025-02-19,Client Work,3.63,1,1206,547.22
TS-0005584,CON-0029,ENG-00192,2024-08-14,Business Development,4.19,0,1245,0
TS-0005585,CON-0061,ENG-00517,2025-01-15,Client Work,5.45,0,1589,0
TS-0005586,CON-0012,ENG-00215,2024-11-27,Training,4.49,0,2892,0
TS-0005587,CON-0075,ENG-00391,2025-01-08,Client Work,3.35,1,748,313.23
TS-0005588,CON-0016,ENG-00218,2025-01-29,Client Work,4.69,1,959,562.21
TS-0005589,CON-0118,ENG-00441,2025-03-19,Client Work,7.55,1,1222,1153.26
TS-0005590,CON-0021,ENG-00437,2024-08-07,Client Work,1.6,0,466,0
TS-0005591,CON-0087,ENG-00046,2024-10-16,Business Development,8.25,0,738,0
TS-0005592,CON-0104,ENG-00716,2024-11-20,Admin,5.74,0,380,0
TS-0005593,CON-0105,ENG-00728,2025-02-12,Business Development,7.17,0,867,0
TS-0005594,CON-0164,ENG-00577,2024-07-17,Client Work,8.37,1,447,467.67
TS-0005595,CON-0032,ENG-00322,2025-02-19,Business Development,2.54,0,1610,0
TS-0005596,CON-0096,ENG-00135,2025-02-26,Client Work,7.29,0,686,0
TS-0005597,CON-0103,ENG-00002,2024-08-14,Internal,5.4,0,619,0
TS-0005598,CON-0081,ENG-00768,2024-07-03,Internal,0.75,0,1577,0
TS-0005599,CON-0151,ENG-00347,2025-01-29,Client Work,5.43,1,1675,1136.91
TS-0005600,CON-0028,ENG-00897,2024-07-10,Client Work,8.63,1,1688,1820.93
TS-0005601,CON-0091,ENG-00877,2025-01-22,Client Work,5.65,1,707,499.32
TS-0005602,CON-0096,ENG-00573,2024-07-24,Client Work,9.19,0,686,0
TS-0005603,CON-0024,ENG-00613,2024-11-06,Business Development,7.82,0,850,0
TS-0005604,CON-0030,ENG-00195,2024-12-25,Business Development,7.38,0,436,0
TS-0005605,CON-0010,ENG-00899,2024-12-04,Client Work,5.97,0,418,0
TS-0005606,CON-0172,ENG-00833,2025-03-19,Client Work,9.32,1,1185,1380.53
TS-0005607,CON-0106,ENG-00546,2025-01-15,Client Work,4.61,0,1577,0
TS-0005608,CON-0170,ENG-00505,2024-07-31,Client Work,5.59,1,612,427.63
TS-0005609,CON-0165,ENG-00319,2025-04-02,Admin,6.18,0,2068,0
TS-0005610,CON-0053,ENG-00725,2024-09-11,Internal,9.5,0,634,0
TS-0005611,CON-0143,ENG-00929,2024-12-11,Client Work,9.22,1,977,1125.99
TS-0005612,CON-0180,ENG-00104,2025-03-26,Client Work,1.96,1,945,231.53
TS-0005613,CON-0152,ENG-00226,2024-10-02,Internal,1.21,0,739,0
TS-0005614,CON-0050,ENG-00287,2025-03-12,Client Work,9.64,1,2804,3378.82
TS-0005615,CON-0011,ENG-00577,2024-10-23,Client Work,1.0,1,912,114.0
TS-0005616,CON-0055,ENG-00490,2024-07-31,Admin,4.98,0,667,0
TS-0005617,CON-0093,ENG-00535,2025-03-05,Client Work,1.97,1,703,173.11
TS-0005618,CON-0115,ENG-00262,2025-02-26,Client Work,4.29,1,684,366.8
TS-0005619,CON-0018,ENG-00708,2024-09-18,Training,8.0,0,458,0
TS-0005620,CON-0190,ENG-00135,2024-07-17,Business Development,9.21,0,741,0
TS-0005621,CON-0100,ENG-00607,2024-12-11,Admin,4.58,0,905,0
TS-0005622,CON-0126,ENG-00690,2024-08-07,Client Work,1.62,1,678,137.3
TS-0005623,CON-0111,ENG-00050,2024-07-31,Client Work,9.04,1,1220,1378.6
TS-0005624,CON-0171,ENG-00748,2024-08-28,Training,7.25,0,1240,0
TS-0005625,CON-0200,ENG-00236,2025-04-02,Internal,9.3,0,2866,0
TS-0005626,CON-0051,ENG-00061,2024-09-18,Client Work,6.05,1,1622,1226.64
TS-0005627,CON-0191,ENG-00521,2025-02-05,Client Work,9.2,0,600,0
TS-0005628,CON-0016,ENG-00440,2024-09-04,Client Work,8.01,1,959,960.2
TS-0005629,CON-0170,ENG-00350,2025-03-26,Client Work,6.75,1,612,516.38
TS-0005630,CON-0130,ENG-00718,2025-03-26,Admin,8.25,0,1209,0
TS-0005631,CON-0006,ENG-00903,2025-03-19,Business Development,6.52,0,441,0
TS-0005632,CON-0147,ENG-00782,2024-12-25,Training,0.96,0,924,0
TS-0005633,CON-0074,ENG-00368,2024-07-10,Client Work,1.35,1,1295,218.53
TS-0005634,CON-0037,ENG-00773,2024-07-24,Internal,8.03,0,671,0
TS-0005635,CON-0002,ENG-00532,2024-08-21,Client Work,3.1,1,1258,487.48
TS-0005636,CON-0027,ENG-00965,2025-03-05,Internal,2.91,0,1271,0
TS-0005637,CON-0192,ENG-00816,2025-01-01,Internal,8.83,0,2794,0
TS-0005638,CON-0180,ENG-00078,2025-04-02,Client Work,1.47,1,945,173.64
TS-0005639,CON-0010,ENG-00824,2025-03-05,Internal,3.1,0,418,0
TS-0005640,CON-0145,ENG-00334,2024-10-23,Client Work,8.82,1,411,453.13
TS-0005641,CON-0008,ENG-00840,2024-12-25,Client Work,6.96,1,861,749.07
TS-0005642,CON-0190,ENG-00341,2025-02-12,Client Work,8.36,1,741,774.34
TS-0005643,CON-0178,ENG-00968,2025-01-22,Client Work,4.28,1,2843,1521.01
TS-0005644,CON-0153,ENG-00571,2024-10-09,Business Development,6.56,0,1696,0
TS-0005645,CON-0090,ENG-00586,2024-07-17,Client Work,1.85,1,2097,484.93
TS-0005646,CON-0071,ENG-00081,2024-11-13,Client Work,6.38,1,684,545.49
TS-0005647,CON-0005,ENG-00298,2025-04-02,Client Work,9.33,0,1189,0
TS-0005648,CON-0167,ENG-00454,2025-01-08,Client Work,8.56,0,676,0
TS-0005649,CON-0173,ENG-00780,2025-02-26,Client Work,4.36,1,748,407.66
TS-0005650,CON-0100,ENG-00620,2024-08-07,Training,8.16,0,905,0
TS-0005651,CON-0050,ENG-00046,2024-08-14,Client Work,8.64,1,2804,3028.32
TS-0005652,CON-0074,ENG-00508,2024-08-28,Client Work,6.49,1,1295,1050.57
TS-0005653,CON-0032,ENG-00481,2024-11-06,Business Development,4.07,0,1610,0
TS-0005654,CON-0133,ENG-00328,2025-03-19,Training,1.78,0,923,0
TS-0005655,CON-0176,ENG-00397,2024-08-28,Business Development,4.74,0,2025,0
TS-0005656,CON-0100,ENG-00087,2024-08-21,Internal,4.18,0,905,0
TS-0005657,CON-0197,ENG-00737,2025-02-26,Client Work,0.57,1,452,32.2
TS-0005658,CON-0049,ENG-00316,2025-03-26,Client Work,3.07,1,852,326.95
TS-0005659,CON-0103,ENG-00898,2025-03-05,Client Work,6.5,1,619,502.94
TS-0005660,CON-0173,ENG-00423,2025-01-29,Business Development,1.69,0,748,0
TS-0005661,CON-0095,ENG-00388,2024-09-11,Internal,7.59,0,468,0
TS-0005662,CON-0176,ENG-00303,2024-07-17,Client Work,9.02,0,2025,0
TS-0005663,CON-0128,ENG-00975,2024-08-28,Client Work,7.31,1,369,337.17
TS-0005664,CON-0038,ENG-00331,2024-09-04,Client Work,9.63,1,740,890.78
TS-0005665,CON-0088,ENG-00156,2024-11-27,Internal,4.21,0,654,0
TS-0005666,CON-0009,ENG-00001,2025-02-19,Client Work,8.45,1,2775,2931.09
TS-0005667,CON-0159,ENG-00317,2025-03-26,Client Work,1.09,1,724,98.65
TS-0005668,CON-0047,ENG-00111,2024-12-11,Admin,1.04,0,733,0
TS-0005669,CON-0198,ENG-00154,2024-07-03,Business Development,9.13,0,1170,0
TS-0005670,CON-0059,ENG-00339,2024-09-25,Internal,2.29,0,882,0
TS-0005671,CON-0031,ENG-00528,2024-10-30,Client Work,4.43,1,865,478.99
TS-0005672,CON-0085,ENG-00628,2025-04-02,Client Work,6.81,1,1216,1035.12
TS-0005673,CON-0063,ENG-00154,2024-08-28,Business Development,7.26,0,627,0
TS-0005674,CON-0002,ENG-00620,2024-08-07,Training,9.25,0,1258,0
TS-0005675,CON-0149,ENG-00278,2024-10-23,Training,2.65,0,1984,0
TS-0005676,CON-0028,ENG-00812,2024-10-30,Training,6.59,0,1688,0
TS-0005677,CON-0020,ENG-00288,2024-07-10,Internal,5.61,0,1287,0
TS-0005678,CON-0125,ENG-00525,2024-10-09,Client Work,9.12,1,983,1120.62
TS-0005679,CON-0051,ENG-00698,2025-01-22,Training,5.08,0,1622,0
TS-0005680,CON-0196,ENG-00558,2024-09-04,Business Development,3.39,0,733,0
TS-0005681,CON-0194,ENG-00153,2024-08-14,Training,4.56,0,707,0
TS-0005682,CON-0136,ENG-00151,2024-10-09,Client Work,5.17,0,747,0
TS-0005683,CON-0145,ENG-00887,2025-02-19,Client Work,1.54,1,411,79.12
TS-0005684,CON-0004,ENG-00984,2024-07-17,Internal,5.89,0,671,0
TS-0005685,CON-0039,ENG-00883,2024-11-13,Client Work,4.38,1,1610,881.48
TS-0005686,CON-0119,ENG-00532,2025-04-02,Internal,4.63,0,603,0
TS-0005687,CON-0056,ENG-00696,2024-11-27,Client Work,5.0,1,420,262.5
TS-0005688,CON-0073,ENG-00795,2024-12-04,Training,4.46,0,1199,0
TS-0005689,CON-0197,ENG-00720,2024-11-13,Client Work,9.53,1,452,538.44
TS-0005690,CON-0037,ENG-00201,2025-02-05,Internal,1.92,0,671,0
TS-0005691,CON-0080,ENG-00303,2024-09-18,Client Work,3.56,1,476,211.82
TS-0005692,CON-0084,ENG-00120,2024-07-31,Training,9.71,0,959,0
TS-0005693,CON-0174,ENG-00571,2024-09-18,Client Work,3.65,1,2056,938.05
TS-0005694,CON-0064,ENG-00258,2024-11-27,Client Work,5.76,1,689,496.08
TS-0005695,CON-0135,ENG-00192,2025-02-12,Admin,2.01,0,432,0
TS-0005696,CON-0068,ENG-00452,2024-12-25,Client Work,4.11,1,438,225.02
TS-0005697,CON-0097,ENG-00726,2024-07-17,Client Work,5.63,1,1214,854.35
TS-0005698,CON-0127,ENG-00307,2024-11-20,Business Development,8.36,0,2803,0
TS-0005699,CON-0115,ENG-00081,2024-08-28,Client Work,4.99,1,684,426.65
TS-0005700,CON-0054,ENG-00074,2024-10-02,Business Development,4.21,0,1222,0
TS-0005701,CON-0093,ENG-00619,2024-09-25,Client Work,7.88,1,703,692.46
TS-0005702,CON-0182,ENG-00140,2024-12-25,Client Work,6.74,1,2054,1730.5
TS-0005703,CON-0009,ENG-00493,2024-11-06,Business Development,9.44,0,2775,0
TS-0005704,CON-0066,ENG-00810,2024-10-23,Client Work,6.54,1,2880,2354.4
TS-0005705,CON-0032,ENG-00016,2024-12-18,Client Work,9.26,1,1610,1863.58
TS-0005706,CON-0092,ENG-00146,2025-03-19,Internal,6.18,0,1206,0
TS-0005707,CON-0079,ENG-00361,2025-01-22,Client Work,9.35,1,2768,3235.1
TS-0005708,CON-0055,ENG-00071,2025-03-26,Internal,8.58,0,667,0
TS-0005709,CON-0025,ENG-00831,2024-08-21,Business Development,3.94,0,428,0
TS-0005710,CON-0059,ENG-00839,2024-10-16,Training,7.96,0,882,0
TS-0005711,CON-0116,ENG-00169,2025-04-02,Client Work,6.35,1,649,515.14
TS-0005712,CON-0008,ENG-00095,2024-07-10,Internal,7.59,0,861,0
TS-0005713,CON-0163,ENG-00310,2024-10-09,Client Work,6.2,1,494,382.85
TS-0005714,CON-0128,ENG-00374,2025-02-26,Business Development,8.23,0,369,0
TS-0005715,CON-0184,ENG-00424,2024-07-31,Business Development,5.47,0,738,0
TS-0005716,CON-0024,ENG-00858,2025-01-29,Client Work,1.01,1,850,107.31
TS-0005717,CON-0182,ENG-00953,2024-08-28,Client Work,5.94,1,2054,1525.1
TS-0005718,CON-0040,ENG-00512,2025-03-26,Client Work,4.84,1,642,388.41
TS-0005719,CON-0057,ENG-00528,2024-08-28,Client Work,3.24,1,963,390.02
TS-0005720,CON-0012,ENG-00976,2024-10-02,Client Work,2.02,1,2892,730.23
TS-0005721,CON-0048,ENG-00235,2025-03-26,Client Work,5.79,1,1217,880.8
TS-0005722,CON-0113,ENG-00015,2024-11-06,Client Work,7.01,1,854,748.32
TS-0005723,CON-0080,ENG-00750,2025-02-19,Client Work,4.27,1,476,254.06
TS-0005724,CON-0119,ENG-00318,2025-01-22,Client Work,8.66,1,603,652.75
TS-0005725,CON-0066,ENG-00007,2025-01-22,Client Work,4.33,1,2880,1558.8
TS-0005726,CON-0106,ENG-00881,2024-12-04,Client Work,0.54,0,1577,0
TS-0005727,CON-0116,ENG-00387,2024-08-28,Client Work,9.93,1,649,805.57
TS-0005728,CON-0040,ENG-00124,2024-09-18,Internal,6.63,0,642,0
TS-0005729,CON-0033,ENG-00124,2025-03-19,Internal,2.52,0,997,0
TS-0005730,CON-0129,ENG-00426,2025-02-26,Client Work,5.78,1,1158,836.66
TS-0005731,CON-0067,ENG-00781,2025-01-15,Client Work,2.98,1,666,248.09
TS-0005732,CON-0056,ENG-00614,2024-10-02,Client Work,0.61,1,420,32.02
TS-0005733,CON-0077,ENG-00740,2024-12-11,Business Development,9.98,0,1235,0
TS-0005734,CON-0111,ENG-00584,2024-09-11,Business Development,0.85,0,1220,0
TS-0005735,CON-0103,ENG-00411,2024-12-25,Client Work,3.1,1,619,239.86
TS-0005736,CON-0091,ENG-00238,2024-08-14,Client Work,2.9,1,707,256.29
TS-0005737,CON-0068,ENG-00211,2024-11-27,Client Work,7.41,1,438,405.7
TS-0005738,CON-0149,ENG-00900,2025-03-05,Client Work,9.68,1,1984,2400.64
TS-0005739,CON-0169,ENG-00317,2025-01-08,Client Work,1.96,0,925,0
TS-0005740,CON-0067,ENG-00186,2024-08-21,Client Work,4.19,1,666,348.82
TS-0005741,CON-0061,ENG-00479,2025-03-05,Business Development,5.0,0,1589,0
TS-0005742,CON-0182,ENG-00020,2024-11-13,Client Work,7.4,1,2054,1899.95
TS-0005743,CON-0058,ENG-00809,2024-12-18,Client Work,9.52,1,388,461.72
TS-0005744,CON-0025,ENG-00086,2025-01-01,Business Development,6.0,0,428,0
TS-0005745,CON-0093,ENG-00756,2025-03-05,Internal,7.24,0,703,0
TS-0005746,CON-0147,ENG-00955,2024-10-23,Client Work,6.42,1,924,741.51
TS-0005747,CON-0128,ENG-00588,2024-09-25,Training,2.48,0,369,0
TS-0005748,CON-0105,ENG-00199,2024-12-25,Client Work,5.22,1,867,565.72
TS-0005749,CON-0126,ENG-00410,2025-01-22,Client Work,5.18,1,678,439.0
TS-0005750,CON-0125,ENG-00375,2025-03-12,Client Work,7.99,1,983,981.77
TS-0005751,CON-0109,ENG-00074,2024-10-02,Internal,3.43,0,718,0
TS-0005752,CON-0125,ENG-00264,2025-03-26,Client Work,3.79,1,983,465.7
TS-0005753,CON-0199,ENG-00834,2025-03-05,Client Work,5.7,1,499,355.54
TS-0005754,CON-0140,ENG-00819,2024-11-13,Client Work,7.97,0,673,0
TS-0005755,CON-0034,ENG-00197,2024-09-25,Business Development,0.62,0,1574,0
TS-0005756,CON-0126,ENG-00870,2024-12-25,Client Work,8.73,1,678,739.87
TS-0005757,CON-0009,ENG-00097,2024-07-31,Client Work,6.29,1,2775,2181.84
TS-0005758,CON-0086,ENG-00316,2025-02-19,Admin,3.42,0,1211,0
TS-0005759,CON-0047,ENG-00768,2024-09-25,Client Work,2.89,0,733,0
TS-0005760,CON-0159,ENG-00161,2024-07-31,Client Work,6.06,1,724,548.43
TS-0005761,CON-0004,ENG-00090,2024-07-03,Training,5.48,0,671,0
TS-0005762,CON-0101,ENG-00100,2024-12-18,Internal,9.12,0,379,0
TS-0005763,CON-0065,ENG-00846,2025-01-22,Business Development,0.68,0,702,0
TS-0005764,CON-0161,ENG-00820,2025-03-26,Client Work,1.35,1,1175,198.28
TS-0005765,CON-0124,ENG-00230,2025-02-19,Business Development,0.75,0,1980,0
TS-0005766,CON-0117,ENG-00628,2025-03-12,Client Work,6.83,1,1999,1706.65
TS-0005767,CON-0100,ENG-00463,2024-09-18,Admin,6.05,0,905,0
TS-0005768,CON-0101,ENG-00122,2024-07-17,Internal,7.74,0,379,0
TS-0005769,CON-0118,ENG-00186,2025-01-08,Client Work,6.91,1,1222,1055.5
TS-0005770,CON-0015,ENG-00373,2025-02-12,Internal,5.89,0,1586,0
TS-0005771,CON-0113,ENG-00163,2024-10-30,Training,6.39,0,854,0
TS-0005772,CON-0121,ENG-00107,2024-12-11,Client Work,6.98,1,422,368.2
TS-0005773,CON-0159,ENG-00201,2024-09-11,Internal,5.14,0,724,0
TS-0005774,CON-0002,ENG-00122,2024-08-21,Business Development,3.43,0,1258,0
TS-0005775,CON-0159,ENG-00099,2025-01-22,Business Development,2.45,0,724,0
TS-0005776,CON-0047,ENG-00748,2025-01-01,Client Work,9.68,0,733,0
TS-0005777,CON-0109,ENG-00521,2024-11-27,Client Work,5.74,1,718,515.16
TS-0005778,CON-0138,ENG-00889,2025-03-05,Client Work,1.1,1,2061,283.39
TS-0005779,CON-0194,ENG-00537,2024-11-27,Business Development,5.01,0,707,0
TS-0005780,CON-0089,ENG-00513,2024-12-18,Admin,5.05,0,902,0
TS-0005781,CON-0152,ENG-00301,2024-10-02,Admin,9.2,0,739,0
TS-0005782,CON-0106,ENG-00281,2024-10-30,Training,0.99,0,1577,0
TS-0005783,CON-0098,ENG-00206,2024-09-04,Client Work,8.48,0,367,0
TS-0005784,CON-0169,ENG-00435,2024-12-04,Client Work,8.18,0,925,0
TS-0005785,CON-0068,ENG-00754,2024-11-27,Client Work,6.73,1,438,368.47
TS-0005786,CON-0100,ENG-00395,2025-04-02,Client Work,6.04,1,905,683.27
TS-0005787,CON-0068,ENG-00996,2025-01-15,Business Development,3.81,0,438,0
TS-0005788,CON-0161,ENG-00829,2024-10-16,Client Work,4.71,1,1175,691.78
TS-0005789,CON-0065,ENG-00885,2024-11-20,Business Development,7.31,0,702,0
TS-0005790,CON-0034,ENG-00260,2024-07-10,Internal,2.79,0,1574,0
TS-0005791,CON-0127,ENG-00174,2025-03-26,Business Development,5.81,0,2803,0
TS-0005792,CON-0070,ENG-00696,2025-02-19,Business Development,3.49,0,1287,0
TS-0005793,CON-0059,ENG-00658,2025-04-02,Client Work,8.84,1,882,974.61
TS-0005794,CON-0061,ENG-00452,2024-12-04,Client Work,8.74,0,1589,0
TS-0005795,CON-0009,ENG-00792,2025-01-29,Client Work,4.06,1,2775,1408.31
TS-0005796,CON-0137,ENG-00222,2024-09-25,Business Development,4.03,0,894,0
TS-0005797,CON-0104,ENG-00595,2024-09-25,Client Work,6.27,1,380,297.82
TS-0005798,CON-0064,ENG-00417,2025-03-26,Client Work,9.77,1,689,841.44
TS-0005799,CON-0135,ENG-00044,2024-10-30,Internal,0.78,0,432,0
TS-0005800,CON-0057,ENG-00470,2024-10-02,Client Work,8.13,1,963,978.65
TS-0005801,CON-0071,ENG-00090,2024-12-04,Client Work,8.86,1,684,757.53
TS-0005802,CON-0056,ENG-00181,2024-10-23,Internal,3.49,0,420,0
TS-0005803,CON-0012,ENG-00822,2024-09-04,Client Work,5.41,1,2892,1955.72
