account_id,plan,mrr_usd,industry,region,signup_date,churn_date,is_churned,seat_count,health_score
ACC-00334,Professional,1571.0,Professional Services,North America,2024-02-03,,0,21,100.0
ACC-00335,Professional,1965.0,Finance,APAC,2021-05-16,,0,17,90.5
ACC-00336,Growth,603.0,Finance,North America,2024-07-08,,0,11,57.7
ACC-00337,Growth,655.0,Retail,APAC,2024-04-09,2025-01-20,1,3,57.2
ACC-00338,Growth,565.0,Education,North America,2023-01-03,,0,21,91.8
ACC-00339,Starter,122.0,Manufacturing,Europe,2022-08-05,,0,8,33.2
ACC-00340,Professional,2089.0,Media,Europe,2022-10-19,,0,93,91.8
ACC-00341,Enterprise,5603.0,Technology,Europe,2022-06-23,,0,32,100.0
ACC-00342,Starter,93.0,Manufacturing,APAC,2024-02-01,2025-03-04,1,11,25.2
ACC-00343,Starter,117.0,Manufacturing,North America,2021-03-16,2025-03-21,1,5,25.1
ACC-00344,Professional,1658.0,Media,APAC,2022-10-27,,0,23,91.5
ACC-00345,Professional,1838.0,Technology,Europe,2022-12-07,2025-01-25,1,28,84.5
ACC-00346,Growth,544.0,Education,Europe,2024-01-30,2025-01-07,1,49,79.3
ACC-00347,Growth,543.0,Education,North America,2022-10-06,,0,15,87.8
ACC-00348,Professional,1652.0,Education,Europe,2024-01-22,,0,46,98.1
ACC-00349,Growth,577.0,Retail,North America,2021-11-26,2025-02-25,1,12,75.9
ACC-00350,Starter,99.0,Retail,North America,2022-10-17,2025-01-29,1,9,48.4
ACC-00351,Growth,485.0,Finance,LATAM,2023-04-28,2025-01-10,1,24,84.8
ACC-00352,Growth,592.0,Technology,LATAM,2024-07-25,,0,89,67.9
ACC-00353,Growth,680.0,Healthcare,North America,2020-11-28,,0,23,86.5
ACC-00354,Enterprise,5810.0,Education,Europe,2024-04-27,,0,29,93.0
ACC-00355,Starter,131.0,Retail,LATAM,2022-01-25,2025-01-11,1,14,34.9
ACC-00356,Growth,612.0,Technology,North America,2023-07-18,,0,12,91.8
ACC-00357,Professional,1824.0,Technology,North America,2022-01-21,2025-01-08,1,10,78.6
ACC-00358,Starter,129.0,Technology,North America,2023-10-13,,0,7,44.4
ACC-00359,Professional,1401.0,Professional Services,LATAM,2024-04-29,,0,45,93.1
ACC-00360,Starter,98.0,Professional Services,LATAM,2021-09-18,2025-01-11,1,8,33.2
ACC-00361,Starter,100.0,Retail,North America,2023-11-23,2025-02-12,1,5,45.4
ACC-00362,Growth,649.0,Technology,Europe,2022-01-24,,0,27,83.4
ACC-00363,Starter,117.0,Technology,North America,2023-12-14,2025-01-19,1,36,55.6
ACC-00364,Professional,1529.0,Finance,Europe,2024-09-20,,0,53,93.1
ACC-00365,Starter,129.0,Healthcare,North America,2023-10-17,,0,7,30.7
ACC-00366,Starter,88.0,Technology,North America,2023-08-24,,0,12,43.2
ACC-00367,Professional,2056.0,Media,North America,2023-03-03,,0,16,78.8
ACC-00368,Growth,510.0,Professional Services,North America,2021-07-02,,0,21,85.7
ACC-00369,Starter,98.0,Education,LATAM,2024-05-27,2025-03-05,1,4,29.4
ACC-00370,Growth,528.0,Technology,North America,2021-11-04,,0,14,77.0
ACC-00371,Starter,132.0,Education,APAC,2022-04-24,,0,30,65.7
ACC-00372,Starter,96.0,Professional Services,North America,2022-07-08,,0,13,49.6
ACC-00373,Growth,537.0,Professional Services,North America,2021-12-23,,0,9,80.6
ACC-00374,Professional,1991.0,Technology,Europe,2023-07-25,,0,28,94.7
ACC-00375,Starter,120.0,Education,North America,2021-11-10,2025-03-09,1,9,48.8
ACC-00376,Professional,2029.0,Finance,LATAM,2024-05-27,2025-02-11,1,9,85.7
ACC-00377,Starter,93.0,Professional Services,LATAM,2024-02-19,2025-01-06,1,18,29.2
ACC-00378,Growth,475.0,Technology,North America,2022-03-07,,0,26,90.6
ACC-00379,Growth,468.0,Retail,North America,2020-11-27,,0,14,79.7
ACC-00380,Growth,476.0,Retail,Europe,2023-11-27,,0,11,72.2
ACC-00381,Enterprise,4519.0,Professional Services,Europe,2022-11-20,,0,45,91.5
ACC-00382,Growth,507.0,Education,LATAM,2024-08-21,,0,26,43.2
ACC-00383,Professional,1982.0,Manufacturing,North America,2024-04-04,,0,19,89.7
ACC-00384,Starter,88.0,Finance,LATAM,2023-01-18,,0,8,37.9
ACC-00385,Professional,1769.0,Retail,North America,2024-08-27,,0,22,88.8
ACC-00386,Growth,619.0,Professional Services,Europe,2023-07-20,,0,28,77.8
ACC-00387,Growth,681.0,Manufacturing,Europe,2021-08-06,2025-01-16,1,21,89.2
ACC-00388,Professional,1392.0,Retail,North America,2024-02-20,,0,51,94.6
ACC-00389,Growth,576.0,Finance,LATAM,2024-04-20,,0,27,72.2
ACC-00390,Growth,679.0,Manufacturing,North America,2024-11-27,2025-02-26,1,13,73.7
ACC-00391,Professional,1761.0,Retail,Europe,2023-11-25,,0,29,89.1
ACC-00392,Starter,128.0,Retail,Europe,2024-03-01,,0,11,44.2
ACC-00393,Growth,557.0,Professional Services,North America,2024-05-23,,0,12,82.2
ACC-00394,Enterprise,5032.0,Finance,North America,2022-04-11,,0,81,89.1
ACC-00395,Starter,114.0,Media,APAC,2022-06-16,,0,18,44.1
ACC-00396,Starter,111.0,Media,APAC,2024-07-26,2025-01-10,1,15,34.2
ACC-00397,Starter,122.0,Manufacturing,North America,2023-01-01,2025-03-30,1,7,42.5
ACC-00398,Starter,136.0,Education,Europe,2022-02-22,,0,5,46.8
ACC-00399,Growth,513.0,Technology,Europe,2023-01-05,2025-01-04,1,25,74.3
ACC-00400,Growth,597.0,Manufacturing,North America,2024-07-23,,0,30,74.3
ACC-00401,Growth,558.0,Retail,Europe,2021-11-17,2025-01-13,1,47,82.0
ACC-00402,Starter,139.0,Media,North America,2021-03-18,2025-01-06,1,5,36.4
ACC-00403,Enterprise,6825.0,Education,North America,2022-06-10,,0,75,100.0
ACC-00404,Starter,101.0,Media,Europe,2023-03-05,,0,14,52.0
ACC-00405,Growth,657.0,Finance,LATAM,2024-01-10,2025-01-08,1,19,86.9
ACC-00406,Growth,568.0,Professional Services,North America,2021-04-16,,0,21,76.4
ACC-00407,Starter,112.0,Finance,APAC,2024-05-15,2025-02-23,1,10,37.4
ACC-00408,Starter,86.0,Professional Services,North America,2022-12-05,2025-02-20,1,21,45.1
ACC-00409,Starter,103.0,Technology,Europe,2024-06-01,,0,22,47.1
ACC-00410,Starter,108.0,Retail,North America,2021-06-06,2025-03-18,1,16,41.7
ACC-00411,Starter,134.0,Retail,North America,2021-01-30,,0,41,43.3
ACC-00412,Starter,121.0,Media,North America,2021-02-13,2025-02-05,1,9,49.6
ACC-00413,Starter,124.0,Technology,North America,2021-12-26,,0,24,58.9
ACC-00414,Professional,1706.0,Manufacturing,APAC,2021-08-20,,0,47,91.4
ACC-00415,Starter,120.0,Education,Europe,2022-10-03,2025-01-05,1,12,30.6
ACC-00416,Professional,1321.0,Retail,North America,2021-06-16,,0,91,93.8
ACC-00417,Growth,448.0,Technology,APAC,2021-03-15,,0,20,61.3
ACC-00418,Starter,88.0,Media,North America,2023-08-07,2025-01-29,1,8,33.4
ACC-00419,Starter,104.0,Retail,North America,2024-11-02,2025-03-03,1,12,19.7
ACC-00420,Growth,578.0,Manufacturing,LATAM,2024-10-12,,0,19,56.7
ACC-00421,Starter,127.0,Healthcare,North America,2021-09-29,,0,37,51.0
ACC-00422,Growth,507.0,Education,North America,2021-01-11,,0,10,83.0
ACC-00423,Growth,543.0,Healthcare,LATAM,2021-04-06,2025-01-31,1,6,50.4
ACC-00424,Growth,616.0,Technology,North America,2022-06-09,2025-02-14,1,54,75.6
ACC-00425,Growth,460.0,Professional Services,APAC,2022-01-13,,0,16,72.9
ACC-00426,Growth,424.0,Media,Europe,2022-01-12,,0,18,62.3
ACC-00427,Starter,136.0,Manufacturing,LATAM,2020-12-11,,0,19,37.1
ACC-00428,Starter,114.0,Finance,APAC,2022-10-29,2025-03-13,1,12,28.5
ACC-00429,Starter,93.0,Finance,Europe,2022-12-21,2025-01-05,1,9,42.0
ACC-00430,Professional,1930.0,Technology,North America,2022-07-16,,0,79,98.1
ACC-00431,Professional,1460.0,Technology,Europe,2023-01-10,2025-01-22,1,15,93.6
ACC-00432,Growth,519.0,Education,North America,2024-10-05,,0,16,57.0
ACC-00433,Growth,619.0,Education,LATAM,2021-05-07,,0,20,75.7
ACC-00434,Growth,654.0,Professional Services,APAC,2020-11-25,,0,23,81.2
ACC-00435,Growth,649.0,Professional Services,Europe,2024-04-19,,0,19,78.8
ACC-00436,Professional,2029.0,Manufacturing,North America,2024-06-18,,0,16,94.6
ACC-00437,Starter,128.0,Healthcare,North America,2023-01-03,2025-03-31,1,5,40.4
ACC-00438,Starter,111.0,Healthcare,North America,2021-02-26,2025-02-25,1,18,59.5
ACC-00439,Growth,514.0,Professional Services,APAC,2021-03-26,,0,7,70.8
ACC-00440,Starter,137.0,Finance,North America,2021-12-28,,0,21,59.4
ACC-00441,Professional,1829.0,Healthcare,North America,2024-02-08,,0,28,94.0
ACC-00442,Growth,441.0,Manufacturing,North America,2023-11-12,,0,37,84.8
ACC-00443,Professional,1420.0,Education,APAC,2023-10-20,,0,50,100.0
ACC-00444,Starter,96.0,Retail,North America,2021-11-08,2025-01-29,1,16,40.5
ACC-00445,Starter,96.0,Healthcare,Europe,2021-05-04,2025-01-31,1,14,49.4
ACC-00446,Growth,582.0,Professional Services,Europe,2021-12-12,,0,67,86.3
ACC-00447,Starter,115.0,Retail,North America,2024-09-03,2025-03-08,1,15,22.6
ACC-00448,Starter,89.0,Retail,Europe,2021-02-02,2025-01-22,1,51,59.9
ACC-00449,Growth,631.0,Finance,North America,2022-07-15,,0,29,85.2
ACC-00450,Starter,115.0,Manufacturing,North America,2024-08-06,2025-01-14,1,24,31.9
ACC-00451,Professional,1989.0,Media,APAC,2020-12-05,,0,31,95.8
ACC-00452,Professional,2045.0,Professional Services,Europe,2022-05-09,,0,22,100.0
ACC-00453,Professional,2067.0,Finance,APAC,2022-01-24,,0,13,81.6
ACC-00454,Growth,470.0,Professional Services,Europe,2023-11-24,,0,45,84.8
ACC-00455,Starter,131.0,Manufacturing,Europe,2024-07-23,,0,10,30.9
ACC-00456,Starter,89.0,Education,APAC,2023-02-09,2025-02-13,1,11,44.6
ACC-00457,Enterprise,4703.0,Retail,North America,2023-04-19,,0,17,90.1
ACC-00458,Growth,517.0,Manufacturing,Europe,2022-04-14,,0,28,75.9
ACC-00459,Professional,1679.0,Media,North America,2021-08-31,,0,74,100.0
ACC-00460,Enterprise,4871.0,Education,LATAM,2024-02-20,,0,49,89.5
ACC-00461,Starter,102.0,Media,North America,2024-07-08,2025-02-20,1,10,31.5
ACC-00462,Growth,499.0,Retail,North America,2024-02-03,2025-01-05,1,21,78.1
ACC-00463,Growth,681.0,Professional Services,Europe,2021-07-16,2025-01-13,1,35,81.8
ACC-00464,Growth,542.0,Professional Services,APAC,2022-02-28,,0,12,71.5
ACC-00465,Starter,124.0,Retail,North America,2023-11-01,,0,8,50.8
ACC-00466,Growth,538.0,Retail,North America,2023-10-03,2025-03-10,1,7,65.5
ACC-00467,Growth,601.0,Education,Europe,2024-10-02,,0,14,64.0
ACC-00468,Starter,100.0,Media,North America,2021-02-23,,0,19,53.1
ACC-00469,Professional,1635.0,Retail,North America,2024-11-09,,0,51,94.1
ACC-00470,Enterprise,5140.0,Healthcare,North America,2024-04-03,,0,71,88.7
ACC-00471,Starter,91.0,Finance,North America,2024-02-02,2025-01-01,1,5,25.6
ACC-00472,Professional,2028.0,Media,LATAM,2023-01-21,,0,51,84.4
ACC-00473,Enterprise,4950.0,Education,Europe,2022-04-02,,0,45,78.4
ACC-00474,Starter,106.0,Finance,North America,2024-02-24,,0,11,43.6
ACC-00475,Growth,608.0,Healthcare,Europe,2021-05-17,,0,12,74.2
ACC-00476,Professional,1593.0,Professional Services,Europe,2023-09-11,,0,29,91.3
ACC-00477,Starter,131.0,Retail,North America,2021-03-17,2025-03-09,1,44,49.2
ACC-00478,Enterprise,5710.0,Education,Europe,2022-02-03,,0,23,79.3
ACC-00479,Growth,561.0,Manufacturing,North America,2021-03-10,,0,33,82.8
ACC-00480,Professional,1447.0,Professional Services,APAC,2021-06-22,,0,16,92.2
ACC-00481,Professional,1331.0,Retail,LATAM,2024-05-21,,0,11,84.7
ACC-00482,Starter,122.0,Media,North America,2023-07-28,2025-01-09,1,9,43.3
ACC-00483,Enterprise,4648.0,Technology,North America,2024-02-17,,0,40,94.2
ACC-00484,Growth,603.0,Finance,Europe,2023-02-23,,0,17,76.7
ACC-00485,Starter,110.0,Healthcare,LATAM,2020-11-29,2025-03-17,1,5,20.8
ACC-00486,Starter,89.0,Retail,North America,2024-05-22,2025-01-17,1,52,69.0
ACC-00487,Starter,113.0,Manufacturing,North America,2022-12-05,2025-01-26,1,5,42.0
ACC-00488,Enterprise,4367.0,Retail,Europe,2022-04-24,,0,28,85.0
ACC-00489,Starter,95.0,Retail,LATAM,2021-12-22,2025-03-13,1,6,28.3
ACC-00490,Growth,673.0,Professional Services,Europe,2023-06-30,2025-01-06,1,20,85.3
ACC-00491,Professional,1586.0,Healthcare,North America,2022-11-04,,0,72,100.0
ACC-00492,Starter,97.0,Education,Europe,2023-02-23,2025-03-27,1,12,30.6
ACC-00493,Professional,1975.0,Retail,North America,2021-01-31,,0,45,86.8
ACC-00494,Starter,116.0,Professional Services,North America,2021-09-29,,0,4,31.4
ACC-00495,Growth,602.0,Media,North America,2024-03-21,,0,31,75.6
ACC-00496,Starter,109.0,Retail,Europe,2023-10-26,2025-03-21,1,6,39.2
ACC-00497,Growth,444.0,Media,North America,2021-12-02,2025-03-10,1,13,79.7
ACC-00498,Starter,116.0,Retail,LATAM,2022-02-27,,0,46,45.2
ACC-00499,Starter,134.0,Media,Europe,2022-01-21,2025-01-29,1,14,50.5
ACC-00500,Professional,1687.0,Retail,North America,2021-06-06,,0,37,87.3
ACC-00501,Enterprise,6444.0,Finance,North America,2023-03-23,,0,49,98.1
ACC-00502,Professional,2023.0,Media,Europe,2024-09-20,,0,123,89.7
ACC-00503,Growth,659.0,Healthcare,APAC,2022-05-15,2025-02-05,1,11,76.9
ACC-00504,Growth,494.0,Manufacturing,North America,2022-02-22,,0,25,76.7
ACC-00505,Growth,554.0,Manufacturing,LATAM,2024-11-23,2025-01-21,1,28,54.3
ACC-00506,Starter,131.0,Professional Services,Europe,2024-10-16,2025-01-23,1,11,28.8
ACC-00507,Growth,688.0,Retail,North America,2020-11-30,,0,12,87.3
ACC-00508,Enterprise,6047.0,Professional Services,North America,2022-01-01,,0,43,91.9
ACC-00509,Professional,1360.0,Professional Services,Europe,2024-08-22,,0,34,86.8
ACC-00510,Professional,1505.0,Media,APAC,2024-06-13,,0,29,89.0
ACC-00511,Professional,1361.0,Manufacturing,APAC,2021-12-02,,0,71,87.0
ACC-00512,Starter,122.0,Manufacturing,North America,2023-02-11,2025-01-08,1,8,51.0
ACC-00513,Enterprise,6131.0,Technology,North America,2021-11-30,,0,85,88.7
ACC-00514,Growth,473.0,Retail,North America,2021-12-03,,0,24,83.1
ACC-00515,Starter,94.0,Media,APAC,2023-01-24,,0,11,44.0
ACC-00516,Growth,564.0,Finance,North America,2023-01-30,,0,66,88.9
ACC-00517,Growth,465.0,Education,Europe,2024-11-09,2025-03-18,1,14,42.7
ACC-00518,Enterprise,5016.0,Technology,North America,2021-05-08,,0,24,93.8
ACC-00519,Growth,648.0,Manufacturing,LATAM,2021-11-16,,0,28,74.6
ACC-00520,Starter,86.0,Media,North America,2021-06-22,2025-03-29,1,14,50.8
ACC-00521,Starter,133.0,Retail,LATAM,2020-11-27,2025-01-20,1,15,36.0
ACC-00522,Starter,88.0,Finance,North America,2021-08-30,,0,26,60.0
ACC-00523,Growth,554.0,Professional Services,North America,2020-11-27,2025-02-05,1,27,89.3
ACC-00524,Enterprise,5974.0,Finance,APAC,2023-12-26,,0,65,100.0
ACC-00525,Professional,1978.0,Retail,APAC,2021-04-10,2025-02-19,1,26,80.5
ACC-00526,Growth,440.0,Healthcare,LATAM,2021-07-17,,0,64,68.4
ACC-00527,Growth,655.0,Retail,North America,2024-11-06,,0,28,70.8
ACC-00528,Starter,115.0,Finance,LATAM,2021-12-25,,0,7,34.0
ACC-00529,Professional,1425.0,Technology,North America,2022-04-13,,0,79,87.5
ACC-00530,Starter,111.0,Technology,Europe,2023-12-12,,0,23,42.9
ACC-00531,Growth,586.0,Technology,North America,2023-03-09,,0,15,66.5
ACC-00532,Growth,471.0,Technology,APAC,2024-02-19,,0,60,76.0
ACC-00533,Starter,110.0,Finance,North America,2021-03-28,2025-01-14,1,2,29.2
ACC-00534,Professional,1702.0,Finance,North America,2022-09-20,,0,25,92.6
ACC-00535,Professional,1932.0,Healthcare,North America,2022-07-09,,0,90,88.9
ACC-00536,Growth,664.0,Retail,North America,2022-04-27,,0,23,88.5
ACC-00537,Professional,1715.0,Manufacturing,North America,2022-03-12,,0,38,85.8
ACC-00538,Starter,116.0,Finance,North America,2022-08-19,2025-01-13,1,12,57.0
ACC-00539,Enterprise,6535.0,Technology,Europe,2022-08-09,,0,18,96.9
ACC-00540,Starter,86.0,Professional Services,LATAM,2021-05-22,2025-03-03,1,9,39.2
ACC-00541,Growth,430.0,Healthcare,LATAM,2022-06-28,,0,11,56.5
ACC-00542,Starter,116.0,Technology,APAC,2021-12-25,2025-02-07,1,6,48.3
ACC-00543,Starter,92.0,Retail,LATAM,2022-04-09,,0,9,28.2
ACC-00544,Growth,435.0,Manufacturing,Europe,2022-04-15,,0,7,44.9
ACC-00545,Growth,599.0,Technology,APAC,2023-12-14,,0,15,69.5
ACC-00546,Starter,113.0,Education,LATAM,2021-07-01,2025-01-02,1,10,22.9
ACC-00547,Growth,659.0,Retail,North America,2022-03-19,,0,23,84.9
ACC-00548,Growth,537.0,Healthcare,APAC,2024-06-03,,0,50,82.6
ACC-00549,Starter,90.0,Retail,North America,2021-06-10,2025-01-27,1,11,49.7
ACC-00550,Growth,636.0,Healthcare,Europe,2021-12-20,,0,45,81.1
ACC-00551,Growth,636.0,Finance,Europe,2022-04-16,2025-01-02,1,8,76.2
ACC-00552,Growth,438.0,Technology,LATAM,2022-03-03,,0,15,60.9
ACC-00553,Starter,124.0,Healthcare,North America,2023-01-03,,0,12,46.1
ACC-00554,Professional,1909.0,Technology,North America,2023-06-11,,0,14,85.0
ACC-00555,Professional,1406.0,Technology,APAC,2024-01-26,,0,41,94.6
ACC-00556,Professional,1408.0,Manufacturing,APAC,2021-07-14,,0,142,98.3
ACC-00557,Starter,121.0,Professional Services,APAC,2021-12-04,,0,14,39.3
ACC-00558,Enterprise,6019.0,Media,North America,2021-05-31,,0,56,92.7
ACC-00559,Enterprise,5444.0,Healthcare,North America,2024-11-14,,0,35,80.8
ACC-00560,Growth,616.0,Healthcare,APAC,2021-04-28,,0,8,76.3
ACC-00561,Starter,121.0,Professional Services,North America,2022-09-14,2025-01-26,1,7,37.8
ACC-00562,Growth,483.0,Education,APAC,2022-05-09,,0,32,88.5
ACC-00563,Starter,95.0,Retail,North America,2023-10-28,2025-03-05,1,11,44.5
ACC-00564,Growth,613.0,Technology,North America,2022-09-20,,0,23,76.3
ACC-00565,Starter,138.0,Professional Services,North America,2021-11-25,,0,18,65.7
ACC-00566,Starter,91.0,Retail,APAC,2023-04-14,2025-03-21,1,10,35.7
ACC-00567,Growth,676.0,Professional Services,Europe,2024-08-02,,0,58,63.7
ACC-00568,Professional,1500.0,Healthcare,North America,2023-09-09,,0,48,93.0
ACC-00569,Starter,91.0,Education,LATAM,2021-05-27,,0,17,45.0
ACC-00570,Enterprise,5206.0,Retail,APAC,2023-02-05,,0,65,79.5
ACC-00571,Professional,1979.0,Healthcare,North America,2022-03-26,,0,26,93.2
ACC-00572,Enterprise,5471.0,Media,North America,2023-06-02,,0,19,95.2
ACC-00573,Starter,103.0,Healthcare,Europe,2023-12-07,2025-01-06,1,15,56.2
ACC-00574,Growth,563.0,Professional Services,North America,2024-03-04,,0,19,87.1
ACC-00575,Starter,128.0,Finance,Europe,2021-10-22,,0,12,57.5
ACC-00576,Starter,134.0,Healthcare,Europe,2024-03-03,,0,62,64.2
ACC-00577,Starter,127.0,Manufacturing,North America,2024-01-06,,0,8,39.5
ACC-00578,Starter,95.0,Manufacturing,North America,2024-02-20,2025-02-13,1,14,46.3
ACC-00579,Enterprise,4428.0,Retail,Europe,2022-11-26,,0,92,89.9
ACC-00580,Starter,120.0,Technology,Europe,2024-01-22,2025-02-28,1,6,34.6
ACC-00581,Starter,88.0,Manufacturing,North America,2021-11-21,2025-01-25,1,6,49.1
ACC-00582,Enterprise,5858.0,Media,North America,2021-06-06,,0,87,98.1
ACC-00583,Starter,99.0,Finance,North America,2023-08-26,2025-03-03,1,26,56.1
ACC-00584,Growth,481.0,Education,Europe,2023-01-08,,0,13,76.7
ACC-00585,Growth,583.0,Education,Europe,2021-06-10,,0,23,77.6
ACC-00586,Starter,111.0,Finance,Europe,2023-06-25,,0,19,47.8
ACC-00587,Growth,535.0,Technology,North America,2021-07-14,,0,12,73.8
ACC-00588,Growth,627.0,Education,APAC,2021-05-11,2025-01-07,1,33,74.3
ACC-00589,Professional,1625.0,Technology,North America,2023-03-13,,0,38,90.8
ACC-00590,Starter,126.0,Retail,APAC,2021-12-23,2025-01-12,1,46,57.3
ACC-00591,Growth,431.0,Media,Europe,2024-06-04,,0,18,80.5
ACC-00592,Starter,100.0,Media,North America,2021-03-24,2025-02-27,1,4,43.6
ACC-00593,Growth,567.0,Education,Europe,2024-01-11,,0,33,82.4
ACC-00594,Growth,590.0,Technology,APAC,2021-06-18,,0,25,84.6
ACC-00595,Enterprise,4868.0,Healthcare,North America,2023-02-22,,0,44,86.3
ACC-00596,Growth,668.0,Technology,North America,2022-11-30,,0,16,70.0
ACC-00597,Growth,666.0,Professional Services,North America,2022-03-05,,0,65,90.9
ACC-00598,Enterprise,5140.0,Retail,Europe,2021-11-28,,0,67,94.6
ACC-00599,Starter,132.0,Professional Services,North America,2023-07-20,,0,21,37.3
ACC-00600,Professional,1793.0,Retail,Europe,2023-11-30,,0,26,100.0
ACC-00601,Growth,476.0,Healthcare,Europe,2024-09-15,2025-02-19,1,8,39.8
ACC-00602,Professional,1815.0,Education,North America,2023-10-11,,0,71,88.9
ACC-00603,Starter,131.0,Technology,North America,2022-03-21,2025-03-06,1,3,28.2
ACC-00604,Starter,97.0,Manufacturing,North America,2023-06-07,2025-02-21,1,11,37.1
ACC-00605,Starter,132.0,Technology,North America,2024-09-06,,0,4,27.5
ACC-00606,Enterprise,4865.0,Healthcare,North America,2023-12-08,,0,78,89.2
ACC-00607,Enterprise,4533.0,Retail,APAC,2023-11-05,,0,57,88.1
ACC-00608,Starter,110.0,Technology,Europe,2023-07-24,,0,17,44.0
ACC-00609,Starter,108.0,Professional Services,Europe,2021-07-15,2025-03-05,1,9,43.6
ACC-00610,Starter,124.0,Manufacturing,Europe,2023-10-01,2025-03-28,1,7,33.4
ACC-00611,Professional,1999.0,Healthcare,Europe,2023-08-11,,0,33,84.6
ACC-00612,Starter,85.0,Finance,North America,2021-10-11,2025-02-17,1,7,43.4
ACC-00613,Starter,132.0,Professional Services,North America,2023-12-15,2025-02-07,1,14,35.2
ACC-00614,Starter,129.0,Professional Services,LATAM,2021-09-04,2025-01-21,1,14,46.8
ACC-00615,Professional,1501.0,Technology,Europe,2022-09-17,,0,22,91.5
ACC-00616,Starter,92.0,Retail,Europe,2022-11-09,2025-01-22,1,7,35.1
ACC-00617,Growth,548.0,Finance,LATAM,2022-06-14,2025-01-21,1,19,49.8
ACC-00618,Professional,1418.0,Healthcare,North America,2023-03-31,,0,22,92.1
ACC-00619,Growth,681.0,Education,APAC,2023-04-07,,0,16,65.7
ACC-00620,Growth,613.0,Finance,APAC,2021-08-03,,0,21,81.4
ACC-00621,Growth,651.0,Education,North America,2024-04-04,,0,8,79.9
ACC-00622,Growth,631.0,Manufacturing,LATAM,2024-06-14,,0,14,72.0
ACC-00623,Growth,595.0,Manufacturing,Europe,2023-03-09,2025-02-28,1,17,66.3
ACC-00624,Enterprise,6934.0,Healthcare,North America,2022-04-08,,0,65,94.7
ACC-00625,Starter,86.0,Professional Services,APAC,2022-01-19,2025-02-25,1,6,35.2
ACC-00626,Starter,130.0,Education,APAC,2022-12-23,2025-01-14,1,9,46.9
ACC-00627,Starter,88.0,Manufacturing,North America,2022-10-20,2025-02-23,1,11,27.5
ACC-00628,Enterprise,4595.0,Finance,Europe,2022-04-24,,0,33,99.9
ACC-00629,Professional,1790.0,Media,North America,2024-09-25,,0,61,87.4
ACC-00630,Growth,569.0,Finance,North America,2023-05-17,2025-01-12,1,15,81.2
ACC-00631,Growth,670.0,Education,Europe,2024-02-01,,0,5,64.0
ACC-00632,Enterprise,5467.0,Technology,APAC,2024-01-31,,0,114,90.3
ACC-00633,Growth,471.0,Finance,North America,2023-07-31,2025-03-25,1,21,69.0
ACC-00634,Starter,137.0,Retail,North America,2023-04-18,2025-01-31,1,14,55.3
ACC-00635,Starter,115.0,Retail,North America,2023-03-13,2025-02-13,1,6,34.8
ACC-00636,Starter,97.0,Manufacturing,North America,2021-03-28,,0,9,41.7
ACC-00637,Starter,90.0,Technology,North America,2022-08-25,2025-03-23,1,17,40.5
ACC-00638,Growth,564.0,Retail,North America,2022-02-10,2025-03-15,1,14,72.7
ACC-00639,Professional,1894.0,Media,North America,2022-07-01,,0,33,95.1
ACC-00640,Growth,467.0,Education,North America,2023-06-10,,0,18,74.0
ACC-00641,Growth,687.0,Finance,APAC,2021-08-07,,0,20,86.7
ACC-00642,Professional,1421.0,Education,North America,2021-01-25,,0,22,83.8
ACC-00643,Starter,127.0,Education,Europe,2023-09-08,2025-02-18,1,7,49.7
ACC-00644,Professional,1755.0,Education,North America,2023-08-24,,0,18,77.3
ACC-00645,Professional,1551.0,Retail,Europe,2024-10-08,,0,31,85.8
ACC-00646,Growth,493.0,Media,Europe,2022-02-17,2025-02-01,1,31,81.3
ACC-00647,Growth,514.0,Education,APAC,2022-05-15,2025-02-17,1,35,78.2
ACC-00648,Enterprise,5453.0,Professional Services,APAC,2023-11-13,,0,20,86.0
ACC-00649,Professional,1847.0,Technology,APAC,2023-12-21,2025-01-25,1,23,98.4
ACC-00650,Growth,506.0,Technology,Europe,2022-01-04,,0,35,81.5
ACC-00651,Professional,1816.0,Education,LATAM,2021-04-13,,0,41,100.0
ACC-00652,Professional,1806.0,Education,LATAM,2024-05-07,,0,19,85.2
ACC-00653,Professional,1957.0,Finance,LATAM,2024-05-03,,0,62,93.8
ACC-00654,Growth,494.0,Professional Services,APAC,2024-01-19,,0,47,80.1
ACC-00655,Starter,97.0,Technology,North America,2024-07-29,,0,14,22.0
ACC-00656,Growth,693.0,Manufacturing,North America,2023-03-06,,0,6,67.0
ACC-00657,Starter,121.0,Finance,North America,2023-05-18,,0,4,30.2
ACC-00658,Starter,96.0,Media,APAC,2023-11-05,2025-03-05,1,21,58.0
ACC-00659,Starter,136.0,Technology,North America,2020-12-19,,0,14,40.4
ACC-00660,Enterprise,6025.0,Healthcare,APAC,2022-04-27,,0,34,100.0
ACC-00661,Growth,541.0,Media,North America,2022-11-19,,0,45,85.5
ACC-00662,Starter,128.0,Education,Europe,2023-10-14,,0,19,37.1
ACC-00663,Growth,546.0,Media,Europe,2022-11-08,,0,20,84.5
ACC-00664,Starter,119.0,Technology,North America,2022-05-05,2025-03-03,1,14,58.6
ACC-00665,Starter,128.0,Healthcare,Europe,2024-05-09,,0,13,52.3
ACC-00666,Enterprise,4820.0,Manufacturing,North America,2024-05-28,,0,73,89.4
ACC-00667,Starter,103.0,Manufacturing,LATAM,2021-05-13,2025-02-26,1,3,39.9
