user_id,account_id,role,is_active,last_login_date,signup_date,logins_last_30_days
USR-0001504,ACC-01861,Developer,1,2025-02-16,2023-12-20,8
USR-0001505,ACC-00400,Viewer,1,2025-03-31,2024-09-29,20
USR-0001506,ACC-01029,Admin,1,2025-01-29,2023-04-18,8
USR-0001507,ACC-01706,Developer,1,2025-02-09,2022-03-26,19
USR-0001508,ACC-00116,Analyst,1,2025-02-24,2022-11-24,22
USR-0001509,ACC-01083,Manager,1,2025-01-08,2025-02-02,31
USR-0001510,ACC-01759,Manager,1,2025-03-28,2021-10-07,16
USR-0001511,ACC-01683,Admin,1,2025-02-28,2022-10-27,21
USR-0001512,ACC-01906,Analyst,1,2025-02-09,2021-05-02,4
USR-0001513,ACC-00699,Manager,1,2025-01-29,2021-01-19,16
USR-0001514,ACC-01787,Admin,1,2025-03-28,2022-10-26,7
USR-0001515,ACC-00371,Developer,1,2025-01-31,2022-08-09,14
USR-0001516,ACC-00137,Manager,1,2025-03-13,2024-07-01,3
USR-0001517,ACC-00037,Viewer,1,2025-01-26,2022-11-02,29
USR-0001518,ACC-01592,Developer,1,2025-02-28,2024-01-30,19
USR-0001519,ACC-00163,Manager,1,2025-03-10,2021-06-22,19
USR-0001520,ACC-00462,Developer,1,2025-01-06,2024-05-24,15
USR-0001521,ACC-01241,Developer,1,2025-03-31,2022-04-22,19
USR-0001522,ACC-00820,Viewer,1,2025-01-18,2023-11-12,18
USR-0001523,ACC-00701,Manager,1,2025-01-21,2021-10-19,21
USR-0001524,ACC-00410,Manager,1,2025-03-29,2021-06-19,5
USR-0001525,ACC-01040,Developer,1,2025-01-25,2021-12-10,24
USR-0001526,ACC-01983,Developer,1,2025-03-05,2021-06-29,7
USR-0001527,ACC-00361,Manager,1,2025-01-18,2024-03-15,3
USR-0001528,ACC-01372,Analyst,1,2025-02-23,2022-12-20,17
USR-0001529,ACC-00621,Manager,1,2025-03-24,2024-07-17,23
USR-0001530,ACC-01175,Viewer,1,2025-03-21,2024-09-11,11
USR-0001531,ACC-00392,Admin,1,2025-01-18,2024-05-24,6
USR-0001532,ACC-00530,Manager,0,2025-02-09,2023-12-15,9
USR-0001533,ACC-00171,Analyst,1,2025-03-23,2021-02-20,20
USR-0001534,ACC-00019,Manager,0,2025-01-02,2023-07-07,6
USR-0001535,ACC-00481,Viewer,1,2025-01-17,2024-06-27,20
USR-0001536,ACC-01951,Manager,1,2025-01-22,2025-02-06,4
USR-0001537,ACC-00691,Admin,1,2025-01-11,2022-01-27,25
USR-0001538,ACC-01712,Manager,1,2025-01-03,2022-12-26,15
USR-0001539,ACC-00651,Developer,1,2025-02-01,2021-04-23,24
USR-0001540,ACC-01785,Viewer,1,2025-03-16,2022-12-23,4
USR-0001541,ACC-01568,Analyst,1,2025-01-08,2021-12-20,9
USR-0001542,ACC-00931,Viewer,1,2025-03-27,2022-05-26,31
USR-0001543,ACC-00433,Developer,1,2025-03-04,2021-06-03,20
USR-0001544,ACC-00700,Developer,1,2025-01-15,2023-01-16,9
USR-0001545,ACC-01366,Developer,1,2025-03-13,2024-05-20,3
USR-0001546,ACC-00484,Manager,1,2025-02-02,2023-05-28,14
USR-0001547,ACC-00253,Manager,1,2025-02-26,2023-03-24,14
USR-0001548,ACC-00821,Admin,1,2025-02-07,2022-05-16,26
USR-0001549,ACC-00547,Manager,1,2025-03-07,2022-06-11,28
USR-0001550,ACC-01609,Developer,1,2025-02-21,2024-08-16,22
USR-0001551,ACC-00760,Manager,1,2025-03-30,2022-07-01,21
USR-0001552,ACC-00847,Manager,0,2025-01-11,2022-07-09,26
USR-0001553,ACC-00602,Admin,1,2025-03-29,2023-10-26,26
USR-0001554,ACC-00939,Developer,1,2025-01-08,2023-10-04,7
USR-0001555,ACC-01452,Viewer,1,2025-03-16,2023-07-23,21
USR-0001556,ACC-00939,Manager,1,2025-03-26,2023-08-21,6
USR-0001557,ACC-00693,Analyst,0,2024-08-20,2024-10-12,0
USR-0001558,ACC-01215,Manager,1,2025-02-25,2024-03-31,4
USR-0001559,ACC-01298,Developer,1,2025-03-10,2022-11-17,20
USR-0001560,ACC-00404,Developer,0,2025-02-13,2023-05-25,6
USR-0001561,ACC-00708,Developer,1,2025-03-20,2023-04-26,26
USR-0001562,ACC-00462,Manager,1,2025-03-16,2024-02-26,22
USR-0001563,ACC-01090,Admin,1,2025-02-17,2023-02-08,25
USR-0001564,ACC-01465,Developer,1,2025-01-04,2023-02-22,17
USR-0001565,ACC-01932,Developer,1,2025-02-23,2023-11-01,19
USR-0001566,ACC-01983,Viewer,1,2025-01-30,2021-04-19,16
USR-0001567,ACC-01023,Developer,1,2025-01-12,2022-11-21,23
USR-0001568,ACC-00531,Developer,1,2025-03-27,2023-03-13,17
USR-0001569,ACC-01514,Analyst,1,2025-02-05,2024-11-06,6
USR-0001570,ACC-00096,Developer,1,2025-01-10,2021-10-15,27
USR-0001571,ACC-01905,Developer,1,2025-02-04,2023-03-13,36
USR-0001572,ACC-01689,Manager,1,2025-03-15,2024-11-14,14
USR-0001573,ACC-01748,Analyst,1,2025-03-06,2022-05-07,26
USR-0001574,ACC-01432,Developer,1,2025-02-02,2025-01-31,15
USR-0001575,ACC-01455,Developer,1,2025-03-23,2021-11-03,1
USR-0001576,ACC-01593,Manager,1,2025-02-24,2021-06-22,43
USR-0001577,ACC-01592,Manager,1,2025-02-25,2024-01-31,15
USR-0001578,ACC-00875,Admin,1,2025-03-19,2021-11-27,7
USR-0001579,ACC-01050,Analyst,1,2025-03-18,2021-06-15,18
USR-0001580,ACC-00572,Manager,1,2025-03-06,2023-06-21,30
USR-0001581,ACC-01356,Admin,1,2025-03-03,2024-03-18,6
USR-0001582,ACC-00013,Viewer,1,2025-03-20,2023-01-28,2
USR-0001583,ACC-01073,Admin,1,2025-03-01,2023-06-29,43
USR-0001584,ACC-00383,Viewer,1,2025-02-16,2024-07-24,31
USR-0001585,ACC-00117,Viewer,1,2025-03-26,2023-03-12,27
USR-0001586,ACC-01342,Admin,1,2025-01-28,2023-09-08,26
USR-0001587,ACC-00370,Admin,1,2025-03-17,2022-01-10,21
USR-0001588,ACC-00090,Admin,1,2025-03-02,2022-12-19,5
USR-0001589,ACC-00658,Developer,0,2025-03-21,2024-02-01,3
USR-0001590,ACC-00233,Viewer,1,2025-02-06,2023-05-14,22
USR-0001591,ACC-00598,Analyst,1,2025-01-18,2022-02-13,30
USR-0001592,ACC-01297,Analyst,1,2025-03-23,2022-01-05,26
USR-0001593,ACC-00278,Manager,1,2025-02-26,2022-08-17,29
USR-0001594,ACC-00993,Developer,1,2025-01-09,2022-08-18,9
USR-0001595,ACC-00871,Analyst,1,2025-03-11,2023-05-12,6
USR-0001596,ACC-00711,Manager,1,2025-01-16,2022-05-25,22
USR-0001597,ACC-00971,Viewer,1,2025-02-16,2023-01-16,4
USR-0001598,ACC-01241,Developer,1,2025-01-16,2022-04-06,20
USR-0001599,ACC-00354,Viewer,1,2025-01-21,2024-08-07,25
USR-0001600,ACC-01252,Manager,1,2025-03-15,2025-02-08,5
USR-0001601,ACC-01423,Developer,1,2025-03-10,2022-07-08,17
USR-0001602,ACC-01158,Admin,1,2025-02-06,2024-04-17,22
USR-0001603,ACC-00285,Analyst,0,2025-01-30,2021-09-14,4
USR-0001604,ACC-01960,Viewer,1,2025-01-27,2021-05-19,19
USR-0001605,ACC-01715,Viewer,1,2025-01-18,2023-09-23,15
USR-0001606,ACC-01599,Analyst,1,2025-03-15,2023-03-06,12
USR-0001607,ACC-00390,Admin,1,2025-02-09,2025-03-12,17
USR-0001608,ACC-00106,Viewer,1,2025-02-11,2025-02-01,30
USR-0001609,ACC-00329,Admin,1,2025-02-11,2023-05-05,9
USR-0001610,ACC-01917,Manager,0,2025-01-19,2021-06-18,10
USR-0001611,ACC-00367,Analyst,1,2025-03-27,2023-05-15,26
USR-0001612,ACC-01966,Developer,1,2025-03-17,2022-09-07,5
USR-0001613,ACC-01705,Manager,1,2025-02-21,2023-07-08,18
USR-0001614,ACC-01070,Viewer,1,2025-03-17,2022-12-27,25
USR-0001615,ACC-01643,Manager,1,2025-01-06,2025-01-02,13
USR-0001616,ACC-01358,Developer,1,2025-03-30,2024-06-16,22
USR-0001617,ACC-00519,Viewer,1,2025-01-14,2021-12-16,16
USR-0001618,ACC-01789,Developer,1,2025-03-13,2024-07-20,30
USR-0001619,ACC-01828,Manager,1,2025-01-29,2022-12-22,26
USR-0001620,ACC-00867,Manager,1,2025-02-20,2023-08-25,6
USR-0001621,ACC-00096,Viewer,1,2025-03-06,2021-08-29,28
USR-0001622,ACC-00510,Admin,1,2025-03-30,2024-08-18,20
USR-0001623,ACC-00350,Developer,1,2025-03-31,2022-12-01,7
USR-0001624,ACC-00807,Manager,1,2025-01-18,2022-05-13,2
USR-0001625,ACC-01850,Viewer,1,2025-01-28,2025-01-29,20
USR-0001626,ACC-00647,Viewer,1,2025-02-04,2022-08-02,16
USR-0001627,ACC-00211,Admin,1,2025-02-03,2021-06-18,26
USR-0001628,ACC-00748,Viewer,1,2025-01-25,2024-11-26,22
USR-0001629,ACC-01937,Viewer,1,2025-02-11,2024-07-04,6
USR-0001630,ACC-00682,Admin,1,2025-01-15,2022-08-25,28
USR-0001631,ACC-01090,Admin,1,2025-03-04,2022-12-11,31
USR-0001632,ACC-00041,Developer,1,2025-03-13,2024-05-02,33
USR-0001633,ACC-00169,Developer,1,2025-02-17,2024-10-30,20
USR-0001634,ACC-00539,Viewer,1,2025-03-29,2022-11-11,26
USR-0001635,ACC-01730,Admin,0,2024-08-13,2024-07-27,0
USR-0001636,ACC-00601,Manager,1,2025-03-07,2024-12-13,5
USR-0001637,ACC-00228,Developer,1,2025-03-03,2023-08-23,12
USR-0001638,ACC-01390,Viewer,1,2025-01-14,2022-03-05,21
USR-0001639,ACC-00744,Viewer,1,2025-02-03,2023-02-23,16
USR-0001640,ACC-01166,Viewer,1,2025-02-13,2021-08-21,11
USR-0001641,ACC-01701,Admin,1,2025-03-24,2024-01-31,22
USR-0001642,ACC-01959,Manager,1,2025-03-24,2022-03-23,11
USR-0001643,ACC-01731,Admin,1,2025-03-08,2025-01-19,5
USR-0001644,ACC-00980,Viewer,1,2025-02-27,2023-03-22,19
USR-0001645,ACC-01140,Viewer,1,2025-01-06,2024-01-16,4
USR-0001646,ACC-01253,Analyst,0,2025-01-19,2021-03-15,24
USR-0001647,ACC-01436,Analyst,1,2025-02-18,2021-03-05,29
USR-0001648,ACC-00888,Analyst,1,2025-01-27,2021-02-11,13
USR-0001649,ACC-01180,Developer,1,2025-02-25,2025-03-18,1
USR-0001650,ACC-00942,Analyst,1,2025-01-02,2023-10-21,20
USR-0001651,ACC-01584,Analyst,1,2025-01-29,2021-10-05,22
USR-0001652,ACC-01473,Developer,1,2025-01-26,2023-05-02,20
USR-0001653,ACC-01766,Viewer,1,2025-02-14,2021-06-15,29
USR-0001654,ACC-01811,Manager,1,2025-01-20,2022-06-26,25
USR-0001655,ACC-00640,Viewer,1,2025-03-27,2023-07-16,16
USR-0001656,ACC-01340,Analyst,1,2025-03-27,2021-03-03,22
USR-0001657,ACC-01078,Analyst,0,2025-03-06,2021-12-01,3
USR-0001658,ACC-00391,Admin,1,2025-01-20,2024-01-20,19
USR-0001659,ACC-01973,Viewer,1,2025-03-07,2024-05-15,2
USR-0001660,ACC-01967,Admin,1,2025-03-05,2022-09-16,1
USR-0001661,ACC-01172,Manager,1,2025-03-13,2021-12-24,9
USR-0001662,ACC-01636,Manager,1,2025-02-13,2022-03-27,27
USR-0001663,ACC-01026,Viewer,1,2025-03-03,2021-03-22,29
USR-0001664,ACC-00804,Developer,1,2025-01-31,2020-12-11,6
USR-0001665,ACC-01634,Viewer,1,2025-03-16,2023-06-28,9
USR-0001666,ACC-00039,Manager,1,2025-03-05,2023-02-13,18
USR-0001667,ACC-00153,Admin,0,2024-10-08,2023-05-28,0
USR-0001668,ACC-00793,Developer,1,2025-01-12,2022-05-15,10
USR-0001669,ACC-00172,Developer,1,2025-03-24,2021-08-30,8
USR-0001670,ACC-01321,Analyst,1,2025-02-16,2021-03-22,8
USR-0001671,ACC-00926,Manager,0,2025-03-18,2023-09-13,9
USR-0001672,ACC-01992,Admin,1,2025-02-13,2022-10-13,32
USR-0001673,ACC-01667,Manager,1,2025-03-17,2024-03-22,29
USR-0001674,ACC-01923,Developer,1,2025-03-11,2021-11-19,27
USR-0001675,ACC-00615,Manager,1,2025-02-07,2022-11-30,25
USR-0001676,ACC-01931,Manager,1,2025-02-02,2021-06-26,23
USR-0001677,ACC-00848,Developer,0,2025-03-10,2024-08-31,1
USR-0001678,ACC-00350,Analyst,0,2025-01-19,2022-12-16,11
USR-0001679,ACC-01769,Manager,1,2025-02-16,2021-03-26,17
USR-0001680,ACC-01583,Developer,1,2025-01-15,2024-10-16,15
USR-0001681,ACC-01105,Viewer,1,2025-01-08,2021-05-15,18
USR-0001682,ACC-01385,Viewer,1,2025-01-17,2021-11-08,25
USR-0001683,ACC-01372,Manager,1,2025-01-14,2023-02-01,19
USR-0001684,ACC-01354,Viewer,1,2025-01-12,2022-02-08,5
USR-0001685,ACC-01385,Developer,1,2025-03-05,2021-12-23,25
USR-0001686,ACC-00993,Analyst,1,2025-01-24,2022-08-17,5
USR-0001687,ACC-01294,Manager,1,2025-02-27,2021-08-23,7
USR-0001688,ACC-00441,Admin,1,2025-02-24,2024-04-02,33
USR-0001689,ACC-01758,Developer,1,2025-03-28,2022-01-24,24
USR-0001690,ACC-00190,Developer,1,2025-03-14,2023-08-31,18
USR-0001691,ACC-00578,Viewer,1,2025-03-24,2024-04-19,14
USR-0001692,ACC-01019,Viewer,1,2025-01-05,2022-04-29,29
USR-0001693,ACC-00449,Developer,1,2025-01-06,2022-09-29,18
USR-0001694,ACC-00487,Viewer,1,2025-02-18,2023-02-12,6
USR-0001695,ACC-01574,Manager,1,2025-02-14,2023-07-05,21
USR-0001696,ACC-00414,Admin,1,2025-02-07,2021-12-01,23
USR-0001697,ACC-01013,Admin,1,2025-01-14,2022-08-07,24
USR-0001698,ACC-00043,Viewer,1,2025-01-15,2024-09-14,13
USR-0001699,ACC-01549,Analyst,1,2025-03-08,2021-02-14,24
USR-0001700,ACC-00733,Viewer,1,2025-02-24,2023-08-16,13
USR-0001701,ACC-00856,Analyst,1,2025-03-19,2023-08-20,18
USR-0001702,ACC-00533,Manager,1,2025-02-06,2021-06-28,5
USR-0001703,ACC-01409,Developer,1,2025-01-06,2021-12-02,24
USR-0001704,ACC-00756,Admin,1,2025-03-13,2023-04-29,6
USR-0001705,ACC-00229,Admin,1,2025-01-18,2022-08-18,14
USR-0001706,ACC-01716,Analyst,1,2025-02-08,2024-02-19,22
USR-0001707,ACC-00904,Viewer,1,2025-01-16,2023-08-19,3
USR-0001708,ACC-01600,Analyst,1,2025-01-23,2023-12-12,8
USR-0001709,ACC-00503,Admin,1,2025-03-23,2022-08-29,18
USR-0001710,ACC-00985,Admin,1,2025-01-20,2024-04-17,13
USR-0001711,ACC-01153,Developer,1,2025-02-28,2022-01-19,8
USR-0001712,ACC-00236,Analyst,1,2025-03-23,2022-07-30,13
USR-0001713,ACC-00128,Manager,1,2025-03-02,2022-01-10,11
USR-0001714,ACC-00689,Viewer,1,2025-03-18,2022-07-22,3
USR-0001715,ACC-00677,Viewer,1,2025-01-03,2024-07-21,20
USR-0001716,ACC-01283,Admin,1,2025-01-10,2024-02-13,20
USR-0001717,ACC-01044,Viewer,1,2025-02-22,2024-12-15,25
USR-0001718,ACC-01515,Manager,1,2025-01-31,2024-10-06,33
USR-0001719,ACC-01762,Manager,1,2025-02-27,2021-05-08,22
USR-0001720,ACC-01519,Admin,1,2025-01-04,2024-04-06,19
USR-0001721,ACC-01273,Analyst,0,2025-01-10,2023-04-28,15
USR-0001722,ACC-01416,Viewer,1,2025-02-20,2021-07-30,25
USR-0001723,ACC-00203,Analyst,1,2025-01-05,2024-04-28,10
USR-0001724,ACC-00188,Manager,1,2025-02-28,2023-12-27,38
USR-0001725,ACC-00130,Viewer,1,2025-02-19,2023-08-27,26
USR-0001726,ACC-01222,Analyst,1,2025-02-13,2022-09-20,16
USR-0001727,ACC-00960,Analyst,1,2025-02-07,2021-11-06,25
USR-0001728,ACC-00116,Manager,1,2025-03-15,2022-12-31,36
USR-0001729,ACC-00034,Admin,0,2024-10-31,2025-01-06,0
USR-0001730,ACC-00243,Admin,1,2025-02-09,2023-01-17,24
USR-0001731,ACC-00390,Developer,0,2025-02-05,2025-02-19,14
USR-0001732,ACC-00407,Developer,1,2025-01-23,2024-07-02,5
USR-0001733,ACC-01667,Admin,1,2025-02-06,2024-02-22,19
USR-0001734,ACC-01052,Developer,1,2025-03-10,2023-12-15,7
USR-0001735,ACC-00167,Manager,1,2025-01-04,2024-03-19,6
USR-0001736,ACC-01593,Manager,1,2025-01-05,2021-07-28,25
USR-0001737,ACC-00452,Manager,1,2025-02-08,2022-08-29,20
USR-0001738,ACC-01139,Analyst,1,2025-03-26,2023-01-12,5
USR-0001739,ACC-01784,Developer,0,2025-03-05,2024-11-24,23
USR-0001740,ACC-00932,Manager,1,2025-03-01,2022-10-17,24
USR-0001741,ACC-00114,Manager,1,2025-02-06,2022-02-05,3
USR-0001742,ACC-01711,Admin,1,2025-02-25,2023-12-09,19
USR-0001743,ACC-00702,Developer,1,2025-01-23,2022-06-01,23
USR-0001744,ACC-00508,Manager,1,2025-01-03,2022-04-13,24
USR-0001745,ACC-00485,Analyst,1,2025-03-29,2020-12-01,2
USR-0001746,ACC-00791,Analyst,1,2025-02-28,2022-08-23,12
USR-0001747,ACC-01583,Manager,1,2025-02-18,2024-11-27,16
USR-0001748,ACC-00533,Developer,1,2025-02-24,2021-04-23,1
USR-0001749,ACC-00935,Manager,1,2025-02-04,2024-11-22,24
USR-0001750,ACC-01629,Analyst,1,2025-01-06,2023-02-19,18
USR-0001751,ACC-01357,Admin,1,2025-03-29,2021-04-05,20
USR-0001752,ACC-00014,Viewer,1,2025-03-29,2023-03-03,20
USR-0001753,ACC-01940,Developer,1,2025-01-07,2022-11-24,8
USR-0001754,ACC-00667,Manager,1,2025-02-28,2021-07-14,3
USR-0001755,ACC-00228,Developer,1,2025-03-28,2023-11-15,10
USR-0001756,ACC-01980,Viewer,1,2025-02-17,2021-02-09,12
USR-0001757,ACC-00980,Manager,1,2025-02-13,2023-04-10,28
USR-0001758,ACC-00740,Admin,1,2025-02-10,2022-06-22,27
USR-0001759,ACC-01891,Analyst,1,2025-02-21,2023-12-16,5
USR-0001760,ACC-01376,Developer,1,2025-03-10,2023-06-22,4
USR-0001761,ACC-00085,Manager,1,2025-01-27,2023-08-29,2
USR-0001762,ACC-01719,Admin,1,2025-03-22,2022-08-14,40
USR-0001763,ACC-01581,Analyst,1,2025-03-27,2023-06-30,24
USR-0001764,ACC-01645,Developer,1,2025-03-05,2021-04-19,25
USR-0001765,ACC-00649,Analyst,1,2025-01-09,2024-02-27,21
USR-0001766,ACC-01507,Developer,1,2025-02-03,2023-10-11,22
USR-0001767,ACC-01250,Developer,0,2025-01-13,2023-09-05,1
USR-0001768,ACC-00741,Admin,1,2025-03-20,2022-11-13,20
USR-0001769,ACC-01345,Viewer,1,2025-03-21,2023-08-15,27
USR-0001770,ACC-00505,Analyst,1,2025-01-17,2024-12-30,10
USR-0001771,ACC-01301,Developer,1,2025-03-02,2022-06-21,23
USR-0001772,ACC-00268,Viewer,1,2025-03-18,2021-11-22,27
USR-0001773,ACC-00700,Viewer,1,2025-01-10,2023-03-28,14
USR-0001774,ACC-00665,Manager,1,2025-03-14,2024-07-23,10
USR-0001775,ACC-00655,Viewer,1,2025-03-11,2024-09-16,2
USR-0001776,ACC-00862,Viewer,1,2025-01-06,2024-01-27,6
USR-0001777,ACC-01654,Viewer,1,2025-01-15,2022-06-29,13
USR-0001778,ACC-01915,Admin,1,2025-03-02,2023-12-18,11
USR-0001779,ACC-01577,Analyst,1,2025-01-25,2024-11-30,25
USR-0001780,ACC-00566,Viewer,1,2025-01-16,2023-07-04,5
USR-0001781,ACC-01348,Developer,1,2025-01-16,2021-05-14,22
USR-0001782,ACC-00709,Manager,1,2025-02-05,2022-07-23,15
USR-0001783,ACC-01826,Developer,1,2025-01-13,2024-12-17,3
USR-0001784,ACC-00665,Analyst,1,2025-01-28,2024-07-19,16
USR-0001785,ACC-00310,Manager,1,2025-01-30,2023-05-18,15
USR-0001786,ACC-00156,Admin,0,2024-09-07,2025-01-22,0
USR-0001787,ACC-00621,Developer,1,2025-03-13,2024-04-24,12
USR-0001788,ACC-00624,Developer,1,2025-01-07,2022-07-21,28
USR-0001789,ACC-01236,Admin,1,2025-03-09,2024-01-08,18
USR-0001790,ACC-00508,Viewer,1,2025-02-23,2022-03-29,21
USR-0001791,ACC-01389,Analyst,1,2025-02-27,2021-08-20,6
USR-0001792,ACC-00165,Manager,0,2025-03-10,2022-05-28,2
USR-0001793,ACC-01772,Viewer,1,2025-02-16,2023-11-30,24
USR-0001794,ACC-01660,Manager,1,2025-01-17,2023-07-05,14
USR-0001795,ACC-00175,Viewer,1,2025-03-27,2024-03-10,18
USR-0001796,ACC-01784,Developer,1,2025-03-02,2024-10-05,38
USR-0001797,ACC-01575,Viewer,1,2025-03-05,2021-02-09,9
USR-0001798,ACC-01787,Manager,1,2025-03-22,2023-01-14,4
USR-0001799,ACC-00210,Viewer,1,2025-02-02,2021-08-12,14
USR-0001800,ACC-01774,Manager,1,2025-02-13,2022-01-13,7
USR-0001801,ACC-00883,Viewer,1,2025-02-17,2021-12-03,6
USR-0001802,ACC-00485,Developer,1,2025-01-03,2021-03-07,2
USR-0001803,ACC-00224,Admin,1,2025-02-16,2023-05-17,25
USR-0001804,ACC-00518,Manager,1,2025-02-25,2021-08-23,25
USR-0001805,ACC-01788,Viewer,1,2025-01-17,2021-06-20,21
USR-0001806,ACC-01963,Analyst,1,2025-01-17,2024-02-29,4
USR-0001807,ACC-00935,Admin,1,2025-03-03,2024-11-03,29
USR-0001808,ACC-00209,Viewer,1,2025-03-06,2023-05-31,38
USR-0001809,ACC-00938,Developer,1,2025-02-08,2021-10-11,25
USR-0001810,ACC-01353,Developer,1,2025-01-14,2024-12-16,30
USR-0001811,ACC-00819,Viewer,1,2025-02-23,2024-03-03,16
USR-0001812,ACC-01650,Viewer,1,2025-01-12,2021-09-02,24
USR-0001813,ACC-01614,Analyst,1,2025-03-23,2025-03-21,1
USR-0001814,ACC-01933,Manager,1,2025-03-18,2021-11-21,4
USR-0001815,ACC-00333,Admin,1,2025-01-03,2022-04-19,26
USR-0001816,ACC-00789,Admin,1,2025-01-10,2022-06-09,19
USR-0001817,ACC-00648,Analyst,1,2025-01-18,2024-01-15,31
USR-0001818,ACC-00961,Developer,1,2025-03-11,2021-03-07,22
USR-0001819,ACC-00554,Developer,1,2025-01-24,2023-06-24,18
USR-0001820,ACC-01356,Manager,1,2025-01-27,2024-03-25,5
USR-0001821,ACC-00128,Admin,1,2025-01-11,2021-11-24,5
USR-0001822,ACC-00617,Viewer,1,2025-02-03,2022-09-15,18
USR-0001823,ACC-01499,Admin,0,2025-03-18,2022-05-10,1
USR-0001824,ACC-00926,Manager,1,2025-01-20,2023-07-28,8
USR-0001825,ACC-01304,Developer,0,2025-02-28,2023-01-30,10
USR-0001826,ACC-01770,Viewer,1,2025-02-07,2021-10-15,8
USR-0001827,ACC-01508,Admin,0,2025-01-21,2024-09-18,2
USR-0001828,ACC-00893,Manager,1,2025-02-15,2023-11-15,20
USR-0001829,ACC-00680,Viewer,1,2025-02-14,2021-11-29,27
USR-0001830,ACC-01150,Manager,1,2025-01-29,2021-05-22,20
USR-0001831,ACC-01858,Analyst,1,2025-01-02,2021-12-25,35
USR-0001832,ACC-00567,Admin,0,2025-01-23,2024-10-01,13
USR-0001833,ACC-00815,Developer,1,2025-02-22,2022-03-01,23
USR-0001834,ACC-00441,Manager,1,2025-03-30,2024-03-13,24
USR-0001835,ACC-00463,Viewer,1,2025-03-25,2021-09-08,22
USR-0001836,ACC-00769,Analyst,1,2025-01-20,2022-01-11,16
USR-0001837,ACC-00082,Manager,1,2025-03-04,2023-02-03,19
USR-0001838,ACC-01675,Manager,1,2025-02-15,2024-01-01,14
USR-0001839,ACC-00872,Viewer,1,2025-02-07,2023-10-14,5
USR-0001840,ACC-00673,Viewer,1,2025-01-28,2023-09-01,24
USR-0001841,ACC-00743,Manager,1,2025-01-24,2023-07-30,27
USR-0001842,ACC-01857,Manager,0,2025-02-25,2022-06-01,2
USR-0001843,ACC-00845,Viewer,1,2025-02-04,2023-03-02,33
USR-0001844,ACC-01528,Analyst,1,2025-02-23,2022-03-29,21
USR-0001845,ACC-00730,Developer,1,2025-03-06,2021-02-27,23
USR-0001846,ACC-00454,Developer,1,2025-02-07,2024-01-22,14
USR-0001847,ACC-01429,Developer,1,2025-02-18,2023-04-15,5
USR-0001848,ACC-00391,Developer,1,2025-03-21,2023-12-02,27
USR-0001849,ACC-01906,Admin,0,2025-03-13,2021-04-14,2
USR-0001850,ACC-01651,Admin,0,2025-01-05,2023-04-19,15
USR-0001851,ACC-00060,Analyst,1,2025-01-04,2024-08-26,6
USR-0001852,ACC-01544,Admin,0,2025-02-14,2024-11-03,17
USR-0001853,ACC-01212,Admin,1,2025-03-21,2023-08-19,4
USR-0001854,ACC-00282,Analyst,1,2025-03-01,2025-02-02,22
USR-0001855,ACC-00435,Manager,1,2025-02-23,2024-05-02,16
USR-0001856,ACC-00366,Viewer,1,2025-03-12,2023-10-06,5
USR-0001857,ACC-01713,Developer,1,2025-01-01,2021-12-15,27
USR-0001858,ACC-00800,Analyst,1,2025-03-14,2023-12-13,22
USR-0001859,ACC-01967,Manager,1,2025-03-13,2022-10-01,3
USR-0001860,ACC-00358,Developer,1,2025-01-03,2024-02-04,6
USR-0001861,ACC-01915,Admin,1,2025-01-10,2023-11-15,6
USR-0001862,ACC-00621,Manager,1,2025-03-19,2024-05-11,20
USR-0001863,ACC-00065,Manager,1,2025-01-31,2023-02-12,8
USR-0001864,ACC-01608,Admin,1,2025-02-21,2022-04-15,25
USR-0001865,ACC-01359,Manager,1,2025-01-28,2023-02-02,4
USR-0001866,ACC-00149,Viewer,1,2025-02-02,2024-09-03,3
USR-0001867,ACC-00207,Manager,1,2025-02-24,2022-11-22,8
USR-0001868,ACC-01135,Analyst,1,2025-02-08,2024-10-12,17
USR-0001869,ACC-00448,Admin,1,2025-01-26,2021-05-05,14
USR-0001870,ACC-01981,Admin,1,2025-01-04,2022-02-22,20
USR-0001871,ACC-01645,Manager,1,2025-01-17,2021-06-01,22
USR-0001872,ACC-00236,Developer,1,2025-03-28,2022-06-29,9
USR-0001873,ACC-01694,Developer,1,2025-02-14,2021-05-31,2
USR-0001874,ACC-00662,Manager,1,2025-01-07,2023-11-20,8
USR-0001875,ACC-00889,Viewer,1,2025-01-28,2023-06-23,30
USR-0001876,ACC-00649,Admin,1,2025-03-23,2024-03-23,29
USR-0001877,ACC-00376,Manager,1,2025-01-22,2024-09-08,30
USR-0001878,ACC-01952,Manager,1,2025-02-28,2022-06-04,31
USR-0001879,ACC-01365,Manager,1,2025-01-19,2024-12-04,24
USR-0001880,ACC-00017,Viewer,1,2025-03-20,2022-08-18,14
USR-0001881,ACC-01842,Viewer,1,2025-03-06,2022-06-21,10
USR-0001882,ACC-01686,Manager,1,2025-01-04,2021-10-27,8
USR-0001883,ACC-01788,Viewer,1,2025-03-25,2021-07-27,24
USR-0001884,ACC-00483,Developer,1,2025-01-07,2024-05-27,21
USR-0001885,ACC-00232,Manager,0,2025-03-30,2024-12-16,2
USR-0001886,ACC-00188,Viewer,1,2025-01-26,2023-11-27,19
USR-0001887,ACC-00628,Developer,1,2025-01-04,2022-06-15,31
