batch_id,production_line,product,batch_start,batch_end,planned_units,units_produced,defect_count,downtime_minutes,machine_id,failure_event
B-03365,Line-E,Rotor-M,2025-03-10 00:00:00,2025-03-10 08:00:00,294,274,9,36.4,MCH-0014,0
B-02186,Line-B,Gear-X,2025-02-25 16:00:00,2025-02-26 00:00:00,402,371,16,39.2,MCH-0001,0
B-00817,Line-D,Rotor-M,2025-02-09 16:00:00,2025-02-10 00:00:00,308,287,9,25.4,MCH-0038,0
B-01155,Line-C,Rotor-M,2025-02-13 08:00:00,2025-02-13 16:00:00,350,294,21,110.1,MCH-0022,1
B-02686,Line-A,Bracket-Z,2025-03-02 16:00:00,2025-03-03 00:00:00,285,260,11,45.3,MCH-0035,0
B-01700,Line-C,Bracket-Z,2025-02-19 16:00:00,2025-02-20 00:00:00,263,249,6,14.4,MCH-0017,0
B-00245,Line-D,Rotor-M,2025-02-03 00:00:00,2025-02-03 08:00:00,334,313,10,37.6,MCH-0038,0
B-02506,Line-C,Gear-X,2025-02-28 16:00:00,2025-03-01 00:00:00,364,299,27,136.1,MCH-0027,1
B-02224,Line-A,Gear-X,2025-02-25 16:00:00,2025-02-26 00:00:00,296,288,6,15.2,MCH-0025,0
B-03681,Line-C,Widget-A,2025-03-13 08:00:00,2025-03-13 16:00:00,366,273,24,200.6,MCH-0037,1
B-02594,Line-D,Valve-Q,2025-03-01 00:00:00,2025-03-01 08:00:00,324,311,10,19.9,MCH-0038,0
B-01966,Line-B,Widget-A,2025-02-22 00:00:00,2025-02-22 08:00:00,336,311,10,50.1,MCH-0026,0
B-02124,Line-C,Gear-X,2025-02-24 16:00:00,2025-02-25 00:00:00,359,344,7,2.4,MCH-0017,0
B-02361,Line-D,Bracket-Z,2025-02-26 08:00:00,2025-02-26 16:00:00,360,327,8,46.2,MCH-0048,0
B-01553,Line-A,Valve-Q,2025-02-17 16:00:00,2025-02-18 00:00:00,310,289,13,40.7,MCH-0035,0
B-03497,Line-D,Gear-X,2025-03-11 16:00:00,2025-03-12 00:00:00,322,291,8,47.2,MCH-0038,0
B-01373,Line-D,Bracket-Z,2025-02-15 16:00:00,2025-02-16 00:00:00,267,249,6,34.2,MCH-0038,0
B-01597,Line-D,Widget-A,2025-02-18 00:00:00,2025-02-18 08:00:00,319,311,9,18.2,MCH-0013,0
B-02568,Line-B,Gear-X,2025-03-01 00:00:00,2025-03-01 08:00:00,378,362,9,21.6,MCH-0021,0
B-03175,Line-B,Rotor-M,2025-03-08 00:00:00,2025-03-08 08:00:00,312,253,29,129.9,MCH-0006,1
B-02214,Line-E,Rotor-M,2025-02-25 08:00:00,2025-02-25 16:00:00,321,243,30,179.9,MCH-0019,1
B-01369,Line-B,Rotor-M,2025-02-15 00:00:00,2025-02-15 08:00:00,412,380,10,39.7,MCH-0036,0
B-04054,Line-D,Gear-X,2025-03-17 00:00:00,2025-03-17 08:00:00,327,321,8,7.4,MCH-0048,0
B-03963,Line-D,Widget-A,2025-03-16 16:00:00,2025-03-17 00:00:00,321,296,12,35.5,MCH-0043,0
B-02956,Line-D,Widget-A,2025-03-05 00:00:00,2025-03-05 08:00:00,348,331,9,25.2,MCH-0033,0
B-02053,Line-A,Bracket-Z,2025-02-23 00:00:00,2025-02-23 08:00:00,355,335,8,17.1,MCH-0030,0
B-01961,Line-D,Gear-X,2025-02-22 16:00:00,2025-02-23 00:00:00,316,238,17,165.3,MCH-0023,1
B-03037,Line-D,Rotor-M,2025-03-06 00:00:00,2025-03-06 08:00:00,294,238,27,146.5,MCH-0028,1
B-01255,Line-D,Rotor-M,2025-02-14 00:00:00,2025-02-14 08:00:00,340,315,13,30.2,MCH-0023,0
B-00364,Line-A,Valve-Q,2025-02-04 00:00:00,2025-02-04 08:00:00,357,281,28,167.9,MCH-0050,1
B-02422,Line-D,Gear-X,2025-02-27 16:00:00,2025-02-28 00:00:00,306,292,10,8.2,MCH-0033,0
B-03656,Line-E,Rotor-M,2025-03-13 16:00:00,2025-03-14 00:00:00,343,329,16,25.5,MCH-0024,0
B-03594,Line-E,Widget-A,2025-03-12 00:00:00,2025-03-12 08:00:00,304,291,7,11.9,MCH-0039,0
B-03643,Line-C,Valve-Q,2025-03-13 00:00:00,2025-03-13 08:00:00,320,308,6,9.1,MCH-0017,0
B-02236,Line-A,Widget-A,2025-02-25 16:00:00,2025-02-26 00:00:00,301,288,8,22.0,MCH-0030,0
B-03078,Line-E,Widget-A,2025-03-07 00:00:00,2025-03-07 08:00:00,329,312,8,24.1,MCH-0004,0
B-01385,Line-B,Valve-Q,2025-02-15 00:00:00,2025-02-15 08:00:00,302,218,22,224.4,MCH-0046,1
B-00959,Line-E,Gear-X,2025-02-11 08:00:00,2025-02-11 16:00:00,323,306,10,9.6,MCH-0014,0
B-03461,Line-A,Widget-A,2025-03-11 08:00:00,2025-03-11 16:00:00,383,352,9,39.4,MCH-0015,0
B-01464,Line-D,Widget-A,2025-02-16 00:00:00,2025-02-16 08:00:00,340,323,8,10.8,MCH-0038,0
B-03857,Line-A,Gear-X,2025-03-15 16:00:00,2025-03-16 00:00:00,303,293,8,5.5,MCH-0030,0
B-03552,Line-C,Bracket-Z,2025-03-12 08:00:00,2025-03-12 16:00:00,374,350,9,23.5,MCH-0017,0
B-00859,Line-C,Bracket-Z,2025-02-10 00:00:00,2025-02-10 08:00:00,323,306,10,35.4,MCH-0012,0
B-01029,Line-D,Bracket-Z,2025-02-12 16:00:00,2025-02-13 00:00:00,380,361,12,21.1,MCH-0003,0
B-02291,Line-B,Bracket-Z,2025-02-26 16:00:00,2025-02-27 00:00:00,294,284,10,8.8,MCH-0011,0
B-02095,Line-D,Rotor-M,2025-02-24 08:00:00,2025-02-24 16:00:00,305,277,9,41.0,MCH-0003,0
B-02293,Line-C,Rotor-M,2025-02-26 00:00:00,2025-02-26 08:00:00,278,262,12,28.4,MCH-0012,0
B-00225,Line-E,Widget-A,2025-02-03 00:00:00,2025-02-03 08:00:00,248,196,15,150.5,MCH-0024,1
B-00805,Line-E,Gear-X,2025-02-09 16:00:00,2025-02-10 00:00:00,317,308,6,11.6,MCH-0029,0
B-02096,Line-E,Rotor-M,2025-02-24 16:00:00,2025-02-25 00:00:00,328,309,9,47.2,MCH-0004,0
B-03487,Line-B,Valve-Q,2025-03-11 08:00:00,2025-03-11 16:00:00,290,266,11,29.0,MCH-0031,0
B-03155,Line-D,Valve-Q,2025-03-07 08:00:00,2025-03-07 16:00:00,316,296,11,16.9,MCH-0043,0
B-02793,Line-A,Rotor-M,2025-03-03 08:00:00,2025-03-03 16:00:00,335,280,31,105.1,MCH-0045,1
B-00066,Line-A,Gear-X,2025-02-01 00:00:00,2025-02-01 08:00:00,253,245,8,24.6,MCH-0035,0
B-03527,Line-E,Gear-X,2025-03-12 16:00:00,2025-03-13 00:00:00,277,253,8,30.8,MCH-0004,0
B-02699,Line-C,Valve-Q,2025-03-02 08:00:00,2025-03-02 16:00:00,296,268,8,38.3,MCH-0042,0
B-02597,Line-B,Rotor-M,2025-03-01 08:00:00,2025-03-01 16:00:00,365,346,10,27.1,MCH-0041,0
B-00279,Line-E,Gear-X,2025-02-04 00:00:00,2025-02-04 08:00:00,318,265,30,135.0,MCH-0009,1
B-00526,Line-C,Widget-A,2025-02-06 16:00:00,2025-02-07 00:00:00,253,235,9,22.9,MCH-0027,0
B-00021,Line-C,Gear-X,2025-02-01 08:00:00,2025-02-01 16:00:00,286,274,6,26.5,MCH-0012,0
B-03006,Line-A,Valve-Q,2025-03-06 00:00:00,2025-03-06 08:00:00,313,301,11,11.2,MCH-0010,0
B-00909,Line-D,Rotor-M,2025-02-10 16:00:00,2025-02-11 00:00:00,277,206,18,197.0,MCH-0038,1
B-02501,Line-B,Valve-Q,2025-02-28 08:00:00,2025-02-28 16:00:00,364,347,13,16.2,MCH-0026,0
B-01126,Line-D,Bracket-Z,2025-02-13 08:00:00,2025-02-13 16:00:00,292,274,8,15.8,MCH-0008,0
B-03604,Line-E,Bracket-Z,2025-03-12 08:00:00,2025-03-12 16:00:00,324,297,10,43.8,MCH-0044,0
B-03220,Line-B,Widget-A,2025-03-08 00:00:00,2025-03-08 08:00:00,224,221,6,7.6,MCH-0031,0
B-01565,Line-B,Rotor-M,2025-02-17 00:00:00,2025-02-17 08:00:00,336,279,18,104.5,MCH-0041,1
B-00723,Line-D,Widget-A,2025-02-08 00:00:00,2025-02-08 08:00:00,255,237,5,19.3,MCH-0038,0
B-01844,Line-E,Bracket-Z,2025-02-20 16:00:00,2025-02-21 00:00:00,244,183,15,199.6,MCH-0049,1
B-02063,Line-B,Bracket-Z,2025-02-23 16:00:00,2025-02-24 00:00:00,299,287,11,29.2,MCH-0036,0
B-03784,Line-A,Valve-Q,2025-03-14 00:00:00,2025-03-14 08:00:00,394,301,28,178.1,MCH-0040,1
B-03123,Line-D,Rotor-M,2025-03-07 00:00:00,2025-03-07 08:00:00,329,303,11,32.3,MCH-0028,0
B-00736,Line-B,Bracket-Z,2025-02-08 16:00:00,2025-02-09 00:00:00,304,289,12,20.7,MCH-0046,0
B-02863,Line-C,Widget-A,2025-03-04 08:00:00,2025-03-04 16:00:00,390,378,16,21.2,MCH-0032,0
B-02883,Line-C,Bracket-Z,2025-03-04 16:00:00,2025-03-05 00:00:00,273,261,6,10.1,MCH-0042,0
B-03108,Line-A,Valve-Q,2025-03-07 08:00:00,2025-03-07 16:00:00,327,315,13,19.7,MCH-0020,0
B-00932,Line-A,Gear-X,2025-02-10 08:00:00,2025-02-10 16:00:00,308,241,17,167.7,MCH-0050,1
B-02767,Line-A,Valve-Q,2025-03-03 00:00:00,2025-03-03 08:00:00,370,353,8,18.8,MCH-0030,0
B-00177,Line-A,Widget-A,2025-02-02 08:00:00,2025-02-02 16:00:00,276,220,20,139.3,MCH-0045,1
B-02504,Line-C,Widget-A,2025-02-28 08:00:00,2025-02-28 16:00:00,302,233,26,170.9,MCH-0027,1
B-02307,Line-D,Widget-A,2025-02-26 00:00:00,2025-02-26 08:00:00,373,363,9,1.5,MCH-0018,0
B-02088,Line-A,Bracket-Z,2025-02-23 08:00:00,2025-02-23 16:00:00,379,364,12,18.0,MCH-0050,0
B-02229,Line-C,Widget-A,2025-02-25 08:00:00,2025-02-25 16:00:00,337,261,31,162.2,MCH-0027,1
B-03943,Line-D,Valve-Q,2025-03-16 16:00:00,2025-03-17 00:00:00,388,368,11,26.4,MCH-0033,0
B-00492,Line-E,Rotor-M,2025-02-06 00:00:00,2025-02-06 08:00:00,382,377,13,0.0,MCH-0009,0
B-01535,Line-D,Bracket-Z,2025-02-17 08:00:00,2025-02-17 16:00:00,332,309,13,32.0,MCH-0028,0
B-02248,Line-C,Widget-A,2025-02-25 08:00:00,2025-02-25 16:00:00,278,212,17,167.7,MCH-0037,1
B-00792,Line-D,Gear-X,2025-02-09 08:00:00,2025-02-09 16:00:00,372,345,9,37.2,MCH-0023,0
B-03924,Line-D,Rotor-M,2025-03-16 08:00:00,2025-03-16 16:00:00,300,288,8,21.6,MCH-0018,0
B-02313,Line-A,Valve-Q,2025-02-26 00:00:00,2025-02-26 08:00:00,296,263,19,70.3,MCH-0025,1
B-01692,Line-E,Gear-X,2025-02-19 00:00:00,2025-02-19 08:00:00,257,207,20,148.5,MCH-0014,1
B-01709,Line-B,Rotor-M,2025-02-19 08:00:00,2025-02-19 16:00:00,392,360,14,47.7,MCH-0021,0
B-02030,Line-B,Bracket-Z,2025-02-23 00:00:00,2025-02-23 08:00:00,317,305,13,21.7,MCH-0016,0
B-00952,Line-B,Valve-Q,2025-02-11 08:00:00,2025-02-11 16:00:00,311,250,18,132.0,MCH-0011,1
B-01815,Line-B,Bracket-Z,2025-02-20 08:00:00,2025-02-20 16:00:00,250,244,10,14.0,MCH-0031,0
B-03543,Line-C,Widget-A,2025-03-12 16:00:00,2025-03-13 00:00:00,259,186,19,204.8,MCH-0012,1
B-01747,Line-C,Valve-Q,2025-02-19 16:00:00,2025-02-20 00:00:00,347,334,8,19.6,MCH-0042,0
B-02298,Line-E,Rotor-M,2025-02-26 00:00:00,2025-02-26 08:00:00,291,284,10,13.5,MCH-0014,0
B-02305,Line-C,Valve-Q,2025-02-26 16:00:00,2025-02-27 00:00:00,274,253,4,37.6,MCH-0017,0
B-03446,Line-B,Bracket-Z,2025-03-11 08:00:00,2025-03-11 16:00:00,304,288,8,11.2,MCH-0006,0
B-00323,Line-E,Valve-Q,2025-02-04 16:00:00,2025-02-05 00:00:00,295,271,7,37.7,MCH-0029,0
B-02716,Line-B,Rotor-M,2025-03-03 08:00:00,2025-03-03 16:00:00,259,253,9,16.3,MCH-0001,0
B-03320,Line-D,Rotor-M,2025-03-09 08:00:00,2025-03-09 16:00:00,352,323,7,34.6,MCH-0038,0
B-01384,Line-A,Valve-Q,2025-02-15 08:00:00,2025-02-15 16:00:00,329,309,10,25.7,MCH-0045,0
B-03353,Line-E,Valve-Q,2025-03-10 00:00:00,2025-03-10 08:00:00,274,196,18,210.7,MCH-0009,1
B-03757,Line-E,Widget-A,2025-03-14 08:00:00,2025-03-14 16:00:00,403,297,29,197.5,MCH-0024,1
B-02070,Line-A,Widget-A,2025-02-23 08:00:00,2025-02-23 16:00:00,326,314,9,25.4,MCH-0040,0
B-00198,Line-B,Rotor-M,2025-02-03 08:00:00,2025-02-03 16:00:00,321,263,31,142.4,MCH-0011,1
B-00367,Line-B,Bracket-Z,2025-02-05 00:00:00,2025-02-05 08:00:00,343,255,22,196.4,MCH-0001,1
B-03240,Line-D,Rotor-M,2025-03-08 00:00:00,2025-03-08 08:00:00,365,329,11,52.4,MCH-0043,0
B-00138,Line-A,Widget-A,2025-02-02 00:00:00,2025-02-02 08:00:00,369,356,7,20.7,MCH-0025,0
B-02833,Line-A,Valve-Q,2025-03-04 16:00:00,2025-03-05 00:00:00,328,302,8,40.3,MCH-0015,0
B-02356,Line-A,Bracket-Z,2025-02-26 00:00:00,2025-02-26 08:00:00,296,264,10,60.6,MCH-0045,0
B-00350,Line-C,Bracket-Z,2025-02-04 16:00:00,2025-02-05 00:00:00,426,396,12,50.7,MCH-0042,0
B-01562,Line-A,Widget-A,2025-02-17 08:00:00,2025-02-17 16:00:00,303,297,9,17.1,MCH-0040,0
B-00799,Line-B,Widget-A,2025-02-09 00:00:00,2025-02-09 08:00:00,368,355,11,28.6,MCH-0026,0
B-04011,Line-A,Valve-Q,2025-03-17 08:00:00,2025-03-17 16:00:00,309,241,28,160.4,MCH-0025,1
B-00592,Line-A,Gear-X,2025-02-07 16:00:00,2025-02-08 00:00:00,396,379,13,23.9,MCH-0010,0
B-03833,Line-D,Gear-X,2025-03-15 08:00:00,2025-03-15 16:00:00,370,348,9,23.8,MCH-0018,0
B-03540,Line-B,Rotor-M,2025-03-12 08:00:00,2025-03-12 16:00:00,284,263,8,21.0,MCH-0011,0
B-00992,Line-C,Gear-X,2025-02-11 00:00:00,2025-02-11 08:00:00,321,267,21,136.0,MCH-0032,1
B-03246,Line-A,Rotor-M,2025-03-08 00:00:00,2025-03-08 08:00:00,402,306,34,179.5,MCH-0045,1
B-03897,Line-C,Bracket-Z,2025-03-16 16:00:00,2025-03-17 00:00:00,286,266,9,25.4,MCH-0002,0
B-03831,Line-C,Widget-A,2025-03-15 16:00:00,2025-03-16 00:00:00,291,279,6,24.6,MCH-0017,0
B-00178,Line-A,Bracket-Z,2025-02-02 08:00:00,2025-02-02 16:00:00,310,242,18,155.1,MCH-0045,1
B-01145,Line-D,Gear-X,2025-02-13 16:00:00,2025-02-14 00:00:00,267,244,9,40.3,MCH-0018,0
B-01364,Line-C,Rotor-M,2025-02-15 16:00:00,2025-02-16 00:00:00,316,255,20,124.0,MCH-0032,1
B-02351,Line-D,Rotor-M,2025-02-26 08:00:00,2025-02-26 16:00:00,320,238,32,207.1,MCH-0043,1
B-02515,Line-B,Rotor-M,2025-02-28 16:00:00,2025-03-01 00:00:00,314,247,30,155.8,MCH-0031,1
B-01499,Line-C,Gear-X,2025-02-17 16:00:00,2025-02-18 00:00:00,331,324,9,9.9,MCH-0007,0
B-04048,Line-B,Rotor-M,2025-03-17 16:00:00,2025-03-18 00:00:00,316,226,19,216.7,MCH-0046,1
B-00193,Line-D,Rotor-M,2025-02-03 16:00:00,2025-02-04 00:00:00,384,366,11,20.4,MCH-0008,0
B-03237,Line-B,Widget-A,2025-03-08 16:00:00,2025-03-09 00:00:00,234,229,7,13.0,MCH-0041,0
B-03399,Line-A,Widget-A,2025-03-10 08:00:00,2025-03-10 16:00:00,332,304,8,43.6,MCH-0030,0
B-00808,Line-B,Widget-A,2025-02-09 00:00:00,2025-02-09 08:00:00,367,352,10,9.2,MCH-0031,0
B-01111,Line-E,Valve-Q,2025-02-12 16:00:00,2025-02-13 00:00:00,275,266,9,19.9,MCH-0049,0
B-03459,Line-A,Valve-Q,2025-03-11 00:00:00,2025-03-11 08:00:00,306,285,8,23.7,MCH-0015,0
B-00518,Line-D,Rotor-M,2025-02-06 00:00:00,2025-02-06 08:00:00,218,208,9,40.4,MCH-0023,0
B-01065,Line-B,Bracket-Z,2025-02-12 00:00:00,2025-02-12 08:00:00,289,277,8,14.6,MCH-0021,0
B-00242,Line-B,Widget-A,2025-02-03 00:00:00,2025-02-03 08:00:00,301,290,10,27.5,MCH-0036,0
B-03556,Line-D,Widget-A,2025-03-12 08:00:00,2025-03-12 16:00:00,348,322,9,36.4,MCH-0018,0
B-02325,Line-A,Bracket-Z,2025-02-26 08:00:00,2025-02-26 16:00:00,360,353,9,15.1,MCH-0030,0
B-01216,Line-D,Bracket-Z,2025-02-14 08:00:00,2025-02-14 16:00:00,368,345,10,29.5,MCH-0003,0
B-00151,Line-D,Gear-X,2025-02-02 00:00:00,2025-02-02 08:00:00,349,336,10,19.4,MCH-0033,0
B-01174,Line-B,Rotor-M,2025-02-13 00:00:00,2025-02-13 08:00:00,311,308,12,4.6,MCH-0031,0
B-01157,Line-D,Gear-X,2025-02-13 08:00:00,2025-02-13 16:00:00,310,296,10,32.5,MCH-0023,0
B-02544,Line-D,Bracket-Z,2025-03-01 08:00:00,2025-03-01 16:00:00,310,291,6,17.4,MCH-0003,0
B-00662,Line-C,Bracket-Z,2025-02-08 16:00:00,2025-02-09 00:00:00,288,273,6,12.2,MCH-0002,0
B-03919,Line-A,Rotor-M,2025-03-16 08:00:00,2025-03-16 16:00:00,301,278,5,26.2,MCH-0015,0
B-03841,Line-B,Rotor-M,2025-03-15 16:00:00,2025-03-16 00:00:00,294,284,7,6.9,MCH-0021,0
B-02459,Line-E,Rotor-M,2025-02-28 00:00:00,2025-02-28 08:00:00,372,360,16,16.9,MCH-0004,0
B-00096,Line-C,Bracket-Z,2025-02-02 08:00:00,2025-02-02 16:00:00,335,327,7,18.5,MCH-0002,0
B-03458,Line-E,Rotor-M,2025-03-11 00:00:00,2025-03-11 08:00:00,378,355,12,38.6,MCH-0014,0
B-03680,Line-C,Gear-X,2025-03-13 00:00:00,2025-03-13 08:00:00,366,315,28,87.8,MCH-0037,1
B-00221,Line-C,Rotor-M,2025-02-03 08:00:00,2025-02-03 16:00:00,318,299,10,23.8,MCH-0022,0
B-03221,Line-B,Bracket-Z,2025-03-08 08:00:00,2025-03-08 16:00:00,373,351,10,39.1,MCH-0031,0
B-00555,Line-B,Widget-A,2025-02-06 00:00:00,2025-02-06 08:00:00,364,342,17,27.7,MCH-0041,0
B-03948,Line-A,Gear-X,2025-03-16 08:00:00,2025-03-16 16:00:00,324,310,9,10.9,MCH-0035,0
B-02040,Line-D,Gear-X,2025-02-23 16:00:00,2025-02-24 00:00:00,246,228,7,36.5,MCH-0023,0
B-01135,Line-C,Bracket-Z,2025-02-13 08:00:00,2025-02-13 16:00:00,336,255,29,189.4,MCH-0012,1
B-03290,Line-B,Widget-A,2025-03-09 16:00:00,2025-03-10 00:00:00,308,285,8,49.9,MCH-0021,0
B-00049,Line-D,Widget-A,2025-02-01 00:00:00,2025-02-01 08:00:00,337,262,18,163.1,MCH-0028,1
B-01682,Line-E,Rotor-M,2025-02-19 08:00:00,2025-02-19 16:00:00,286,241,29,98.8,MCH-0009,1
B-02372,Line-A,Widget-A,2025-02-27 16:00:00,2025-02-28 00:00:00,266,220,16,140.5,MCH-0005,1
B-02860,Line-A,Widget-A,2025-03-04 16:00:00,2025-03-05 00:00:00,372,365,9,16.7,MCH-0030,0
B-02994,Line-A,Gear-X,2025-03-06 16:00:00,2025-03-07 00:00:00,344,337,12,17.1,MCH-0005,0
B-01318,Line-D,Rotor-M,2025-02-15 00:00:00,2025-02-15 08:00:00,288,260,7,39.0,MCH-0003,0
B-00573,Line-E,Widget-A,2025-02-06 16:00:00,2025-02-07 00:00:00,310,305,13,12.0,MCH-0049,0
B-00243,Line-C,Gear-X,2025-02-03 00:00:00,2025-02-03 08:00:00,246,225,8,36.7,MCH-0037,0
B-03565,Line-C,Rotor-M,2025-03-12 00:00:00,2025-03-12 08:00:00,366,347,11,17.0,MCH-0022,0
B-00991,Line-C,Widget-A,2025-02-11 16:00:00,2025-02-12 00:00:00,293,233,27,157.5,MCH-0032,1
B-01563,Line-A,Rotor-M,2025-02-17 08:00:00,2025-02-17 16:00:00,338,318,9,38.4,MCH-0040,0
B-01776,Line-C,Rotor-M,2025-02-20 16:00:00,2025-02-21 00:00:00,347,339,12,18.9,MCH-0007,0
B-02203,Line-C,Widget-A,2025-02-25 08:00:00,2025-02-25 16:00:00,355,266,36,180.1,MCH-0012,1
B-00442,Line-A,Rotor-M,2025-02-05 00:00:00,2025-02-05 08:00:00,376,295,20,150.5,MCH-0035,1
B-03276,Line-E,Widget-A,2025-03-09 16:00:00,2025-03-10 00:00:00,323,271,19,114.3,MCH-0014,1
B-00244,Line-D,Widget-A,2025-02-03 16:00:00,2025-02-04 00:00:00,299,283,9,37.4,MCH-0038,0
B-00413,Line-B,Rotor-M,2025-02-05 00:00:00,2025-02-05 08:00:00,298,297,8,3.3,MCH-0021,0
B-03088,Line-B,Valve-Q,2025-03-07 00:00:00,2025-03-07 08:00:00,316,259,16,123.8,MCH-0011,1
B-02175,Line-A,Gear-X,2025-02-24 16:00:00,2025-02-25 00:00:00,275,257,12,35.8,MCH-0045,0
B-03780,Line-B,Gear-X,2025-03-14 08:00:00,2025-03-14 16:00:00,316,306,10,8.0,MCH-0036,0
B-03051,Line-A,Widget-A,2025-03-06 16:00:00,2025-03-07 00:00:00,335,319,11,33.6,MCH-0035,0
B-01653,Line-D,Rotor-M,2025-02-18 00:00:00,2025-02-18 08:00:00,300,278,11,27.1,MCH-0043,0
B-00071,Line-D,Rotor-M,2025-02-01 00:00:00,2025-02-01 08:00:00,310,302,9,11.7,MCH-0038,0
B-04014,Line-C,Gear-X,2025-03-17 08:00:00,2025-03-17 16:00:00,313,238,18,157.3,MCH-0027,1
B-03454,Line-C,Bracket-Z,2025-03-11 16:00:00,2025-03-12 00:00:00,306,287,11,24.4,MCH-0012,0
B-00572,Line-D,Bracket-Z,2025-02-06 00:00:00,2025-02-06 08:00:00,309,282,9,34.6,MCH-0048,0
B-01227,Line-E,Valve-Q,2025-02-14 16:00:00,2025-02-15 00:00:00,296,274,8,23.8,MCH-0009,0
B-00467,Line-B,Rotor-M,2025-02-05 16:00:00,2025-02-06 00:00:00,366,268,25,194.6,MCH-0046,1
B-02897,Line-E,Valve-Q,2025-03-05 00:00:00,2025-03-05 08:00:00,266,252,6,43.7,MCH-0004,0
B-02886,Line-A,Gear-X,2025-03-04 16:00:00,2025-03-05 00:00:00,307,282,12,46.7,MCH-0045,0
B-01338,Line-D,Rotor-M,2025-02-15 08:00:00,2025-02-15 16:00:00,390,362,8,28.8,MCH-0018,0
B-02570,Line-C,Widget-A,2025-03-01 08:00:00,2025-03-01 16:00:00,281,269,7,9.1,MCH-0022,0
B-01436,Line-D,Bracket-Z,2025-02-16 00:00:00,2025-02-16 08:00:00,314,305,8,20.9,MCH-0023,0
B-01757,Line-C,Rotor-M,2025-02-19 16:00:00,2025-02-20 00:00:00,271,255,8,31.8,MCH-0047,0
B-00187,Line-B,Widget-A,2025-02-03 00:00:00,2025-02-03 08:00:00,356,250,30,209.3,MCH-0001,1
B-01569,Line-E,Widget-A,2025-02-17 08:00:00,2025-02-17 16:00:00,326,322,12,11.4,MCH-0044,0
B-00410,Line-E,Rotor-M,2025-02-05 08:00:00,2025-02-05 16:00:00,319,299,12,35.2,MCH-0019,0
B-00719,Line-B,Rotor-M,2025-02-08 00:00:00,2025-02-08 08:00:00,357,292,31,120.8,MCH-0036,1
B-00560,Line-D,Widget-A,2025-02-06 00:00:00,2025-02-06 08:00:00,296,274,11,28.3,MCH-0043,0
B-01424,Line-C,Rotor-M,2025-02-16 16:00:00,2025-02-17 00:00:00,325,313,6,25.0,MCH-0017,0
B-02262,Line-E,Rotor-M,2025-02-25 00:00:00,2025-02-25 08:00:00,245,236,6,28.0,MCH-0044,0
B-03499,Line-E,Widget-A,2025-03-11 08:00:00,2025-03-11 16:00:00,309,287,8,36.5,MCH-0039,0
B-01793,Line-D,Gear-X,2025-02-20 08:00:00,2025-02-20 16:00:00,308,285,9,32.8,MCH-0018,0
B-00704,Line-E,Gear-X,2025-02-08 00:00:00,2025-02-08 08:00:00,370,337,7,42.7,MCH-0029,0
B-02033,Line-D,Rotor-M,2025-02-23 08:00:00,2025-02-23 16:00:00,323,302,6,24.6,MCH-0018,0
B-00059,Line-D,Valve-Q,2025-02-01 00:00:00,2025-02-01 08:00:00,294,282,7,23.3,MCH-0033,0
B-02846,Line-B,Valve-Q,2025-03-04 00:00:00,2025-03-04 08:00:00,288,274,10,25.7,MCH-0021,0
B-00446,Line-C,Widget-A,2025-02-05 00:00:00,2025-02-05 08:00:00,332,315,11,20.5,MCH-0037,0
B-00296,Line-C,Widget-A,2025-02-04 16:00:00,2025-02-05 00:00:00,354,337,6,19.4,MCH-0017,0
B-01352,Line-C,Valve-Q,2025-02-15 08:00:00,2025-02-15 16:00:00,332,318,10,13.9,MCH-0027,0
B-03038,Line-E,Bracket-Z,2025-03-06 00:00:00,2025-03-06 08:00:00,296,287,6,13.9,MCH-0029,0
B-00220,Line-C,Widget-A,2025-02-03 08:00:00,2025-02-03 16:00:00,247,223,8,36.8,MCH-0022,0
B-04037,Line-D,Widget-A,2025-03-17 00:00:00,2025-03-17 08:00:00,303,230,26,169.1,MCH-0038,1
B-01840,Line-B,Widget-A,2025-02-20 00:00:00,2025-02-20 08:00:00,281,261,10,39.7,MCH-0046,0
B-00570,Line-B,Rotor-M,2025-02-06 16:00:00,2025-02-07 00:00:00,253,238,9,35.3,MCH-0046,0
B-03901,Line-B,Widget-A,2025-03-16 16:00:00,2025-03-17 00:00:00,387,362,9,24.8,MCH-0006,0
B-01680,Line-D,Bracket-Z,2025-02-19 00:00:00,2025-02-19 08:00:00,285,275,7,30.1,MCH-0008,0
B-02821,Line-E,Bracket-Z,2025-03-04 16:00:00,2025-03-05 00:00:00,434,327,31,175.5,MCH-0009,1
B-02493,Line-B,Rotor-M,2025-02-28 00:00:00,2025-02-28 08:00:00,286,263,8,30.5,MCH-0021,0
B-02549,Line-B,Widget-A,2025-03-01 08:00:00,2025-03-01 16:00:00,299,281,7,20.6,MCH-0006,0
B-02128,Line-E,Bracket-Z,2025-02-24 00:00:00,2025-02-24 08:00:00,311,288,11,29.2,MCH-0019,0
B-00012,Line-C,Widget-A,2025-02-01 08:00:00,2025-02-01 16:00:00,323,314,8,10.3,MCH-0007,0
B-02284,Line-E,Rotor-M,2025-02-26 00:00:00,2025-02-26 08:00:00,309,238,34,164.3,MCH-0009,1
B-01876,Line-D,Bracket-Z,2025-02-21 16:00:00,2025-02-22 00:00:00,286,273,9,20.1,MCH-0018,0
