reading_id,machine_id,production_line,reading_timestamp,temperature,pressure,vibration,humidity
R-003113,MCH-0003,Line-A,2025-02-05 22:29:00,81.73,171.32,3.437,38.7
R-003114,MCH-0042,Line-A,2025-01-02 00:38:00,67.5,169.99,2.632,59.2
R-003115,MCH-0031,Line-D,2025-02-04 05:05:00,67.5,160.24,3.037,54.6
R-003116,MCH-0002,Line-B,2025-01-05 18:49:00,77.74,174.28,3.437,53.4
R-003117,MCH-0020,Line-D,2025-03-04 20:40:00,70.49,154.73,3.665,54.3
R-003118,MCH-0034,Line-C,2025-02-03 08:13:00,63.38,155.36,2.792,52.1
R-003119,MCH-0029,Line-A,2025-03-25 11:56:00,52.97,171.52,3.748,41.6
R-003120,MCH-0025,Line-D,2025-01-30 12:35:00,97.98,130.37,3.654,37.5
R-003121,MCH-0020,Line-D,2025-03-30 02:33:00,64.9,167.31,3.338,43.7
R-003122,MCH-0004,Line-A,2025-01-20 14:30:00,81.45,144.48,3.566,44.0
R-003123,MCH-0034,Line-C,2025-02-09 10:02:00,69.37,122.59,3.913,38.3
R-003124,MCH-0019,Line-A,2025-01-31 11:26:00,75.23,128.85,3.386,46.9
R-003125,MCH-0046,Line-C,2025-02-01 14:17:00,88.83,136.34,3.505,46.9
R-003126,MCH-0031,Line-D,2025-03-24 14:42:00,80.37,185.78,2.107,47.6
R-003127,MCH-0008,Line-C,2025-03-12 04:11:00,73.81,129.2,4.192,39.1
R-003128,MCH-0037,Line-A,2025-03-24 08:49:00,76.89,151.76,2.55,44.3
R-003129,MCH-0033,Line-B,2025-02-25 10:13:00,64.27,149.73,2.277,36.4
R-003130,MCH-0025,Line-D,2025-03-02 06:36:00,66.2,158.71,3.978,33.6
R-003131,MCH-0045,Line-B,2025-03-21 16:48:00,62.96,152.33,3.465,38.1
R-003132,MCH-0041,Line-D,2025-02-11 00:54:00,70.13,135.08,4.472,56.5
R-003133,MCH-0045,Line-B,2025-02-28 01:16:00,65.79,129.44,3.628,31.4
R-003134,MCH-0035,Line-D,2025-02-21 21:46:00,63.51,157.19,3.918,59.7
R-003135,MCH-0049,Line-B,2025-01-09 12:48:00,89.44,189.48,2.763,30.3
R-003136,MCH-0031,Line-D,2025-01-25 18:37:00,85.08,184.19,3.674,42.2
R-003137,MCH-0037,Line-A,2025-03-10 05:31:00,80.06,157.92,2.888,25.1
R-003138,MCH-0050,Line-A,2025-01-27 07:29:00,91.54,167.6,4.372,40.4
R-003139,MCH-0020,Line-D,2025-03-20 08:10:00,66.75,159.32,4.75,47.4
R-003140,MCH-0038,Line-B,2025-03-10 21:42:00,77.44,191.34,3.231,39.8
R-003141,MCH-0021,Line-B,2025-02-08 21:40:00,73.1,147.65,3.222,58.5
R-003142,MCH-0040,Line-D,2025-02-23 14:01:00,91.21,148.96,4.172,47.8
R-003143,MCH-0035,Line-D,2025-02-26 06:00:00,47.95,199.32,1.518,41.2
R-003144,MCH-0018,Line-C,2025-01-30 17:58:00,54.31,147.26,3.174,40.0
R-003145,MCH-0004,Line-A,2025-03-31 04:50:00,87.5,128.25,3.446,36.1
R-003146,MCH-0035,Line-D,2025-01-15 13:30:00,47.52,149.42,2.912,50.1
R-003147,MCH-0042,Line-A,2025-02-04 21:14:00,70.17,133.5,2.855,36.7
R-003148,MCH-0049,Line-B,2025-01-07 03:24:00,69.64,137.63,3.753,27.2
R-003149,MCH-0043,Line-C,2025-01-19 20:32:00,75.54,150.6,4.783,39.9
R-003150,MCH-0008,Line-C,2025-03-02 01:59:00,69.32,143.21,3.339,43.3
R-003151,MCH-0004,Line-A,2025-01-27 00:32:00,72.91,146.33,2.482,32.6
R-003152,MCH-0005,Line-B,2025-02-28 05:25:00,79.24,159.75,4.453,41.6
R-003153,MCH-0042,Line-A,2025-02-07 09:53:00,55.23,144.45,5.032,47.9
R-003154,MCH-0030,Line-C,2025-01-19 16:32:00,58.25,106.14,3.986,43.5
R-003155,MCH-0042,Line-A,2025-03-01 20:17:00,85.61,161.04,5.381,45.3
R-003156,MCH-0044,Line-A,2025-01-15 23:38:00,83.85,136.92,4.605,54.2
R-003157,MCH-0026,Line-B,2025-02-20 04:00:00,61.2,141.31,3.82,40.0
R-003158,MCH-0008,Line-C,2025-02-28 01:40:00,75.35,137.6,3.966,42.5
R-003159,MCH-0017,Line-A,2025-02-05 08:13:00,67.58,173.87,3.151,41.3
R-003160,MCH-0017,Line-A,2025-02-12 16:43:00,80.99,129.25,4.002,45.2
R-003161,MCH-0048,Line-B,2025-02-07 21:59:00,69.47,135.92,3.075,38.5
R-003162,MCH-0027,Line-A,2025-03-18 00:37:00,98.12,174.46,4.354,42.6
R-003163,MCH-0016,Line-C,2025-01-02 05:35:00,88.13,136.01,2.281,53.3
R-003164,MCH-0046,Line-C,2025-01-08 07:39:00,60.49,173.67,5.29,45.1
R-003165,MCH-0019,Line-A,2025-02-01 12:20:00,88.7,175.24,3.413,42.8
R-003166,MCH-0023,Line-A,2025-01-29 22:48:00,62.39,160.72,4.367,49.7
R-003167,MCH-0029,Line-A,2025-02-17 08:43:00,83.91,151.52,2.493,52.3
R-003168,MCH-0033,Line-B,2025-03-11 04:07:00,63.58,175.43,2.603,47.8
R-003169,MCH-0034,Line-C,2025-02-17 08:45:00,69.42,156.75,3.635,48.9
R-003170,MCH-0028,Line-C,2025-01-05 12:25:00,80.71,124.48,2.806,38.1
R-003171,MCH-0019,Line-A,2025-03-16 02:08:00,67.78,162.36,4.352,25.8
R-003172,MCH-0043,Line-C,2025-01-23 04:47:00,83.78,154.8,2.874,40.2
R-003173,MCH-0011,Line-A,2025-02-22 18:39:00,83.15,164.25,1.828,57.4
R-003174,MCH-0037,Line-A,2025-03-16 13:11:00,79.12,167.06,2.678,38.2
R-003175,MCH-0039,Line-D,2025-03-26 04:37:00,89.03,136.13,4.462,42.0
R-003176,MCH-0014,Line-A,2025-02-11 17:47:00,43.15,157.57,2.661,41.9
R-003177,MCH-0032,Line-B,2025-02-27 19:11:00,60.48,175.08,3.906,45.3
R-003178,MCH-0017,Line-A,2025-03-09 05:03:00,51.16,144.15,3.49,55.9
R-003179,MCH-0016,Line-C,2025-01-13 10:12:00,59.16,130.02,4.57,43.4
R-003180,MCH-0010,Line-B,2025-01-17 12:00:00,100.14,157.81,3.437,47.5
R-003181,MCH-0043,Line-C,2025-03-31 14:59:00,56.51,172.72,3.192,26.0
R-003182,MCH-0020,Line-D,2025-03-25 21:14:00,89.62,117.71,3.378,34.8
R-003183,MCH-0014,Line-A,2025-02-08 03:01:00,81.23,185.03,3.04,45.1
R-003184,MCH-0041,Line-D,2025-03-11 15:08:00,91.17,155.7,2.847,47.8
R-003185,MCH-0043,Line-C,2025-02-19 09:10:00,74.14,120.37,3.282,38.7
R-003186,MCH-0001,Line-A,2025-02-12 19:45:00,72.59,144.55,3.798,51.6
R-003187,MCH-0015,Line-C,2025-01-04 18:59:00,62.4,152.05,2.386,35.9
R-003188,MCH-0040,Line-D,2025-02-03 17:57:00,70.49,142.9,5.255,37.8
R-003189,MCH-0050,Line-A,2025-03-11 01:41:00,86.5,148.52,1.892,41.5
R-003190,MCH-0006,Line-A,2025-03-02 21:23:00,75.7,196.78,2.723,47.6
R-003191,MCH-0007,Line-D,2025-03-09 13:36:00,68.14,169.83,3.556,33.4
R-003192,MCH-0047,Line-A,2025-03-24 09:54:00,80.89,135.86,3.693,38.4
R-003193,MCH-0017,Line-A,2025-01-16 22:10:00,62.16,197.01,2.992,37.4
R-003194,MCH-0040,Line-D,2025-02-10 12:06:00,89.01,151.87,2.353,45.3
R-003195,MCH-0005,Line-B,2025-03-05 11:03:00,75.77,158.39,2.45,39.6
R-003196,MCH-0003,Line-A,2025-01-19 22:21:00,84.91,121.4,2.393,38.6
R-003197,MCH-0038,Line-B,2025-01-26 16:30:00,79.64,170.8,3.979,57.1
R-003198,MCH-0019,Line-A,2025-02-09 08:54:00,60.62,158.03,4.136,45.0
R-003199,MCH-0028,Line-C,2025-01-04 14:47:00,87.03,144.69,3.895,49.1
R-003200,MCH-0005,Line-B,2025-01-01 22:53:00,64.62,153.25,3.688,34.2
R-003201,MCH-0031,Line-D,2025-03-22 01:58:00,66.08,113.74,3.843,44.5
R-003202,MCH-0045,Line-B,2025-01-31 21:10:00,85.56,129.76,4.156,48.5
R-003203,MCH-0013,Line-C,2025-02-02 01:38:00,81.0,126.47,3.474,45.3
R-003204,MCH-0023,Line-A,2025-03-11 23:05:00,72.12,114.0,2.845,58.7
R-003205,MCH-0017,Line-A,2025-02-04 22:51:00,61.93,129.75,3.508,56.9
R-003206,MCH-0026,Line-B,2025-01-07 20:31:00,75.38,148.68,3.267,55.4
R-003207,MCH-0001,Line-A,2025-02-09 10:57:00,69.34,173.06,6.067,42.5
R-003208,MCH-0016,Line-C,2025-03-19 22:34:00,77.92,156.66,2.328,42.0
R-003209,MCH-0038,Line-B,2025-02-18 12:49:00,90.19,190.08,3.431,39.1
R-003210,MCH-0024,Line-B,2025-03-11 17:25:00,71.12,135.18,4.8,42.7
R-003211,MCH-0043,Line-C,2025-02-26 17:34:00,86.93,151.56,4.18,55.3
R-003212,MCH-0006,Line-A,2025-02-18 09:44:00,59.99,160.39,4.359,35.5
R-003213,MCH-0022,Line-B,2025-02-23 04:12:00,82.32,154.43,4.173,44.4
R-003214,MCH-0002,Line-B,2025-03-06 16:57:00,94.39,161.27,3.285,46.0
R-003215,MCH-0047,Line-A,2025-03-19 17:30:00,78.54,149.72,4.594,64.4
R-003216,MCH-0046,Line-C,2025-01-16 19:44:00,63.78,133.48,3.292,32.9
R-003217,MCH-0019,Line-A,2025-01-29 02:05:00,82.35,187.43,3.986,51.3
R-003218,MCH-0007,Line-D,2025-01-13 10:34:00,73.25,167.95,3.957,46.4
R-003219,MCH-0026,Line-B,2025-01-31 05:42:00,86.79,168.3,2.951,48.8
R-003220,MCH-0030,Line-C,2025-03-29 21:10:00,81.29,163.82,2.772,39.7
R-003221,MCH-0001,Line-A,2025-03-02 15:17:00,68.66,162.23,2.271,46.5
R-003222,MCH-0004,Line-A,2025-03-10 21:57:00,72.18,140.19,3.164,40.9
R-003223,MCH-0029,Line-A,2025-01-09 09:24:00,74.42,112.8,2.338,39.3
R-003224,MCH-0037,Line-A,2025-02-04 13:56:00,80.74,115.19,3.926,44.9
R-003225,MCH-0027,Line-A,2025-01-24 07:20:00,70.44,124.92,4.173,41.5
R-003226,MCH-0001,Line-A,2025-01-18 23:24:00,88.28,161.05,4.27,45.8
R-003227,MCH-0036,Line-B,2025-02-27 00:13:00,87.07,136.67,5.251,50.5
R-003228,MCH-0004,Line-A,2025-02-20 07:02:00,67.96,158.96,3.868,38.2
R-003229,MCH-0009,Line-D,2025-03-09 20:05:00,67.34,133.11,4.084,35.5
R-003230,MCH-0038,Line-B,2025-01-16 00:55:00,75.75,155.85,3.854,48.2
R-003231,MCH-0048,Line-B,2025-01-31 20:01:00,79.02,158.44,2.934,40.4
R-003232,MCH-0045,Line-B,2025-01-26 14:48:00,65.71,166.27,3.025,41.7
R-003233,MCH-0008,Line-C,2025-03-15 20:52:00,79.64,168.41,4.709,48.9
R-003234,MCH-0028,Line-C,2025-01-06 04:55:00,85.88,146.19,3.869,36.4
R-003235,MCH-0019,Line-A,2025-03-26 10:16:00,87.74,97.65,3.134,42.7
R-003236,MCH-0021,Line-B,2025-02-06 23:35:00,84.49,146.22,3.343,52.0
R-003237,MCH-0033,Line-B,2025-01-12 03:35:00,90.32,152.62,3.288,34.5
R-003238,MCH-0023,Line-A,2025-03-22 11:33:00,81.02,190.48,4.264,33.8
R-003239,MCH-0026,Line-B,2025-02-21 05:55:00,85.53,180.93,3.217,48.0
R-003240,MCH-0040,Line-D,2025-03-05 01:20:00,71.33,131.43,3.64,59.6
R-003241,MCH-0007,Line-D,2025-02-23 04:19:00,72.12,148.71,4.371,45.6
R-003242,MCH-0041,Line-D,2025-01-20 13:57:00,76.9,148.3,3.971,58.6
R-003243,MCH-0005,Line-B,2025-02-16 16:23:00,86.45,153.29,3.524,45.7
R-003244,MCH-0029,Line-A,2025-01-30 21:46:00,71.55,143.49,3.145,45.1
R-003245,MCH-0028,Line-C,2025-01-07 11:33:00,71.01,152.63,3.924,49.5
R-003246,MCH-0005,Line-B,2025-01-27 07:37:00,69.01,169.17,3.379,57.5
R-003247,MCH-0017,Line-A,2025-02-16 06:06:00,70.51,134.11,5.159,38.3
R-003248,MCH-0038,Line-B,2025-01-07 10:46:00,59.84,156.45,3.376,31.6
R-003249,MCH-0034,Line-C,2025-03-23 18:34:00,50.17,180.92,4.931,39.0
R-003250,MCH-0026,Line-B,2025-03-16 06:27:00,62.96,186.45,3.003,43.3
R-003251,MCH-0021,Line-B,2025-03-19 15:16:00,64.28,131.64,1.919,57.1
R-003252,MCH-0024,Line-B,2025-03-29 14:03:00,79.39,97.4,4.73,44.5
R-003253,MCH-0031,Line-D,2025-01-12 17:16:00,75.05,152.19,2.855,37.0
R-003254,MCH-0011,Line-A,2025-01-04 19:23:00,66.86,156.13,4.046,58.7
R-003255,MCH-0045,Line-B,2025-03-19 22:30:00,79.22,179.47,4.204,72.7
R-003256,MCH-0026,Line-B,2025-02-07 08:02:00,81.02,173.61,3.897,49.4
R-003257,MCH-0011,Line-A,2025-02-20 14:24:00,63.07,131.96,3.686,49.4
R-003258,MCH-0031,Line-D,2025-01-31 19:59:00,72.83,136.23,2.791,43.4
R-003259,MCH-0010,Line-B,2025-01-06 04:15:00,74.02,146.15,4.516,51.8
R-003260,MCH-0001,Line-A,2025-01-09 13:39:00,82.61,181.38,3.793,50.8
R-003261,MCH-0009,Line-D,2025-01-28 09:31:00,66.23,127.01,1.842,42.3
R-003262,MCH-0001,Line-A,2025-03-28 15:21:00,85.15,113.97,3.201,50.6
R-003263,MCH-0022,Line-B,2025-01-17 12:03:00,86.16,138.97,2.372,49.8
R-003264,MCH-0040,Line-D,2025-01-09 06:35:00,80.98,147.4,5.011,45.4
R-003265,MCH-0019,Line-A,2025-02-01 06:43:00,86.65,178.47,2.478,49.6
R-003266,MCH-0050,Line-A,2025-01-20 04:31:00,62.22,157.01,3.591,48.0
R-003267,MCH-0047,Line-A,2025-03-06 22:02:00,86.68,144.34,3.225,53.7
R-003268,MCH-0029,Line-A,2025-01-01 06:35:00,69.3,161.27,3.713,38.1
R-003269,MCH-0021,Line-B,2025-01-22 19:32:00,76.85,139.67,3.197,57.5
R-003270,MCH-0003,Line-A,2025-03-23 15:50:00,69.96,118.84,4.131,51.9
R-003271,MCH-0002,Line-B,2025-03-28 20:55:00,55.83,163.99,3.176,48.6
R-003272,MCH-0030,Line-C,2025-02-23 04:23:00,74.24,149.41,4.847,38.2
R-003273,MCH-0001,Line-A,2025-01-06 07:45:00,57.07,170.35,3.107,38.6
R-003274,MCH-0026,Line-B,2025-02-03 13:46:00,89.14,161.26,3.384,55.7
R-003275,MCH-0042,Line-A,2025-03-17 06:06:00,66.68,148.01,2.329,37.9
R-003276,MCH-0044,Line-A,2025-03-04 23:36:00,84.95,123.36,4.091,36.0
R-003277,MCH-0005,Line-B,2025-02-02 19:58:00,71.55,129.68,2.557,39.1
R-003278,MCH-0021,Line-B,2025-02-10 00:55:00,71.26,180.5,3.266,41.2
R-003279,MCH-0027,Line-A,2025-02-25 09:13:00,88.81,173.76,4.11,44.0
R-003280,MCH-0025,Line-D,2025-01-13 04:06:00,83.35,171.02,3.029,29.2
R-003281,MCH-0042,Line-A,2025-01-10 21:55:00,84.07,140.44,3.057,63.1
R-003282,MCH-0015,Line-C,2025-02-02 00:00:00,72.64,137.93,2.248,49.0
R-003283,MCH-0011,Line-A,2025-01-18 06:52:00,62.61,136.61,5.131,35.4
R-003284,MCH-0020,Line-D,2025-01-23 20:10:00,64.71,176.65,3.473,32.7
R-003285,MCH-0005,Line-B,2025-03-07 16:33:00,94.62,190.21,3.772,54.4
R-003286,MCH-0035,Line-D,2025-03-25 15:03:00,67.74,172.06,3.672,42.6
R-003287,MCH-0034,Line-C,2025-01-07 12:44:00,92.22,165.09,3.302,39.2
R-003288,MCH-0042,Line-A,2025-02-17 12:19:00,42.23,161.3,1.761,32.5
R-003289,MCH-0018,Line-C,2025-02-20 00:48:00,68.81,128.26,3.067,34.7
R-003290,MCH-0037,Line-A,2025-02-19 06:56:00,71.11,136.62,4.614,45.3
R-003291,MCH-0029,Line-A,2025-01-20 06:25:00,76.29,143.92,2.493,42.2
R-003292,MCH-0010,Line-B,2025-02-23 02:24:00,73.81,151.42,2.845,48.7
R-003293,MCH-0021,Line-B,2025-02-27 21:32:00,66.95,158.96,1.671,45.1
R-003294,MCH-0026,Line-B,2025-02-11 10:48:00,76.37,108.17,2.028,64.7
R-003295,MCH-0012,Line-A,2025-02-02 15:27:00,74.78,152.32,2.842,50.7
R-003296,MCH-0034,Line-C,2025-02-23 16:54:00,87.22,172.47,2.983,51.5
R-003297,MCH-0023,Line-A,2025-02-02 10:06:00,89.37,184.72,3.9,40.3
R-003298,MCH-0050,Line-A,2025-03-07 18:39:00,65.1,152.9,4.462,57.2
R-003299,MCH-0013,Line-C,2025-01-26 16:26:00,111.19,112.86,4.875,46.5
R-003300,MCH-0021,Line-B,2025-03-02 01:46:00,77.22,151.56,3.516,50.3
R-003301,MCH-0040,Line-D,2025-02-08 08:09:00,87.44,137.96,3.081,47.6
R-003302,MCH-0045,Line-B,2025-02-12 23:03:00,56.05,141.77,3.881,67.5
R-003303,MCH-0050,Line-A,2025-02-05 23:04:00,79.15,178.88,4.868,46.0
R-003304,MCH-0041,Line-D,2025-01-09 19:30:00,55.14,127.09,4.986,36.7
R-003305,MCH-0032,Line-B,2025-01-18 08:21:00,90.25,148.41,4.086,49.8
R-003306,MCH-0040,Line-D,2025-02-04 16:00:00,66.97,192.27,2.771,46.7
R-003307,MCH-0050,Line-A,2025-02-18 22:31:00,70.65,172.74,4.538,43.9
R-003308,MCH-0032,Line-B,2025-03-23 20:14:00,58.83,136.68,4.31,38.2
R-003309,MCH-0041,Line-D,2025-03-12 01:08:00,68.01,132.19,4.043,54.7
R-003310,MCH-0018,Line-C,2025-01-19 20:55:00,76.3,144.39,3.536,48.5
R-003311,MCH-0034,Line-C,2025-03-18 04:21:00,58.66,146.46,4.12,38.5
R-003312,MCH-0020,Line-D,2025-01-20 01:14:00,91.29,168.79,3.04,37.2
R-003313,MCH-0035,Line-D,2025-02-25 14:23:00,51.88,118.26,4.019,49.5
R-003314,MCH-0033,Line-B,2025-02-24 23:17:00,93.27,148.74,3.405,39.7
R-003315,MCH-0033,Line-B,2025-03-08 23:08:00,80.6,135.12,2.473,32.4
R-003316,MCH-0045,Line-B,2025-03-07 08:06:00,68.62,144.95,3.159,40.5
R-003317,MCH-0028,Line-C,2025-01-04 23:41:00,65.31,169.38,3.218,31.8
R-003318,MCH-0011,Line-A,2025-02-28 13:53:00,47.67,155.59,3.889,60.1
R-003319,MCH-0029,Line-A,2025-01-25 22:00:00,69.33,158.44,2.513,38.7
R-003320,MCH-0042,Line-A,2025-03-29 02:23:00,93.35,170.03,4.768,38.4
R-003321,MCH-0006,Line-A,2025-03-01 17:32:00,87.3,178.06,4.626,35.2
R-003322,MCH-0022,Line-B,2025-03-14 09:26:00,63.46,131.28,4.327,46.2
R-003323,MCH-0010,Line-B,2025-01-31 04:29:00,73.67,136.07,2.637,46.4
R-003324,MCH-0033,Line-B,2025-03-16 00:09:00,81.44,140.41,3.051,35.6
R-003325,MCH-0003,Line-A,2025-02-24 10:52:00,71.94,185.49,2.4,42.0
R-003326,MCH-0004,Line-A,2025-03-27 17:17:00,87.73,96.34,2.411,38.9
R-003327,MCH-0005,Line-B,2025-03-22 14:26:00,64.59,150.39,3.233,43.2
R-003328,MCH-0035,Line-D,2025-03-11 19:43:00,87.76,155.43,3.738,54.3
R-003329,MCH-0023,Line-A,2025-03-16 02:20:00,70.85,150.26,2.829,41.3
R-003330,MCH-0039,Line-D,2025-03-22 12:10:00,62.46,164.21,2.489,44.6
R-003331,MCH-0029,Line-A,2025-02-22 06:33:00,81.91,151.66,4.408,46.0
R-003332,MCH-0006,Line-A,2025-01-20 07:37:00,70.36,155.68,4.35,52.5
R-003333,MCH-0043,Line-C,2025-03-19 00:40:00,86.52,123.48,2.112,40.8
R-003334,MCH-0007,Line-D,2025-01-20 18:41:00,78.55,126.4,2.614,52.6
R-003335,MCH-0049,Line-B,2025-01-13 16:49:00,89.55,177.09,2.95,37.5
R-003336,MCH-0026,Line-B,2025-02-19 22:48:00,84.48,128.2,3.674,43.2
R-003337,MCH-0038,Line-B,2025-01-17 07:30:00,77.93,123.76,4.128,53.0
R-003338,MCH-0015,Line-C,2025-01-29 08:57:00,70.22,121.61,4.189,35.5
R-003339,MCH-0039,Line-D,2025-02-28 01:15:00,74.19,144.14,2.613,45.5
R-003340,MCH-0040,Line-D,2025-02-22 16:50:00,73.9,135.83,4.218,43.8
R-003341,MCH-0045,Line-B,2025-02-27 00:51:00,66.22,151.21,3.893,47.9
R-003342,MCH-0043,Line-C,2025-01-28 03:20:00,66.89,174.85,2.929,32.6
R-003343,MCH-0029,Line-A,2025-03-28 01:22:00,78.72,156.35,2.422,46.5
R-003344,MCH-0048,Line-B,2025-01-29 16:17:00,72.63,134.27,4.236,47.1
R-003345,MCH-0033,Line-B,2025-03-10 06:06:00,85.2,146.96,3.169,53.6
R-003346,MCH-0004,Line-A,2025-03-25 22:06:00,75.45,103.08,4.907,43.0
R-003347,MCH-0004,Line-A,2025-01-26 12:34:00,80.89,149.41,2.944,39.2
R-003348,MCH-0050,Line-A,2025-03-10 19:04:00,74.37,123.58,1.998,51.2
R-003349,MCH-0040,Line-D,2025-02-27 17:03:00,79.66,142.11,3.063,39.8
R-003350,MCH-0050,Line-A,2025-03-22 08:22:00,66.08,157.42,2.729,49.8
R-003351,MCH-0019,Line-A,2025-01-04 07:52:00,77.68,118.15,2.896,48.0
R-003352,MCH-0002,Line-B,2025-01-09 13:13:00,90.28,139.47,2.163,46.7
R-003353,MCH-0033,Line-B,2025-03-26 06:55:00,86.62,167.97,2.621,45.1
R-003354,MCH-0011,Line-A,2025-03-18 22:42:00,82.76,167.19,4.134,49.9
R-003355,MCH-0036,Line-B,2025-01-27 22:02:00,89.75,178.5,3.125,51.7
R-003356,MCH-0046,Line-C,2025-03-26 09:41:00,86.5,181.81,3.599,51.7
R-003357,MCH-0025,Line-D,2025-02-17 02:35:00,63.75,176.88,2.471,42.5
R-003358,MCH-0025,Line-D,2025-01-04 14:58:00,77.64,166.01,2.825,51.0
R-003359,MCH-0017,Line-A,2025-02-19 05:46:00,89.22,172.92,2.598,40.6
R-003360,MCH-0042,Line-A,2025-01-11 20:31:00,71.91,196.07,3.857,43.3
R-003361,MCH-0005,Line-B,2025-02-26 00:21:00,82.1,150.98,3.986,53.3
R-003362,MCH-0007,Line-D,2025-02-21 18:35:00,95.47,166.53,2.843,73.0
R-003363,MCH-0015,Line-C,2025-02-08 08:42:00,56.56,153.98,4.498,48.8
R-003364,MCH-0036,Line-B,2025-01-27 22:31:00,78.69,134.71,3.463,40.8
R-003365,MCH-0047,Line-A,2025-01-17 17:25:00,70.9,177.64,3.529,50.4
R-003366,MCH-0002,Line-B,2025-01-20 13:54:00,53.97,110.54,3.494,34.5
R-003367,MCH-0042,Line-A,2025-03-16 12:45:00,77.52,140.97,4.141,39.7
R-003368,MCH-0029,Line-A,2025-02-28 03:38:00,74.14,89.35,1.807,55.2
R-003369,MCH-0001,Line-A,2025-01-18 10:47:00,68.0,159.15,4.401,62.4
R-003370,MCH-0003,Line-A,2025-01-18 04:08:00,60.82,99.74,3.375,55.6
R-003371,MCH-0003,Line-A,2025-01-10 06:46:00,63.36,158.0,3.653,53.2
R-003372,MCH-0023,Line-A,2025-03-21 23:01:00,94.94,172.21,2.963,40.3
R-003373,MCH-0041,Line-D,2025-02-08 08:52:00,67.1,159.12,3.972,45.8
R-003374,MCH-0016,Line-C,2025-02-14 02:29:00,70.99,168.92,2.442,57.7
R-003375,MCH-0009,Line-D,2025-02-18 01:07:00,66.41,145.39,3.508,37.2
R-003376,MCH-0005,Line-B,2025-03-14 18:50:00,75.05,117.4,2.444,31.8
R-003377,MCH-0041,Line-D,2025-02-12 11:37:00,75.85,121.47,2.644,45.8
R-003378,MCH-0017,Line-A,2025-01-12 09:38:00,83.05,153.89,4.393,34.0
R-003379,MCH-0036,Line-B,2025-02-11 00:11:00,74.52,131.97,4.679,50.0
R-003380,MCH-0014,Line-A,2025-02-04 09:59:00,65.05,112.74,3.145,47.6
R-003381,MCH-0035,Line-D,2025-03-10 07:36:00,88.5,150.11,3.532,50.8
R-003382,MCH-0017,Line-A,2025-02-16 08:24:00,72.82,119.36,2.856,51.5
R-003383,MCH-0038,Line-B,2025-01-26 04:22:00,82.79,158.56,3.675,36.3
R-003384,MCH-0034,Line-C,2025-03-01 18:52:00,73.23,156.62,3.572,44.3
R-003385,MCH-0001,Line-A,2025-03-16 10:18:00,75.54,173.38,3.172,46.4
R-003386,MCH-0013,Line-C,2025-01-07 22:33:00,79.75,127.75,4.693,49.7
R-003387,MCH-0035,Line-D,2025-03-03 07:05:00,68.98,174.45,2.647,61.8
R-003388,MCH-0017,Line-A,2025-01-30 13:30:00,67.83,147.34,4.641,53.7
R-003389,MCH-0032,Line-B,2025-03-12 02:35:00,71.48,151.66,2.965,35.1
R-003390,MCH-0021,Line-B,2025-02-24 09:08:00,68.59,169.24,4.584,48.7
R-003391,MCH-0042,Line-A,2025-01-01 04:55:00,60.83,161.51,4.084,62.2
R-003392,MCH-0047,Line-A,2025-01-10 11:16:00,83.51,179.76,3.707,45.2
R-003393,MCH-0012,Line-A,2025-01-25 01:11:00,87.34,144.57,2.911,54.9
R-003394,MCH-0022,Line-B,2025-03-31 00:43:00,64.55,183.44,4.146,56.4
R-003395,MCH-0007,Line-D,2025-02-07 04:01:00,63.71,163.02,3.753,46.9
R-003396,MCH-0021,Line-B,2025-03-17 18:09:00,109.04,156.84,2.121,54.8
R-003397,MCH-0014,Line-A,2025-03-08 04:08:00,79.28,158.16,5.894,50.7
R-003398,MCH-0015,Line-C,2025-03-17 04:11:00,73.1,144.65,2.66,53.1
R-003399,MCH-0007,Line-D,2025-03-26 23:39:00,76.1,111.06,3.912,48.6
R-003400,MCH-0035,Line-D,2025-02-09 06:14:00,68.03,144.0,3.022,39.1
R-003401,MCH-0034,Line-C,2025-02-18 03:50:00,76.97,164.57,2.909,40.8
R-003402,MCH-0027,Line-A,2025-03-28 09:21:00,82.17,162.14,2.826,45.0
R-003403,MCH-0020,Line-D,2025-03-20 14:27:00,76.98,138.11,2.766,40.7
R-003404,MCH-0013,Line-C,2025-02-04 05:47:00,95.61,162.25,4.075,43.2
R-003405,MCH-0049,Line-B,2025-02-28 20:42:00,49.33,157.18,3.778,39.2
R-003406,MCH-0037,Line-A,2025-03-12 20:40:00,64.29,171.43,3.863,38.4
R-003407,MCH-0050,Line-A,2025-01-12 10:44:00,80.19,167.67,4.246,43.1
R-003408,MCH-0022,Line-B,2025-03-14 02:17:00,49.48,153.23,4.245,43.1
R-003409,MCH-0016,Line-C,2025-03-23 16:03:00,65.9,135.83,3.305,51.0
R-003410,MCH-0024,Line-B,2025-01-29 07:25:00,85.82,124.85,4.386,58.8
R-003411,MCH-0050,Line-A,2025-02-04 12:27:00,71.63,120.88,2.96,53.7
R-003412,MCH-0045,Line-B,2025-03-30 22:59:00,57.99,168.56,4.268,37.9
R-003413,MCH-0022,Line-B,2025-02-01 04:18:00,82.75,192.03,3.525,37.1
R-003414,MCH-0038,Line-B,2025-01-20 09:06:00,72.38,157.01,2.49,32.6
R-003415,MCH-0045,Line-B,2025-02-23 06:47:00,55.4,117.22,3.252,49.9
