event_id,timestamp,substation_id,region,event_type,severity,duration_sec,affected_customers,resolved
EVT-000679,2025-04-09T13:53:44Z,SUB-020,Central,voltage_sag,high,1236,3645,false
EVT-000178,2025-03-14T01:41:41Z,SUB-006,North,outage,medium,1231,1940,false
EVT-000025,2025-03-04T07:53:37Z,SUB-004,West,voltage_sag,medium,1790,829,false
EVT-001180,2025-04-29T02:48:51Z,SUB-012,South,restoration,low,582,965,true
EVT-000791,2025-04-15T11:46:37Z,SUB-003,East,voltage_sag,critical,2125,3884,false
EVT-000660,2025-04-09T13:24:55Z,SUB-012,South,restoration,low,536,468,true
EVT-001926,2025-04-02T22:31:42Z,SUB-025,Central,restoration,low,345,636,true
EVT-001173,2025-04-29T05:46:06Z,SUB-009,West,voltage_sag,high,2147,3638,false
EVT-000797,2025-04-15T20:10:33Z,SUB-004,West,restoration,low,533,530,true
EVT-000972,2025-04-22T20:09:44Z,SUB-017,South,restoration,low,420,1126,true
EVT-002283,2025-03-22T09:53:51Z,SUB-003,East,restoration,low,153,460,true
EVT-000680,2025-04-09T20:05:22Z,SUB-020,Central,voltage_sag,high,1392,2492,false
EVT-000377,2025-03-26T01:33:51Z,SUB-020,Central,voltage_sag,high,841,2544,false
EVT-000418,2025-03-28T00:36:15Z,SUB-025,Central,restoration,low,432,1467,true
EVT-000788,2025-04-15T15:24:13Z,SUB-002,South,voltage_sag,high,1809,2754,false
EVT-001742,2025-04-04T19:59:03Z,SUB-012,South,restoration,low,200,81,true
EVT-002076,2025-03-29T22:50:02Z,SUB-012,South,restoration,low,335,182,true
EVT-000549,2025-04-04T20:27:30Z,SUB-014,West,surge,critical,1622,3970,false
EVT-000216,2025-03-17T01:09:20Z,SUB-021,North,surge,medium,1014,1986,false
EVT-001293,2025-04-20T08:01:37Z,SUB-024,West,restoration,low,281,754,true
EVT-001589,2025-03-07T19:52:50Z,SUB-010,Central,restoration,low,317,705,true
EVT-000704,2025-04-10T07:05:29Z,SUB-015,Central,restoration,low,358,442,true
EVT-001407,2025-04-17T03:02:28Z,SUB-005,Central,restoration,low,67,690,true
EVT-001076,2025-04-26T19:10:18Z,SUB-003,East,voltage_sag,critical,2223,3153,false
EVT-001829,2025-03-01T07:50:48Z,SUB-004,West,restoration,low,350,53,true
EVT-001900,2025-04-15T14:16:34Z,SUB-016,North,restoration,low,258,260,true
EVT-000198,2025-03-16T00:36:08Z,SUB-019,West,restoration,low,375,1148,true
EVT-001007,2025-04-23T11:33:44Z,SUB-022,South,restoration,low,271,762,true
EVT-001714,2025-03-08T10:11:09Z,SUB-024,West,restoration,low,282,216,true
EVT-000705,2025-04-10T22:35:23Z,SUB-017,South,surge,high,1748,3309,false
EVT-001310,2025-04-19T17:02:25Z,SUB-024,West,restoration,low,113,788,true
EVT-000197,2025-03-16T22:01:49Z,SUB-019,West,surge,medium,1140,3052,false
EVT-001804,2025-03-10T05:30:44Z,SUB-020,Central,restoration,low,355,596,true
EVT-001996,2025-03-01T08:34:54Z,SUB-022,South,restoration,low,256,485,true
EVT-000615,2025-04-08T15:17:07Z,SUB-003,East,restoration,low,416,985,true
EVT-001910,2025-03-13T05:41:42Z,SUB-002,South,restoration,low,249,491,true
EVT-000306,2025-03-22T20:06:52Z,SUB-017,South,surge,high,1612,2083,false
EVT-002133,2025-03-03T17:55:17Z,SUB-002,South,restoration,low,254,716,true
EVT-001086,2025-04-26T03:34:50Z,SUB-015,Central,restoration,low,232,952,true
EVT-001354,2025-04-01T17:19:43Z,SUB-001,North,restoration,low,347,618,true
EVT-001166,2025-04-29T13:23:43Z,SUB-004,West,restoration,low,574,991,true
EVT-000131,2025-03-11T05:48:30Z,SUB-018,East,restoration,low,504,312,true
EVT-000823,2025-04-16T19:14:35Z,SUB-012,South,voltage_sag,high,2099,2648,false
EVT-000113,2025-03-10T15:05:33Z,SUB-023,East,voltage_sag,high,1783,2286,false
EVT-000525,2025-04-03T15:48:34Z,SUB-019,West,voltage_sag,critical,1768,4551,false
EVT-002041,2025-04-20T17:11:52Z,SUB-021,North,restoration,low,110,382,true
EVT-000461,2025-03-31T17:08:13Z,SUB-012,South,voltage_sag,high,1392,1270,false
EVT-000662,2025-04-09T23:46:46Z,SUB-013,East,voltage_sag,high,1637,2002,false
EVT-000673,2025-04-09T09:38:28Z,SUB-016,North,voltage_sag,high,1364,2901,false
EVT-001823,2025-03-29T13:45:11Z,SUB-016,North,restoration,low,275,225,true
EVT-000194,2025-03-16T22:24:26Z,SUB-015,Central,restoration,low,514,1097,true
EVT-001245,2025-03-29T15:41:27Z,SUB-001,North,restoration,low,118,622,true
EVT-001732,2025-03-21T04:09:49Z,SUB-020,Central,restoration,low,105,269,true
EVT-000012,2025-03-02T03:16:41Z,SUB-015,Central,voltage_sag,high,1749,3185,false
EVT-001013,2025-04-24T18:37:08Z,SUB-001,North,surge,high,1613,1909,false
EVT-001277,2025-03-08T16:35:57Z,SUB-001,North,restoration,low,144,24,true
EVT-002130,2025-04-07T06:25:51Z,SUB-002,South,restoration,low,248,597,true
EVT-001380,2025-04-17T12:26:52Z,SUB-002,South,restoration,low,260,485,true
EVT-001200,2025-04-14T01:58:55Z,SUB-005,Central,restoration,low,285,11,true
EVT-001298,2025-04-21T21:57:36Z,SUB-010,Central,restoration,low,141,795,true
EVT-001490,2025-04-02T21:53:06Z,SUB-009,West,restoration,low,94,675,true
EVT-001782,2025-04-18T20:53:46Z,SUB-010,Central,restoration,low,149,590,true
EVT-001824,2025-03-22T19:58:29Z,SUB-024,West,restoration,low,60,133,true
EVT-002004,2025-04-01T06:46:37Z,SUB-016,North,restoration,low,240,731,true
EVT-000389,2025-03-27T03:18:00Z,SUB-003,East,restoration,low,356,476,true
EVT-001405,2025-04-21T01:03:19Z,SUB-023,East,restoration,low,218,447,true
EVT-001464,2025-04-10T12:26:41Z,SUB-001,North,restoration,low,238,72,true
EVT-001741,2025-03-06T16:29:11Z,SUB-009,West,restoration,low,182,346,true
EVT-000993,2025-04-23T21:07:43Z,SUB-005,Central,outage,medium,1411,1267,false
EVT-001448,2025-03-24T23:43:40Z,SUB-016,North,restoration,low,203,278,true
EVT-001728,2025-03-12T12:25:12Z,SUB-015,Central,restoration,low,178,706,true
EVT-002195,2025-03-24T20:23:37Z,SUB-020,Central,restoration,low,134,238,true
EVT-000869,2025-04-18T01:36:44Z,SUB-023,East,surge,high,1517,2834,false
EVT-001942,2025-04-27T05:20:00Z,SUB-010,Central,restoration,low,263,551,true
EVT-001470,2025-04-24T08:41:35Z,SUB-009,West,restoration,low,121,619,true
EVT-001853,2025-04-18T09:38:29Z,SUB-013,East,restoration,low,251,502,true
EVT-000186,2025-03-14T01:05:02Z,SUB-023,East,voltage_sag,high,1429,2405,false
EVT-002129,2025-03-08T06:53:57Z,SUB-012,South,restoration,low,230,42,true
EVT-000602,2025-04-07T18:35:51Z,SUB-017,South,surge,high,1566,3502,false
EVT-000370,2025-03-26T03:56:45Z,SUB-011,North,voltage_sag,critical,1784,2661,false
EVT-000266,2025-03-20T11:17:55Z,SUB-013,East,restoration,low,375,378,true
EVT-000404,2025-03-28T09:00:04Z,SUB-017,South,voltage_sag,critical,1811,3280,false
EVT-000512,2025-04-03T18:48:58Z,SUB-010,Central,surge,medium,1542,1976,false
EVT-001229,2025-03-03T04:47:32Z,SUB-004,West,restoration,low,96,746,true
EVT-001564,2025-04-29T06:32:21Z,SUB-017,South,restoration,low,251,512,true
EVT-001981,2025-03-28T17:11:42Z,SUB-006,North,restoration,low,145,488,true
EVT-002012,2025-03-27T02:25:01Z,SUB-024,West,restoration,low,317,592,true
EVT-000451,2025-03-30T15:14:34Z,SUB-017,South,voltage_sag,high,1326,2651,false
EVT-001668,2025-03-01T23:47:02Z,SUB-008,East,restoration,low,84,58,true
EVT-001752,2025-03-22T22:55:59Z,SUB-018,East,restoration,low,348,546,true
EVT-002020,2025-03-19T00:33:47Z,SUB-011,North,restoration,low,140,636,true
EVT-000756,2025-04-13T22:09:01Z,SUB-014,West,voltage_sag,critical,2107,3137,false
EVT-000032,2025-03-04T10:41:00Z,SUB-019,West,surge,high,1439,2434,false
EVT-001198,2025-03-17T09:19:28Z,SUB-022,South,restoration,low,105,178,true
EVT-001756,2025-04-26T02:09:25Z,SUB-007,South,restoration,low,284,715,true
EVT-002105,2025-04-03T01:35:25Z,SUB-008,East,restoration,low,161,659,true
EVT-001720,2025-04-27T05:38:21Z,SUB-025,Central,restoration,low,261,531,true
EVT-001988,2025-03-19T03:43:42Z,SUB-022,South,restoration,low,257,133,true
EVT-002132,2025-03-24T17:55:48Z,SUB-014,West,restoration,low,129,304,true
EVT-001042,2025-04-24T03:37:14Z,SUB-022,South,voltage_sag,critical,1714,3034,false
EVT-001501,2025-04-27T05:38:12Z,SUB-006,North,restoration,low,249,431,true
EVT-001181,2025-04-29T07:18:30Z,SUB-013,East,voltage_sag,critical,1723,3891,false
EVT-001614,2025-04-23T14:12:13Z,SUB-021,North,restoration,low,348,549,true
EVT-001622,2025-03-30T12:54:41Z,SUB-025,Central,restoration,low,351,301,true
EVT-000019,2025-03-03T17:00:31Z,SUB-021,North,surge,medium,1181,1610,false
EVT-001759,2025-04-14T12:22:54Z,SUB-018,East,restoration,low,237,479,true
EVT-001427,2025-04-08T10:02:49Z,SUB-005,Central,restoration,low,209,103,true
EVT-000386,2025-03-27T14:03:16Z,SUB-002,South,surge,medium,1110,1753,false
EVT-000453,2025-03-30T10:36:39Z,SUB-017,South,restoration,low,472,824,true
EVT-001322,2025-03-14T17:37:47Z,SUB-022,South,restoration,low,359,587,true
EVT-000532,2025-04-03T02:57:57Z,SUB-024,West,surge,high,1274,3036,false
EVT-001136,2025-04-28T10:37:52Z,SUB-014,West,voltage_sag,high,1453,2648,false
EVT-000606,2025-04-07T17:01:16Z,SUB-020,Central,surge,medium,1115,2553,false
EVT-001356,2025-04-18T13:07:52Z,SUB-020,Central,restoration,low,342,756,true
EVT-001822,2025-04-25T18:02:56Z,SUB-016,North,restoration,low,182,274,true
EVT-001154,2025-04-28T09:29:17Z,SUB-023,East,voltage_sag,high,1198,2341,false
EVT-000884,2025-04-19T19:42:14Z,SUB-007,South,voltage_sag,high,1838,2274,false
EVT-000495,2025-04-02T09:41:42Z,SUB-011,North,voltage_sag,high,1411,2248,false
EVT-001736,2025-04-21T00:58:05Z,SUB-021,North,restoration,low,124,494,true
EVT-000476,2025-04-01T02:55:52Z,SUB-002,South,outage,medium,1243,1614,false
EVT-000015,2025-03-02T07:22:10Z,SUB-019,West,voltage_sag,high,1633,2909,false
EVT-001274,2025-04-23T22:33:49Z,SUB-024,West,restoration,low,315,334,true
EVT-001241,2025-03-04T00:37:14Z,SUB-017,South,restoration,low,130,654,true
EVT-000517,2025-04-03T17:03:37Z,SUB-014,West,voltage_sag,critical,2138,3815,false
EVT-000977,2025-04-22T17:08:07Z,SUB-019,West,voltage_sag,critical,1856,3068,false
EVT-000256,2025-03-19T21:15:55Z,SUB-013,East,restoration,low,381,141,true
EVT-002281,2025-04-12T13:52:51Z,SUB-007,South,restoration,low,367,293,true
EVT-002102,2025-03-15T19:13:00Z,SUB-001,North,restoration,low,91,412,true
EVT-000760,2025-04-13T10:39:24Z,SUB-015,Central,restoration,low,69,50,true
EVT-001348,2025-04-24T21:02:49Z,SUB-013,East,restoration,low,80,669,true
EVT-002271,2025-03-19T00:58:34Z,SUB-019,West,restoration,low,332,503,true
EVT-000064,2025-03-06T21:24:13Z,SUB-012,South,voltage_sag,high,1255,3079,false
EVT-000895,2025-04-19T21:28:10Z,SUB-013,East,voltage_sag,high,1637,2563,false
EVT-000867,2025-04-18T15:44:33Z,SUB-015,Central,voltage_sag,high,1907,3944,false
EVT-000258,2025-03-19T16:06:43Z,SUB-014,West,voltage_sag,high,1574,3595,false
EVT-001727,2025-03-16T03:31:35Z,SUB-016,North,restoration,low,172,758,true
EVT-001745,2025-03-24T03:56:28Z,SUB-007,South,restoration,low,225,425,true
EVT-001045,2025-04-24T04:53:36Z,SUB-025,Central,voltage_sag,critical,2252,3677,false
EVT-002099,2025-03-20T17:19:00Z,SUB-001,North,restoration,low,171,595,true
EVT-001654,2025-04-20T14:47:50Z,SUB-010,Central,restoration,low,326,172,true
EVT-002040,2025-03-23T11:32:30Z,SUB-002,South,restoration,low,283,681,true
EVT-001027,2025-04-24T05:46:17Z,SUB-015,Central,voltage_sag,high,1309,2679,false
EVT-000931,2025-04-21T00:14:58Z,SUB-008,East,voltage_sag,high,1652,2670,false
EVT-000448,2025-03-30T08:34:52Z,SUB-015,Central,voltage_sag,high,1347,3031,false
EVT-000220,2025-03-17T14:52:53Z,SUB-023,East,voltage_sag,high,1483,2138,false
EVT-002046,2025-04-18T07:50:37Z,SUB-017,South,restoration,low,128,215,true
EVT-002304,2025-04-01T15:54:22Z,SUB-021,North,restoration,low,261,774,true
EVT-000789,2025-04-15T19:49:29Z,SUB-002,South,voltage_sag,high,925,3206,false
EVT-001029,2025-04-24T20:57:17Z,SUB-015,Central,restoration,low,417,163,true
EVT-001206,2025-03-26T03:05:48Z,SUB-003,East,restoration,low,251,437,true
EVT-000338,2025-03-24T19:10:05Z,SUB-025,Central,outage,medium,1320,1317,false
EVT-000044,2025-03-05T21:43:27Z,SUB-009,West,surge,high,1595,2336,false
EVT-000502,2025-04-02T17:33:05Z,SUB-021,North,voltage_sag,high,1485,2073,false
EVT-000193,2025-03-16T07:05:49Z,SUB-015,Central,voltage_sag,high,1944,3486,false
EVT-000709,2025-04-10T00:40:58Z,SUB-019,West,voltage_sag,high,1662,3514,false
EVT-002115,2025-03-05T05:13:42Z,SUB-004,West,restoration,low,101,173,true
EVT-000905,2025-04-19T23:02:44Z,SUB-017,South,restoration,low,144,1089,true
EVT-001217,2025-04-23T02:19:13Z,SUB-003,East,restoration,low,276,346,true
EVT-000851,2025-04-17T02:53:35Z,SUB-022,South,voltage_sag,critical,2030,4712,false
EVT-000838,2025-04-17T19:42:10Z,SUB-007,South,voltage_sag,critical,2029,3406,false
EVT-001846,2025-03-26T17:08:54Z,SUB-024,West,restoration,low,146,445,true
EVT-001302,2025-04-17T04:10:28Z,SUB-018,East,restoration,low,293,395,true
EVT-000067,2025-03-06T01:31:03Z,SUB-012,South,restoration,low,518,1183,true
EVT-000162,2025-03-13T07:46:58Z,SUB-003,East,restoration,low,473,203,true
EVT-001255,2025-04-08T08:21:42Z,SUB-001,North,restoration,low,393,26,true
EVT-001386,2025-04-11T18:59:35Z,SUB-020,Central,restoration,low,125,741,true
EVT-000056,2025-03-05T04:47:43Z,SUB-025,Central,surge,high,1499,2703,false
EVT-001210,2025-03-29T06:13:16Z,SUB-009,West,restoration,low,231,799,true
EVT-001317,2025-04-26T04:11:17Z,SUB-013,East,restoration,low,104,657,true
EVT-001473,2025-04-09T18:06:56Z,SUB-022,South,restoration,low,272,547,true
EVT-000410,2025-03-28T14:13:06Z,SUB-019,West,voltage_sag,critical,2096,4261,false
EVT-001225,2025-03-01T09:08:03Z,SUB-024,West,restoration,low,265,106,true
EVT-001581,2025-03-16T21:38:08Z,SUB-021,North,restoration,low,382,722,true
EVT-002198,2025-03-11T19:42:47Z,SUB-013,East,restoration,low,269,337,true
EVT-001662,2025-04-11T18:33:06Z,SUB-007,South,restoration,low,241,73,true
EVT-001133,2025-04-28T19:45:33Z,SUB-012,South,voltage_sag,critical,1944,3441,false
EVT-000890,2025-04-19T11:14:39Z,SUB-012,South,voltage_sag,high,1649,3238,false
EVT-001072,2025-04-26T05:48:44Z,SUB-002,South,voltage_sag,high,1857,1455,false
EVT-001004,2025-04-23T00:08:15Z,SUB-017,South,voltage_sag,high,1565,2789,false
EVT-001520,2025-04-13T00:40:16Z,SUB-017,South,restoration,low,273,508,true
EVT-002253,2025-03-29T18:08:26Z,SUB-024,West,restoration,low,137,280,true
EVT-000742,2025-04-12T00:24:13Z,SUB-010,Central,restoration,low,132,1002,true
EVT-000862,2025-04-18T08:54:35Z,SUB-014,West,voltage_sag,high,1454,2880,false
EVT-002230,2025-04-22T21:38:53Z,SUB-016,North,restoration,low,262,38,true
EVT-001343,2025-03-07T13:46:12Z,SUB-004,West,restoration,low,362,671,true
EVT-001267,2025-03-14T08:16:26Z,SUB-025,Central,restoration,low,103,328,true
EVT-001009,2025-04-23T22:14:43Z,SUB-023,East,restoration,low,268,245,true
EVT-000940,2025-04-21T01:21:54Z,SUB-013,East,restoration,low,555,701,true
EVT-002186,2025-03-27T08:41:45Z,SUB-006,North,restoration,low,253,791,true
EVT-000419,2025-03-29T15:44:47Z,SUB-004,West,surge,high,1398,3108,false
EVT-001686,2025-04-07T14:34:31Z,SUB-015,Central,restoration,low,81,303,true
EVT-002308,2025-03-18T16:06:08Z,SUB-020,Central,restoration,low,339,58,true
EVT-001784,2025-03-17T02:53:03Z,SUB-015,Central,restoration,low,393,606,true
EVT-001702,2025-04-10T11:57:12Z,SUB-024,West,restoration,low,287,74,true
EVT-000973,2025-04-22T04:42:56Z,SUB-018,East,voltage_sag,high,1980,3587,false
EVT-001680,2025-03-04T06:25:05Z,SUB-008,East,restoration,low,303,156,true
EVT-000903,2025-04-19T11:49:44Z,SUB-017,South,voltage_sag,high,1706,3414,false
EVT-001658,2025-04-24T12:02:04Z,SUB-021,North,restoration,low,165,76,true
EVT-002071,2025-03-19T05:11:09Z,SUB-021,North,restoration,low,171,583,true
EVT-001535,2025-04-28T16:46:30Z,SUB-013,East,restoration,low,137,480,true
EVT-000910,2025-04-20T03:08:36Z,SUB-009,West,surge,medium,1308,3009,false
EVT-002201,2025-03-25T02:55:30Z,SUB-014,West,restoration,low,140,274,true
EVT-000585,2025-04-06T21:04:53Z,SUB-004,West,voltage_sag,medium,1604,2294,false
EVT-000736,2025-04-11T14:19:32Z,SUB-025,Central,surge,medium,677,2351,false
EVT-000341,2025-03-25T21:23:58Z,SUB-007,South,voltage_sag,high,1351,3111,false
EVT-000692,2025-04-10T01:55:54Z,SUB-007,South,voltage_sag,high,1552,2330,false
EVT-001946,2025-04-10T03:42:33Z,SUB-022,South,restoration,low,306,287,true
EVT-002138,2025-03-21T07:40:15Z,SUB-008,East,restoration,low,209,643,true
EVT-002075,2025-03-29T12:23:55Z,SUB-017,South,restoration,low,127,340,true
EVT-000114,2025-03-10T01:28:23Z,SUB-023,East,restoration,low,135,1217,true
EVT-001869,2025-04-04T04:11:32Z,SUB-010,Central,restoration,low,83,434,true
EVT-002121,2025-04-14T09:13:22Z,SUB-022,South,restoration,low,120,785,true
EVT-000233,2025-03-18T06:09:16Z,SUB-017,South,voltage_sag,high,1914,3160,false
EVT-000241,2025-03-18T01:44:39Z,SUB-022,South,voltage_sag,critical,1358,2388,false
EVT-000770,2025-04-13T17:40:04Z,SUB-020,Central,voltage_sag,high,1602,2070,false
EVT-001222,2025-03-03T23:49:07Z,SUB-001,North,restoration,low,211,467,true
EVT-002183,2025-04-01T14:56:50Z,SUB-010,Central,restoration,low,309,111,true
EVT-002216,2025-04-24T17:52:46Z,SUB-016,North,restoration,low,364,562,true
EVT-001256,2025-03-10T09:47:22Z,SUB-006,North,restoration,low,179,275,true
EVT-001925,2025-03-30T16:46:41Z,SUB-013,East,restoration,low,245,121,true
EVT-000640,2025-04-08T09:29:20Z,SUB-023,East,voltage_sag,high,2134,2295,false
EVT-001896,2025-03-31T02:49:57Z,SUB-005,Central,restoration,low,239,557,true
EVT-000922,2025-04-21T19:10:33Z,SUB-001,North,restoration,low,304,605,true
EVT-000494,2025-04-02T07:16:43Z,SUB-011,North,voltage_sag,high,1390,2748,false
EVT-001320,2025-03-28T12:55:36Z,SUB-002,South,restoration,low,128,35,true
EVT-002288,2025-03-06T16:25:31Z,SUB-024,West,restoration,low,72,720,true
EVT-000755,2025-04-13T13:23:23Z,SUB-012,South,restoration,low,563,1214,true
EVT-000948,2025-04-21T10:58:41Z,SUB-024,West,voltage_sag,critical,2368,3198,false
EVT-001297,2025-04-12T16:49:11Z,SUB-005,Central,restoration,low,229,530,true
EVT-000909,2025-04-20T10:16:07Z,SUB-009,West,surge,medium,1600,1749,false
EVT-001088,2025-04-26T15:15:56Z,SUB-017,South,voltage_sag,medium,1099,2012,false
EVT-001832,2025-03-26T01:26:39Z,SUB-006,North,restoration,low,217,360,true
EVT-000569,2025-04-05T06:17:28Z,SUB-008,East,restoration,low,313,404,true
EVT-001863,2025-03-26T08:35:09Z,SUB-014,West,restoration,low,76,298,true
EVT-001410,2025-03-10T14:11:44Z,SUB-011,North,restoration,low,137,470,true
EVT-000837,2025-04-17T04:29:55Z,SUB-004,West,restoration,low,412,286,true
EVT-001261,2025-03-02T17:11:54Z,SUB-002,South,restoration,low,271,441,true
EVT-001483,2025-04-29T07:46:15Z,SUB-008,East,restoration,low,187,683,true
EVT-000190,2025-03-16T16:10:31Z,SUB-011,North,surge,high,1510,2811,false
EVT-002056,2025-04-18T10:03:24Z,SUB-011,North,restoration,low,108,45,true
EVT-002166,2025-03-03T13:54:38Z,SUB-010,Central,restoration,low,171,338,true
EVT-001183,2025-04-29T18:00:29Z,SUB-013,East,voltage_sag,critical,2177,2762,false
EVT-001127,2025-04-28T07:12:06Z,SUB-004,West,restoration,low,336,1310,true
EVT-001403,2025-04-07T05:34:10Z,SUB-022,South,restoration,low,113,208,true
EVT-001793,2025-04-01T05:13:17Z,SUB-006,North,restoration,low,124,604,true
EVT-001844,2025-04-12T12:23:41Z,SUB-023,East,restoration,low,343,152,true
EVT-000104,2025-03-10T18:44:33Z,SUB-017,South,voltage_sag,medium,1276,2149,false
EVT-002248,2025-03-09T06:20:40Z,SUB-018,East,restoration,low,306,184,true
EVT-000166,2025-03-13T19:43:50Z,SUB-014,West,surge,high,1723,2670,false
EVT-000365,2025-03-26T11:31:23Z,SUB-008,East,surge,medium,1615,2282,false
EVT-000355,2025-03-25T09:26:32Z,SUB-020,Central,surge,medium,1496,1011,false
EVT-001788,2025-04-25T09:45:20Z,SUB-021,North,restoration,low,147,267,true
EVT-001388,2025-04-20T08:22:58Z,SUB-006,North,restoration,low,340,681,true
EVT-000269,2025-03-20T16:36:29Z,SUB-020,Central,restoration,low,75,26,true
EVT-000457,2025-03-31T06:41:30Z,SUB-004,West,voltage_sag,high,902,3280,false
EVT-001248,2025-04-04T09:09:37Z,SUB-025,Central,restoration,low,199,101,true
EVT-001530,2025-03-19T00:37:12Z,SUB-018,East,restoration,low,274,593,true
EVT-001440,2025-04-12T12:34:04Z,SUB-002,South,restoration,low,241,570,true
EVT-001522,2025-04-11T21:52:53Z,SUB-014,West,restoration,low,285,179,true
EVT-001220,2025-03-01T03:33:53Z,SUB-025,Central,restoration,low,140,220,true
EVT-002159,2025-03-20T15:32:12Z,SUB-025,Central,restoration,low,153,463,true
EVT-000556,2025-04-04T11:39:59Z,SUB-017,South,restoration,low,346,358,true
EVT-002072,2025-03-17T11:53:02Z,SUB-018,East,restoration,low,113,510,true
EVT-000245,2025-03-18T20:20:26Z,SUB-023,East,voltage_sag,high,2030,3697,false
EVT-001629,2025-03-21T10:17:04Z,SUB-014,West,restoration,low,126,71,true
EVT-000785,2025-04-14T18:44:33Z,SUB-019,West,restoration,low,404,1106,true
EVT-002266,2025-04-06T08:27:12Z,SUB-007,South,restoration,low,384,669,true
EVT-001165,2025-04-29T21:01:17Z,SUB-004,West,voltage_sag,critical,2308,2953,false
EVT-002155,2025-04-14T10:33:03Z,SUB-011,North,restoration,low,181,131,true
EVT-000215,2025-03-17T07:55:30Z,SUB-021,North,surge,medium,1790,1775,false
EVT-001677,2025-04-19T20:47:21Z,SUB-019,West,restoration,low,229,96,true
EVT-001081,2025-04-26T19:25:31Z,SUB-012,South,voltage_sag,critical,2501,3587,false
EVT-000134,2025-03-11T07:54:45Z,SUB-019,West,surge,medium,1302,2439,false
EVT-000678,2025-04-09T20:56:49Z,SUB-020,Central,voltage_sag,high,871,2346,false
EVT-000677,2025-04-09T23:09:20Z,SUB-019,West,restoration,low,71,266,true
EVT-000101,2025-03-10T13:47:09Z,SUB-014,West,voltage_sag,high,1372,2784,false
EVT-000798,2025-04-15T08:56:24Z,SUB-014,West,voltage_sag,critical,1933,3168,false
EVT-000072,2025-03-06T12:44:36Z,SUB-015,Central,restoration,low,436,810,true
EVT-000984,2025-04-23T10:40:00Z,SUB-002,South,voltage_sag,high,1199,2341,false
EVT-001561,2025-03-27T18:54:43Z,SUB-025,Central,restoration,low,372,247,true
EVT-000578,2025-04-05T12:22:52Z,SUB-023,East,voltage_sag,critical,2256,3823,false
EVT-000575,2025-04-05T17:31:40Z,SUB-022,South,restoration,low,259,634,true
EVT-000097,2025-03-09T16:28:14Z,SUB-015,Central,restoration,low,261,358,true
EVT-000473,2025-03-31T07:52:05Z,SUB-024,West,voltage_sag,high,1725,2340,false
EVT-001012,2025-04-23T16:06:39Z,SUB-025,Central,restoration,low,487,912,true
EVT-001491,2025-03-30T17:32:30Z,SUB-004,West,restoration,low,198,390,true
EVT-000652,2025-04-09T09:07:42Z,SUB-009,West,restoration,low,218,261,true
EVT-000024,2025-03-03T20:03:03Z,SUB-025,Central,restoration,low,472,161,true
EVT-001411,2025-03-01T06:42:37Z,SUB-016,North,restoration,low,225,523,true
EVT-000550,2025-04-04T23:53:21Z,SUB-014,West,restoration,low,94,987,true
EVT-000605,2025-04-07T16:05:31Z,SUB-020,Central,surge,medium,1175,2024,false
EVT-000694,2025-04-10T17:29:48Z,SUB-009,West,voltage_sag,high,1743,2680,false
EVT-000943,2025-04-21T02:51:42Z,SUB-017,South,surge,high,1344,1162,false
EVT-000875,2025-04-19T07:46:29Z,SUB-001,North,restoration,low,471,203,true
EVT-000810,2025-04-15T11:17:44Z,SUB-022,South,restoration,low,408,705,true
EVT-001513,2025-03-29T12:38:58Z,SUB-025,Central,restoration,low,334,570,true
EVT-000841,2025-04-17T23:03:22Z,SUB-007,South,restoration,low,565,606,true
EVT-000827,2025-04-16T08:07:18Z,SUB-023,East,voltage_sag,critical,1728,2947,false
EVT-000325,2025-03-24T06:25:11Z,SUB-017,South,restoration,low,429,533,true
EVT-001489,2025-04-11T23:27:10Z,SUB-015,Central,restoration,low,193,69,true
EVT-001456,2025-04-25T13:50:17Z,SUB-009,West,restoration,low,282,784,true
EVT-000048,2025-03-05T01:50:33Z,SUB-016,North,outage,medium,976,844,false
EVT-000055,2025-03-05T12:55:24Z,SUB-019,West,restoration,low,182,939,true
EVT-001476,2025-03-20T08:16:32Z,SUB-017,South,restoration,low,76,764,true
EVT-001770,2025-03-27T18:06:33Z,SUB-011,North,restoration,low,218,62,true
EVT-000085,2025-03-08T04:44:16Z,SUB-011,North,voltage_sag,medium,1110,2505,false
EVT-001941,2025-03-10T10:02:37Z,SUB-007,South,restoration,low,267,642,true
EVT-001391,2025-03-27T06:28:52Z,SUB-017,South,restoration,low,216,80,true
EVT-001771,2025-03-18T10:13:25Z,SUB-008,East,restoration,low,187,624,true
EVT-000926,2025-04-21T08:43:03Z,SUB-004,West,voltage_sag,high,2271,3656,false
EVT-001202,2025-04-27T18:12:52Z,SUB-009,West,restoration,low,177,384,true
EVT-000031,2025-03-04T17:41:08Z,SUB-019,West,surge,high,1074,2281,false
EVT-000432,2025-03-29T04:40:18Z,SUB-021,North,voltage_sag,medium,848,2948,false
EVT-001028,2025-04-24T03:50:01Z,SUB-015,Central,voltage_sag,high,1908,2796,false
EVT-000362,2025-03-26T05:25:38Z,SUB-007,South,restoration,low,424,253,true
EVT-000782,2025-04-14T14:32:38Z,SUB-019,West,voltage_sag,critical,2377,3009,false
EVT-001495,2025-04-28T05:35:00Z,SUB-015,Central,restoration,low,184,643,true
EVT-002142,2025-03-13T18:56:08Z,SUB-020,Central,restoration,low,166,234,true
EVT-000035,2025-03-04T17:24:02Z,SUB-021,North,restoration,low,576,263,true
