reading_id,timestamp,plant_id,plant_type,generation_mw,capacity_mw,capacity_factor,weather
RG-006019,2025-04-29T09:15:00Z,HYDRO-02,hydro,78.38,151.9,0.516,windy
RG-006020,2025-04-03T00:45:00Z,SOLAR-08,solar,0,46.8,0.0,cloudy
RG-006021,2025-04-10T19:00:00Z,SOLAR-08,solar,4.63,46.8,0.099,windy
RG-006022,2025-04-24T12:30:00Z,SOLAR-04,solar,19.15,76.6,0.25,overcast
RG-006023,2025-04-15T13:15:00Z,SOLAR-01,solar,16.71,69.3,0.241,overcast
RG-006024,2025-03-06T04:00:00Z,HYDRO-03,hydro,132.07,169.9,0.777,cloudy
RG-006025,2025-03-23T18:15:00Z,WIND-01,wind,22.28,39.8,0.56,overcast
RG-006026,2025-04-18T21:30:00Z,HYDRO-02,hydro,88.68,151.9,0.584,overcast
RG-006027,2025-04-28T16:00:00Z,WIND-01,wind,10.58,39.8,0.266,rainy
RG-006028,2025-04-01T17:45:00Z,WIND-03,wind,5.7,40.8,0.14,clear
RG-006029,2025-04-11T10:45:00Z,SOLAR-07,solar,7.4,33.3,0.222,rainy
RG-006030,2025-04-01T11:15:00Z,WIND-06,wind,39.02,76.8,0.508,windy
RG-006031,2025-04-10T04:45:00Z,SOLAR-05,solar,0,50.3,0.0,rainy
RG-006032,2025-04-05T02:15:00Z,SOLAR-03,solar,0,48.7,0.0,rainy
RG-006033,2025-03-14T09:00:00Z,SOLAR-07,solar,19.89,33.3,0.597,stormy
RG-006034,2025-04-06T04:45:00Z,SOLAR-06,solar,0,59.6,0.0,clear
RG-006035,2025-03-14T08:15:00Z,HYDRO-03,hydro,95.64,169.9,0.563,stormy
RG-006036,2025-04-18T17:45:00Z,WIND-01,wind,5.78,39.8,0.145,overcast
RG-006037,2025-04-10T00:00:00Z,WIND-06,wind,39.0,76.8,0.508,cloudy
RG-006038,2025-04-15T08:00:00Z,WIND-05,wind,27.67,102.7,0.269,overcast
RG-006039,2025-03-10T23:15:00Z,WIND-05,wind,24.68,102.7,0.24,clear
RG-006040,2025-04-28T00:30:00Z,WIND-04,wind,21.21,45.5,0.466,cloudy
RG-006041,2025-03-18T04:45:00Z,SOLAR-01,solar,0,69.3,0.0,windy
RG-006042,2025-04-21T11:30:00Z,WIND-06,wind,32.69,76.8,0.426,cloudy
RG-006043,2025-03-14T10:45:00Z,SOLAR-05,solar,9.1,50.3,0.181,cloudy
RG-006044,2025-04-29T13:15:00Z,WIND-06,wind,31.2,76.8,0.406,cloudy
RG-006045,2025-03-16T06:15:00Z,SOLAR-05,solar,3.2,50.3,0.064,rainy
RG-006046,2025-04-16T07:00:00Z,WIND-01,wind,11.38,39.8,0.286,overcast
RG-006047,2025-04-08T04:45:00Z,WIND-04,wind,11.14,45.5,0.245,overcast
RG-006048,2025-03-18T06:45:00Z,SOLAR-04,solar,17.25,76.6,0.225,windy
RG-006049,2025-04-02T16:15:00Z,SOLAR-02,solar,5.31,37.3,0.142,overcast
RG-006050,2025-03-16T19:45:00Z,HYDRO-02,hydro,97.88,151.9,0.644,cloudy
RG-006051,2025-04-13T16:30:00Z,WIND-01,wind,5.84,39.8,0.147,overcast
RG-006052,2025-03-21T22:45:00Z,HYDRO-03,hydro,111.91,169.9,0.659,overcast
RG-006053,2025-04-17T14:15:00Z,WIND-06,wind,34.85,76.8,0.454,cloudy
RG-006054,2025-03-21T19:30:00Z,WIND-05,wind,19.23,102.7,0.187,clear
RG-006055,2025-03-02T01:00:00Z,SOLAR-06,solar,0,59.6,0.0,stormy
RG-006056,2025-04-06T03:30:00Z,SOLAR-08,solar,0,46.8,0.0,rainy
RG-006057,2025-03-03T10:00:00Z,SOLAR-04,solar,46.49,76.6,0.607,clear
RG-006058,2025-04-29T20:45:00Z,WIND-04,wind,7.65,45.5,0.168,cloudy
RG-006059,2025-04-05T14:00:00Z,SOLAR-08,solar,9.6,46.8,0.205,cloudy
RG-006060,2025-03-06T08:30:00Z,SOLAR-06,solar,8.58,59.6,0.144,rainy
RG-006061,2025-03-30T04:30:00Z,HYDRO-03,hydro,92.45,169.9,0.544,cloudy
RG-006062,2025-03-06T02:15:00Z,SOLAR-06,solar,0,59.6,0.0,stormy
RG-006063,2025-03-30T11:30:00Z,SOLAR-03,solar,38.87,48.7,0.798,clear
RG-006064,2025-04-15T17:15:00Z,WIND-06,wind,37.7,76.8,0.491,overcast
RG-006065,2025-03-09T14:45:00Z,SOLAR-02,solar,8.68,37.3,0.233,overcast
RG-006066,2025-03-31T17:45:00Z,SOLAR-03,solar,4.52,48.7,0.093,cloudy
RG-006067,2025-03-11T06:30:00Z,WIND-03,wind,22.62,40.8,0.554,clear
RG-006068,2025-04-19T20:00:00Z,HYDRO-03,hydro,94.45,169.9,0.556,stormy
RG-006069,2025-03-11T14:15:00Z,WIND-05,wind,49.99,102.7,0.487,overcast
RG-006070,2025-04-06T10:15:00Z,SOLAR-07,solar,6.65,33.3,0.2,rainy
RG-006071,2025-03-03T19:00:00Z,SOLAR-01,solar,2.21,69.3,0.032,cloudy
RG-006072,2025-03-30T20:30:00Z,WIND-06,wind,50.71,76.8,0.66,windy
RG-006073,2025-03-01T00:00:00Z,WIND-06,wind,29.79,76.8,0.388,rainy
RG-006074,2025-04-25T17:00:00Z,HYDRO-01,hydro,33.15,59.3,0.559,stormy
RG-006075,2025-03-31T21:45:00Z,HYDRO-03,hydro,132.8,169.9,0.782,overcast
RG-006076,2025-04-08T15:45:00Z,HYDRO-02,hydro,120.76,151.9,0.795,cloudy
RG-006077,2025-03-23T12:45:00Z,WIND-01,wind,16.18,39.8,0.407,stormy
RG-006078,2025-04-07T05:00:00Z,WIND-02,wind,19.34,112.7,0.172,clear
RG-006079,2025-04-05T08:30:00Z,WIND-06,wind,35.47,76.8,0.462,clear
RG-006080,2025-04-23T18:30:00Z,WIND-05,wind,42.47,102.7,0.414,stormy
RG-006081,2025-03-14T15:00:00Z,SOLAR-07,solar,6.3,33.3,0.189,rainy
RG-006082,2025-04-19T18:45:00Z,SOLAR-08,solar,2.95,46.8,0.063,cloudy
RG-006083,2025-03-01T23:45:00Z,SOLAR-05,solar,0,50.3,0.0,cloudy
RG-006084,2025-04-21T22:30:00Z,SOLAR-01,solar,0,69.3,0.0,overcast
RG-006085,2025-03-27T19:15:00Z,WIND-05,wind,84.64,102.7,0.824,windy
RG-006086,2025-04-27T23:00:00Z,HYDRO-03,hydro,86.41,169.9,0.509,stormy
RG-006087,2025-03-08T11:45:00Z,WIND-04,wind,37.5,45.5,0.824,stormy
RG-006088,2025-03-25T08:00:00Z,WIND-01,wind,15.18,39.8,0.381,overcast
RG-006089,2025-04-07T17:45:00Z,SOLAR-01,solar,22.34,69.3,0.322,windy
RG-006090,2025-04-07T15:30:00Z,WIND-01,wind,35.85,39.8,0.901,windy
RG-006091,2025-04-15T08:45:00Z,WIND-05,wind,27.4,102.7,0.267,cloudy
RG-006092,2025-04-04T09:00:00Z,WIND-04,wind,22.94,45.5,0.504,overcast
RG-006093,2025-04-05T14:00:00Z,SOLAR-04,solar,53.9,76.6,0.704,clear
RG-006094,2025-04-08T06:30:00Z,SOLAR-03,solar,3.49,48.7,0.072,overcast
RG-006095,2025-04-10T08:30:00Z,WIND-04,wind,11.96,45.5,0.263,rainy
RG-006096,2025-04-06T01:30:00Z,HYDRO-01,hydro,50.75,59.3,0.856,rainy
RG-006097,2025-03-17T17:45:00Z,WIND-03,wind,11.09,40.8,0.272,overcast
RG-006098,2025-03-24T01:00:00Z,WIND-05,wind,46.39,102.7,0.452,windy
RG-006099,2025-03-04T13:30:00Z,HYDRO-01,hydro,38.37,59.3,0.647,stormy
RG-006100,2025-03-17T16:30:00Z,WIND-05,wind,30.66,102.7,0.299,cloudy
RG-006101,2025-04-15T08:45:00Z,SOLAR-04,solar,31.47,76.6,0.411,stormy
RG-006102,2025-04-19T00:15:00Z,WIND-03,wind,19.84,40.8,0.486,rainy
RG-006103,2025-04-16T11:30:00Z,SOLAR-01,solar,44.85,69.3,0.647,stormy
RG-006104,2025-03-25T05:00:00Z,WIND-06,wind,21.26,76.8,0.277,stormy
RG-006105,2025-04-09T11:00:00Z,SOLAR-05,solar,42.98,50.3,0.854,windy
RG-006106,2025-03-09T18:15:00Z,WIND-04,wind,15.39,45.5,0.338,rainy
RG-006107,2025-03-16T10:30:00Z,SOLAR-07,solar,6.77,33.3,0.203,overcast
RG-006108,2025-04-13T22:15:00Z,SOLAR-06,solar,0,59.6,0.0,cloudy
RG-006109,2025-03-02T05:15:00Z,SOLAR-05,solar,6.11,50.3,0.121,windy
RG-006110,2025-04-26T12:15:00Z,WIND-05,wind,39.88,102.7,0.388,clear
RG-006111,2025-03-07T18:45:00Z,SOLAR-04,solar,5.53,76.6,0.072,rainy
RG-006112,2025-04-27T05:00:00Z,SOLAR-07,solar,3.16,33.3,0.095,windy
RG-006113,2025-03-07T20:00:00Z,SOLAR-06,solar,0,59.6,0.0,stormy
RG-006114,2025-03-17T10:15:00Z,SOLAR-04,solar,16.36,76.6,0.214,rainy
RG-006115,2025-03-27T03:15:00Z,HYDRO-03,hydro,103.82,169.9,0.611,overcast
RG-006116,2025-03-09T21:45:00Z,WIND-06,wind,18.96,76.8,0.247,stormy
RG-006117,2025-04-06T13:15:00Z,SOLAR-08,solar,11.7,46.8,0.25,cloudy
RG-006118,2025-03-10T10:45:00Z,SOLAR-05,solar,29.19,50.3,0.58,clear
RG-006119,2025-03-31T11:00:00Z,WIND-06,wind,81.59,76.8,1.062,stormy
RG-006120,2025-04-27T11:15:00Z,WIND-02,wind,45.14,112.7,0.401,windy
RG-006121,2025-03-27T09:45:00Z,SOLAR-06,solar,36.8,59.6,0.617,clear
RG-006122,2025-03-02T15:00:00Z,SOLAR-04,solar,13.16,76.6,0.172,rainy
RG-006123,2025-03-08T06:15:00Z,SOLAR-08,solar,3.68,46.8,0.079,cloudy
RG-006124,2025-03-11T18:30:00Z,HYDRO-02,hydro,113.28,151.9,0.746,rainy
RG-006125,2025-04-27T05:15:00Z,WIND-06,wind,41.44,76.8,0.54,overcast
RG-006126,2025-04-10T15:15:00Z,SOLAR-08,solar,21.47,46.8,0.459,windy
RG-006127,2025-04-21T10:00:00Z,SOLAR-01,solar,49.98,69.3,0.721,windy
RG-006128,2025-03-29T00:45:00Z,HYDRO-02,hydro,108.83,151.9,0.716,stormy
RG-006129,2025-03-02T01:30:00Z,SOLAR-07,solar,0,33.3,0.0,windy
RG-006130,2025-04-15T08:15:00Z,SOLAR-08,solar,18.95,46.8,0.405,windy
RG-006131,2025-03-20T22:00:00Z,HYDRO-02,hydro,72.52,151.9,0.477,cloudy
RG-006132,2025-04-27T06:15:00Z,HYDRO-03,hydro,116.65,169.9,0.687,cloudy
RG-006133,2025-03-26T23:45:00Z,HYDRO-02,hydro,116.76,151.9,0.769,stormy
RG-006134,2025-03-23T16:15:00Z,WIND-04,wind,29.86,45.5,0.656,stormy
RG-006135,2025-03-08T01:45:00Z,SOLAR-08,solar,0,46.8,0.0,clear
RG-006136,2025-03-02T21:00:00Z,SOLAR-01,solar,0,69.3,0.0,rainy
RG-006137,2025-03-24T01:30:00Z,HYDRO-01,hydro,45.64,59.3,0.77,windy
RG-006138,2025-04-28T16:45:00Z,SOLAR-01,solar,9.23,69.3,0.133,rainy
RG-006139,2025-03-11T18:45:00Z,SOLAR-03,solar,3.43,48.7,0.07,overcast
RG-006140,2025-03-15T03:45:00Z,WIND-02,wind,47.27,112.7,0.419,windy
RG-006141,2025-03-15T01:45:00Z,SOLAR-07,solar,0,33.3,0.0,clear
RG-006142,2025-03-01T09:00:00Z,WIND-04,wind,8.13,45.5,0.179,cloudy
RG-006143,2025-03-08T15:15:00Z,WIND-05,wind,33.06,102.7,0.322,clear
RG-006144,2025-03-20T03:30:00Z,HYDRO-02,hydro,78.86,151.9,0.519,cloudy
RG-006145,2025-03-23T07:45:00Z,WIND-06,wind,27.55,76.8,0.359,overcast
RG-006146,2025-03-10T19:15:00Z,SOLAR-01,solar,7.27,69.3,0.105,windy
RG-006147,2025-03-02T19:00:00Z,SOLAR-01,solar,6.84,69.3,0.099,clear
RG-006148,2025-04-15T13:15:00Z,HYDRO-02,hydro,85.42,151.9,0.562,windy
RG-006149,2025-03-24T09:00:00Z,HYDRO-01,hydro,50.28,59.3,0.848,windy
RG-006150,2025-04-01T13:45:00Z,WIND-04,wind,31.79,45.5,0.699,windy
RG-006151,2025-04-24T06:15:00Z,WIND-05,wind,37.95,102.7,0.37,overcast
RG-006152,2025-03-27T12:30:00Z,HYDRO-03,hydro,122.5,169.9,0.721,rainy
RG-006153,2025-04-28T10:15:00Z,WIND-05,wind,28.06,102.7,0.273,rainy
RG-006154,2025-03-23T19:00:00Z,SOLAR-04,solar,2.44,76.6,0.032,overcast
RG-006155,2025-03-31T14:00:00Z,SOLAR-01,solar,14.62,69.3,0.211,rainy
RG-006156,2025-03-05T08:45:00Z,SOLAR-03,solar,6.51,48.7,0.134,rainy
RG-006157,2025-04-11T20:30:00Z,HYDRO-03,hydro,122.57,169.9,0.721,rainy
RG-006158,2025-03-09T12:45:00Z,WIND-05,wind,24.92,102.7,0.243,rainy
RG-006159,2025-04-07T04:15:00Z,WIND-01,wind,21.7,39.8,0.545,stormy
RG-006160,2025-04-14T14:00:00Z,WIND-05,wind,23.05,102.7,0.224,cloudy
RG-006161,2025-04-27T02:00:00Z,SOLAR-01,solar,0,69.3,0.0,clear
RG-006162,2025-04-04T09:30:00Z,SOLAR-02,solar,7.02,37.3,0.188,cloudy
RG-006163,2025-03-09T18:00:00Z,SOLAR-06,solar,12.47,59.6,0.209,windy
RG-006164,2025-03-03T06:00:00Z,SOLAR-05,solar,3.1,50.3,0.062,overcast
RG-006165,2025-04-24T01:45:00Z,HYDRO-01,hydro,47.47,59.3,0.801,windy
RG-006166,2025-04-08T23:30:00Z,HYDRO-01,hydro,32.72,59.3,0.552,cloudy
RG-006167,2025-04-25T23:30:00Z,WIND-06,wind,29.84,76.8,0.389,overcast
RG-006168,2025-04-22T16:15:00Z,WIND-05,wind,36.22,102.7,0.353,rainy
RG-006169,2025-04-20T09:15:00Z,WIND-04,wind,22.7,45.5,0.499,cloudy
RG-006170,2025-03-17T00:00:00Z,WIND-04,wind,20.1,45.5,0.442,rainy
RG-006171,2025-03-30T06:45:00Z,SOLAR-05,solar,3.84,50.3,0.076,cloudy
RG-006172,2025-04-22T09:00:00Z,SOLAR-03,solar,9.19,48.7,0.189,cloudy
RG-006173,2025-03-23T17:00:00Z,WIND-06,wind,28.3,76.8,0.368,rainy
RG-006174,2025-03-18T12:15:00Z,WIND-04,wind,26.28,45.5,0.578,cloudy
RG-006175,2025-04-05T05:15:00Z,HYDRO-01,hydro,50.86,59.3,0.858,stormy
RG-006176,2025-03-13T22:45:00Z,SOLAR-01,solar,0,69.3,0.0,cloudy
RG-006177,2025-03-22T00:15:00Z,SOLAR-02,solar,0,37.3,0.0,windy
RG-006178,2025-03-05T16:45:00Z,WIND-01,wind,19.8,39.8,0.497,overcast
RG-006179,2025-04-06T11:00:00Z,SOLAR-04,solar,58.21,76.6,0.76,windy
RG-006180,2025-04-15T07:30:00Z,SOLAR-06,solar,7.07,59.6,0.119,cloudy
RG-006181,2025-03-30T00:15:00Z,WIND-01,wind,13.37,39.8,0.336,clear
RG-006182,2025-04-04T07:00:00Z,WIND-06,wind,24.32,76.8,0.317,cloudy
RG-006183,2025-03-20T11:00:00Z,WIND-05,wind,28.67,102.7,0.279,stormy
RG-006184,2025-04-11T00:45:00Z,HYDRO-02,hydro,100.23,151.9,0.66,windy
RG-006185,2025-03-14T18:00:00Z,HYDRO-03,hydro,115.11,169.9,0.678,cloudy
RG-006186,2025-03-22T01:45:00Z,SOLAR-01,solar,0,69.3,0.0,cloudy
RG-006187,2025-04-05T09:15:00Z,SOLAR-08,solar,9.65,46.8,0.206,overcast
RG-006188,2025-03-04T01:45:00Z,SOLAR-02,solar,0,37.3,0.0,windy
RG-006189,2025-04-27T06:30:00Z,WIND-01,wind,12.76,39.8,0.321,rainy
RG-006190,2025-03-05T14:00:00Z,WIND-01,wind,12.07,39.8,0.303,rainy
RG-006191,2025-04-11T08:30:00Z,WIND-02,wind,94.09,112.7,0.835,windy
RG-006192,2025-04-07T10:00:00Z,WIND-03,wind,11.93,40.8,0.292,cloudy
RG-006193,2025-03-10T16:00:00Z,SOLAR-06,solar,7.94,59.6,0.133,cloudy
RG-006194,2025-03-21T19:30:00Z,HYDRO-01,hydro,33.72,59.3,0.569,stormy
RG-006195,2025-04-23T04:00:00Z,HYDRO-02,hydro,96.66,151.9,0.636,cloudy
RG-006196,2025-03-29T01:15:00Z,SOLAR-03,solar,0,48.7,0.0,windy
RG-006197,2025-03-01T10:00:00Z,WIND-01,wind,10.27,39.8,0.258,overcast
RG-006198,2025-03-22T17:00:00Z,SOLAR-02,solar,11.36,37.3,0.305,clear
RG-006199,2025-03-16T09:15:00Z,HYDRO-01,hydro,43.75,59.3,0.738,clear
RG-006200,2025-03-30T00:00:00Z,HYDRO-03,hydro,82.74,169.9,0.487,stormy
RG-006201,2025-03-19T15:45:00Z,SOLAR-08,solar,22.45,46.8,0.48,windy
RG-006202,2025-03-04T05:45:00Z,WIND-04,wind,7.69,45.5,0.169,rainy
RG-006203,2025-03-01T22:00:00Z,WIND-03,wind,10.82,40.8,0.265,rainy
RG-006204,2025-03-18T12:30:00Z,WIND-02,wind,40.77,112.7,0.362,cloudy
RG-006205,2025-03-16T21:45:00Z,SOLAR-02,solar,0,37.3,0.0,cloudy
RG-006206,2025-03-30T12:00:00Z,SOLAR-02,solar,29.46,37.3,0.79,windy
RG-006207,2025-03-15T12:15:00Z,WIND-02,wind,48.63,112.7,0.431,clear
RG-006208,2025-03-02T19:15:00Z,WIND-04,wind,13.91,45.5,0.306,overcast
RG-006209,2025-03-27T10:15:00Z,SOLAR-05,solar,9.59,50.3,0.191,cloudy
RG-006210,2025-04-15T08:15:00Z,WIND-06,wind,12.82,76.8,0.167,overcast
RG-006211,2025-04-13T11:30:00Z,SOLAR-05,solar,11.2,50.3,0.223,overcast
RG-006212,2025-04-17T15:15:00Z,SOLAR-07,solar,5.98,33.3,0.18,overcast
RG-006213,2025-03-01T15:45:00Z,WIND-06,wind,25.06,76.8,0.326,rainy
RG-006214,2025-04-18T16:00:00Z,WIND-06,wind,19.58,76.8,0.255,overcast
RG-006215,2025-04-22T05:45:00Z,SOLAR-02,solar,1.2,37.3,0.032,overcast
RG-006216,2025-04-09T15:45:00Z,SOLAR-04,solar,13.05,76.6,0.17,rainy
RG-006217,2025-03-13T21:00:00Z,WIND-04,wind,17.71,45.5,0.389,clear
RG-006218,2025-04-10T19:00:00Z,SOLAR-07,solar,3.47,33.3,0.104,stormy
RG-006219,2025-03-18T03:45:00Z,SOLAR-01,solar,0,69.3,0.0,stormy
RG-006220,2025-04-06T23:00:00Z,WIND-03,wind,17.95,40.8,0.44,cloudy
RG-006221,2025-04-05T16:45:00Z,SOLAR-04,solar,33.08,76.6,0.432,clear
RG-006222,2025-03-07T03:30:00Z,WIND-03,wind,9.44,40.8,0.231,rainy
RG-006223,2025-03-29T01:30:00Z,WIND-02,wind,48.0,112.7,0.426,clear
RG-006224,2025-03-11T00:15:00Z,WIND-02,wind,51.28,112.7,0.455,rainy
RG-006225,2025-03-18T06:45:00Z,SOLAR-08,solar,10.34,46.8,0.221,stormy
RG-006226,2025-03-29T18:00:00Z,SOLAR-07,solar,2.48,33.3,0.074,overcast
RG-006227,2025-03-17T10:45:00Z,WIND-03,wind,22.76,40.8,0.558,overcast
RG-006228,2025-04-05T08:45:00Z,WIND-06,wind,27.02,76.8,0.352,overcast
RG-006229,2025-03-06T21:45:00Z,SOLAR-04,solar,0,76.6,0.0,stormy
RG-006230,2025-03-10T03:15:00Z,WIND-06,wind,30.96,76.8,0.403,clear
RG-006231,2025-03-31T03:30:00Z,WIND-01,wind,36.89,39.8,0.927,stormy
RG-006232,2025-03-18T12:15:00Z,SOLAR-02,solar,11.9,37.3,0.319,rainy
RG-006233,2025-03-24T20:00:00Z,WIND-04,wind,7.49,45.5,0.165,clear
RG-006234,2025-03-03T21:45:00Z,SOLAR-07,solar,0,33.3,0.0,cloudy
RG-006235,2025-03-28T13:00:00Z,HYDRO-01,hydro,26.93,59.3,0.454,overcast
RG-006236,2025-04-21T01:30:00Z,SOLAR-06,solar,0,59.6,0.0,rainy
RG-006237,2025-03-18T09:30:00Z,SOLAR-07,solar,18.76,33.3,0.563,windy
RG-006238,2025-03-04T15:00:00Z,SOLAR-07,solar,6.39,33.3,0.192,cloudy
RG-006239,2025-03-29T04:15:00Z,WIND-05,wind,88.03,102.7,0.857,stormy
RG-006240,2025-03-25T06:45:00Z,WIND-05,wind,13.25,102.7,0.129,clear
RG-006241,2025-03-19T16:15:00Z,WIND-06,wind,16.74,76.8,0.218,cloudy
RG-006242,2025-04-23T21:15:00Z,HYDRO-03,hydro,117.93,169.9,0.694,overcast
RG-006243,2025-04-05T15:15:00Z,HYDRO-02,hydro,142.32,151.9,0.937,rainy
RG-006244,2025-03-19T16:15:00Z,SOLAR-01,solar,10.02,69.3,0.145,overcast
RG-006245,2025-04-23T15:30:00Z,SOLAR-03,solar,26.46,48.7,0.543,windy
RG-006246,2025-03-22T05:30:00Z,WIND-04,wind,9.2,45.5,0.202,rainy
RG-006247,2025-04-21T05:00:00Z,SOLAR-01,solar,6.39,69.3,0.092,stormy
RG-006248,2025-03-03T10:30:00Z,HYDRO-02,hydro,73.71,151.9,0.485,overcast
RG-006249,2025-03-12T02:30:00Z,WIND-01,wind,7.47,39.8,0.188,overcast
RG-006250,2025-03-10T12:00:00Z,SOLAR-07,solar,9.21,33.3,0.277,rainy
RG-006251,2025-03-31T13:15:00Z,WIND-06,wind,79.32,76.8,1.033,stormy
RG-006252,2025-04-11T10:15:00Z,SOLAR-04,solar,50.58,76.6,0.66,windy
RG-006253,2025-04-06T18:45:00Z,SOLAR-07,solar,6.97,33.3,0.209,clear
RG-006254,2025-03-13T19:15:00Z,HYDRO-03,hydro,139.16,169.9,0.819,overcast
RG-006255,2025-03-29T00:30:00Z,WIND-05,wind,58.07,102.7,0.565,windy
RG-006256,2025-04-21T04:45:00Z,SOLAR-07,solar,0,33.3,0.0,rainy
RG-006257,2025-04-27T17:30:00Z,SOLAR-07,solar,3.26,33.3,0.098,cloudy
RG-006258,2025-03-30T23:45:00Z,HYDRO-01,hydro,35.79,59.3,0.604,rainy
RG-006259,2025-03-29T15:30:00Z,WIND-03,wind,21.99,40.8,0.539,windy
RG-006260,2025-03-17T02:30:00Z,HYDRO-03,hydro,142.38,169.9,0.838,rainy
RG-006261,2025-04-15T23:15:00Z,HYDRO-01,hydro,43.53,59.3,0.734,clear
RG-006262,2025-04-13T14:45:00Z,SOLAR-06,solar,37.63,59.6,0.631,clear
RG-006263,2025-03-07T03:30:00Z,HYDRO-01,hydro,41.12,59.3,0.693,clear
RG-006264,2025-03-29T11:45:00Z,WIND-02,wind,47.06,112.7,0.418,cloudy
RG-006265,2025-04-26T10:00:00Z,WIND-02,wind,38.94,112.7,0.346,cloudy
RG-006266,2025-04-16T08:00:00Z,SOLAR-05,solar,6.06,50.3,0.12,rainy
RG-006267,2025-04-26T05:30:00Z,SOLAR-07,solar,1.08,33.3,0.032,overcast
RG-006268,2025-03-22T11:30:00Z,WIND-05,wind,52.99,102.7,0.516,windy
RG-006269,2025-04-18T12:15:00Z,SOLAR-05,solar,42.32,50.3,0.841,windy
RG-006270,2025-03-25T07:15:00Z,WIND-02,wind,44.18,112.7,0.392,clear
RG-006271,2025-04-17T08:30:00Z,WIND-04,wind,12.2,45.5,0.268,overcast
RG-006272,2025-03-03T02:30:00Z,WIND-02,wind,47.51,112.7,0.422,stormy
RG-006273,2025-03-25T09:45:00Z,SOLAR-03,solar,27.56,48.7,0.566,stormy
RG-006274,2025-04-05T23:15:00Z,HYDRO-03,hydro,162.91,169.9,0.959,overcast
RG-006275,2025-03-10T20:45:00Z,SOLAR-07,solar,0,33.3,0.0,windy
RG-006276,2025-04-02T12:30:00Z,WIND-05,wind,45.63,102.7,0.444,rainy
RG-006277,2025-03-12T03:45:00Z,WIND-02,wind,51.1,112.7,0.453,clear
RG-006278,2025-03-11T21:30:00Z,HYDRO-03,hydro,96.5,169.9,0.568,rainy
RG-006279,2025-03-10T21:45:00Z,SOLAR-01,solar,0,69.3,0.0,clear
RG-006280,2025-03-21T03:30:00Z,SOLAR-06,solar,0,59.6,0.0,overcast
RG-006281,2025-03-10T23:30:00Z,WIND-05,wind,35.81,102.7,0.349,windy
RG-006282,2025-03-18T07:15:00Z,HYDRO-02,hydro,98.64,151.9,0.649,overcast
RG-006283,2025-03-29T00:45:00Z,HYDRO-01,hydro,35.15,59.3,0.593,cloudy
RG-006284,2025-04-07T16:30:00Z,WIND-05,wind,22.19,102.7,0.216,cloudy
RG-006285,2025-04-27T01:30:00Z,SOLAR-07,solar,0,33.3,0.0,windy
RG-006286,2025-03-08T19:30:00Z,SOLAR-04,solar,7.17,76.6,0.094,clear
RG-006287,2025-04-21T22:00:00Z,SOLAR-04,solar,0,76.6,0.0,cloudy
RG-006288,2025-04-10T14:45:00Z,SOLAR-03,solar,35.68,48.7,0.733,clear
RG-006289,2025-04-13T11:45:00Z,SOLAR-04,solar,20.71,76.6,0.27,overcast
RG-006290,2025-04-20T14:15:00Z,HYDRO-03,hydro,96.82,169.9,0.57,overcast
RG-006291,2025-03-22T12:00:00Z,HYDRO-01,hydro,28.67,59.3,0.483,stormy
RG-006292,2025-03-29T02:15:00Z,HYDRO-03,hydro,135.32,169.9,0.796,stormy
RG-006293,2025-03-14T03:30:00Z,SOLAR-01,solar,0,69.3,0.0,cloudy
RG-006294,2025-03-01T20:30:00Z,WIND-04,wind,39.64,45.5,0.871,windy
RG-006295,2025-04-25T18:00:00Z,HYDRO-02,hydro,92.29,151.9,0.608,windy
RG-006296,2025-03-01T21:45:00Z,SOLAR-06,solar,0,59.6,0.0,stormy
RG-006297,2025-03-24T15:15:00Z,SOLAR-06,solar,9.44,59.6,0.158,overcast
RG-006298,2025-03-22T18:45:00Z,SOLAR-08,solar,3.67,46.8,0.078,overcast
RG-006299,2025-03-21T07:00:00Z,WIND-01,wind,6.17,39.8,0.155,rainy
RG-006300,2025-03-17T02:00:00Z,SOLAR-03,solar,0,48.7,0.0,overcast
RG-006301,2025-04-07T20:00:00Z,SOLAR-03,solar,0,48.7,0.0,overcast
RG-006302,2025-04-04T17:15:00Z,SOLAR-01,solar,7.9,69.3,0.114,rainy
RG-006303,2025-03-02T07:30:00Z,SOLAR-08,solar,14.32,46.8,0.306,stormy
RG-006304,2025-04-19T05:15:00Z,SOLAR-06,solar,6.27,59.6,0.105,stormy
RG-006305,2025-03-22T00:15:00Z,HYDRO-03,hydro,77.39,169.9,0.456,windy
RG-006306,2025-04-09T16:45:00Z,SOLAR-05,solar,7.47,50.3,0.149,cloudy
RG-006307,2025-03-14T22:00:00Z,HYDRO-02,hydro,92.67,151.9,0.61,cloudy
RG-006308,2025-03-31T21:00:00Z,WIND-02,wind,34.58,112.7,0.307,overcast
RG-006309,2025-03-05T13:15:00Z,WIND-01,wind,20.29,39.8,0.51,overcast
RG-006310,2025-04-23T17:30:00Z,HYDRO-01,hydro,33.95,59.3,0.573,windy
RG-006311,2025-03-07T10:30:00Z,WIND-04,wind,13.63,45.5,0.3,overcast
RG-006312,2025-03-19T11:30:00Z,SOLAR-05,solar,11.42,50.3,0.227,overcast
RG-006313,2025-03-27T06:00:00Z,SOLAR-03,solar,10.17,48.7,0.209,stormy
RG-006314,2025-03-23T15:15:00Z,WIND-02,wind,21.18,112.7,0.188,overcast
